ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_44	-0.137	12.572	0.756080491442624	0.857567805730224	NotSig	0.523	0.508	0.701	0.975	0.117	0.077	0.239	0.006	0.071	0.038	0.071	0.1	0.082	0.008	0.258	0.065	0.14	2.388	0.483	0.084	0.172	1.045	0.127	0.103	0.089	5.33	0.357	1.965	0.273	0.143	0.777	0.058	0.753	0.113	0.038	1.042	0.242	0.879	0.037	0.034	0.014	0.422	0.355	0.761	0.127	0.081	0.074	0.02	0.021	0.031	0.036	1.187	0.312	0.135	1.299	0.172	0.084	0.064	2.647	0.14	0.095	1.713	0.513	0.111	0.513	3.464	0.843	0.14	0.117	0.926	0.067	0.65	0.012	0.447
ASV_51	0.129	12.575	0.779806420204559	0.87851542418297	NotSig	0.428	0.419	2.72	0.173	0.281	0.015	0.17	2.843	0.447	0.032	0.477	0.325	0.432	2.133	0.037	0.181	0.047	0.056	0.094	0.054	0.05	0.066	0.054	0.058	2.24	0.155	0.148	0.185	0.103	0.035	0.196	0.043	0.036	0.058	0.169	0.241	0.332	0.232	0.349	1.027	0.01	0.183	0.422	0.024	0.275	0.09	0.504	2.343	0.42	4.239	0.157	0.12	0.034	0.092	0.777	0.057	0.182	0.085	0.198	0.074	0.034	0.057	0.223	0.103	0.676	1.369	0.158	0.414	0.033	0.132	0.157	0.111	0.073	0.345
ASV_121	-0.124	10.665	0.789630967635816	0.87851542418297	NotSig	0.125	0.12	0.062	0.002	0.16	0.006	0.003	0.025	0.021	0.006	0.02	0.012	0.014	0.002	0.084	0.041	0.099	0.18	0.069	0.11	0.059	0.052	0.04	0.603	0.093	0.602	0.376	0.116	0.045	0.423	0.097	0.235	0.138	0.184	0.139	0.009	0.005	0.15	0.009	0.002	0.002	0.003	0.008	0.004	0	0.006	0.013	0.121	0.005	0.004	0.539	0.038	0.24	0.102	0.11	0.026	0.062	0.078	0.158	1.224	0.125	0.129	0.223	0.261	0.063	0.114	0.109	0.052	0.365	0.032	0.109	0.173	0.012	0.003
ASV_95	0.142	10.938	0.79014405015273	0.87851542418297	NotSig	0.128	0.136	0.036	0.015	0.002	0.015	0	0.033	0.026	0.013	0.004	0	0	0	0.363	0.119	0.088	0.071	0.204	0.963	0.096	0.321	0.064	0.092	0.007	0.159	0.609	0.062	0.379	0.409	0.049	0.003	0.025	0.009	0.002	0.063	0.039	0.037	0.007	0.037	0.007	0.005	0.021	0.002	0.014	0.009	0.004	0.007	0.021	0.002	0.273	0.104	0.226	0.01	0.055	0.077	1.16	0.063	0.846	0.077	0.06	0.167	0.235	0.318	0.042	0.06	0.045	0.685	0.442	0.023	0.023	0.023	0.012	0.015
ASV_29	-0.094	12.43	0.806694121467923	0.888025998935568	NotSig	0.37	0.463	0.366	0.181	0.721	0.122	1.071	0.983	1.32	0.07	0.233	0.09	0.216	1.582	0.045	0.089	0.079	0.128	0.172	0.052	0.042	0.105	0.031	0.155	1.25	0.317	0.341	0.286	0.267	0.295	0.854	0.314	0.1	0.107	0.218	0.073	0.166	2.181	1.032	0.504	0.423	1.181	0.091	0.144	0.466	0.119	2.796	0.186	0.208	0.341	0.258	0.123	0.085	0.18	2.863	0.044	0.149	0.049	0.158	0.11	0.371	0.144	0.177	0.231	0.265	1.288	0.117	0.307	0.275	0.168	0.245	0.066	0.137	0.334
ASV_143	0.126	11.021	0.809207123290399	0.888025998935568	NotSig	0.17	0.151	0.142	0.02	0.098	0.002	0.053	0.099	0.005	0.004	0.002	0.027	0.002	0	0.034	0.053	0.119	0.019	0.087	0.21	0.282	0.008	0.007	0.015	0.001	0.033	0.014	0.89	0.053	0.479	0.09	1.95	0.466	0.321	0.036	0.143	0.081	0.012	0.048	0.44	0.01	0.24	0.094	0.01	0.009	0.003	0.006	0.054	0.014	0	0.153	0.03	0.508	0.027	0.02	0.102	0.097	0.024	0.012	0.009	0.024	0.665	0.314	0.019	0.072	0.011	0.189	0.022	2.209	0.031	0.028	0.117	0.034	0.006
ASV_151	0.107	10.41	0.822115414328756	0.896371000139095	NotSig	0.103	0.112	0.025	0.101	0.053	0	0.018	0.111	0.005	0	0.002	0.022	0.008	0.015	0.013	0.874	0.05	0.004	0.199	0.016	0.018	0.017	0.523	0.341	0.005	0.177	0.032	0.201	0.029	0.012	0.365	0.008	0.021	0.123	0.002	0.224	0.175	0.013	0.129	0.469	0.021	0.166	0.08	0.008	0.014	0.003	0.045	0.022	0.185	0.007	0.74	0.099	0.104	0.047	0.033	0.007	0.019	0.013	0.013	0.068	0.143	0.062	0.027	0.033	0.074	0.047	0.066	0.004	0.038	0.794	0.303	0.04	0.031	0
ASV_101	0.177	8.989	0.847583896504085	0.918215887879426	NotSig	0.036	0.038	0	0.002	0	0	0	0.52	0.031	0	0.002	0.008	0.003	0.006	0	0	0	0.001	0.011	0.003	0.005	0	0	0.002	0	0	0.189	0	0	0	0.052	0.001	0	0.34	0	0	0	0	0.004	0	0	0	0.002	0	0	0	0	0.175	0.009	0.009	0.001	0.004	0.003	0.003	0	0.001	0.001	0.01	0	0	0.011	0	0.006	0.025	0.423	0.426	0	0	0	0.158	0.007	0.194	0	0
ASV_122	0.105	10.59	0.856674008555222	0.922152276725048	NotSig	0.113	0.128	0.016	0.003	0	0.313	0.038	0.021	0.944	0.111	0.397	1.11	0.144	0.159	0.052	0.016	0.003	0.009	0.009	0.003	0.02	0.004	0.017	0	0.015	0.018	0	0.085	0.014	0.021	0.026	0.021	0.094	0.004	0.03	0.257	0.11	0.02	0.066	0	0.937	0	0.033	0.225	0.45	0.393	0.04	0.07	0.028	0.121	0.003	0.009	0.006	0.005	0.048	0.007	0.01	0.003	0.025	0.001	0.001	0.04	0	0	0.202	0.114	1.685	0.004	0.006	0.018	0.001	0.001	0.044	0.015
ASV_67	0.118	12.379	0.864725065627771	0.924927443614515	NotSig	0.324	0.329	0	0.032	0.181	0	0.021	0.014	0.002	0	0.215	0.64	0.545	7.53	0.01	0.031	0.014	0.022	0.016	0.026	0.057	0.011	0.033	0.048	0.043	0.196	0.018	0.047	0.384	0.022	0.182	0.025	0.086	0.016	0.233	0	0	0	0.095	0.053	0	0.01	0.002	0.002	0	0.003	1.223	0.48	0.623	6.246	0.007	0.447	0.01	0.003	0.017	0.051	0.246	0.148	0.031	0.038	0.042	0	0.461	0.013	0.049	0.022	0.078	2.125	0.01	0.11	0.019	0.126	0.014	0.032
ASV_10	0.114	6.408	0.882807405597217	0.938329883936665	NotSig	0.004	0.004	0.031	0.002	0	0.053	0	0	0.005	0	0.002	0	0.005	0	0	0	0	0	0.002	0.003	0	0	0	0	0	0.007	0	0	0	0.004	0.002	0	0.002	0.003	0	0	0.017	0	0.059	0.005	0.009	0.003	0	0.004	0.007	0.017	0.006	0	0	0.002	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.032	0	0	0
ASV_15	-0.072	13.797	0.891097738311617	0.939191400695218	NotSig	0.942	1.021	0.318	0.315	0.248	0.852	2.199	1.141	5.774	1.236	1.13	3.711	5.997	2.61	0.046	0.018	0.574	0.009	0.103	0.011	0.065	0.144	0.262	1.821	0.528	0.188	0.022	0.052	0.084	0.091	0.156	0.032	0.063	0.073	1.207	0.177	0.205	0.082	1.317	0.182	1.608	0.95	2.084	4.191	2.835	3.297	1.034	1.538	2.346	2.194	0.082	0.075	0.167	0.068	0.059	0.026	0.057	0.018	0.169	0.034	0.892	0.012	0.159	0.012	0.163	0.222	0.051	0.061	0.054	0.255	0.293	0.029	0.45	12.381
ASV_141	0.059	10.571	0.896732063790923	0.939191400695218	NotSig	0.115	0.125	0.039	0.008	0.037	0.07	0.018	0.027	0	0.002	0.009	0.025	0.01	0.006	0.019	0.047	0.22	0.052	0.286	0.015	0.033	0.211	1.039	0.274	0.078	0.103	0.049	0.218	0.037	0.233	0.106	0.025	0.069	0.382	0.033	0.037	0.037	0.039	0.035	0.034	0.14	0.021	0.011	0.04	0.039	0.009	0.036	0.02	0.021	0.011	0.079	0.041	2.288	0.05	0.033	0.022	0.041	0.006	0.255	0.016	0.238	0.012	0.058	0.04	0.046	0.069	0.076	0.046	0.409	0.231	0.072	0.201	0.017	0
ASV_69	-0.063	11.37	0.900289981731511	0.939191400695218	NotSig	0.161	0.219	0.086	0.337	0.098	0.204	0.491	0.016	0.054	0.401	0.171	0.568	0.929	1.032	0.057	0.005	0.03	0.048	0.124	0.003	0.02	0.034	0.025	0.018	0.171	0.011	0	0.192	0.012	0.017	0.014	0.012	0.029	0.008	0.102	0.274	0.141	0.045	0.578	0.117	0.617	0.364	2.867	0.279	0.239	0.247	0.521	0.276	0.189	0.832	0.042	0.024	0.016	0.07	0.056	0.018	0.004	0.004	0.035	0.003	0.043	0.007	0.021	0	0.084	0.049	0.096	0.035	0.019	0.021	0.036	0.004	0.207	0.065
ASV_140	0.048	9.468	0.920033039939891	0.949674408252299	NotSig	0.057	0.063	0.086	0	0.021	0	0.005	0.01	0.045	0.009	0.009	0.006	0.008	0.161	0.199	0.014	0.062	0.065	0.288	0.03	0.19	0.027	0.025	0.058	0.001	0.155	0.073	0.159	0.008	0.007	0.008	0.007	0.088	0.06	0	0.037	0.051	0.071	0.004	0	0.003	0.003	0.044	0.008	0	0.009	0.011	0.02	0.009	0.002	0.674	0.016	0.025	0.102	0.104	0.048	0.024	0.015	0.009	0.011	0.008	0.052	0.555	0.037	0.123	0.043	0.285	0	0.014	0.017	0.004	0.016	0.006	0
ASV_75	-0.042	12.154	0.921577532268503	0.949674408252299	NotSig	0.329	0.346	0.086	0.188	0.014	0.081	0.241	0.175	0.017	0.019	0.031	0.014	0.042	0.027	0.014	0.082	0.118	0.063	0.275	0.026	0.28	0.168	0.13	1.057	0.314	0.808	0.288	0.921	2.687	0.745	0.63	0.074	1.077	0.148	0.01	0.407	0.07	0.485	0.257	0.309	0.072	0.088	0.116	0.036	0.366	0.047	0.061	0.202	1.048	0.029	0.028	1.226	0.051	0.072	0.098	0.108	0.169	0.311	0.138	0.234	1.229	0.573	0.214	1.681	0.334	1.306	0.493	0.556	0.171	0.152	0.244	0.443	0.078	0.005
ASV_199	0.055	7.67	0.928913849035228	0.951432972648204	NotSig	0.013	0.01	0	0.005	0.002	0	0	0	0.002	0.002	0.018	0.012	0	0	0.006	0	0.02	0.071	0	0.001	0.02	0.006	0.003	0.012	0.025	0.022	0.008	0	0.008	0.003	0.009	0	0.05	0.009	0.101	0.002	0	0	0	0	0	0	0.008	0.002	0	0	0	0	0	0	0.004	0.019	0.004	0.064	0.003	0.007	0.018	0.007	0.008	0.008	0.025	0	0.021	0	0	0.004	0.008	0.11	0.009	0.004	0.004	0.004	0	0.065
ASV_407	0.056	8.479	0.939114744656128	0.956086697872805	NotSig	0.027	0.023	0.002	0	0.008	0	0	0.016	0.002	0	0	0	0.005	0.002	0.001	0.051	0.007	0	0	0.005	0	0	0.003	0.008	0.006	0.004	0.018	0.014	0.01	0.008	0.609	0	0.002	0.069	0.028	0	0	0	0.003	0.005	0	0	0	0	0	0	0	0	0	0.002	0.001	0.071	0.003	0	0.001	0.006	0.003	0.018	0.001	0.009	0.052	0	0.009	0.063	0.002	0	0.027	0.008	0.007	0.36	0.004	0.206	0.016	0.002
ASV_42	-0.013	11.968	0.974049797560552	0.98060587442169	NotSig	0.337	0.332	0.017	0.406	1.141	0.858	0.113	0.127	0.4	0.041	0.147	0.065	0.083	0.088	0.456	0.036	0.072	0.56	1.368	0.06	0.42	0.024	0.042	0.158	0.236	0.351	0.158	1.226	0.515	0.144	0.256	0.15	1.203	0.189	0.007	0.014	0.015	0.015	0.092	0.09	0.039	0.238	0.029	0.041	0.027	0.381	0.081	0.195	0.065	0.68	0.325	0.455	0.06	0.415	0.088	0.136	0.556	0.169	0.09	0.179	0.038	0.107	0.308	0.257	1.398	1.799	2.896	0.946	0.161	0.282	0.155	0.093	0.014	0.002
ASV_64	-0.024	8.453	0.977243710384958	0.98060587442169	NotSig	0.025	0.026	0.005	0.06	0	0.453	0.001	0.033	0.002	0.002	0.004	0	0	0	0.002	0.005	0.001	0.001	0.002	0	0	0	0	0	0	0.026	0.209	0	0	0	0.006	0	0	0.015	0	0.007	0.073	0.086	0.028	0.002	0.468	0	0.051	0	0.005	0.009	0	0.002	0	0.002	0.007	0.004	0	0	0.001	0.001	0.001	0	0	0.001	0	0.007	0.043	0.173	0	0	0	0	0	0.006	0.001	0.016	0	0
ASV_147	0.012	10.747	0.98060587442169	0.98060587442169	NotSig	0.129	0.136	0.008	0.02	0.058	0.024	0.011	0.086	0.002	0.011	0.007	0.002	0.011	0	0.012	0.439	0.033	0.003	0.165	0.019	0.039	0.028	1.209	0.138	0.02	0.539	0.053	0.298	0.14	0.066	0.481	0.099	0.033	0.209	0.002	0.007	0.054	0.025	0.208	0.08	0.026	0.086	0.021	0.006	0.075	0.012	0.051	0.011	0.072	0.004	0.013	0.077	0.013	0.023	0.017	0.007	0.009	0.008	0.014	0.044	0.137	0.042	0.436	0.093	0.137	0.179	0.099	0.046	0.058	2.277	0.737	0.089	0.005	0
