ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_100	3.266	12.881	1.46761782865782e-05	0.00248027413043171	Enriched	1.41	0.219	0.131	0.713	0.007	0.149	0.173	0.036	0	0.238	11.242	0.107	0.147	0.007	0.097	1.134	0.063	0.481	1.214	0.002	0.339	0.023	0.1	0.282	0.125	2.678	0.015	0.043	0.029	0.008	0.252	0.018	0.012	0.003	0.03	0.042	0.015	0.01	0.015	0.031	0.321	0.533	0.06	0.01	0.017	0.07	0.006	0.004	0.126	0.054
ASV_140	2.396	10.277	0.000557565695479823	0.0471143012680451	Enriched	0.3	0.063	0.048	0.005	0.182	0.534	0.044	1.705	0.162	0.01	0.012	0.037	0.051	0.071	0.004	0	0.003	0.003	0.044	0.008	0	0.009	0.011	0.02	0.009	0.002	0.674	0.016	0.025	0.102	0.104	0.048	0.024	0.015	0.009	0.011	0.008	0.052	0.555	0.037	0.123	0.043	0.285	0	0.014	0.017	0.004	0.016	0.006	0
ASV_11	2.086	14.33	0.00166440945416026	0.0567319146831734	Enriched	4.091	1.013	1.948	0.604	0.029	0.152	0.92	0.277	0.17	31.595	1.127	0.25	3.783	0.884	1.587	2.391	4.812	0.845	0.502	6.455	1.537	0.736	1.354	3.293	1.755	2.21	0.141	0.651	0.072	0.089	0.291	0.111	0.077	0.071	0.437	0.07	0.195	0.035	0.293	0.013	0.255	1.589	0.068	0.061	0.356	0.113	0.28	0.064	0.436	1.352
ASV_78	-2.59	11.59	0.00203465404818216	0.0567319146831734	Depleted	0.056	0.288	0.054	0.138	0.056	0.091	0.089	0.043	0.026	0	0.001	0.059	0.203	0.264	0.132	0.035	0.074	0.571	0.067	0.03	0.02	0.003	0.089	0.027	0.042	0.004	0.313	0.627	0.116	0.299	0.187	0.088	1.192	0.183	0.118	0.045	1.077	0.055	0.113	0.125	0.376	1.927	0.544	1.391	0.053	0.057	0.496	0.063	0.156	0.002
ASV_131	3.324	9.294	0.00224048102929492	0.0567319146831734	Enriched	0.273	0.018	0	0	0	0.009	2.032	0.413	0	0	0.003	0.002	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.016	0.001	0.001	0.001	0.071	0.012	0.006	0.058	0.021	0.042	0	0.003	0.007	0.223	0.173	0.002	0.001	0.05	0.006	0.003	0	0	0
ASV_113	2.259	13.392	0.00232883229223974	0.0567319146831734	Enriched	2.222	0.426	0.961	0.282	0.017	0.036	0.704	0.017	0.005	16.739	1.242	0.087	0.974	0.195	0.468	0.181	2.937	0.081	0.177	0.599	0.225	0.244	0.994	1.285	0.386	1.221	0.047	0.086	0.086	0.013	0.091	0.025	0.043	0.014	0.117	0.028	0.113	0.035	0.055	0.013	0.023	0.081	0.072	0.048	0.021	0.037	0.162	0.013	0.307	5.045
ASV_55	1.879	12.537	0.0023498426200131	0.0567319146831734	Enriched	0.908	0.293	0.199	0.025	4.357	0.218	1.892	0.229	0.084	0.088	1.079	0.343	0.023	0.024	0.034	0.022	0.262	0.04	0.032	0.257	2.364	0.143	0.102	0.085	0.367	0.106	0.199	0.143	1.008	0.171	0.163	0.067	0.121	0.158	1.511	0.843	0.244	0.042	0.098	0.134	0.221	0.112	0.049	0.014	0.091	0.166	0.525	0.514	0.039	0.593
ASV_110	1.966	9.79	0.00675458726375292	0.132712418689716	Enriched	0.215	0.044	1.427	0.07	0.001	0.001	0	0.003	0	0.398	0.038	0.005	0.014	0.01	0.063	0.037	0.699	0.081	0.042	0.136	0.02	0.012	0.006	0.072	0.037	0.103	0.012	0.001	0.015	0.004	0.003	0.004	0.006	0.004	0.042	0.003	0.006	0.007	0.031	0.003	0.021	0.049	0.002	0.039	0.007	0.012	0.036	0.004	0.012	0.034
ASV_72	-2.915	12.289	0.00726957343757659	0.132712418689716	Depleted	0.052	0.501	0.021	0.005	0.193	0.08	0	0.115	0.015	0.012	0.026	0.115	0.079	0.252	0.252	1.798	0.269	0.247	0.002	5.493	0.225	0.306	8.029	0.013	0.035	0.143	0.042	0.106	0.062	0.305	0.019	0.02	0.056	0.008	0.001	0.008	0.007	0.107	0.061	0.536	0.037	0.054	0.529	0.035	0.034	0.157	0.038	0.036	0.023	0.005
ASV_124	-2.476	11.581	0.00785280583962819	0.132712418689716	Depleted	0.062	0.324	0.159	0.144	0.019	0.052	0.052	0.009	0.002	0.116	0.004	0.023	0.107	0.022	0.329	0.267	0.002	0.498	0.16	0.073	0.07	0.794	0.091	0.22	0.074	0.015	0.772	0.124	0.013	0.344	0.635	0.015	0.093	0.83	0.01	0.02	0.057	0.005	0.326	0.022	5.237	0.674	0.158	0.015	0.003	0.007	0.344	0.001	0.005	0.166
ASV_15	1.966	14.477	0.0102760129836771	0.133523081251208	Enriched	3.186	1.021	3.797	1.048	0.02	0.065	0.639	0.127	0.02	1.355	21.601	0.177	0.205	0.082	1.317	0.182	1.608	0.95	2.084	4.191	2.835	3.297	1.034	1.538	2.346	2.194	0.082	0.075	0.167	0.068	0.059	0.026	0.057	0.018	0.169	0.034	0.892	0.012	0.159	0.012	0.163	0.222	0.051	0.061	0.054	0.255	0.293	0.029	0.45	12.381
ASV_176	2.054	10.446	0.0113179797347605	0.133523081251208	Enriched	0.248	0.057	0.031	0.005	0.01	0.012	0.006	0.039	0	1.875	0.256	0	0	0.002	0.046	0.002	0.027	0	0.008	0.018	0.296	0.044	0.002	0.105	0.134	0.101	0.025	0.001	0.006	0	0.035	0.012	0.001	0.021	0.014	0.522	0.008	0.1	0.235	0.004	0.107	0.016	0.047	0.023	0.003	0.002	0.006	0.006	0.125	0.133
ASV_57	2.45	11.21	0.0118191101124654	0.133523081251208	Enriched	0.369	0.097	0.099	0.044	0.018	0.003	0.14	0.228	0.02	0.103	2.671	0.051	0.006	0.029	0	0	0.005	0	0.138	0	0	0	0	0.002	0	0	0.024	0.325	1.712	0.001	0	0.01	0.068	0.011	0.001	0.001	0	0.025	0.015	0.016	0.019	0	0.035	0.037	0.031	1.028	0.007	0.003	0.089	0.096
ASV_109	-2.314	9.383	0.0118967458856047	0.133523081251208	Depleted	0.014	0.051	0.021	0.019	0	0.006	0.032	0.002	0.002	0.031	0.009	0.007	0.029	0.012	0.078	0.078	0.065	0.048	0.003	0.016	0.043	0.038	0.187	0.222	0.072	0.467	0.003	0.007	0.01	0	0.006	0.006	0.119	0.059	0.039	0	0.01	0	0.027	0.003	0.012	0.002	0.016	0.162	0.01	0.06	0.013	0.007	0.042	0.008
ASV_103	-2.035	10.76	0.0122202884734263	0.133523081251208	Depleted	0.044	0.17	0.03	0.212	0.01	0.045	0.005	0.01	0.008	0.047	0.031	0.026	0.169	0.091	1.349	1.099	0.038	0.117	0.02	0.047	0.082	0.076	0.695	0.803	0.169	0.121	0.45	0.024	0.006	0.015	0.022	0.004	0.013	0.008	0.052	0.007	0.15	0.032	0.162	0.046	0.179	0.076	0.191	0.022	0.009	0.027	0.032	0.011	0.196	0.014
ASV_311	-1.972	11.116	0.0126412384616528	0.133523081251208	Depleted	0.058	0.189	0.057	0.091	0.065	0.064	0.102	0.106	0.026	0.009	0.005	0.073	0.02	0.076	0.009	0.014	0.021	0.012	0.048	0.006	0.111	0.015	0.072	0.078	0.369	0.037	0.2	0.26	0.448	0.966	0.043	0.074	0.668	0.109	1.244	0.079	0.052	0.08	0.082	0.654	0.016	0.036	0.64	0.202	0.037	0.237	0.022	0.079	0.167	0.002
ASV_75	-1.731	11.993	0.015865124810986	0.137164097123729	Depleted	0.135	0.346	0.307	0.077	0.042	0.049	0.102	0.57	0.021	0.043	0.007	0.407	0.07	0.485	0.257	0.309	0.072	0.088	0.116	0.036	0.366	0.047	0.061	0.202	1.048	0.029	0.028	1.226	0.051	0.072	0.098	0.108	0.169	0.311	0.138	0.234	1.229	0.573	0.214	1.681	0.334	1.306	0.493	0.556	0.171	0.152	0.244	0.443	0.078	0.005
ASV_166	2.457	9.423	0.0162336676561326	0.137164097123729	Enriched	0.161	0.029	0	0	0.006	0.02	0.008	0.904	0.505	0.001	0.003	0	0	0	0.001	0.002	0	0.003	0	0.004	0	0.003	0	0	0	0.002	0.003	0.01	0.343	0.003	0	0.039	0.01	0.011	0	0	0	0.112	0.354	0.105	0	0	0.018	0.012	0.057	0.009	0.017	0.023	0	0.003
ASV_85	-1.887	12.39	0.0170959555202918	0.137164097123729	Depleted	0.167	0.561	0.238	0.441	0.109	0.241	0.384	0.038	0.008	0.023	0.023	0.334	7.577	1.042	0.772	4.523	0.317	0.279	0.367	0.053	0.161	0.047	0.774	0.309	0.734	1.067	0.131	0.166	0.123	0.217	0.104	0.045	0.074	0.039	0.076	0.372	0.301	0.251	0.168	0.131	0.177	0.04	0.47	0.084	0.017	0.081	0.239	0.027	0.19	0.005
ASV_101	-4.162	8.668	0.0174745562613645	0.137164097123729	Depleted	0.002	0.038	0	0	0.005	0.003	0	0.005	0.002	0	0	0	0	0	0.004	0	0	0	0.002	0	0	0	0	0.175	0.009	0.009	0.001	0.004	0.003	0.003	0	0.001	0.001	0.01	0	0	0.011	0	0.006	0.025	0.423	0.426	0	0	0	0.158	0.007	0.194	0	0
ASV_48	1.61	12.997	0.0177222514419798	0.137164097123729	Enriched	1.764	0.463	0.447	10.844	2.133	0.596	1.181	0.089	0.508	0.057	0.022	1.578	1.48	0.089	0.087	0.453	1.147	0.238	0.742	0.081	0.082	0.46	0.144	0	0.046	0.024	1.951	0.104	1.107	0.123	0.08	0.053	0.068	0.171	0.136	0.335	0.448	0.199	0.079	0.426	0.093	0.011	0.068	0.029	0.02	0.269	1.092	0.071	4.466	0.02
ASV_125	-4.164	8.829	0.017855681282379	0.137164097123729	Depleted	0.002	0.041	0.002	0	0	0.013	0.003	0.002	0	0.001	0	0.007	0.002	0	0.007	0	0	0	0.009	0.209	0.264	0.649	0.276	0.013	0.014	0.013	0.016	0.003	0.007	0.083	0.022	0	0.006	0	0.001	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_142	-3.164	10.644	0.0197653691058643	0.140433537732893	Depleted	0.016	0.136	0.002	0.005	0.008	0.099	0.001	0.009	0.016	0.003	0.003	0.047	0.096	0.044	0	0	0	0	0.008	0.524	0.391	1.961	0.392	0.004	0.005	0	0.052	0.529	0.028	0	0	0.022	0.146	0.883	0.004	0.001	0.004	0	0.058	0.004	0.007	0.016	0.002	0.007	0.007	0	0.009	0.05	0	0.008
ASV_51	-1.792	12.331	0.0204524985239192	0.140433537732893	Depleted	0.14	0.419	0.115	0.081	0.018	0.057	0.408	0.058	0.02	0.251	0.252	0.241	0.332	0.232	0.349	1.027	0.01	0.183	0.422	0.024	0.275	0.09	0.504	2.343	0.42	4.239	0.157	0.12	0.034	0.092	0.777	0.057	0.182	0.085	0.198	0.074	0.034	0.057	0.223	0.103	0.676	1.369	0.158	0.414	0.033	0.132	0.157	0.111	0.073	0.345
ASV_10	-3.29	6.224	0.0214773413933078	0.140433537732893	Depleted	0	0.004	0	0	0	0	0	0	0	0.001	0	0	0.017	0	0.059	0.005	0.009	0.003	0	0.004	0.007	0.017	0.006	0	0	0.002	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.032	0	0	0
ASV_86	-3.075	12.661	0.0216051596512144	0.140433537732893	Depleted	0.075	0.626	0	0	0.026	0.118	0.121	0.104	0.002	0.289	0.015	0	0	0	0.06	0.074	0.003	0.005	0	0	0	0	0.17	0.087	0.102	0.044	1.321	0.143	0.04	0.369	11.881	0.09	0.287	0.242	0.198	0.206	0.021	0.065	0.104	0.348	5.969	2.108	0.045	0.148	0.004	0.085	0.086	0.08	0.012	0.022
ASV_53	-1.759	9.94	0.0289339361323906	0.177289397724086	Depleted	0.027	0.091	0.02	0.049	0.008	0.015	0.053	0.027	0	0.029	0.042	0.128	0.175	0.175	0.087	0.032	0.033	0.902	0.023	0.217	0.325	0.186	0.356	0.105	0.074	0.064	0.003	0.01	0.051	0.014	0.026	0.004	0.044	0.003	0.008	0.001	0.003	0.01	0.009	0.007	0.026	0.007	0.027	0.031	0.158	0.037	0.004	0.003	0.14	0.055
ASV_123	1.544	10.077	0.0293733913389018	0.177289397724086	Enriched	0.178	0.057	0.069	0.084	0.036	0.019	0.24	0.146	1.006	0	0	0.035	0.031	0.077	0.004	0	0.483	0.093	0.07	0.006	0.136	0.003	0.038	0.004	0.018	0.018	0.024	0.39	0.042	0.014	0.003	0.123	0.022	0.013	0.068	0.03	0.055	0.012	0.018	0.016	0	0.002	0.113	0.027	0.023	0.028	0.106	0.077	0.002	0.006
ASV_67	-2.769	12.095	0.0336449980784071	0.182036337136373	Depleted	0.088	0.329	0.002	0.007	0	0.028	0.642	0.033	0.01	0.059	0.015	0	0	0	0.095	0.053	0	0.01	0.002	0.002	0	0.003	1.223	0.48	0.623	6.246	0.007	0.447	0.01	0.003	0.017	0.051	0.246	0.148	0.031	0.038	0.042	0	0.461	0.013	0.049	0.022	0.078	2.125	0.01	0.11	0.019	0.126	0.014	0.032
ASV_115	-2.26	11.903	0.0336868542448021	0.182036337136373	Depleted	0.086	0.299	0.013	0.011	0.037	0.155	0.177	0.348	0.015	0.016	0.004	0.023	0.014	0.02	0.009	0.008	0.089	0.105	0.023	0.012	0.02	0.093	0.023	0.011	0	0.002	0.056	0.432	0.148	0.077	0.152	0.061	0.147	1.094	0.018	0.065	0.074	0.249	0.305	7.483	0.042	0.022	0.035	0.005	0.01	0.075	0.11	0.525	0.008	0.002
ASV_157	-2.056	8.06	0.0338324507127337	0.182036337136373	Depleted	0.006	0.021	0.025	0.012	0.002	0	0	0.002	0.002	0.003	0.005	0.03	0.025	0.02	0.001	0	0.014	0.005	0.038	0.053	0.095	0.166	0.074	0.011	0.002	0.018	0.018	0.001	0.013	0.005	0.091	0	0.006	0.001	0.001	0.001	0.003	0	0.027	0	0.012	0.004	0	0.011	0.001	0.001	0.025	0	0	0.051
ASV_87	-1.962	12.008	0.0344684188660588	0.182036337136373	Depleted	0.134	0.348	0.266	0.624	0.016	0.007	0.182	0.012	0.003	0.065	0.028	0.101	0.634	0.424	1.823	0.433	1.046	0.264	0.157	0.071	0.234	0.332	1.49	2.294	0.316	2.698	0.022	0.426	0.01	0.009	0.012	0.016	0.056	0.007	0.055	0.004	0.025	0.022	0.061	0.025	0.026	0.038	0.016	0.139	0.017	0.052	0.01	0.05	0.115	0.029
ASV_129	1.356	10.693	0.0426220890122692	0.218276758881015	NotSig	0.352	0.103	2.48	0.377	0.008	0.023	0.041	0.017	0.003	0.197	0.022	0.224	0.693	0.535	0.094	0.01	0.313	0.007	0.186	0.415	0.082	0.087	0.276	0.211	0.058	0.046	0.088	0.015	0.006	0.019	0.038	0.007	0.032	0.097	0.012	0.001	0.015	0.002	0.037	0.013	0.019	0.013	0.07	0.094	0.016	0.032	0.014	0.104	0.009	0.023
ASV_5	1.107	14.415	0.0470214554551491	0.228035279858998	NotSig	2.944	1.407	0.969	1.983	10.497	0.879	8.526	2.118	1.158	0.186	0.178	0.823	1.273	0.779	0.841	2.434	1.767	1.452	0.543	0.138	0.348	0.917	0.293	0.379	0.09	0.304	1.981	2.033	1.403	0.554	0.515	0.942	2.686	0.543	4.718	0.499	3.635	0.657	1.336	0.509	0.632	0.939	0.753	1.7	2.76	9.494	2.765	0.737	0.691	0.028
ASV_138	-1.956	11.681	0.0472262413909168	0.228035279858998	NotSig	0.083	0.303	0.008	0.098	0.013	0.033	0.005	0.325	0.076	0.172	0.012	0.15	0.268	0.013	0.085	0.069	0	1.812	0.154	0.069	0.402	0.134	0.288	0.004	0.03	0	0.006	0.006	0.004	0.013	0.119	0.01	0.012	0.035	0.008	0.013	0.101	0.212	0.027	0.061	0.678	0.401	0.642	0.031	5.112	0.133	0.441	0.263	0.016	0.002
ASV_73	1.438	12.351	0.050412079040116	0.236656704382767	NotSig	0.892	0.398	0.35	0.056	1.27	0.025	0.36	5.592	0.236	0.123	0.016	0.241	0.438	0.141	0.021	0.016	0.243	0.234	0.216	0.002	0.011	0.015	0.004	0.016	0.002	0.002	0.356	0.043	0.119	0.116	0.129	0.025	0.087	0.064	0.189	0.11	0.955	0.261	8.086	0.121	0.295	0.329	0.021	0.052	0.209	0.021	1.915	0.384	0.03	0.011
ASV_105	-2.985	9.512	0.0531617959133001	0.237901647394951	NotSig	0.007	0.053	0	0	0.002	0.007	0.005	0.003	0	0.028	0.016	0	0	0	0.041	0.03	0	0.04	0	0	0	0	0	0.002	0.002	0	0	0	0.041	0	0	0.001	0.065	0.015	0.004	0	0	0.002	0.262	0.001	0.009	0.007	0.045	1.363	0.033	0.035	0.01	0.01	0.016	0.014
ASV_27	1.289	12.593	0.0534926781124743	0.237901647394951	NotSig	0.686	0.443	0.287	0.78	0.007	0.045	0.149	0.12	0.012	0.759	4.017	0.271	1.018	0.229	2.947	1.819	0.009	0.883	0.792	0.168	1.18	0.195	1.221	0.177	0.249	0.216	0.07	0.058	0.022	0.005	0.032	0.016	0.031	0.048	0.058	0.065	0.845	0.027	0.482	0.081	2.039	0.307	0.499	0.048	0.177	0.085	0.167	0.031	0.129	0.575
ASV_137	-1.892	9.664	0.0565377497778254	0.24499691570391	NotSig	0.024	0.075	0.095	0.016	0.007	0.067	0.021	0.003	0	0.003	0	0.009	0.015	0	0.012	0.002	0.022	0.005	0.062	0.128	0.109	1.699	0.091	0.052	0.074	0.046	0.01	0.001	0.009	0.079	0.055	0.006	0.015	0.022	0.113	0.036	0.018	0	0.009	0.009	0.009	0.065	0.002	0.02	0	0.007	0.058	0.029	0	0.009
ASV_17	-1.723	13.785	0.0594094495503119	0.246316563768781	NotSig	0.481	1.132	0.266	0.019	0.259	0.528	1.944	0.859	0.422	0.013	0.015	0.024	0.019	0.064	0.137	0.096	0.007	0.034	0.024	0.041	0.082	0.079	0.055	0.101	3.191	0.132	3.745	1.338	0.466	0.406	11.846	5.835	0.883	0.298	0.671	0.619	1.83	5.884	0.577	0.233	0.274	1.049	1.449	0.36	0.589	0.055	0.615	0.353	0.012	0.664
ASV_120	-2.346	11.441	0.0597572728669824	0.246316563768781	NotSig	0.047	0.204	0	0.002	0.004	0.075	0.041	0.14	0.002	0.069	0.093	0.129	0.253	0.088	0.004	0.008	0	0.157	0	0	0.005	0.009	0.765	0.309	0.328	0.927	0.003	0.003	0.062	0	0	0.003	0.087	0.004	0.001	0.004	0.008	0.147	0.027	0.013	0.009	0	0.08	0.016	0.08	0.021	0.01	0.006	3.568	0.815
ASV_8	-1.445	13.418	0.0654168900595924	0.263225105239789	NotSig	0.489	1.113	0.81	2.169	0.046	0.064	0.743	0.099	0.026	0.297	0.146	0.87	7.931	4.566	6.458	1.174	0.325	5.717	0.537	0.172	1.778	0.268	1.443	0.547	0.614	3.482	0.272	0.874	0.122	0.04	0.297	0.12	0.312	0.031	1.208	0.089	0.2	0.015	0.15	0.036	1.596	0.531	0.064	0.292	0.131	0.64	0.141	0.054	0.307	0.02
ASV_117	-1.562	10.213	0.0695471946937756	0.273030225831943	NotSig	0.031	0.115	0.038	0.03	0.006	0.042	0	0.029	0.005	0.043	0.088	0.007	0.036	0.05	1.713	0.262	0.053	0.043	0.018	0.091	0.111	0.006	0.013	0.011	0.018	0	0.134	0.068	0.009	0.077	0.058	0.003	0.004	0.152	0.005	0.005	0.01	0.045	0.012	0.087	0.369	0.184	0.181	0.004	0.03	0.004	0.012	0.053	0.012	0.535
ASV_80	-4.92	8.614	0.0710847925242929	0.273030225831943	NotSig	0.001	0.023	0	0	0	0.009	0	0	0	0	0	0	0.003	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.003	0.821	0	0.001	0	0.046	0.003	0	0	0	0.002	0	0	0	0	0.001	0	0	0	0
ASV_20	-1.694	13.447	0.0746279775717083	0.280269515769305	NotSig	0.332	0.86	0.054	0.012	0.101	0.577	0.492	0.829	0.897	0.012	0.018	0.182	0.073	1.666	0.194	0.022	0	0.214	0.095	0.004	0.027	0.017	0.225	0.235	0.016	0.022	4.741	2.175	0.28	1.12	0.051	7.969	1.734	1.41	0.224	1.032	0.102	0.149	0.348	3.106	0.149	0.076	0.135	1.912	0.389	0.085	0.146	3.117	0.055	0.048
ASV_122	-1.797	10.359	0.0796056345467882	0.291552772631641	NotSig	0.042	0.128	0.276	0.007	0.03	0.003	0.035	0.005	0.002	0.003	0.016	0.257	0.11	0.02	0.066	0	0.937	0	0.033	0.225	0.45	0.393	0.04	0.07	0.028	0.121	0.003	0.009	0.006	0.005	0.048	0.007	0.01	0.003	0.025	0.001	0.001	0.04	0	0	0.202	0.114	1.685	0.004	0.006	0.018	0.001	0.001	0.044	0.015
ASV_42	-1.349	11.822	0.0810827237496281	0.291552772631641	NotSig	0.135	0.332	0.015	0.149	0.094	0.142	0.084	0.565	0.111	0	0.054	0.014	0.015	0.015	0.092	0.09	0.039	0.238	0.029	0.041	0.027	0.381	0.081	0.195	0.065	0.68	0.325	0.455	0.06	0.415	0.088	0.136	0.556	0.169	0.09	0.179	0.038	0.107	0.308	0.257	1.398	1.799	2.896	0.946	0.161	0.282	0.155	0.093	0.014	0.002
ASV_169	-1.504	9.787	0.0837448752428688	0.294851748250934	NotSig	0.025	0.069	0.01	0.012	0.062	0.038	0.012	0.048	0.04	0.001	0	0.03	0.012	0.03	0.095	0.069	0	0.05	0.041	0.01	0.023	0.268	0.023	0.009	0	0	0.022	0.731	0.056	0.004	0.014	0.066	0.141	0.042	0.08	0.005	0.071	0.027	0.061	0.01	0.019	0.013	0.055	0.071	0.338	0.143	0.036	0.024	0.002	0
ASV_82	1.313	10.833	0.0866408610798603	0.2988225616836	NotSig	0.353	0.111	0.062	0.063	0.019	0.026	1.856	0.26	0.874	0.016	0	0.131	0.043	0.148	0.016	0.102	0	0.009	0.018	0	0.002	0	0.013	0.002	0.002	0	0.163	0.098	0.026	0.026	0.017	0.582	0.04	0.057	0.085	0.064	0.714	0.035	0.07	0.397	0.2	0.269	0.242	0.027	0.033	0.166	0.412	0.107	0	0.003
ASV_88	-2.066	12.167	0.0893982372364663	0.302166041859256	NotSig	0.125	0.305	0.815	0.06	0.001	0.006	0.028	0.015	0.005	0.115	0.084	0.014	0.003	0.003	0.035	0.01	0.144	0.036	0.053	0.267	0.291	0.218	0.11	0.054	0.051	0.196	0.004	0.003	0.009	0.017	0.095	0.001	0.026	0.004	0.018	0.001	0.001	0	0.021	0.003	0.051	0.018	0.016	0.05	0.017	0.001	0.003	0.009	0.062	9.97
ASV_127	-2.28	11.403	0.0929870907694378	0.305135727520698	NotSig	0.066	0.269	0.327	0.191	0.002	0	0.008	0.007	0.002	0.016	0.044	0.089	0.107	0.052	0.094	0.029	2.033	0.112	0.142	5.684	0.468	1.007	0.492	0.052	0	0.004	0.003	0	0.032	0	0.001	0	0.006	0.006	0	0	0.008	0.007	0	0.001	0.002	0	0.008	0.004	0.027	0.004	0.001	0	0.012	0.012
ASV_96	-3.886	12.628	0.0938879161602147	0.305135727520698	NotSig	0.038	0.618	0	0.002	0	0	0	0	0	0.338	0.001	0.002	0.008	0.002	0.025	0.003	0	0.002	0.002	0	0	0.006	0	0.002	0.002	0	0	0.061	0	0.084	13.151	0.022	0.001	0	0	0.119	0	0	0	0	2.097	8.485	0	0	0	0	0.019	0	0.002	0
ASV_99	-1.373	10.117	0.0968820064895124	0.307436969180016	NotSig	0.047	0.101	0.136	0.144	0.005	0.016	0.027	0.021	0	0.072	0.005	0.117	0.218	0.069	0.054	0.016	0	0.16	0.142	0.111	0.009	0.006	0.004	0.096	0.055	0.029	0.021	0.003	0.026	0.04	0.043	0.009	0.138	0.408	0.042	0.053	1.167	0.01	0.207	0.012	0.441	0.022	0.045	0.007	0.004	0.001	0.035	0.12	0.005	0.003
ASV_2	-1.076	17.011	0.0982342978445021	0.307436969180016	NotSig	5.651	10.301	2.275	4.014	6.094	3.257	7.295	11.431	16.075	0.33	0.085	10.767	2.068	4.455	1.049	2.452	1.163	11.74	2.15	0.832	11.869	6.047	2.628	28.84	21.114	3.717	10.075	14.996	21.567	15.735	2.442	25.894	13.733	7.421	23.135	17.578	4.899	19.831	4.675	15.84	4.445	4.945	10.622	10.095	3.244	25.417	7.449	18.853	7.738	0.228
ASV_130	-1.404	11.79	0.103130719559249	0.309021566631228	NotSig	0.12	0.273	0.062	0.019	0.115	0.191	0.129	0.233	0.158	0.16	0.015	0.033	0.104	0.035	0.26	0.061	0.026	0.034	0.044	0.012	0.002	0.009	0.006	0.002	0.005	0	0.705	0.101	0.082	1.396	1.102	0.964	0.069	0.074	0.42	2.698	0.217	0.351	0.323	0.127	0.218	0.15	0.238	0.033	0.315	0.03	0.188	0.151	0.045	0.008
ASV_207	-2.113	10.346	0.105148378413733	0.309021566631228	NotSig	0.024	0.103	0.002	0	0	0.01	0.013	0.019	0.002	0.138	0.035	0.009	0.005	0	0.001	0	0.007	0.005	0.005	0.292	2.292	0.044	0.045	0.117	0.506	0.169	0	0.004	0	0	0.019	0.026	0.001	0.01	0	0.015	0.004	0	0	0.003	0.114	0.103	0.01	0.018	0.004	0.08	0	0	0.012	0.092
ASV_159	0.949	10.337	0.10583944898755	0.309021566631228	NotSig	0.14	0.087	0.35	0.137	0.018	0.045	0.026	0.067	0.025	0.029	0.568	0.217	0.054	0.049	0.09	0.397	0.06	0.272	0.136	0.271	0.189	0.096	0.025	0.108	0.282	0.125	0.027	0.096	0.032	0.08	0.03	0.051	0.019	0.004	0.013	0.017	0.014	0.007	0.11	0.004	0.156	0.067	0.068	0.008	0.017	0.021	0.028	0.009	0.009	0.137
ASV_94	1.032	11.392	0.107083227548867	0.309021566631228	NotSig	0.265	0.173	0.131	0.14	0.023	0.042	0.036	0.031	0.007	0.606	1.371	0.082	0.206	0.059	0.39	0.222	0.312	0.467	0.135	0.079	0.264	0.585	0.038	0.188	0.882	0.079	0.036	0.636	0.038	0.024	0.103	0.044	0.075	0.176	0.009	0.017	0.181	0.02	0.494	0.019	0.225	0.114	0.006	0.01	0.011	0.015	0.08	0.043	0.045	0.353
ASV_41	-1.201	11.874	0.10788326882392	0.309021566631228	NotSig	0.154	0.309	0.135	0.002	0.047	0.219	0.264	0.255	0.412	0.029	0.022	0.026	0.002	0.16	0.084	0.083	0.009	0.04	0.006	0.184	0.234	0.442	0.269	0.011	0.169	0.147	1.721	0.185	0.136	0.195	1.306	0.942	0.662	0.104	0.16	1.046	0.811	0.159	0.15	0.088	0.177	0.276	0.076	0.295	0.124	0.007	0.447	0.407	0.012	0.706
ASV_114	-1.501	9.426	0.112753039593933	0.317587728189578	NotSig	0.027	0.062	0.12	0.077	0	0.019	0.008	0.005	0	0.013	0.005	0.049	0.012	0.007	0.016	0.011	0.027	0.021	1.264	0.006	0.007	0.041	0.021	0.004	0.002	0.002	0.086	0.001	0.004	0.335	0.027	0	0.003	0	0.012	0.06	0.039	0.002	0.015	0.007	0.023	0.052	0.031	0.014	0.003	0.007	0.18	0.014	0.008	0.006
