ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS07P016	DS10P016	DS08P017	DS07P037	DS07P049	DS10P049	DS07P054	DS10P054	DS07P060	DS07P065	DS07P076	DS10P166	DS07P172	DS08P191	DS07P193
ASV_42	0.328	10.904	0.697906120174142	0.821932837827531	NotSig	0.164	0.17	0.026	0.01	0.324	0.526	0.072	1.328	0.002	0.046	0.034	0.057	0.001	0.003	0.001	0.008	0	1.236	0.023	0.117	0.01	0.023	0.004	0.053	0	0.001	0	0.363	0.056	0.016	0.033	0.35	0.986	0.741	0.184	0.02	0.009	0.052	0.012	0.001	0.053	0.035	0.003
ASV_116	-0.344	9.541	0.700761345737829	0.821932837827531	NotSig	0.079	0.091	0.296	0.294	0.842	0.263	0.004	0.002	0.001	0.197	0.001	0	0	0.001	0	0	0	0.007	0.005	0.039	0.001	0.003	0.008	0.023	0	0.007	0.011	0.048	0.451	0.184	0.173	0.32	0.007	0.009	0.086	0.01	0.021	0.1	0.001	0	0	0.004	0
ASV_147	-0.309	9.455	0.705208647840189	0.821932837827531	NotSig	0.061	0.082	0.231	0.328	0.354	0.15	0.003	0.007	0.002	0.165	0.007	0	0.004	0.001	0	0	0	0.168	0.023	0.033	0.003	0.004	0.004	0.048	0.002	0.022	0.01	0.006	0.443	0.184	0.118	0.225	0.003	0.002	0.025	0.002	0.019	0.007	0.005	0	0.001	0.194	0.003
ASV_311	0.347	9.317	0.725484750235579	0.839773443765841	NotSig	0.059	0.065	0.503	0.062	0.053	0.353	0.004	0.014	0	0.169	0.013	0	0	0	0	0.079	0.172	0.023	0.005	0.077	0.001	0.015	0	0	0	0	0	0	0.272	0.074	0.081	0.403	0.005	0.007	0.068	0.038	0.006	0.013	0.002	0.001	0	0	0
ASV_9	0.243	14.014	0.733490447545091	0.84326452813007	NotSig	1.19	1.195	2.666	0.89	0.186	0.293	0.241	2.585	0.06	0.028	0.148	0.471	0.931	0.792	0.403	0.003	1.789	1.933	0.138	0.831	0.529	6.011	0.743	4.725	0.602	0.778	0.557	2.6	0.362	0.375	1.039	0.335	2.037	3.013	0.91	0.189	3.06	0.056	0.691	0.199	0.003	5.401	0.259
ASV_74	-0.297	9.797	0.750846425049997	0.857385444820604	NotSig	0.091	0.103	0.317	0.283	0.969	0.122	0.009	0.01	0	0.024	0.001	0	0	0.03	0	0	0	0.001	0.094	0.008	0.003	0	0.004	0.009	0	0	0	0.475	0.214	0.397	0.17	0.147	0.003	0.176	0.032	0.003	0.004	0.013	0.009	0.015	0	0.367	0.002
ASV_209	-0.276	11.594	0.76419859819366	0.86167485253175	NotSig	0.186	0.237	0.014	0.031	0.21	0.073	0.031	0.357	0.02	0	0.016	0.239	0	0	0	0	0	0	0.063	0.024	0.024	0.051	0.217	1.322	0.142	0.09	1.721	0.196	0.002	0.044	0.116	0.044	0.014	0.014	0.128	0.016	0.032	0	0.025	0.086	0.217	2.798	0.026
ASV_104	0.315	12.672	0.767192212204402	0.86167485253175	NotSig	0.447	0.305	0.072	0.193	0.008	0.038	0.064	0.098	0.002	0	0.002	0	0.068	0.108	0	0.009	0.004	0	0	0.29	0.003	0.026	0.003	0.004	9.844	0.025	0.469	0.289	0.025	0.156	0.75	0.572	0.022	0.012	0.057	0.001	0	0	0.112	0.138	0	0.009	2.725
ASV_53	0.255	9.549	0.770717345878127	0.86167485253175	NotSig	0.053	0.073	0.017	0.055	0.208	0.028	0.031	0.151	0.004	0	0.005	0.013	0	0	0	0.001	0	0.006	0.027	0.036	0.117	0.131	0.057	0.042	0	0.076	0	0.368	0.017	0.124	0.204	0.032	0.044	0.462	0.096	0.024	0.004	0	0.001	0.018	0	0	0.072
ASV_23	0.22	13.139	0.774997500501929	0.86167485253175	NotSig	0.644	0.641	1.67	0.781	0.097	0.167	0.083	2.383	0.02	0	0.136	0.288	0.105	0.664	0.098	0	1.095	4.034	0.082	0.218	0.294	0.352	0.242	1.664	0.94	0.411	0.267	0.65	0.229	0.191	0.703	0.259	1.336	0.833	0.434	0.087	1.151	0.006	0.346	0.044	0	3.893	0.099
ASV_1	-0.183	15.656	0.801349098333729	0.880500437939749	NotSig	3.761	5.672	13.375	10.78	5.455	11.016	0.352	0.839	0.042	9.19	4.258	0.091	17.509	0.073	1.777	0.184	11.853	0.645	2.035	1.311	0.188	1.611	0.516	0.195	0.254	0.698	2.843	0.699	23.926	16.554	11.594	13.581	0.167	3.092	0.317	0.668	1.284	9.567	0.184	2.81	0.235	0.4	0.693
ASV_156	-0.314	7.949	0.802354323679066	0.880500437939749	NotSig	0.029	0.042	0.002	0.006	0.017	0.707	0.003	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0.001	0.003	0	0	0	0	0	0	0.017	0.074	0.003	0.528	0	0.002	0	0.002	0	0.001	0	0	0	0	0.005
ASV_6	0.241	12.984	0.807559573258349	0.880500437939749	NotSig	1.019	0.939	3.293	3.202	2.645	11.033	0.015	0.41	0.002	5.377	0.041	0.001	0.018	0.001	0	0.042	0.144	0.026	0.001	0.058	0.001	0.146	0.021	0.021	0	0	0	0.007	0.15	0.264	2.449	8.282	0.021	0.404	0.46	0.331	0.007	1.667	0.019	0	0.009	0	0.023
ASV_12	0.232	11.543	0.82949077268564	0.898615003742776	NotSig	0.467	0.304	0.08	0.742	10.008	0.447	0.018	0.552	0.004	0.215	0.024	0	0	0	0.004	0.022	0	0.004	0	0.008	0.004	0.006	0.001	0.001	0	0	0	0	0.208	0.157	2.066	0.374	0.002	0.035	1.397	0.205	0.028	0.078	0.006	0	0	0	0.011
ASV_149	0.199	9.466	0.839743830844174	0.903928072692136	NotSig	0.075	0.087	0.82	0.346	0.028	0.436	0.01	0	0	0.001	0.01	0	0.051	0	0	0.001	0.147	0.066	0.019	0	0	0.001	0	0.004	0	0.015	0.006	0	0.295	0.198	0.215	0.315	0.009	0.244	0.001	0.005	0.009	0.001	0.001	0	0	0.001	0.011
ASV_96	-0.232	8.922	0.845583758562761	0.904453513905738	NotSig	0.023	0.057	0	0.005	0.003	0	0.553	0.005	0.013	0	0.004	0	0	0	0.001	0	0	0	0	0	0.003	0	0.003	0.007	0.001	0	0.002	0	0	0.001	0.002	0	0.263	0.539	0.003	0.021	0.007	0	0.012	0.003	0	0	0.008
ASV_220	-0.113	9.722	0.875768671391328	0.930848462044871	NotSig	0.066	0.099	0.125	0.479	0.097	0.152	0.035	0.01	0.002	0.109	0.152	0	0.077	0.004	0.01	0.001	0.127	0.024	0.02	0.121	0.004	0.038	0.015	0.004	0.005	0.005	0.051	0.053	0.229	0.43	0.504	0.081	0.012	0.012	0.021	0.038	0.011	0.102	0.005	0.005	0	0	0.031
ASV_61	-0.17	8.423	0.891557131283515	0.941501686757724	NotSig	0.029	0.057	0.01	0.218	0.011	0.265	0	0	0	0.007	0	0	0	0	0	0	0	0.233	0.003	0	0	0.003	0	0.004	0	0	0	0	0	0.175	0.331	0.325	0	0	0.008	0.006	0	0	0.002	0.001	0	0	0.002
ASV_167	0.144	7.158	0.896933559573926	0.941501686757724	NotSig	0.015	0.012	0.022	0.073	0.191	0.081	0.001	0.014	0	0.001	0	0	0	0.006	0	0	0	0	0.004	0	0	0.001	0	0	0	0	0	0	0	0.057	0.048	0.037	0.002	0	0.036	0.002	0.006	0	0	0	0	0	0
ASV_36	0.086	10.907	0.91642558012096	0.95070951765456	NotSig	0.204	0.189	0.468	0.937	0.498	0.648	0.013	1.475	0.006	0.582	0.012	0.006	0.001	0.006	0.009	0	0.067	0.195	0.02	0.003	0.009	0.192	0	0.017	0	0	0.001	0.133	0.636	0.132	0.71	0.315	0.104	0.072	0.171	0.016	0.281	0.135	0.012	0	0.007	0.235	0.005
ASV_13	-0.083	14.017	0.917642944571687	0.95070951765456	NotSig	0.718	1.122	0.399	0.299	0.291	0.271	0.36	0.48	0.031	0.018	3.043	0.186	0.001	3.761	0.01	6.057	0.228	0.335	0.213	1.378	0.053	0.167	0.021	0.073	0.13	0.002	0.103	0.766	0.559	0.617	0.251	0.098	0.689	2.11	0.316	4.034	0.092	0.01	0.269	4.133	0.55	2.172	0.932
ASV_65	0.081	13.447	0.922582017132236	0.95070951765456	NotSig	0.662	0.526	0.313	0.425	0.033	0.047	0.533	0.532	0.133	0	0.034	0.429	3.415	7.038	0.093	0	0.019	0.255	0.022	1.073	0.064	0.229	0.214	0.175	0.692	0.211	0.529	0.712	0.31	0.281	0.504	0.1	0.831	0.397	0.552	0.446	0.404	0.01	2.716	0.088	0.018	0	1.225
ASV_199	-0.086	12.489	0.941626807204675	0.957421795944074	NotSig	0.395	0.184	0.007	0.003	0	0	0.006	0.002	0	0	0.026	0	0.003	0.075	0.003	0	0.043	0.006	0.033	0.086	0.098	6.541	0.701	0.331	0	0.011	0.025	2.277	0.002	0.001	0	0	0	0.016	0.015	0.052	0	0.004	2.664	0	0.001	0.001	0.005
ASV_91	0.072	12.111	0.941829768868238	0.957421795944074	NotSig	0.261	0.296	0.007	0.058	0.008	0.908	0.023	0.094	0.001	0.004	0.006	0.119	0.004	0	0	0.001	0	0.004	0.068	0.061	0.439	0.089	0.409	4.386	0.003	0.047	0.002	0.036	0.002	0.027	0.438	0.137	0.017	0.102	0.675	0.013	0	0	0	0.036	2.777	0.185	0.028
ASV_11	-0.051	14.689	0.949838539146702	0.957421795944074	NotSig	1.425	1.249	0.682	0.63	0.1	0.135	1.008	1.328	0.14	0.007	0.146	1.019	5.672	5.276	1.264	0.005	0.119	0.264	0.038	0.638	0.116	0.428	0.502	1.394	4.821	6.548	4.563	0.2	0.403	0.267	0.244	1.367	0.323	2.268	0.526	0.69	1.233	0.008	7.069	0.038	0.006	0.023	4.272
ASV_870	-0.061	9.439	0.951756578216594	0.957421795944074	NotSig	0.085	0.056	0.026	0.05	1.603	0.152	0.016	0.084	0	0.001	0.006	0	0.005	0.001	0	0	0	0.023	0.059	0	0.003	0.003	0	0	0	0	0	0.19	0.131	0.086	0.061	0.191	0.029	0.039	0.06	0.039	0.002	0	0.002	0	0	0.001	0.196
ASV_131	-0.056	7.998	0.9682906465461	0.9682906465461	NotSig	0.019	0.028	0	0	0.147	0.12	0	0	0	0.193	0.004	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.005	0	0.378	0	0	0	0.018	0.002	0	0.001	0	0.018
