ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077	HS10P003	HS07P004	HS07P010	HS07P011	HS07P012	HS07P014	HS07P019	HS07P024	HS07P025	HS07P026	HS07P029	HS07P031	HS07P034	HS07P035	HS07P036	HS07P040	HS07P041	HS07P042	HS07P045	HS07P046	HS07P047	HS07P048	HS07P050	HS07P051	HS07P055	HS07P056	HS07P057	HS07P058	HS07P059	HS07P061	HS07P063	HS07P064	HS07P066	HS07P068	HS07P071	HS07P072	HS07P073	HS07P074	HS07P075	HS07P077
ASV_147	0.892	10.6	0.0915687784776218	0.210601991447004	NotSig	0.175	0.098	0.053	0.594	0.149	0.465	0.108	0.276	0.059	0.042	0.078	0.063	0.073	0.338	0.254	0.729	0.098	1.945	0.359	0.962	0.134	0.006	0	0.032	0	0.072	0	0.02	0	0	0	0.003	0.002	0.006	0.015	0.221	0.002	0.13	0.004	0.01	0.023	0.014	0	0.013	0.031	0.068	0.807	0.037	0.137	0.054	0.009	0.041	0.091	0.027	0.108	0.087	0.083	0.094	0.072	0.589	0.648	0.603	0.022	0.003	0	0.031	0.008	0.033	0.017	0.001	0.016	0.008	0.062	0.002	0	0.01	0.07	0.002	0.034	0.001	0.003	0.002	0.009	0.012
ASV_80	2.006	8.761	0.0922162566099307	0.210601991447004	NotSig	0.04	0.014	0	0.421	0.116	0.008	0.002	0	0.023	0	0.008	0	0	0	0.002	0	0	0.005	0	0	0.004	0	0	1.091	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.001	0	0	0	0	0	0	0	0.105	0.085	0.002	0.003	0.318	0	0.004	0	0	0	0.005	0	0.002	0	0	0	0.013	0	0	0.002	0.003	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0
ASV_63	0.709	11.6	0.106451288602554	0.239870236984421	NotSig	0.301	0.196	0.026	0.136	0.251	1.551	0.137	1.056	0.169	0.263	0.113	0.168	0.439	0.133	0.113	0.268	0.152	3.145	0.581	1.074	0.297	0.737	0.016	0.01	0.037	0.008	0.024	0.1	0.028	0.034	0.068	0.091	0.06	0.04	0.098	1.02	0.007	0.049	0.013	0.041	0.028	0.022	0.009	0.022	0.013	0.177	0.282	0.079	0.292	0.056	0.123	0.243	0.28	0.224	0.271	0.064	0.069	0.228	0.057	0.638	0.606	1.031	0.11	0.05	0.002	0	0.025	0.01	0.035	0.038	1.611	0.021	0.125	0.02	0.05	0.583	0.075	0.029	0.16	0.019	0.129	0.006	0.009	0.006
ASV_34	-0.767	12.987	0.118784098757834	0.264138324869393	NotSig	0.418	0.495	0.115	0.124	0.092	0.133	0.049	0.054	0.278	0.314	0.034	0.199	0.241	0.052	0.189	0.116	0.054	0.02	0.057	0.229	0.019	0.027	1.566	1.197	0.123	0.718	0.096	0.722	0.038	0.175	0.025	0.869	0.064	0.149	0.045	3.028	0.027	0.122	0.098	0.245	0.186	4.733	0.034	0.92	0.296	0.12	0.072	0.061	0.04	0.447	0.302	0.09	0.082	0.039	0.101	0.302	0.043	0.071	0.032	0.051	0.013	0.05	0.013	0.831	0.448	0.049	1.422	0.829	0.505	0.018	0.312	0.018	0.253	0.834	0.172	2.779	0.092	0.124	0.134	0.168	0.103	8.075	0.044	0.385
ASV_148	1.716	10.56	0.126435501925315	0.277501296433484	NotSig	0.108	0.036	0.003	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.007	0.002	0	0.004	0	0.165	0.356	0.002	3.872	0	0.015	0.008	0.002	0	0.03	0	0	0.001	0	0	0.001	0	0	0	0	0.017	0.035	0.067	0.001	0	0	0	0	0	0	0.003	0	0	0	0.006	0	0.007	0	0	0	0	0.59	0	0.015	0.06	0.006	0.005	0	0.265	0	0	0	0.002	0	0	0	0	0	0.001	0.318	0.072	0.039
ASV_7	0.645	14.373	0.130740169796126	0.283270367891606	NotSig	1.605	1.106	0.147	0.326	0.734	0.777	0.139	0.024	0.838	0.291	2.236	3.038	0.699	0.207	1.931	0.742	0.304	0.068	0.342	1.134	0.766	1.07	0.806	0.588	0.731	20.903	0.493	1.227	4.56	0.818	0.442	0.212	0.067	7.038	0.174	0.237	2.338	0.714	1.463	0.08	2.492	0.232	2.102	3.889	0.278	0.186	1.177	0.258	0.314	0.774	0.185	1.228	2.082	0.343	0.54	1.556	0.157	0.431	0.304	0.382	2.241	0.908	1.451	1.147	9.59	0.973	5.655	0.975	0.203	1.311	0.796	3.395	0.497	0.038	0.325	0.282	0.105	0.356	2.004	0.483	0.193	0.155	0.779	0.166
ASV_17	-0.608	11.956	0.140429265687722	0.300411973433227	NotSig	0.29	0.382	0.039	0.121	0.149	0.128	0.841	0.036	0.178	0.103	0.134	1.722	1.684	0.52	0.134	0.258	0.451	0.15	0.214	0.457	0.108	0.378	0.013	0.156	1.224	0.011	0.749	0.003	0.011	0.016	0.23	0.097	0.911	0.039	0.194	0.016	0.022	0.082	0.335	0.004	0.022	0.027	0.113	0.088	0	1.369	0.431	2.071	0.28	0.477	0.245	0.35	0.617	0.606	0.18	0.746	0.146	0.631	0.43	0.1	0.101	0.36	0.482	0.029	0.948	0.235	0.011	0.02	0.015	0.001	0.027	0.045	0.097	0.091	0.069	0.025	0.111	0.015	1.174	0.206	0.547	0.041	1.85	0.097
ASV_49	0.729	12.503	0.144192128044271	0.30160025264118	NotSig	0.502	0.298	0.082	0.164	0.158	0.198	0.032	0.003	0.402	0.032	2.555	0.687	0.251	0.218	0.297	0.134	0.697	0.045	0.294	1.022	0.068	0.176	0.611	0.012	0.018	0.021	0.005	0.011	0.025	0.017	0.002	0.038	0.153	0.021	0.432	0.171	0.43	0.596	0.032	0.003	0.455	0.174	0.219	10.107	0.1	0.112	0.379	0.058	0.137	0.169	0.044	0.949	0.224	0.093	0.772	0.31	0.075	0.916	0.166	0.088	0.9	0.243	0.198	0.031	0.005	1.007	0.028	0.004	0.044	1.684	0.026	0.13	0.002	0.002	0.164	2.22	0.161	0.006	0.041	0.04	0.038	0.012	0.22	0.131
ASV_12	-0.65	12.613	0.144553967242222	0.30160025264118	NotSig	0.514	0.751	0.057	0.124	0.088	2.682	0.229	0.228	2.001	0.051	0.111	0.66	0.596	2.875	0.631	4.34	1.264	1.051	1.157	0.793	0.284	0.186	0.009	0.039	0.022	0.01	0.121	0.116	0.042	0.006	0.43	0.034	0.113	0.061	0.137	0.212	0.013	0.046	0.316	0.034	0.01	0.074	0.293	0.021	0.805	0.13	0.15	0.284	0.235	1.663	0.035	0.192	11.366	0.499	2.18	0.844	1.352	1.429	0.936	0.44	0.805	0.939	0.136	0.028	0.012	1.861	0.006	0.062	0.058	0.14	0.01	0.975	0.002	0.026	0.105	1.459	0.34	0.004	0.087	0.045	0.059	0.062	0.011	0.281
ASV_1	0.546	16.429	0.166697682760031	0.339485234757424	NotSig	8.24	6.212	20.94	14.534	17.989	15.468	40.208	42.028	16.461	12.272	5.755	3.044	5.257	5.004	21.615	3.428	17.792	4.993	6.509	7.374	11.856	19.01	0.112	1.453	20.029	0.29	2.889	0.235	0.649	0.437	5.904	0.557	4.516	0.261	1.085	0.339	2.901	6.844	1.658	0.158	0.201	1.55	2.032	0.446	5.815	31.267	6.652	21.516	15.99	12.146	4.341	8.721	2.293	2.654	11.062	13.333	3.882	19.785	8.443	7.865	5.961	6.722	10.891	0.43	0.735	13.379	0.394	0.256	0.161	0.168	1.44	1	0.675	0.812	6.027	0.355	1.947	1.3	8.316	2.578	3.521	1.477	3.556	0.621
ASV_108	-0.717	9.914	0.166729434821693	0.339485234757424	NotSig	0.08	0.109	0.033	0.003	0.006	0.001	0.205	0.012	0.404	0.108	0.017	0.087	0.128	0.016	0.169	1.521	0.232	0.061	0.07	0.081	0.011	0.006	0	0.005	0.004	0	0.003	0.002	0.002	0.002	0.02	0.004	0.012	0.004	0.044	0.003	0.045	0.015	0.011	0.007	0.001	0.002	0.001	0	0.695	0.017	0.013	0.303	0.293	0.509	0.013	0.147	0.003	0.194	0.094	0.22	0.433	0.285	0.245	0.056	0.113	0.165	0.015	0.001	0.002	0.104	0	0	0.002	0.001	0.026	0	0	0.004	0.004	0.007	0.182	0.01	0.132	0.069	0.005	0.01	0.005	0.002
ASV_28	2.285	14.471	0.171564480054797	0.34517139439596	NotSig	1.398	0.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0.275	0	0.002	0.001	0.531	0.989	55.504	0.953	0.459	0.006	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.005	0	0.003	0	0	0	0	0.146	0	0.128	0.543	18.077	0.288	1.09	0.004	0.001
ASV_73	0.65	11.736	0.175725423416323	0.347576915831527	NotSig	0.366	0.253	0.15	0.036	0.039	0.019	0.341	0.085	0.239	1.72	0.063	0.186	0.043	0.223	0.284	0.611	1.103	1.169	1.89	1.712	1.236	0.074	0.116	0.129	0.11	0.069	0.002	0.201	0.544	0.861	0.772	0.01	0	0.005	0	1.147	0.013	0.017	0.016	0.001	0.01	0	0.13	0.008	0.866	0.035	0.036	0.37	0.136	0.121	1.996	0.23	0.23	0.051	0.118	0.101	0.24	0.862	0.18	0.65	0.627	1.316	0.723	0.024	0.015	0.336	0.007	0.001	0.091	0.022	0.1	0.033	0.095	0	0	0.017	0.139	0.033	0.06	0.018	0.093	0.002	0.124	0.007
ASV_126	-0.781	11.128	0.176873460127286	0.347576915831527	NotSig	0.106	0.159	0.073	0.003	0.006	0.001	0.011	0.003	0.007	0.005	0.023	0.012	0.038	0.016	0.063	0.015	0.02	0.005	0	0.012	0.004	0.006	0.025	1.815	0.011	0.011	0.061	0.003	0.011	0.002	0.032	0.017	0.095	0.041	0.578	0.017	0.737	0.109	0.367	0.001	0.014	0.071	0.026	0.081	0.003	0.028	0.003	0.016	0.022	0.003	0.011	0.021	0.006	0.024	0.002	0.029	0.02	0.012	0.007	0.014	0.017	0.008	0.004	0.035	0.158	0.085	0.018	0.015	0.006	0.004	0.003	0.011	3.469	0.004	0.002	0.021	0.15	0.035	0.093	0.067	0.05	0.014	0.2	1.652
ASV_97	0.481	11.744	0.191580276925564	0.372150193108279	NotSig	0.308	0.212	0.047	0.355	0.218	0.505	0.059	0.068	0.092	0.099	0.291	0.12	0.326	0.869	0.228	0.204	0.194	0.229	0.192	0.591	0.221	0.058	1.056	0.08	0.14	0.149	0.12	1.786	0.159	1.027	0.064	1.808	0.008	0.048	0.282	0.049	0.005	0.062	0.145	0.187	0.307	0.162	0.09	0.219	0.083	0.052	0.255	0.098	0.106	0.129	0.13	0.748	0.161	0.251	0.494	0.13	0.108	0.106	0.084	0.163	0.34	0.289	0.11	0.25	0.063	0.034	0.297	0.322	0.832	0.211	1.741	0.323	0.086	0.011	0.01	0.013	0.042	0.1	0.073	0.077	0.026	0.079	0.044	0.01
ASV_105	-0.906	9.186	0.201160687826434	0.379658401296991	NotSig	0.032	0.06	0	0.002	0.006	0.028	0	0	0	0	0.015	0.036	0	0.014	0.293	0.049	0.029	0	0.012	0.014	0	0.041	0.013	0	0	0	0.101	0	0	0	0	0	0.002	0.504	0.015	0	0	0.011	0.022	0.006	0.019	0.11	0.001	0.002	0	0.015	0.077	0.002	0	0.002	0	0.092	0.016	0	0.07	1.146	0.051	0.012	0.022	0.037	0.013	0.004	0.004	0.093	0	0	0.038	0.085	0	0	0.006	0	0.495	0	0	0.007	0.002	0.002	0.046	0.043	0.005	0.033	0	0
ASV_67	-0.7	10.548	0.201563090521133	0.379658401296991	NotSig	0.086	0.159	0	0.017	0.018	0.208	0.022	0	0.002	0.003	0.01	0	0.065	0.305	0.137	0.134	0.038	0.052	0.007	0.193	0.017	0.027	0.027	0.005	0.022	0.004	0.192	0.026	0.016	0.48	0	0.01	0	0.002	0.001	0.008	0.017	0.005	0.029	0.007	0.047	0.27	0.084	1.104	0	0.013	0.176	0.002	0.002	0.002	0.002	0.013	0.044	0.036	0.993	0.172	0.067	0.038	0.104	0.077	0.023	0.01	0.086	0.106	0.197	0	0.1	0.151	0.027	0.018	0.389	0.008	0.007	0	0.002	0.005	0	0.052	3.11	0.072	0.036	0.027	0.168	0.041
ASV_156	1.126	10.163	0.202184947436267	0.379658401296991	NotSig	0.144	0.08	0	0	0	0	0.007	0.048	0.005	0.04	0.002	0.113	1.431	0.038	0.052	0.232	0.647	1.593	0.01	0.048	1.72	0.025	0	0	0.004	0	0	0	0	0	0	0	0.04	0	0	0	0	0.005	0	0	0	0	0	0	0.051	0.001	0.013	0.011	0.012	0.002	0.006	0.002	0.214	0.848	0.029	0.053	0.329	0.636	0.823	0.056	0.019	0.056	0.009	0	0.003	0.006	0.001	0	0	0	0	0	0	0.002	0	0.001	0	0	0	0.004	0	0	0	0
ASV_125	-1.201	10.85	0.207363817552946	0.385104232598328	NotSig	0.07	0.148	0.009	0	0	0	0	0	0.002	0.003	0	0	0.025	0	0	0	0	0	0.002	0.002	0	0	0.001	0.019	0.022	0	0.094	0	0	0	0	0	0.03	2.152	0.003	0.026	0.464	0.031	0.011	0	0	0.001	0.021	0.003	0	0.004	0	0	0	0	0.005	0	0	0.003	0.002	0	0	0.002	0.005	0	0.002	0.004	0	0	3.301	0.049	0.014	0.142	0	0	0	0	0.018	0.007	0.018	0.022	0.873	0.122	0.03	0.21	0.001	0.002	1.066	0.024
ASV_79	0.483	11.45	0.218521127578633	0.401413810443359	NotSig	0.246	0.193	0.04	0.115	0.321	0.451	0.445	0.76	0.233	0.114	0.025	0.158	0.378	0.109	0.661	0.17	0.313	0.325	0.299	0.114	0.339	0.799	0.371	0.376	0.922	0.006	0.024	0.013	0.036	0.014	0.653	0.044	0.03	0.064	0.079	0.016	0.095	1.085	0.112	0.004	0.041	0.102	0.036	0.024	0.04	0.531	0.264	0.251	0.126	0.313	0.06	0.096	0.072	0.152	0.165	0.315	0.138	0.247	0.408	0.326	0.075	0.172	2.065	0.034	0.022	0.311	0.014	0.013	0.011	0.008	0.14	0.056	0.024	0.038	0.01	0.151	0.56	0.015	0.068	0.126	0.248	0.004	0.025	0.012
ASV_86	-0.711	10.706	0.224583539549618	0.408114174020273	NotSig	0.098	0.153	0	0.023	0.044	0.189	0	0	0	0	0.019	0	0.008	0.079	0.286	0.09	0.248	0.016	0.095	0	0.013	0.12	0.155	0.237	0.832	0.001	0.057	0.227	0.025	0.038	0.002	0.037	0.002	0.039	0	0.154	0.162	0.176	0.012	0.021	0.023	0.613	0.054	0.006	0	0.015	0.127	0	0	0	0	0.006	0.003	0.006	0.175	1.225	0.061	0.212	0.237	0.023	0.09	0.004	0.097	0.548	1.148	0.146	0.031	0.334	0.053	0.022	0.069	0	0	0	0.002	0.007	0.052	0.371	0.931	0.048	0.025	0.033	0.033	0.001
ASV_121	-0.506	9.835	0.232601401608437	0.417695626946656	NotSig	0.078	0.099	0.025	0.006	0.037	0.008	0.074	0.005	0.022	0.336	0.344	0.192	0.058	0.125	0.13	0.608	0.074	0.048	0.658	0.181	0.053	0.047	0.06	0.003	0.024	0.015	0.003	0.005	0.002	0.022	0.016	0.022	0.004	0.004	0.02	0.021	0	0.002	0.007	0	0.003	0.005	0.016	0.005	0.083	0.022	0.036	0.098	0.035	0.348	0.155	0.586	0.12	0.197	0.082	0.167	0.171	0.059	0.435	0.219	0.203	0.13	0.229	0.018	0.003	0.006	0.004	0.008	0.003	0.017	0.003	0.053	0.011	0.002	0.002	0.003	0.013	0.004	0.058	0.016	0.03	0.008	0.081	0.242
ASV_115	-0.514	10.117	0.2379104989856	0.417695626946656	NotSig	0.087	0.123	0.016	0.024	0.046	0.032	0.072	0.077	0.097	0.005	0.082	0.322	0.12	0.387	0.15	0.16	0.076	0.227	0.242	0.152	0.897	0.039	0.088	0.002	0	0.003	0	0.008	0.016	0.086	0.023	0.03	0.02	0.02	0.02	0.001	0.001	0.001	0.022	0.032	0.008	0.016	0.002	0.024	0.006	0.018	0.162	0.107	0.267	0.076	0.017	0.1	1.874	0.242	0.17	0.209	0.1	0.165	0.049	0.23	0.151	0.157	0.042	0.017	0	0	0.065	0.004	0.005	0.09	0.013	0.092	0.018	0.011	0.012	0.016	0.074	0.002	0.076	0.005	0.183	0.101	0.009	0.001
ASV_62	0.603	12.608	0.239348071548754	0.417695626946656	NotSig	0.547	0.285	0.057	0.024	0.053	0.017	0.014	0.024	0.151	0.079	0.05	0.014	0.193	0.046	0.03	0.041	0.013	0.034	0.02	0.131	0.04	0.021	2.973	0.159	0.204	0.107	0.256	0.819	0.467	9.427	0.112	0.891	0.016	0.245	0.893	0.05	0.025	0.148	0.094	0.31	4.276	0.072	0.098	0.266	0.038	0.018	0.047	0.025	0.025	0.105	0.062	0.064	0.019	0.093	0.038	0.045	0.028	0.014	0.032	0.019	0.029	0.025	0.075	0.641	0.723	0.235	0.222	0.243	0.443	0.124	0.473	0.841	0.018	0.002	0.059	0.068	0.025	4.506	0.118	0.377	0.173	0.172	0.089	1.027
ASV_88	-0.685	12.331	0.239742460436838	0.417695626946656	NotSig	0.256	0.395	0.054	0.002	0.017	0.003	0.02	0.007	0.009	0.038	0.034	0.016	0.05	0.025	0.232	0.01	0.009	0.005	0.042	0.026	0.002	0.016	0.089	0.173	0.32	0.434	0.275	0.016	0.005	0.036	0.025	0.048	0.036	0.099	7.908	0.007	0.042	0.112	0.038	0.001	0.028	0.01	0.031	0.421	0.041	0.007	0.023	0.051	0.007	0.038	0.079	0.034	0.044	0.075	0.029	0.122	0.01	0.035	0.012	0.03	0.01	0.01	0.081	0.36	0.764	0.369	0.365	0.034	0.018	0.025	0.056	0.58	9.696	0.013	0.03	0.024	0.022	2.195	0.077	0.103	0.024	0.015	0.246	0.025
ASV_8	-0.508	14.601	0.265253161006412	0.455216160652924	NotSig	1.625	1.727	0.065	2.025	1.613	1.114	0.218	0.054	0.497	0.676	0.312	0.136	0.792	1.331	0.488	0.503	0.473	0.835	0.611	0.798	0.229	0.206	1.138	0.088	0.312	0.035	0.73	0.82	1.435	8.962	0.184	8.221	0.083	3.104	0.124	0.382	0.062	0.197	0.544	0.294	13.889	5.908	5.974	2.803	0.541	0.503	1.308	0.282	0.298	0.803	1.331	0.215	0.718	0.842	0.683	0.463	0.171	0.292	0.381	0.666	1.233	0.636	0.328	0.557	1.493	0.088	0.276	21.347	15.52	2.393	7.696	3.115	0.169	0.057	0.15	0.127	0.232	0.294	1.07	0.404	1.488	0.29	0.407	0.22
ASV_152	0.452	10.636	0.266665088193133	0.455216160652924	NotSig	0.148	0.107	0.161	0.017	0.099	0.026	0.124	0.206	0.093	0.283	0.019	0.138	0.193	0.09	0.141	0.036	0.132	0.061	0.09	0.074	0.066	0.087	0.003	0.171	2.563	0.03	0.098	0.003	0.013	0.002	0.219	0.075	0.111	0.015	0.301	0.016	0.015	0.253	0.099	0.007	0.004	0.027	0.018	0.058	0.12	0.141	0.052	0.128	0.101	0.116	0.071	0.043	0.104	0.316	0.122	0.302	0.128	0.184	0.156	0.091	0.134	0.082	0.114	0.001	0.059	0.369	0.003	0.002	0.015	0.001	0.029	0.02	0.024	0	0.008	0.024	0.085	0.01	0.457	0.077	0.046	0.021	0.047	0.471
ASV_188	-0.55	10.71	0.275550743702009	0.465307054074309	NotSig	0.109	0.135	0.002	0.009	0.002	0.012	0.016	0.003	0.007	0.012	0.031	0.535	0.018	0.035	0.009	0.067	0.018	0.007	0.007	0.071	0.015	0.025	0.007	0.044	2.264	0.01	0.013	0.003	0.008	0.038	0.264	0.038	0.042	0.034	0.055	0.027	0.221	0.357	0.033	0.003	0.005	0.028	0.177	0.017	0.001	0.043	0.01	0.009	0.008	0.014	0.006	0.034	0.211	0.018	0.005	0.087	0.012	0.009	0.022	0.007	0.038	0.054	0.073	0.014	0.352	0.101	0	0.014	0.027	0.011	0.014	0.02	0.237	0.044	0.04	0.127	1.053	0.089	0.244	2.126	0.102	0.019	0.071	0.024
ASV_3	0.502	15.406	0.278082913973403	0.465307054074309	NotSig	4.003	3.141	23.584	8.93	15.547	6.946	4.535	0.201	3.247	15.993	18.973	5.892	2.944	2.048	4.879	1.631	3.59	0.906	0.913	1.793	2.121	3.122	0.025	1.021	0.156	0.011	0.106	0.185	2.022	0.094	29.312	0.639	0.179	0.089	1.787	1.143	0.025	0.157	1.445	0.124	0.305	0.107	0.487	0.915	5.71	13.015	9.112	6.804	1.284	7.159	19.993	4.506	4.495	1.388	9.623	6.68	1.627	2.528	1.208	0.824	2.619	1.546	1.453	0.033	0.112	0.375	0.161	0.344	0.406	2.32	0.18	9.662	0.132	0.038	2.083	0.292	5.405	0.054	0.131	0.166	1.91	0.087	0.055	0.102
ASV_29	-0.371	12.008	0.296578957675689	0.490797367210146	NotSig	0.277	0.359	0.209	0.206	0.209	0.269	0.191	0.031	0.21	0.177	0.966	0.67	0.241	0.098	0.234	0.131	0.29	0.07	0.292	0.288	0.085	0.105	0.511	0.557	0.72	0.408	0.273	0.145	0.019	0.144	0.018	0.295	0.012	0.04	0.197	0.041	0.264	0.04	0.103	0.024	0.175	0.843	0.297	1.523	0.952	0.091	0.348	0.461	0.072	0.426	0.516	2.232	0.469	0.272	0.329	0.228	0.061	0.139	0.082	0.172	0.193	0.169	0.589	1.033	1.376	0.519	0.098	0.096	0.159	0.472	0.206	0.483	0.048	0.015	0.636	0.005	0.005	0.234	0.13	0.036	0.396	0.064	0.494	0.052
ASV_143	0.528	10.84	0.299125022619201	0.490797367210146	NotSig	0.21	0.139	0.045	0.086	0.149	0.241	0.25	0.002	0.513	0.045	0.065	0.055	0.093	1.868	0.137	0.16	0.402	0.774	1.05	0.876	0.087	0.008	0.001	0.014	0.015	0	0.003	0.007	0.492	0.045	0.744	0.078	0	0	0.001	0.443	0.007	0.004	0.013	0.014	0.014	0	0	0	0.242	0.07	0.526	0.226	0.107	0.159	0.049	0.06	0.148	0.182	0.4	0.026	0.177	0.264	0.099	0.428	0.478	0.646	0.119	0	0	0.607	0.004	0.011	0.006	0.014	0.029	0.012	0.007	0	0.008	0.002	0.045	0.006	0.131	0.062	0.144	0.006	0.043	0.004
ASV_135	0.597	9.638	0.304446331889348	0.494725289320191	NotSig	0.081	0.051	0.022	0.074	0.347	1.54	0.029	0.005	0.023	0.003	0.069	0.028	0.01	0	0.462	0.165	0.145	0.059	0.172	0.029	0.055	0.025	0.015	0.012	0.031	0.003	0.005	0.011	0.002	0	0	0	0.002	0.001	0.003	0.01	0.004	0.012	0	0	0.006	0.005	0	0	0.026	0.06	0.513	0.007	0.005	0.013	0	0.35	0.003	0	0.067	0.119	0.057	0.061	0.119	0.107	0.117	0.046	0.095	0.007	0	0.015	0.137	0.015	0.002	0.007	0.003	0.003	0	0.002	0.046	0.01	0.005	0.006	0.003	0.003	0	0.004	0	0
ASV_6	0.485	14.005	0.308676801346929	0.496822661215533	NotSig	1.596	1.281	1.137	7.563	1.793	12.769	0.418	0.424	6.348	0.465	3.167	1.811	0.168	0.841	0.652	1.881	8.302	1.911	1.82	4.542	0.67	4.921	0.006	0.335	1.112	0.01	0.211	0.021	0.014	0.045	0.05	0.231	0.294	0.085	0.387	0.009	0.196	0.228	0.039	0.008	0.193	0.044	0.017	1.904	2.961	2.545	5.403	0.605	0.986	2.073	0.621	6.026	2.391	0.158	3.216	2.067	1.122	3.804	1.828	0.515	2.55	2.992	1.651	0.008	0.032	5.48	0.008	0.039	0.058	0.01	0.111	0.074	0.332	0.015	0.166	0.101	0.027	0.037	0.094	0.346	0.563	0.112	0.057	0.05
ASV_112	-0.617	11.991	0.318011065393784	0.507017641995749	NotSig	0.24	0.302	0.054	0.02	0.066	0.003	0.045	0.053	0.014	0.083	0	0.002	0.063	0.008	0.017	0.013	0.002	0	0.005	0.029	0.006	0.004	0.006	0.007	0.055	0.02	3.031	0	0.002	0.03	0.007	0.013	0.163	0.03	0.02	0.026	1.412	0.375	3.947	0.004	0.008	0.067	0.359	0.03	0.013	0.041	0.002	0.203	0.57	0.013	0.112	0.002	0	0.039	0.01	0.029	0.028	0.009	0.01	0.002	0.004	0.002	0.015	0.035	0.166	0.156	0.013	0.03	0.027	0	0.021	0.003	3.306	0.038	0.016	0.013	2.201	0.383	0.142	2.218	0.059	0.542	0.312	1.301
ASV_23	0.39	13.573	0.332678079850953	0.520733075710452	NotSig	1.031	0.745	0.592	0.418	0.938	0.992	0.148	0.493	0.409	0.33	0.434	0.751	0.569	0.112	0.173	0.18	0.138	0.613	0.267	0.393	1.813	0.196	13.127	0.269	1.815	0.843	0.683	3.831	0.402	2.986	0.781	3.66	0.105	0.113	0.901	0.113	0.056	0.181	0.248	0.098	0.421	0.766	1.053	0.88	0.934	0.292	0.287	0.407	0.303	1.005	0.685	0.111	0.608	0.454	0.189	0.159	0.067	0.087	0.193	0.247	0.776	0.362	0.178	1.898	0.146	1.992	0.707	0.203	0.376	0.553	8.048	1.071	0.099	0.717	5.049	0.093	0.097	0.224	0.209	0.118	0.142	0.207	0.446	0.074
ASV_56	-0.534	12.821	0.333093350616824	0.520733075710452	NotSig	0.377	0.509	0.409	0.006	0.017	0.024	0.164	0.031	0.549	0.128	0.029	0	0.03	0.076	0.054	0.093	0.047	0.027	0.02	0.024	0.055	0.021	0.152	0.347	0.25	0.068	0.024	5.153	3.19	0.423	1.097	1.524	0.083	0.978	0.101	0.013	0.038	0.067	0.016	0.203	0.144	0.081	0.022	0.045	0.772	0.003	0.005	0.096	0.178	1.547	0.291	0.002	0	0.021	0.086	0.029	0.252	0.021	0.022	0.037	0.103	0.04	0.163	0.107	0.032	0.488	0.99	0.372	8.036	0.235	0.233	3.489	0.002	0.035	0.164	0.067	0.002	0.025	0.191	0.098	0.104	0.025	0.13	1.864
ASV_141	0.431	10.963	0.335857427529226	0.520733075710452	NotSig	0.17	0.153	0.154	0.003	0.02	0.079	0.018	0.066	0.086	0.025	0.128	0.014	0.363	0.406	0.121	0.26	0.109	0.411	0.167	0.033	0.178	0.068	0.037	0.012	0.037	0.024	0.066	0.098	0.028	1.228	0.066	0.203	0.002	0	0.092	0.218	0.001	0.004	0.107	0.024	0.056	0.024	0.821	1.3	0.088	0.015	0.028	0.168	0.097	0.164	0.799	0.062	0.091	1.4	0.221	0.122	0.216	0.087	0.086	0.414	0.12	0.073	0.299	0.029	0.01	0.003	0.282	0.004	0.033	0.058	0.833	0	0.011	0	0.006	0.002	0.044	0.012	0.054	0.018	0.034	0.019	0.08	0.02
ASV_235	-0.412	10.061	0.35772456445118	0.548489574359505	NotSig	0.074	0.11	0.202	0.024	0.017	0.046	0.148	0.15	0.086	0.088	0.008	0.004	0.308	0.044	0.173	0.054	0.179	0.054	0.135	0.176	0.036	0.157	0	0.005	0.169	0	0.157	0.003	0.003	0.013	0.112	0.017	0.175	0.02	0.009	0.007	0.012	0.215	0.068	0.001	0	0.005	0.018	0.001	0.055	0.367	0.168	0.288	0.334	0.141	0.245	0.019	0.035	0.579	0.141	0.635	0.108	0.259	0.074	0.123	0.082	0.063	0.196	0.005	0.012	0.024	0.006	0.017	0.002	0	0.014	0.014	0.004	0.005	0.014	0.016	0.136	0.008	0.049	0.166	0	0	0.004	0.001
