D	I	MeanDecreaseAccuracy	MeanDecreaseGini
ASV_133	-0.00025	-2e-04	-0.000222222222222222	0.00184615384615385
ASV_294	-0.00025	-2e-04	-0.000222222222222222	0.00458333333333332
ASV_439	0	-0.000333333333333333	-0.000222222222222222	0.00186666666666665
ASV_938	-0.00045	-5e-05	-0.000230769230769231	0.0106848370927318
ASV_218	0	-0.00045	-0.000236111111111111	0.0239919219239651
ASV_263	-5e-04	-0.000111111111111111	-0.000244755244755245	0.00746497920380273
ASV_207	-0.000166666666666667	-0.000166666666666667	-0.00024520202020202	0.00925714285714286
ASV_9	-4e-04	0	-0.00025	0.00343939393939394
ASV_197	-5e-04	-0.000166666666666667	-0.00025	0.00452240896358545
ASV_392	-0.00025	-0.00025	-0.00025	0.00184429824561403
ASV_275	-7e-04	-0.000107142857142857	-0.00025	0.0213671794871795
ASV_644	-0.000166666666666667	-0.000166666666666667	-0.00025	0.0507814845938375
ASV_546	-0.000333333333333333	-2e-04	-0.00025	0.00697770562770563
ASV_693	-5e-04	0	-0.00025	0.00213333333333333
ASV_571	-2e-04	-0.000333333333333333	-0.00025	0.0109176984126984
ASV_462	0	-0.000476190476190476	-0.000253968253968254	0.00657450980392159
ASV_251	-7e-04	8.33333333333333e-05	-0.000265909090909091	0.00728484848484851
ASV_140	-0.00025	-0.000285714285714286	-0.000272727272727273	0.00905142857142857
ASV_285	-0.000416666666666667	-2e-04	-0.000284090909090909	0.0056470588235294
ASV_70	0	-4e-04	-0.000285714285714286	0.00586666666666667
ASV_801	-0.000333333333333333	-5e-04	-0.000285714285714286	0.0134915927210045
ASV_399	0	-0.000416666666666667	-0.000285714285714286	0.0143613086260145
ASV_683	0	-5e-04	-0.000291666666666667	0.00986842105263156
ASV_5	-0.00025	-0.00039047619047619	-0.000294805194805195	0.0156556468041762
ASV_179	-0.00025	-0.000333333333333333	-3e-04	0.00462222222222223
ASV_241	-2e-04	-0.000325	-3e-04	0.0245811610611611
ASV_374	-0.000735714285714286	7.14285714285717e-06	-0.000302020202020202	0.0789949051550445
ASV_282	-6e-04	-0.000107142857142857	-0.000305555555555556	0.0164340861202781
ASV_98	-4e-04	-0.00025	-0.000307692307692308	0.00798507936507936
ASV_106	-0.000416666666666667	0	-0.000308333333333333	0.0394165800865801
ASV_620	-0.000416666666666667	-0.00025	-0.000311111111111111	0.0227662507427212
ASV_52	0.000233333333333333	-0.000666666666666667	-0.000312590187590188	0.0338800122100122
ASV_269	-0.000342857142857143	8.3333333333333e-06	-0.000320562770562771	0.0384996602365643
ASV_570	-0.000416666666666667	-0.000333333333333333	-0.000322222222222222	0.0275864935064935
ASV_457	-0.000375	-2e-04	-0.000322222222222222	0.00379607843137253
ASV_1073	-0.00075	-0.000142857142857143	-0.000322222222222222	0.0136677655677655
ASV_203	-4e-04	-2e-04	-0.000325	0.0082530808080808
ASV_305	-0.000583333333333333	-0.00025	-0.000327020202020202	0.0143396459096459
ASV_73	-4e-04	-0.00025	-0.000333333333333333	0.00974942182001005
ASV_388	-0.000333333333333333	-0.000333333333333333	-0.000333333333333333	0.0178838888888889
ASV_470	-0.00025	-4e-04	-0.000333333333333333	0.00338461538461539
ASV_412	-0.00025	-5e-04	-0.000333333333333333	0.00421428571428571
ASV_786	-7e-04	-2e-04	-0.000342857142857143	0.00423333333333332
ASV_186	-0.000216666666666667	-0.00045	-0.000347222222222222	0.0524989472790711
ASV_185	-0.000416666666666667	-3e-04	-0.000349206349206349	0.00741892551892552
ASV_206	-0.000833333333333333	5.83333333333333e-05	-0.00035	0.0481469983525994
ASV_381	-0.000116666666666667	-0.00055	-0.000351515151515151	0.0160038095238095
ASV_112	-5e-04	-0.000416666666666667	-0.000361111111111111	0.0118813636363636
ASV_193	-9e-04	-2.38095238095238e-05	-0.000381313131313131	0.0113883333333334
ASV_29	-0.00166666666666667	8.33333333333333e-05	-0.000382936507936508	0.0120438888888889
ASV_150	-0.000166666666666667	-7e-04	-0.000386446886446886	0.00841428571428572
ASV_72	-0.00025	-4e-04	-0.000388888888888889	0.01478
ASV_94	-0.000642857142857143	-5e-04	-0.000392929292929293	0.00694637970724928
ASV_111	-0.000976190476190476	0	-0.000402777777777778	0.0051505994005994
ASV_217	-0.000583333333333333	-0.00025	-0.000406818181818182	0.00813050107786951
ASV_119	-0.00035	-4e-04	-0.000415909090909091	0.0285228382419095
ASV_81	-0.000433333333333333	-0.000333333333333333	-0.000417929292929293	0.0331292318139377
ASV_208	-0.000392857142857143	-0.000625	-0.00042020202020202	0.0248257299563182
ASV_1174	-5e-05	-0.000685714285714286	-0.000422222222222222	0.0130859235209235
ASV_320	-0.00116666666666667	-8e-04	-0.000428571428571429	0.0115181598793364
ASV_473	-5e-04	-4e-04	-0.000428571428571429	0.00181818181818181
ASV_432	-1e-04	-0.000557142857142857	-0.000440656565656566	0.0344108468002586
ASV_90	-0.00025	-0.00065	-0.000440909090909091	0.0190279347123465
ASV_521	-5e-04	-4e-04	-0.000444444444444444	0.0104
ASV_756	-6e-04	-0.000166666666666667	-0.000444444444444444	0.00366666666666663
ASV_724	-0.00075	0	-0.000444444444444444	0.00520000000000001
ASV_371	-0.000416666666666667	-0.000566666666666667	-0.000454365079365079	0.00916000861883218
ASV_27	-9e-04	-0.00025	-0.000458333333333333	0.00972380952380952
ASV_310	-5e-04	-0.000259523809523809	-0.000460786435786436	0.0213744605669528
ASV_199	-0.001	-0.000216666666666667	-0.000463203463203463	0.00785593984962406
ASV_508	-0.000392857142857143	-6e-04	-0.000472222222222222	0.0106547619047619
ASV_395	-0.000716666666666667	-4e-04	-0.000494047619047619	0.0288957864357864
ASV_361	-0.000666666666666667	-0.000428571428571429	-5e-04	0.00820833333333333
ASV_31	-0.000333333333333333	-0.000708333333333333	-0.000506493506493507	0.0165812540400776
ASV_350	-0.00108333333333333	-8.33333333333333e-05	-0.000511111111111111	0.0150006349206349
ASV_542	-0.000666666666666667	-0.000676190476190476	-0.000513131313131313	0.030924415715004
ASV_77	-2e-04	-0.000444444444444444	-0.000517424242424242	0.0330480915713113
ASV_525	-0.001	-0.000452380952380952	-0.000525252525252525	0.0171340196078431
ASV_182	-0.00045	-0.000666666666666667	-0.000528571428571429	0.0100222222222222
ASV_303	-0.000333333333333333	-0.000733333333333333	-0.000533333333333333	0.00687765567765569
ASV_180	-0.000233333333333333	-0.000134523809523809	-0.000535353535353535	0.128328996680994
ASV_36	-4e-04	-7e-04	-0.000536111111111111	0.0217916899337332
ASV_107	-0.000533333333333333	-0.000619047619047619	-0.00055	0.0150992186348222
ASV_41	-0.001	-3.33333333333333e-05	-0.000551262626262626	0.0265721995977879
ASV_495	-7e-04	-0.000366666666666667	-0.000576948051948052	0.0170987012987013
ASV_338	-5e-04	-0.000709523809523809	-0.000583333333333333	0.0232056636500754
ASV_407	1.66666666666666e-05	-0.00109166666666667	-0.000592171717171717	0.0343017616370557
ASV_88	-5e-04	-0.000601190476190476	-0.000594444444444444	0.0186406593406593
ASV_616	-6e-04	-0.000542857142857143	-0.00060952380952381	0.0116990849673203
ASV_176	-9e-04	-0.000542857142857143	-0.000622222222222222	0.031080701754386
ASV_42	-0.000583333333333333	-0.000805555555555556	-0.000631313131313131	0.0306576011243658
ASV_187	-0.000866666666666667	-0.00055952380952381	-0.000633333333333333	0.024128277802349
ASV_615	-0.0014	-0.000542857142857143	-0.000666666666666667	0.0170186363636364
ASV_278	-0.00108333333333333	-0.000633333333333333	-0.000686111111111111	0.0172472943722944
ASV_267	-7e-04	-0.00075	-0.000708333333333333	0.0134894736842104
ASV_297	-0.00141666666666667	-0.000505952380952381	-0.00076978021978022	0.0306653646370829
ASV_168	-0.000833333333333333	-0.000785714285714286	-0.000777380952380952	0.0215401426024955
ASV_122	-0.00095	-0.000816666666666667	-0.000799242424242424	0.00784502164502161
ASV_145	-0.00111666666666667	-0.000616666666666667	-0.00084993894993895	0.0200950513538747
ASV_903	-0.000333333333333333	-0.00128571428571429	-0.000871428571428571	0.0391625438596491
ASV_26	-0.00123571428571429	-0.00075	-0.000877777777777778	0.0449386257309942
ASV_13	-0.00075	-0.000817857142857143	-0.000892532467532468	0.0276269628616997
ASV_103	-0.000616666666666667	-0.000883333333333333	-0.000931313131313131	0.0251900671550672
ASV_1072	-0.00108333333333333	-0.000876190476190476	-0.000933333333333333	0.0192323755656108
ASV_7	-0.00172619047619048	-0.00120238095238095	-0.00131204906204906	0.0461454395604396
ASV_277	-0.00178333333333333	-0.000994047619047619	-0.00138181818181818	0.0672010218144429
ASV_1044	-0.0014	-0.00148333333333333	-0.00142554112554113	0.0348696500867554
