OTUID	variable	value
HS00P010	ASV_786	3
HS00P011	ASV_786	43
HS00P012	ASV_786	3
HS00P014	ASV_786	38
HS00P019	ASV_786	53
HS00P025	ASV_786	13
HS00P029	ASV_786	57
HS00P031	ASV_786	0
HS00P034	ASV_786	263
HS00P036	ASV_786	24
HS00P040	ASV_786	41
HS00P041	ASV_786	7
HS00P042	ASV_786	43
HS00P044	ASV_786	57
HS00P045	ASV_786	134
HS00P046	ASV_786	9
HS00P047	ASV_786	4
HS00P048	ASV_786	100
HS00P050	ASV_786	15
HS00P051	ASV_786	839
HS00P055	ASV_786	2
HS00P056	ASV_786	12
HS00P057	ASV_786	3
HS00P058	ASV_786	7
HS00P059	ASV_786	1
HS00P061	ASV_786	7
HS00P063	ASV_786	3
HS00P064	ASV_786	12
HS00P068	ASV_786	8
HS00P071	ASV_786	6
HS00P072	ASV_786	24
HS00P073	ASV_786	44
HS00P074	ASV_786	5
HS00P075	ASV_786	5
HS00P077	ASV_786	25
HS00P082	ASV_786	22
HS00P109	ASV_786	2
HS00P110	ASV_786	1
HS00P118	ASV_786	0
HS00P137	ASV_786	0
HS00P142	ASV_786	0
HS00P167	ASV_786	0
HS00P176	ASV_786	0
HS00P179	ASV_786	2
HS00P192	ASV_786	0
HS00P198	ASV_786	1
HS00P201	ASV_786	1
HS00P93	ASV_786	0
HS00P96	ASV_786	0
HS03P003	ASV_786	20
HS03P004	ASV_786	2
HS03P005	ASV_786	4
HS03P010	ASV_786	1
HS03P011	ASV_786	25
HS03P012	ASV_786	3
HS03P014	ASV_786	17
HS03P019	ASV_786	88
HS03P024	ASV_786	4
HS03P025	ASV_786	3
HS03P026	ASV_786	12
HS03P029	ASV_786	79
HS03P031	ASV_786	341
HS03P034	ASV_786	74
HS03P035	ASV_786	114
HS03P040	ASV_786	8
HS03P041	ASV_786	60
HS03P042	ASV_786	92
HS03P044	ASV_786	23
HS03P045	ASV_786	2
HS03P046	ASV_786	2
HS03P047	ASV_786	22
HS03P048	ASV_786	18
HS03P050	ASV_786	305
HS03P051	ASV_786	12
HS03P055	ASV_786	6
HS03P056	ASV_786	201
HS03P057	ASV_786	4
HS03P058	ASV_786	23
HS03P059	ASV_786	29
HS03P061	ASV_786	8
HS03P063	ASV_786	8
HS03P064	ASV_786	10
HS03P066	ASV_786	22
HS03P067	ASV_786	1
HS03P068	ASV_786	0
HS03P071	ASV_786	2
HS03P072	ASV_786	109
HS03P073	ASV_786	9
HS03P074	ASV_786	6
HS03P075	ASV_786	0
HS03P077	ASV_786	45
HS07P004	ASV_786	1
HS07P010	ASV_786	2
HS07P011	ASV_786	28
HS07P012	ASV_786	28
HS07P014	ASV_786	5
HS07P019	ASV_786	73
HS07P024	ASV_786	13
HS07P025	ASV_786	14
HS07P026	ASV_786	6
HS07P029	ASV_786	129
HS07P031	ASV_786	15
HS07P034	ASV_786	200
HS07P035	ASV_786	76
HS07P036	ASV_786	1235
HS07P040	ASV_786	193
HS07P041	ASV_786	68
HS07P042	ASV_786	51
HS07P045	ASV_786	33
HS07P046	ASV_786	23
HS07P047	ASV_786	6
HS07P048	ASV_786	0
HS07P050	ASV_786	148
HS07P051	ASV_786	16
HS07P055	ASV_786	6
HS07P056	ASV_786	5
HS07P057	ASV_786	17
HS07P058	ASV_786	13
HS07P059	ASV_786	2
HS07P061	ASV_786	106
HS07P063	ASV_786	48
HS07P064	ASV_786	2
HS07P066	ASV_786	5
HS07P068	ASV_786	2
HS07P071	ASV_786	15
HS07P072	ASV_786	87
HS07P073	ASV_786	7
HS07P074	ASV_786	3
HS07P075	ASV_786	1
HS07P077	ASV_786	4
HS10P003	ASV_786	14
IE03P013	ASV_786	3
IE03P020	ASV_786	3
IE03P027	ASV_786	10
IE03P052	ASV_786	536
IE03P053	ASV_786	77
IE03P062	ASV_786	6
IE03P069	ASV_786	5
IE03P070	ASV_786	80
IE07P013	ASV_786	19
IE07P020	ASV_786	0
IE07P027	ASV_786	6
IE07P052	ASV_786	148
IE07P053	ASV_786	353
IE07P062	ASV_786	3
IE07P069	ASV_786	85
IE07P070	ASV_786	7
IG00P013	ASV_786	2
IG00P020	ASV_786	1
IG00P052	ASV_786	55
IG00P053	ASV_786	682
IG00P062	ASV_786	4
IG00P069	ASV_786	8
IG00P070	ASV_786	53
IS00P013	ASV_786	6
IS00P020	ASV_786	7
IS00P027	ASV_786	20
IS00P033	ASV_786	83
IS00P038	ASV_786	45
IS00P039	ASV_786	181
IS00P043	ASV_786	46
IS00P052	ASV_786	12
IS00P053	ASV_786	22
IS00P062	ASV_786	70
IS00P069	ASV_786	23
IS00P070	ASV_786	1
IS00P081	ASV_786	5
IS00P083	ASV_786	0
IS03P020	ASV_786	3
IS03P027	ASV_786	47
IS03P033	ASV_786	89
IS03P038	ASV_786	66
IS03P039	ASV_786	128
IS03P043	ASV_786	21
IS03P052	ASV_786	27
IS03P053	ASV_786	10
IS03P062	ASV_786	3
IS03P069	ASV_786	8
IS03P070	ASV_786	4
IS03P081	ASV_786	8
IS03P082	ASV_786	2
IS03P083	ASV_786	86
IS07P013	ASV_786	6
IS07P020	ASV_786	2
IS07P027	ASV_786	20
IS07P033	ASV_786	59
IS07P038	ASV_786	49
IS07P039	ASV_786	143
IS07P043	ASV_786	17
IS07P052	ASV_786	34
IS07P053	ASV_786	7
IS07P062	ASV_786	6
IS07P069	ASV_786	4
IS07P070	ASV_786	6
DE03P016	ASV_422	60
DE03P017	ASV_422	4
DE03P049	ASV_422	0
DE03P054	ASV_422	0
DE03P060	ASV_422	2
DE03P065	ASV_422	2
DE03P076	ASV_422	0
DE03P081	ASV_422	0
DE03P083	ASV_422	0
DE07P016	ASV_422	5
DE07P049	ASV_422	1
DE07P054	ASV_422	1
DE07P060	ASV_422	1
DE07P065	ASV_422	0
DE07P076	ASV_422	0
DE08P017	ASV_422	32
DE10P016	ASV_422	11
DG00P016	ASV_422	3
DG00P017	ASV_422	44
DG00P049	ASV_422	1
DG00P054	ASV_422	3
DG00P060	ASV_422	0
DG00P076	ASV_422	10
DG00P081	ASV_422	2
DG00P083	ASV_422	0
DS00P030	ASV_422	0
DS00P037	ASV_422	1
DS00P049	ASV_422	0
DS00P054	ASV_422	9
DS00P060	ASV_422	0
DS00P065	ASV_422	9
DS00P076	ASV_422	11
DS00P119	ASV_422	140
DS00P138	ASV_422	348
DS00P140	ASV_422	187
DS00P166	ASV_422	28
DS00P172	ASV_422	0
DS00P180	ASV_422	587
DS00P191	ASV_422	3
DS00P193	ASV_422	332
DS00P194	ASV_422	8
DS00P196	ASV_422	2
DS03P016	ASV_422	3
DS03P017	ASV_422	1
DS03P030	ASV_422	0
DS03P037	ASV_422	3
DS03P049	ASV_422	261
DS03P054	ASV_422	2
DS03P060	ASV_422	113
DS03P065	ASV_422	0
DS03P076	ASV_422	0
DS03P237	ASV_422	5
DS03P239	ASV_422	13
DS03P245	ASV_422	24
DS03P272	ASV_422	58
DS03P279	ASV_422	460
DS03P288	ASV_422	752
DS03P295	ASV_422	0
DS03P298	ASV_422	117
DS03P312	ASV_422	74
DS03P313	ASV_422	0
DS04P138	ASV_422	53
DS04P194	ASV_422	0
DS04P86	ASV_422	302
DS05P114	ASV_422	1
DS05P196	ASV_422	81
DS06P140	ASV_422	0
DS06P180	ASV_422	1
DS07P016	ASV_422	1
DS07P037	ASV_422	5
DS07P049	ASV_422	142
DS07P054	ASV_422	0
DS07P060	ASV_422	0
DS07P065	ASV_422	0
DS07P076	ASV_422	4
DS07P172	ASV_422	85
DS07P193	ASV_422	2
DS08P017	ASV_422	5
DS08P191	ASV_422	0
DS10P016	ASV_422	28
DS10P049	ASV_422	20
DS10P054	ASV_422	3
DS10P166	ASV_422	64
HE02P026	ASV_422	2
HE03P003	ASV_422	1
HE03P004	ASV_422	0
HE03P005	ASV_422	0
HE03P010	ASV_422	8
HE03P011	ASV_422	1
HE03P012	ASV_422	57
HE03P014	ASV_422	1
HE03P019	ASV_422	13
HE03P021	ASV_422	0
HE03P022	ASV_422	0
HE03P023	ASV_422	0
HE03P024	ASV_422	0
HE03P025	ASV_422	1
HE03P028	ASV_422	1
HE03P046	ASV_422	27
HE03P047	ASV_422	2
HE03P048	ASV_422	1
HE03P050	ASV_422	0
HE03P051	ASV_422	7
HE03P055	ASV_422	0
HE03P056	ASV_422	1
HE03P057	ASV_422	0
HE03P058	ASV_422	0
HE03P059	ASV_422	0
HE03P061	ASV_422	5
HE03P063	ASV_422	0
HE03P064	ASV_422	1
HE03P066	ASV_422	0
HE03P067	ASV_422	0
HE03P068	ASV_422	0
HE03P071	ASV_422	1
HE03P072	ASV_422	1
HE03P073	ASV_422	0
HE03P074	ASV_422	1
HE03P075	ASV_422	7
HE03P077	ASV_422	0
HE03P078	ASV_422	0
HE03P082	ASV_422	10
HE05P026	ASV_422	4
HE07P004	ASV_422	2
HE07P010	ASV_422	8
HE07P012	ASV_422	36
HE07P019	ASV_422	190
HE07P021	ASV_422	0
HE07P022	ASV_422	5
HE07P023	ASV_422	1
HE07P024	ASV_422	0
HE07P025	ASV_422	6
HE07P028	ASV_422	3
HE07P046	ASV_422	0
HE07P047	ASV_422	0
HE07P048	ASV_422	0
HE07P051	ASV_422	0
HE07P055	ASV_422	0
HE07P056	ASV_422	0
HE07P057	ASV_422	0
HE07P058	ASV_422	7
HE07P059	ASV_422	5
HE07P061	ASV_422	0
HE07P063	ASV_422	0
HE07P064	ASV_422	0
HE07P066	ASV_422	0
HE07P068	ASV_422	1
HE07P071	ASV_422	1
HE07P072	ASV_422	0
HE07P073	ASV_422	3
HE07P074	ASV_422	0
HE07P075	ASV_422	8
HE07P077	ASV_422	3
HE07P078	ASV_422	0
HE10P003	ASV_422	3
HE10P049	ASV_422	0
HE10P054	ASV_422	0
HG00P003	ASV_422	2
HG00P010	ASV_422	5
HG00P011	ASV_422	3
HG00P012	ASV_422	1
HG00P014	ASV_422	533
HG00P021	ASV_422	16
HG00P022	ASV_422	0
HG00P023	ASV_422	0
HG00P024	ASV_422	0
HG00P025	ASV_422	14
HG00P026	ASV_422	3
HG00P028	ASV_422	40
HG00P046	ASV_422	1
HG00P047	ASV_422	2
HG00P048	ASV_422	3
HG00P050	ASV_422	3
HG00P051	ASV_422	1
HG00P055	ASV_422	0
HG00P056	ASV_422	0
HG00P058	ASV_422	0
HG00P059	ASV_422	1
HG00P061	ASV_422	0
HG00P063	ASV_422	20
HG00P064	ASV_422	0
HG00P066	ASV_422	2
HG00P071	ASV_422	54
HG00P072	ASV_422	0
HG00P073	ASV_422	1
HG00P074	ASV_422	6
HG00P075	ASV_422	0
HG00P077	ASV_422	0
HG00P078	ASV_422	6
HG00P082	ASV_422	4
HS00P003	ASV_422	2
HS00P004	ASV_422	3
HS00P010	ASV_422	1
HS00P011	ASV_422	0
HS00P012	ASV_422	1
HS00P014	ASV_422	6
HS00P019	ASV_422	0
HS00P025	ASV_422	1
HS00P029	ASV_422	1
HS00P031	ASV_422	0
HS00P034	ASV_422	4
HS00P036	ASV_422	0
HS00P040	ASV_422	0
HS00P041	ASV_422	0
HS00P042	ASV_422	1
HS00P044	ASV_422	0
HS00P045	ASV_422	6
HS00P046	ASV_422	2
HS00P047	ASV_422	2
HS00P048	ASV_422	2
HS00P050	ASV_422	16
HS00P051	ASV_422	0
HS00P055	ASV_422	146
HS00P056	ASV_422	1
HS00P057	ASV_422	17
HS00P058	ASV_422	1
HS00P059	ASV_422	2
HS00P061	ASV_422	2
HS00P063	ASV_422	0
HS00P064	ASV_422	46
HS00P068	ASV_422	0
HS00P071	ASV_422	2
HS00P072	ASV_422	0
HS00P073	ASV_422	1
HS00P074	ASV_422	3
HS00P075	ASV_422	0
HS00P077	ASV_422	2
HS00P082	ASV_422	17
HS00P109	ASV_422	231
HS00P110	ASV_422	51
HS00P118	ASV_422	1
HS00P137	ASV_422	57
HS00P142	ASV_422	10
HS00P167	ASV_422	31
HS00P176	ASV_422	14
HS00P179	ASV_422	5
HS00P192	ASV_422	83
HS00P198	ASV_422	0
HS00P201	ASV_422	110
HS00P93	ASV_422	1
HS00P96	ASV_422	837
HS03P003	ASV_422	9
HS03P004	ASV_422	3
HS03P005	ASV_422	3
HS03P010	ASV_422	1
HS03P011	ASV_422	0
HS03P012	ASV_422	7
HS03P014	ASV_422	3
HS03P019	ASV_422	3
HS03P024	ASV_422	1
HS03P025	ASV_422	0
HS03P026	ASV_422	1
HS03P029	ASV_422	0
HS03P031	ASV_422	0
HS03P034	ASV_422	0
HS03P035	ASV_422	1
HS03P040	ASV_422	0
HS03P041	ASV_422	0
HS03P042	ASV_422	0
HS03P044	ASV_422	0
HS03P045	ASV_422	1
HS03P046	ASV_422	1
HS03P047	ASV_422	1
HS03P048	ASV_422	2
HS03P050	ASV_422	513
HS03P051	ASV_422	1
HS03P055	ASV_422	0
HS03P056	ASV_422	0
HS03P057	ASV_422	0
HS03P058	ASV_422	0
HS03P059	ASV_422	7
HS03P061	ASV_422	0
HS03P063	ASV_422	29
HS03P064	ASV_422	0
HS03P066	ASV_422	1
HS03P067	ASV_422	56
HS03P068	ASV_422	3
HS03P071	ASV_422	0
HS03P072	ASV_422	1
HS03P073	ASV_422	0
HS03P074	ASV_422	1
HS03P075	ASV_422	0
HS03P077	ASV_422	60
HS07P004	ASV_422	6
HS07P010	ASV_422	3
HS07P011	ASV_422	1
HS07P012	ASV_422	3
HS07P014	ASV_422	16
HS07P019	ASV_422	2
HS07P024	ASV_422	1
HS07P025	ASV_422	10
HS07P026	ASV_422	1
HS07P029	ASV_422	3
HS07P031	ASV_422	1
HS07P034	ASV_422	0
HS07P035	ASV_422	1
HS07P036	ASV_422	1
HS07P040	ASV_422	0
HS07P041	ASV_422	1
HS07P042	ASV_422	5
HS07P045	ASV_422	2
HS07P046	ASV_422	10
HS07P047	ASV_422	1
HS07P048	ASV_422	1
HS07P050	ASV_422	3
HS07P051	ASV_422	0
HS07P055	ASV_422	0
HS07P056	ASV_422	0
HS07P057	ASV_422	11
HS07P058	ASV_422	1
HS07P059	ASV_422	0
HS07P061	ASV_422	0
HS07P063	ASV_422	1
HS07P064	ASV_422	0
HS07P066	ASV_422	0
HS07P068	ASV_422	0
HS07P071	ASV_422	3
HS07P072	ASV_422	1
HS07P073	ASV_422	0
HS07P074	ASV_422	0
HS07P075	ASV_422	4
HS07P077	ASV_422	0
HS10P003	ASV_422	24
IE03P013	ASV_422	3
IE03P020	ASV_422	9
IE03P027	ASV_422	0
IE03P052	ASV_422	0
IE03P053	ASV_422	4
IE03P062	ASV_422	0
IE03P069	ASV_422	12
IE03P070	ASV_422	98
IE07P013	ASV_422	6
IE07P020	ASV_422	14
IE07P027	ASV_422	1
IE07P052	ASV_422	1
IE07P053	ASV_422	0
IE07P062	ASV_422	0
IE07P069	ASV_422	4
IE07P070	ASV_422	7
IG00P013	ASV_422	5
IG00P020	ASV_422	466
IG00P052	ASV_422	0
IG00P053	ASV_422	0
IG00P062	ASV_422	7
IG00P069	ASV_422	3
IG00P070	ASV_422	37
IS00P013	ASV_422	1
IS00P020	ASV_422	0
IS00P027	ASV_422	2
IS00P033	ASV_422	0
IS00P038	ASV_422	0
IS00P039	ASV_422	0
IS00P043	ASV_422	0
IS00P052	ASV_422	0
IS00P053	ASV_422	0
IS00P062	ASV_422	0
IS00P069	ASV_422	1
IS00P070	ASV_422	0
IS00P081	ASV_422	11
IS00P083	ASV_422	0
IS03P020	ASV_422	3
IS03P027	ASV_422	1
IS03P033	ASV_422	3
IS03P038	ASV_422	1
IS03P039	ASV_422	0
IS03P043	ASV_422	0
IS03P052	ASV_422	0
IS03P053	ASV_422	1
IS03P062	ASV_422	1
IS03P069	ASV_422	2
IS03P070	ASV_422	0
IS03P081	ASV_422	1
IS03P082	ASV_422	1
IS03P083	ASV_422	3
IS07P013	ASV_422	1
IS07P020	ASV_422	0
IS07P027	ASV_422	6
IS07P033	ASV_422	0
IS07P038	ASV_422	0
IS07P039	ASV_422	0
IS07P043	ASV_422	0
IS07P052	ASV_422	0
IS07P053	ASV_422	3
IS07P062	ASV_422	0
IS07P069	ASV_422	0
IS07P070	ASV_422	37
DE03P016	ASV_813	2
DE03P017	ASV_813	0
DE03P049	ASV_813	0
DE03P054	ASV_813	0
DE03P060	ASV_813	2
DE03P065	ASV_813	0
DE03P076	ASV_813	0
DE03P081	ASV_813	0
DE03P083	ASV_813	0
DE07P016	ASV_813	0
DE07P049	ASV_813	1
DE07P054	ASV_813	0
DE07P060	ASV_813	0
DE07P065	ASV_813	0
DE07P076	ASV_813	0
DE08P017	ASV_813	0
DE10P016	ASV_813	0
DG00P016	ASV_813	0
DG00P017	ASV_813	2
DG00P049	ASV_813	0
DG00P054	ASV_813	1
DG00P060	ASV_813	0
DG00P076	ASV_813	0
DG00P081	ASV_813	0
DG00P083	ASV_813	0
DS00P030	ASV_813	1
DS00P037	ASV_813	2
DS00P049	ASV_813	0
DS00P054	ASV_813	7
DS00P060	ASV_813	5
DS00P065	ASV_813	0
DS00P076	ASV_813	0
DS00P119	ASV_813	119
DS00P138	ASV_813	12
DS00P140	ASV_813	0
DS00P166	ASV_813	0
DS00P172	ASV_813	0
DS00P180	ASV_813	26
DS00P191	ASV_813	10
DS00P193	ASV_813	0
DS00P194	ASV_813	0
DS00P196	ASV_813	0
DS03P016	ASV_813	0
DS03P017	ASV_813	0
DS03P030	ASV_813	0
DS03P037	ASV_813	0
DS03P049	ASV_813	3
DS03P054	ASV_813	0
DS03P060	ASV_813	71
DS03P065	ASV_813	0
DS03P076	ASV_813	0
DS03P237	ASV_813	15
DS03P239	ASV_813	25
DS03P245	ASV_813	161
DS03P272	ASV_813	25
DS03P279	ASV_813	374
DS03P288	ASV_813	369
DS03P295	ASV_813	0
DS03P298	ASV_813	139
DS03P312	ASV_813	229
DS03P313	ASV_813	0
DS04P138	ASV_813	0
DS04P194	ASV_813	0
DS04P86	ASV_813	0
DS05P114	ASV_813	0
DS05P196	ASV_813	0
DS06P140	ASV_813	0
DS06P180	ASV_813	0
DS07P016	ASV_813	0
DS07P037	ASV_813	0
DS07P049	ASV_813	2
DS07P054	ASV_813	0
DS07P060	ASV_813	5
DS07P065	ASV_813	0
DS07P076	ASV_813	0
DS07P172	ASV_813	0
DS07P193	ASV_813	0
DS08P017	ASV_813	4
DS08P191	ASV_813	0
DS10P016	ASV_813	0
DS10P049	ASV_813	1
DS10P054	ASV_813	0
DS10P166	ASV_813	0
HE02P026	ASV_813	0
HE03P003	ASV_813	0
HE03P004	ASV_813	0
HE03P005	ASV_813	0
HE03P010	ASV_813	1
HE03P011	ASV_813	0
HE03P012	ASV_813	0
HE03P014	ASV_813	1
HE03P019	ASV_813	0
HE03P021	ASV_813	0
HE03P022	ASV_813	0
HE03P023	ASV_813	0
HE03P024	ASV_813	0
HE03P025	ASV_813	1
HE03P028	ASV_813	0
HE03P046	ASV_813	0
HE03P047	ASV_813	0
HE03P048	ASV_813	0
HE03P050	ASV_813	0
HE03P051	ASV_813	26
HE03P055	ASV_813	0
HE03P056	ASV_813	0
HE03P057	ASV_813	0
HE03P058	ASV_813	0
HE03P059	ASV_813	0
HE03P061	ASV_813	0
HE03P063	ASV_813	0
HE03P064	ASV_813	2
HE03P066	ASV_813	0
HE03P067	ASV_813	1
HE03P068	ASV_813	2
HE03P071	ASV_813	0
HE03P072	ASV_813	1
HE03P073	ASV_813	0
HE03P074	ASV_813	0
HE03P075	ASV_813	0
HE03P077	ASV_813	1
HE03P078	ASV_813	0
HE03P082	ASV_813	0
HE05P026	ASV_813	1
HE07P004	ASV_813	0
HE07P010	ASV_813	1
HE07P012	ASV_813	0
HE07P019	ASV_813	1
HE07P021	ASV_813	1
HE07P022	ASV_813	0
HE07P023	ASV_813	0
HE07P024	ASV_813	1
HE07P025	ASV_813	0
HE07P028	ASV_813	0
HE07P046	ASV_813	0
HE07P047	ASV_813	0
HE07P048	ASV_813	0
HE07P051	ASV_813	1
HE07P055	ASV_813	0
HE07P056	ASV_813	0
HE07P057	ASV_813	0
HE07P058	ASV_813	0
HE07P059	ASV_813	0
HE07P061	ASV_813	0
HE07P063	ASV_813	0
HE07P064	ASV_813	0
HE07P066	ASV_813	0
HE07P068	ASV_813	0
HE07P071	ASV_813	0
HE07P072	ASV_813	0
HE07P073	ASV_813	0
HE07P074	ASV_813	0
HE07P075	ASV_813	5
HE07P077	ASV_813	0
HE07P078	ASV_813	0
HE10P003	ASV_813	0
HE10P049	ASV_813	0
HE10P054	ASV_813	1
HG00P003	ASV_813	0
HG00P010	ASV_813	0
HG00P011	ASV_813	1
HG00P012	ASV_813	0
HG00P014	ASV_813	4
HG00P021	ASV_813	0
HG00P022	ASV_813	0
HG00P023	ASV_813	0
HG00P024	ASV_813	0
HG00P025	ASV_813	0
HG00P026	ASV_813	0
HG00P028	ASV_813	0
HG00P046	ASV_813	0
HG00P047	ASV_813	1
HG00P048	ASV_813	0
HG00P050	ASV_813	1
HG00P051	ASV_813	2
HG00P055	ASV_813	3
HG00P056	ASV_813	0
HG00P058	ASV_813	0
HG00P059	ASV_813	0
HG00P061	ASV_813	0
HG00P063	ASV_813	33
HG00P064	ASV_813	0
HG00P066	ASV_813	0
HG00P071	ASV_813	0
HG00P072	ASV_813	0
HG00P073	ASV_813	0
HG00P074	ASV_813	0
HG00P075	ASV_813	0
HG00P077	ASV_813	0
HG00P078	ASV_813	7
HG00P082	ASV_813	0
HS00P003	ASV_813	0
HS00P004	ASV_813	0
HS00P010	ASV_813	0
HS00P011	ASV_813	1
HS00P012	ASV_813	0
HS00P014	ASV_813	2
HS00P019	ASV_813	1
HS00P025	ASV_813	0
HS00P029	ASV_813	0
HS00P031	ASV_813	0
HS00P034	ASV_813	4
HS00P036	ASV_813	0
HS00P040	ASV_813	0
HS00P041	ASV_813	0
HS00P042	ASV_813	0
HS00P044	ASV_813	0
HS00P045	ASV_813	0
HS00P046	ASV_813	1
HS00P047	ASV_813	0
HS00P048	ASV_813	2
HS00P050	ASV_813	5
HS00P051	ASV_813	3
HS00P055	ASV_813	2
HS00P056	ASV_813	0
HS00P057	ASV_813	3
HS00P058	ASV_813	0
HS00P059	ASV_813	1
HS00P061	ASV_813	2
HS00P063	ASV_813	0
HS00P064	ASV_813	0
HS00P068	ASV_813	1
HS00P071	ASV_813	0
HS00P072	ASV_813	0
HS00P073	ASV_813	1
HS00P074	ASV_813	6
HS00P075	ASV_813	0
HS00P077	ASV_813	0
HS00P082	ASV_813	0
HS00P109	ASV_813	0
HS00P110	ASV_813	0
HS00P118	ASV_813	0
HS00P137	ASV_813	0
HS00P142	ASV_813	0
HS00P167	ASV_813	0
HS00P176	ASV_813	0
HS00P179	ASV_813	1
HS00P192	ASV_813	0
HS00P198	ASV_813	77
HS00P201	ASV_813	12
HS00P93	ASV_813	1
HS00P96	ASV_813	0
HS03P003	ASV_813	0
HS03P004	ASV_813	0
HS03P005	ASV_813	0
HS03P010	ASV_813	0
HS03P011	ASV_813	0
HS03P012	ASV_813	0
HS03P014	ASV_813	0
HS03P019	ASV_813	0
HS03P024	ASV_813	0
HS03P025	ASV_813	0
HS03P026	ASV_813	0
HS03P029	ASV_813	0
HS03P031	ASV_813	4
HS03P034	ASV_813	3
HS03P035	ASV_813	0
HS03P040	ASV_813	0
HS03P041	ASV_813	0
HS03P042	ASV_813	0
HS03P044	ASV_813	0
HS03P045	ASV_813	1
HS03P046	ASV_813	0
HS03P047	ASV_813	0
HS03P048	ASV_813	0
HS03P050	ASV_813	0
HS03P051	ASV_813	2
HS03P055	ASV_813	0
HS03P056	ASV_813	0
HS03P057	ASV_813	0
HS03P058	ASV_813	0
HS03P059	ASV_813	0
HS03P061	ASV_813	0
HS03P063	ASV_813	1
HS03P064	ASV_813	0
HS03P066	ASV_813	0
HS03P067	ASV_813	0
HS03P068	ASV_813	0
HS03P071	ASV_813	0
HS03P072	ASV_813	0
HS03P073	ASV_813	0
HS03P074	ASV_813	0
HS03P075	ASV_813	0
HS03P077	ASV_813	0
HS07P004	ASV_813	0
HS07P010	ASV_813	0
HS07P011	ASV_813	0
HS07P012	ASV_813	0
HS07P014	ASV_813	2
HS07P019	ASV_813	0
HS07P024	ASV_813	0
HS07P025	ASV_813	0
HS07P026	ASV_813	0
HS07P029	ASV_813	1
HS07P031	ASV_813	1
HS07P034	ASV_813	0
HS07P035	ASV_813	0
HS07P036	ASV_813	0
HS07P040	ASV_813	0
HS07P041	ASV_813	0
HS07P042	ASV_813	0
HS07P045	ASV_813	0
HS07P046	ASV_813	1
HS07P047	ASV_813	14
HS07P048	ASV_813	1
HS07P050	ASV_813	1
HS07P051	ASV_813	0
HS07P055	ASV_813	0
HS07P056	ASV_813	0
HS07P057	ASV_813	0
HS07P058	ASV_813	7
HS07P059	ASV_813	5
HS07P061	ASV_813	0
HS07P063	ASV_813	0
HS07P064	ASV_813	1
HS07P066	ASV_813	0
HS07P068	ASV_813	0
HS07P071	ASV_813	1
HS07P072	ASV_813	0
HS07P073	ASV_813	0
HS07P074	ASV_813	1
HS07P075	ASV_813	0
HS07P077	ASV_813	0
HS10P003	ASV_813	0
IE03P013	ASV_813	0
IE03P020	ASV_813	0
IE03P027	ASV_813	0
IE03P052	ASV_813	0
IE03P053	ASV_813	1
IE03P062	ASV_813	0
IE03P069	ASV_813	1
IE03P070	ASV_813	3
IE07P013	ASV_813	0
IE07P020	ASV_813	0
IE07P027	ASV_813	0
IE07P052	ASV_813	1
IE07P053	ASV_813	2
IE07P062	ASV_813	2
IE07P069	ASV_813	1
IE07P070	ASV_813	0
IG00P013	ASV_813	16
IG00P020	ASV_813	0
IG00P052	ASV_813	0
IG00P053	ASV_813	0
IG00P062	ASV_813	0
IG00P069	ASV_813	1
IG00P070	ASV_813	14
IS00P013	ASV_813	1
IS00P020	ASV_813	0
IS00P027	ASV_813	0
IS00P033	ASV_813	1
IS00P038	ASV_813	0
IS00P039	ASV_813	0
IS00P043	ASV_813	0
IS00P052	ASV_813	2
IS00P053	ASV_813	0
IS00P062	ASV_813	0
IS00P069	ASV_813	3
IS00P070	ASV_813	0
IS00P081	ASV_813	0
IS00P083	ASV_813	1
IS03P020	ASV_813	0
IS03P027	ASV_813	0
IS03P033	ASV_813	2
IS03P038	ASV_813	2
IS03P039	ASV_813	0
IS03P043	ASV_813	0
IS03P052	ASV_813	0
IS03P053	ASV_813	76
IS03P062	ASV_813	0
IS03P069	ASV_813	2
IS03P070	ASV_813	0
IS03P081	ASV_813	2
IS03P082	ASV_813	0
IS03P083	ASV_813	0
IS07P013	ASV_813	0
IS07P020	ASV_813	0
IS07P027	ASV_813	0
IS07P033	ASV_813	0
IS07P038	ASV_813	2
IS07P039	ASV_813	0
IS07P043	ASV_813	0
IS07P052	ASV_813	0
IS07P053	ASV_813	0
IS07P062	ASV_813	0
IS07P069	ASV_813	3
IS07P070	ASV_813	3
DE03P016	ASV_1134	46
DE03P017	ASV_1134	0
DE03P049	ASV_1134	0
DE03P054	ASV_1134	0
DE03P060	ASV_1134	2
DE03P065	ASV_1134	0
DE03P076	ASV_1134	0
DE03P081	ASV_1134	1
DE03P083	ASV_1134	0
DE07P016	ASV_1134	14
DE07P049	ASV_1134	0
DE07P054	ASV_1134	0
DE07P060	ASV_1134	0
DE07P065	ASV_1134	0
DE07P076	ASV_1134	0
DE08P017	ASV_1134	6
DE10P016	ASV_1134	0
DG00P016	ASV_1134	2
DG00P017	ASV_1134	10
DG00P049	ASV_1134	0
DG00P054	ASV_1134	0
DG00P060	ASV_1134	1
DG00P076	ASV_1134	0
DG00P081	ASV_1134	6
DG00P083	ASV_1134	0
DS00P030	ASV_1134	0
DS00P037	ASV_1134	0
DS00P049	ASV_1134	0
DS00P054	ASV_1134	0
DS00P060	ASV_1134	0
DS00P065	ASV_1134	0
