OTUID	variable	value
DS03P298	ASV_317	0
DS03P312	ASV_317	0
DS03P313	ASV_317	0
DS04P138	ASV_317	0
DS04P194	ASV_317	0
DS04P86	ASV_317	0
DS05P114	ASV_317	142
DS05P196	ASV_317	0
DS06P140	ASV_317	0
DS06P180	ASV_317	0
DS07P016	ASV_317	0
DS07P037	ASV_317	0
DS07P049	ASV_317	0
DS07P054	ASV_317	1
DS07P060	ASV_317	0
DS07P065	ASV_317	0
DS07P076	ASV_317	0
DS07P172	ASV_317	0
DS07P193	ASV_317	0
DS08P017	ASV_317	0
DS08P191	ASV_317	0
DS10P016	ASV_317	1
DS10P049	ASV_317	0
DS10P054	ASV_317	0
DS10P166	ASV_317	0
HE02P026	ASV_317	0
HE03P003	ASV_317	0
HE03P004	ASV_317	0
HE03P005	ASV_317	0
HE03P010	ASV_317	117
HE03P011	ASV_317	90
HE03P012	ASV_317	0
HE03P014	ASV_317	66
HE03P019	ASV_317	15
HE03P021	ASV_317	0
HE03P022	ASV_317	0
HE03P023	ASV_317	0
HE03P024	ASV_317	0
HE03P025	ASV_317	0
HE03P028	ASV_317	0
HE03P046	ASV_317	6
HE03P047	ASV_317	0
HE03P048	ASV_317	0
HE03P050	ASV_317	3
HE03P051	ASV_317	0
HE03P055	ASV_317	0
HE03P056	ASV_317	0
HE03P057	ASV_317	0
HE03P058	ASV_317	0
HE03P059	ASV_317	3
HE03P061	ASV_317	0
HE03P063	ASV_317	0
HE03P064	ASV_317	29
HE03P066	ASV_317	6
HE03P067	ASV_317	0
HE03P068	ASV_317	0
HE03P071	ASV_317	5
HE03P072	ASV_317	2
HE03P073	ASV_317	41
HE03P074	ASV_317	28
HE03P075	ASV_317	0
HE03P077	ASV_317	3
HE03P078	ASV_317	3
HE03P082	ASV_317	4
HE05P026	ASV_317	0
HE07P004	ASV_317	1
HE07P010	ASV_317	110
HE07P012	ASV_317	0
HE07P019	ASV_317	18
HE07P021	ASV_317	0
HE07P022	ASV_317	0
HE07P023	ASV_317	0
HE07P024	ASV_317	0
HE07P025	ASV_317	2
HE07P028	ASV_317	0
HE07P046	ASV_317	0
HE07P047	ASV_317	0
HE07P048	ASV_317	0
HE07P051	ASV_317	0
HE07P055	ASV_317	0
HE07P056	ASV_317	0
HE07P057	ASV_317	0
HE07P058	ASV_317	30
HE07P059	ASV_317	0
HE07P061	ASV_317	0
HE07P063	ASV_317	0
HE07P064	ASV_317	5
HE07P066	ASV_317	13
HE07P068	ASV_317	0
HE07P071	ASV_317	1
HE07P072	ASV_317	36
HE07P073	ASV_317	44
HE07P074	ASV_317	0
HE07P075	ASV_317	0
HE07P077	ASV_317	2
HE07P078	ASV_317	4
HE10P003	ASV_317	0
HE10P049	ASV_317	0
HE10P054	ASV_317	0
HG00P003	ASV_317	0
HG00P010	ASV_317	50
HG00P011	ASV_317	164
HG00P012	ASV_317	0
HG00P014	ASV_317	2742
HG00P021	ASV_317	0
HG00P022	ASV_317	0
HG00P023	ASV_317	0
HG00P024	ASV_317	0
HG00P025	ASV_317	0
HG00P026	ASV_317	0
HG00P028	ASV_317	0
HG00P046	ASV_317	0
HG00P047	ASV_317	0
HG00P048	ASV_317	0
HG00P050	ASV_317	1
HG00P051	ASV_317	0
HG00P055	ASV_317	0
HG00P056	ASV_317	0
HG00P058	ASV_317	1
HG00P059	ASV_317	3
HG00P061	ASV_317	3
HG00P063	ASV_317	0
HG00P064	ASV_317	31
HG00P066	ASV_317	3
HG00P071	ASV_317	3
HG00P072	ASV_317	3
HG00P073	ASV_317	70
HG00P074	ASV_317	75
HG00P075	ASV_317	0
HG00P077	ASV_317	0
HG00P078	ASV_317	3
HG00P082	ASV_317	69
HS00P003	ASV_317	0
HS00P004	ASV_317	0
HS00P010	ASV_317	9
HS00P011	ASV_317	0
HS00P012	ASV_317	0
HS00P014	ASV_317	3
HS00P019	ASV_317	2
HS00P025	ASV_317	2
HS00P029	ASV_317	0
HS00P031	ASV_317	0
HS00P034	ASV_317	2
HS00P036	ASV_317	1
HS00P040	ASV_317	1
HS00P041	ASV_317	0
HS00P042	ASV_317	0
HS00P044	ASV_317	0
HS00P045	ASV_317	1
HS00P046	ASV_317	19
HS00P047	ASV_317	18
HS00P048	ASV_317	8
HS00P050	ASV_317	11
HS00P051	ASV_317	2
HS00P055	ASV_317	0
HS00P056	ASV_317	0
HS00P057	ASV_317	9
HS00P058	ASV_317	0
HS00P059	ASV_317	0
HS00P061	ASV_317	0
HS00P063	ASV_317	0
HS00P064	ASV_317	0
HS00P068	ASV_317	0
HS00P071	ASV_317	0
HS00P072	ASV_317	0
HS00P073	ASV_317	39
HS00P074	ASV_317	0
HS00P075	ASV_317	0
HS00P077	ASV_317	0
HS00P082	ASV_317	0
HS00P109	ASV_317	0
HS00P110	ASV_317	0
HS00P118	ASV_317	0
HS00P137	ASV_317	0
HS00P142	ASV_317	0
HS00P167	ASV_317	0
HS00P176	ASV_317	0
HS00P179	ASV_317	4
HS00P192	ASV_317	0
HS00P198	ASV_317	0
HS00P201	ASV_317	0
HS00P93	ASV_317	0
HS00P96	ASV_317	22
HS03P003	ASV_317	155
HS03P004	ASV_317	1
HS03P005	ASV_317	2
HS03P010	ASV_317	1
HS03P011	ASV_317	0
HS03P012	ASV_317	0
HS03P014	ASV_317	3
HS03P019	ASV_317	0
HS03P024	ASV_317	0
HS03P025	ASV_317	3
HS03P026	ASV_317	0
HS03P029	ASV_317	0
HS03P031	ASV_317	0
HS03P034	ASV_317	3
HS03P035	ASV_317	3
HS03P040	ASV_317	0
HS03P041	ASV_317	0
HS03P042	ASV_317	1
HS03P044	ASV_317	0
HS03P045	ASV_317	0
HS03P046	ASV_317	5
HS03P047	ASV_317	0
HS03P048	ASV_317	2
HS03P050	ASV_317	0
HS03P051	ASV_317	1
HS03P055	ASV_317	15
HS03P056	ASV_317	0
HS03P057	ASV_317	0
HS03P058	ASV_317	0
HS03P059	ASV_317	0
HS03P061	ASV_317	0
HS03P063	ASV_317	1532
HS03P064	ASV_317	0
HS03P066	ASV_317	0
HS03P067	ASV_317	5
HS03P068	ASV_317	76
HS03P071	ASV_317	0
HS03P072	ASV_317	0
HS03P073	ASV_317	0
HS03P074	ASV_317	0
HS03P075	ASV_317	0
HS03P077	ASV_317	0
HS07P004	ASV_317	3
HS07P010	ASV_317	1
HS07P011	ASV_317	1
HS07P012	ASV_317	2
HS07P014	ASV_317	0
HS07P019	ASV_317	0
HS07P024	ASV_317	0
HS07P025	ASV_317	1
HS07P026	ASV_317	0
HS07P029	ASV_317	0
HS07P031	ASV_317	0
HS07P034	ASV_317	0
HS07P035	ASV_317	4
HS07P036	ASV_317	0
HS07P040	ASV_317	0
HS07P041	ASV_317	0
HS07P042	ASV_317	0
HS07P045	ASV_317	0
HS07P046	ASV_317	10
HS07P047	ASV_317	0
HS07P048	ASV_317	0
HS07P050	ASV_317	0
HS07P051	ASV_317	115
HS07P055	ASV_317	2
HS07P056	ASV_317	2
HS07P057	ASV_317	0
HS07P058	ASV_317	0
HS07P059	ASV_317	0
HS07P061	ASV_317	2
HS07P063	ASV_317	5
HS07P064	ASV_317	28
HS07P066	ASV_317	0
HS07P068	ASV_317	0
HS07P071	ASV_317	0
HS07P072	ASV_317	25
HS07P073	ASV_317	0
HS07P074	ASV_317	0
HS07P075	ASV_317	1
HS07P077	ASV_317	0
HS10P003	ASV_317	0
IE03P013	ASV_317	76
IE03P020	ASV_317	31
IE03P027	ASV_317	0
IE03P052	ASV_317	0
IE03P053	ASV_317	0
IE03P062	ASV_317	0
IE03P069	ASV_317	0
IE03P070	ASV_317	0
IE07P013	ASV_317	99
IE07P020	ASV_317	4
IE07P027	ASV_317	0
IE07P052	ASV_317	1
IE07P053	ASV_317	0
IE07P062	ASV_317	0
IE07P069	ASV_317	0
IE07P070	ASV_317	0
IG00P013	ASV_317	107
IG00P020	ASV_317	11
IG00P052	ASV_317	0
IG00P053	ASV_317	0
IG00P062	ASV_317	0
IG00P069	ASV_317	1
IG00P070	ASV_317	2
IS00P013	ASV_317	53
IS00P020	ASV_317	0
IS00P027	ASV_317	0
IS00P033	ASV_317	0
IS00P038	ASV_317	0
IS00P039	ASV_317	0
IS00P043	ASV_317	0
IS00P052	ASV_317	2
IS00P053	ASV_317	12
IS00P062	ASV_317	0
IS00P069	ASV_317	0
IS00P070	ASV_317	0
IS00P081	ASV_317	0
IS00P083	ASV_317	7
IS03P020	ASV_317	50
IS03P027	ASV_317	0
IS03P033	ASV_317	0
IS03P038	ASV_317	0
IS03P039	ASV_317	0
IS03P043	ASV_317	1
IS03P052	ASV_317	2
IS03P053	ASV_317	155
IS03P062	ASV_317	0
IS03P069	ASV_317	86
IS03P070	ASV_317	0
IS03P081	ASV_317	0
IS03P082	ASV_317	0
IS03P083	ASV_317	0
IS07P013	ASV_317	0
IS07P020	ASV_317	0
IS07P027	ASV_317	0
IS07P033	ASV_317	0
IS07P038	ASV_317	2
IS07P039	ASV_317	1
IS07P043	ASV_317	5
IS07P052	ASV_317	1
IS07P053	ASV_317	23
IS07P062	ASV_317	0
IS07P069	ASV_317	119
IS07P070	ASV_317	40
DE03P016	ASV_267	6
DE03P017	ASV_267	21
DE03P049	ASV_267	68
DE03P054	ASV_267	10
DE03P060	ASV_267	11
DE03P065	ASV_267	46
DE03P076	ASV_267	0
DE03P081	ASV_267	2
DE03P083	ASV_267	1
DE07P016	ASV_267	21
DE07P049	ASV_267	5
DE07P054	ASV_267	18
DE07P060	ASV_267	0
DE07P065	ASV_267	17
DE07P076	ASV_267	10
DE08P017	ASV_267	16
DE10P016	ASV_267	1
DG00P016	ASV_267	20
DG00P017	ASV_267	6
DG00P049	ASV_267	43
DG00P054	ASV_267	8
DG00P060	ASV_267	4
DG00P076	ASV_267	4
DG00P081	ASV_267	0
DG00P083	ASV_267	0
DS00P030	ASV_267	63
DS00P037	ASV_267	35
DS00P049	ASV_267	0
DS00P054	ASV_267	6
DS00P060	ASV_267	2
DS00P065	ASV_267	0
DS00P076	ASV_267	0
DS00P119	ASV_267	0
DS00P138	ASV_267	0
DS00P140	ASV_267	0
DS00P166	ASV_267	0
DS00P172	ASV_267	0
DS00P180	ASV_267	0
DS00P191	ASV_267	0
DS00P193	ASV_267	0
DS00P194	ASV_267	0
DS00P196	ASV_267	1
DS03P016	ASV_267	487
DS03P017	ASV_267	6
DS03P030	ASV_267	47
DS03P037	ASV_267	991
DS03P049	ASV_267	1
DS03P054	ASV_267	4
DS03P060	ASV_267	0
DS03P065	ASV_267	0
DS03P076	ASV_267	0
DS03P237	ASV_267	0
DS03P239	ASV_267	1
DS03P245	ASV_267	0
DS03P272	ASV_267	0
DS03P279	ASV_267	0
DS03P288	ASV_267	4
DS03P295	ASV_267	0
DS03P298	ASV_267	0
DS03P312	ASV_267	0
DS03P313	ASV_267	0
DS04P138	ASV_267	0
DS04P194	ASV_267	0
DS04P86	ASV_267	0
DS05P114	ASV_267	0
DS05P196	ASV_267	42
DS06P140	ASV_267	0
DS06P180	ASV_267	0
DS07P016	ASV_267	49
DS07P037	ASV_267	127
DS07P049	ASV_267	3
DS07P054	ASV_267	13
DS07P060	ASV_267	0
DS07P065	ASV_267	0
DS07P076	ASV_267	0
DS07P172	ASV_267	6
DS07P193	ASV_267	5
DS08P017	ASV_267	3
DS08P191	ASV_267	1
DS10P016	ASV_267	42
DS10P049	ASV_267	3
DS10P054	ASV_267	1
DS10P166	ASV_267	0
HE02P026	ASV_267	24
HE03P003	ASV_267	0
HE03P004	ASV_267	0
HE03P005	ASV_267	27
HE03P010	ASV_267	6
HE03P011	ASV_267	4
HE03P012	ASV_267	32
HE03P014	ASV_267	0
HE03P019	ASV_267	13
HE03P021	ASV_267	0
HE03P022	ASV_267	1
HE03P023	ASV_267	1
HE03P024	ASV_267	0
HE03P025	ASV_267	2
HE03P028	ASV_267	0
HE03P046	ASV_267	2
HE03P047	ASV_267	2
HE03P048	ASV_267	0
HE03P050	ASV_267	1
HE03P051	ASV_267	0
HE03P055	ASV_267	17
HE03P056	ASV_267	2
HE03P057	ASV_267	6
HE03P058	ASV_267	0
HE03P059	ASV_267	0
HE03P061	ASV_267	3
HE03P063	ASV_267	15
HE03P064	ASV_267	26
HE03P066	ASV_267	1119
HE03P067	ASV_267	19
HE03P068	ASV_267	8
HE03P071	ASV_267	58
HE03P072	ASV_267	31
HE03P073	ASV_267	10
HE03P074	ASV_267	14
HE03P075	ASV_267	5
HE03P077	ASV_267	5
HE03P078	ASV_267	1
HE03P082	ASV_267	0
HE05P026	ASV_267	0
HE07P004	ASV_267	0
HE07P010	ASV_267	12
HE07P012	ASV_267	21
HE07P019	ASV_267	18
HE07P021	ASV_267	0
HE07P022	ASV_267	0
HE07P023	ASV_267	0
HE07P024	ASV_267	3
HE07P025	ASV_267	1
HE07P028	ASV_267	0
HE07P046	ASV_267	2
HE07P047	ASV_267	4
HE07P048	ASV_267	1
HE07P051	ASV_267	12
HE07P055	ASV_267	140
HE07P056	ASV_267	95
HE07P057	ASV_267	7
HE07P058	ASV_267	2
HE07P059	ASV_267	0
HE07P061	ASV_267	0
HE07P063	ASV_267	17
HE07P064	ASV_267	11
HE07P066	ASV_267	229
HE07P068	ASV_267	1
HE07P071	ASV_267	89
HE07P072	ASV_267	104
HE07P073	ASV_267	16
HE07P074	ASV_267	19
HE07P075	ASV_267	2
HE07P077	ASV_267	17
HE07P078	ASV_267	2
HE10P003	ASV_267	0
HE10P049	ASV_267	1
HE10P054	ASV_267	4
HG00P003	ASV_267	1
HG00P010	ASV_267	15
HG00P011	ASV_267	5
HG00P012	ASV_267	6
HG00P014	ASV_267	2
HG00P021	ASV_267	23
HG00P022	ASV_267	2
HG00P023	ASV_267	0
HG00P024	ASV_267	0
HG00P025	ASV_267	0
HG00P026	ASV_267	1
HG00P028	ASV_267	0
HG00P046	ASV_267	3
HG00P047	ASV_267	3
HG00P048	ASV_267	12
HG00P050	ASV_267	2
HG00P051	ASV_267	3
HG00P055	ASV_267	8
HG00P056	ASV_267	438
HG00P058	ASV_267	0
HG00P059	ASV_267	1
HG00P061	ASV_267	2
HG00P063	ASV_267	0
HG00P064	ASV_267	38
HG00P066	ASV_267	31
HG00P071	ASV_267	240
HG00P072	ASV_267	62
HG00P073	ASV_267	64
HG00P074	ASV_267	90
HG00P075	ASV_267	8
HG00P077	ASV_267	0
HG00P078	ASV_267	26
HG00P082	ASV_267	1
HS00P003	ASV_267	0
HS00P004	ASV_267	20
HS00P010	ASV_267	7
HS00P011	ASV_267	1
HS00P012	ASV_267	72
HS00P014	ASV_267	4
HS00P019	ASV_267	37
HS00P025	ASV_267	0
HS00P029	ASV_267	0
HS00P031	ASV_267	0
HS00P034	ASV_267	46
HS00P036	ASV_267	38
HS00P040	ASV_267	5
HS00P041	ASV_267	32
HS00P042	ASV_267	22
HS00P044	ASV_267	3
HS00P045	ASV_267	16
HS00P046	ASV_267	0
HS00P047	ASV_267	1
HS00P048	ASV_267	1
HS00P050	ASV_267	16
HS00P051	ASV_267	1
HS00P055	ASV_267	0
HS00P056	ASV_267	1
HS00P057	ASV_267	0
HS00P058	ASV_267	3
HS00P059	ASV_267	0
HS00P061	ASV_267	3
HS00P063	ASV_267	3
HS00P064	ASV_267	0
HS00P068	ASV_267	0
HS00P071	ASV_267	1
HS00P072	ASV_267	4
HS00P073	ASV_267	15
HS00P074	ASV_267	1
HS00P075	ASV_267	0
HS00P077	ASV_267	1
HS00P082	ASV_267	1
HS00P109	ASV_267	0
HS00P110	ASV_267	0
HS00P118	ASV_267	0
HS00P137	ASV_267	0
HS00P142	ASV_267	0
HS00P167	ASV_267	0
HS00P176	ASV_267	0
HS00P179	ASV_267	0
HS00P192	ASV_267	0
HS00P198	ASV_267	0
HS00P201	ASV_267	0
HS00P93	ASV_267	0
HS00P96	ASV_267	3
HS03P003	ASV_267	1
HS03P004	ASV_267	2
HS03P005	ASV_267	8
HS03P010	ASV_267	16
HS03P011	ASV_267	3
HS03P012	ASV_267	305
HS03P014	ASV_267	1
HS03P019	ASV_267	0
HS03P024	ASV_267	39
HS03P025	ASV_267	5
HS03P026	ASV_267	32
HS03P029	ASV_267	2
HS03P031	ASV_267	486
HS03P034	ASV_267	46
HS03P035	ASV_267	31
HS03P040	ASV_267	7
HS03P041	ASV_267	136
HS03P042	ASV_267	6
HS03P044	ASV_267	4
HS03P045	ASV_267	21
HS03P046	ASV_267	41
HS03P047	ASV_267	0
HS03P048	ASV_267	0
HS03P050	ASV_267	0
HS03P051	ASV_267	0
HS03P055	ASV_267	1
HS03P056	ASV_267	1
HS03P057	ASV_267	1
HS03P058	ASV_267	0
HS03P059	ASV_267	0
HS03P061	ASV_267	2
HS03P063	ASV_267	2
HS03P064	ASV_267	14
HS03P066	ASV_267	19
HS03P067	ASV_267	0
HS03P068	ASV_267	4
HS03P071	ASV_267	0
HS03P072	ASV_267	3
HS03P073	ASV_267	19
HS03P074	ASV_267	25
HS03P075	ASV_267	0
HS03P077	ASV_267	1
HS07P004	ASV_267	46
HS07P010	ASV_267	5
HS07P011	ASV_267	2
HS07P012	ASV_267	13
HS07P014	ASV_267	2
HS07P019	ASV_267	0
HS07P024	ASV_267	19
HS07P025	ASV_267	2
HS07P026	ASV_267	2
HS07P029	ASV_267	42
HS07P031	ASV_267	154
HS07P034	ASV_267	27
HS07P035	ASV_267	40
HS07P036	ASV_267	66
HS07P040	ASV_267	53
HS07P041	ASV_267	103
HS07P042	ASV_267	8
HS07P045	ASV_267	64
HS07P046	ASV_267	10
HS07P047	ASV_267	2
HS07P048	ASV_267	0
HS07P050	ASV_267	107
HS07P051	ASV_267	2
HS07P055	ASV_267	0
HS07P056	ASV_267	0
HS07P057	ASV_267	1
HS07P058	ASV_267	2
HS07P059	ASV_267	0
HS07P061	ASV_267	1
HS07P063	ASV_267	0
HS07P064	ASV_267	13
HS07P066	ASV_267	6
HS07P068	ASV_267	0
HS07P071	ASV_267	4
HS07P072	ASV_267	2
HS07P073	ASV_267	209
HS07P074	ASV_267	1
HS07P075	ASV_267	0
HS07P077	ASV_267	1
HS10P003	ASV_267	1
IE03P013	ASV_267	4
IE03P020	ASV_267	19
IE03P027	ASV_267	1
IE03P052	ASV_267	16
IE03P053	ASV_267	4
IE03P062	ASV_267	127
IE03P069	ASV_267	2
IE03P070	ASV_267	74
IE07P013	ASV_267	0
IE07P020	ASV_267	10
IE07P027	ASV_267	0
IE07P052	ASV_267	1
IE07P053	ASV_267	20
IE07P062	ASV_267	30
IE07P069	ASV_267	93
IE07P070	ASV_267	313
IG00P013	ASV_267	1
IG00P020	ASV_267	24
IG00P052	ASV_267	12
IG00P053	ASV_267	6
IG00P062	ASV_267	0
IG00P069	ASV_267	17
IG00P070	ASV_267	80
IS00P013	ASV_267	3
IS00P020	ASV_267	3
IS00P027	ASV_267	0
IS00P033	ASV_267	399
IS00P038	ASV_267	38
IS00P039	ASV_267	56
IS00P043	ASV_267	13
IS00P052	ASV_267	5
IS00P053	ASV_267	3
IS00P062	ASV_267	0
IS00P069	ASV_267	3
IS00P070	ASV_267	0
IS00P081	ASV_267	0
IS00P083	ASV_267	0
IS03P020	ASV_267	0
IS03P027	ASV_267	0
IS03P033	ASV_267	262
IS03P038	ASV_267	46
IS03P039	ASV_267	5
IS03P043	ASV_267	36
IS03P052	ASV_267	5
IS03P053	ASV_267	2
IS03P062	ASV_267	0
IS03P069	ASV_267	1
IS03P070	ASV_267	1
IS03P081	ASV_267	0
IS03P082	ASV_267	0
IS03P083	ASV_267	9
IS07P013	ASV_267	7
IS07P020	ASV_267	1
IS07P027	ASV_267	0
IS07P033	ASV_267	185
IS07P038	ASV_267	32
IS07P039	ASV_267	20
IS07P043	ASV_267	28
IS07P052	ASV_267	13
IS07P053	ASV_267	3
IS07P062	ASV_267	0
IS07P069	ASV_267	11
IS07P070	ASV_267	0
DE03P016	ASV_572	1
DE03P017	ASV_572	0
DE03P049	ASV_572	1
DE03P054	ASV_572	0
DE03P060	ASV_572	0
DE03P065	ASV_572	5
DE03P076	ASV_572	3
DE03P081	ASV_572	0
DE03P083	ASV_572	0
DE07P016	ASV_572	0
DE07P049	ASV_572	1
DE07P054	ASV_572	2
DE07P060	ASV_572	13
DE07P065	ASV_572	5
DE07P076	ASV_572	1
DE08P017	ASV_572	1
DE10P016	ASV_572	0
DG00P016	ASV_572	0
DG00P017	ASV_572	1
DG00P049	ASV_572	2
DG00P054	ASV_572	127
DG00P060	ASV_572	3
DG00P076	ASV_572	6
DG00P081	ASV_572	0
DG00P083	ASV_572	0
DS00P030	ASV_572	18
DS00P037	ASV_572	8
DS00P049	ASV_572	0
DS00P054	ASV_572	0
DS00P060	ASV_572	0
DS00P065	ASV_572	0
DS00P076	ASV_572	0
DS00P119	ASV_572	0
DS00P138	ASV_572	0
DS00P140	ASV_572	0
DS00P166	ASV_572	0
DS00P172	ASV_572	0
DS00P180	ASV_572	0
DS00P191	ASV_572	0
DS00P193	ASV_572	0
DS00P194	ASV_572	0
DS00P196	ASV_572	5
DS03P016	ASV_572	7
DS03P017	ASV_572	5
DS03P030	ASV_572	14
DS03P037	ASV_572	3
DS03P049	ASV_572	1
DS03P054	ASV_572	0
DS03P060	ASV_572	0
DS03P065	ASV_572	0
DS03P076	ASV_572	0
DS03P237	ASV_572	3
DS03P239	ASV_572	0
DS03P245	ASV_572	0
DS03P272	ASV_572	0
DS03P279	ASV_572	0
DS03P288	ASV_572	0
DS03P295	ASV_572	0
DS03P298	ASV_572	0
DS03P312	ASV_572	0
DS03P313	ASV_572	0
DS04P138	ASV_572	0
DS04P194	ASV_572	0
DS04P86	ASV_572	0
DS05P114	ASV_572	0
DS05P196	ASV_572	4
DS06P140	ASV_572	0
DS06P180	ASV_572	0
DS07P016	ASV_572	2
DS07P037	ASV_572	2
DS07P049	ASV_572	0
DS07P054	ASV_572	0
DS07P060	ASV_572	0
DS07P065	ASV_572	0
DS07P076	ASV_572	0
DS07P172	ASV_572	0
DS07P193	ASV_572	0
DS08P017	ASV_572	2
DS08P191	ASV_572	0
DS10P016	ASV_572	8
DS10P049	ASV_572	0
DS10P054	ASV_572	0
DS10P166	ASV_572	0
HE02P026	ASV_572	0
HE03P003	ASV_572	0
HE03P004	ASV_572	0
HE03P005	ASV_572	3
HE03P010	ASV_572	0
HE03P011	ASV_572	2
HE03P012	ASV_572	4
HE03P014	ASV_572	2
HE03P019	ASV_572	0
HE03P021	ASV_572	0
HE03P022	ASV_572	0
HE03P023	ASV_572	0
HE03P024	ASV_572	0
HE03P025	ASV_572	0
HE03P028	ASV_572	0
HE03P046	ASV_572	0
HE03P047	ASV_572	1
HE03P048	ASV_572	17
HE03P050	ASV_572	0
HE03P051	ASV_572	13
HE03P055	ASV_572	7
HE03P056	ASV_572	2
HE03P057	ASV_572	3
HE03P058	ASV_572	0
HE03P059	ASV_572	5
HE03P061	ASV_572	0
HE03P063	ASV_572	9
HE03P064	ASV_572	1
HE03P066	ASV_572	11
HE03P067	ASV_572	1
HE03P068	ASV_572	0
HE03P071	ASV_572	15
HE03P072	ASV_572	11
HE03P073	ASV_572	198
HE03P074	ASV_572	2
HE03P075	ASV_572	0
HE03P077	ASV_572	8
HE03P078	ASV_572	0
HE03P082	ASV_572	0
HE05P026	ASV_572	0
HE07P004	ASV_572	0
HE07P010	ASV_572	0
HE07P012	ASV_572	4
HE07P019	ASV_572	0
HE07P021	ASV_572	0
HE07P022	ASV_572	0
HE07P023	ASV_572	0
HE07P024	ASV_572	0
HE07P025	ASV_572	0
HE07P028	ASV_572	0
HE07P046	ASV_572	0
HE07P047	ASV_572	5
HE07P048	ASV_572	12
HE07P051	ASV_572	3
HE07P055	ASV_572	0
HE07P056	ASV_572	5
HE07P057	ASV_572	0
HE07P058	ASV_572	0
HE07P059	ASV_572	0
HE07P061	ASV_572	15
HE07P063	ASV_572	9
HE07P064	ASV_572	6
HE07P066	ASV_572	0
HE07P068	ASV_572	0
HE07P071	ASV_572	10
HE07P072	ASV_572	665
HE07P073	ASV_572	7
HE07P074	ASV_572	0
HE07P075	ASV_572	2
HE07P077	ASV_572	82
HE07P078	ASV_572	0
HE10P003	ASV_572	1
HE10P049	ASV_572	1
HE10P054	ASV_572	2
HG00P003	ASV_572	1
HG00P010	ASV_572	8
HG00P011	ASV_572	3
HG00P012	ASV_572	1
HG00P014	ASV_572	1
HG00P021	ASV_572	0
HG00P022	ASV_572	0
HG00P023	ASV_572	0
HG00P024	ASV_572	0
HG00P025	ASV_572	0
HG00P026	ASV_572	0
HG00P028	ASV_572	0
HG00P046	ASV_572	0
HG00P047	ASV_572	0
HG00P048	ASV_572	3
HG00P050	ASV_572	1
HG00P051	ASV_572	3
HG00P055	ASV_572	0
HG00P056	ASV_572	3
HG00P058	ASV_572	3
HG00P059	ASV_572	0
HG00P061	ASV_572	1
HG00P063	ASV_572	0
HG00P064	ASV_572	1
HG00P066	ASV_572	4
HG00P071	ASV_572	5
HG00P072	ASV_572	3
HG00P073	ASV_572	13
HG00P074	ASV_572	7
HG00P075	ASV_572	0
HG00P077	ASV_572	5
HG00P078	ASV_572	64
HG00P082	ASV_572	0
HS00P003	ASV_572	51
HS00P004	ASV_572	2
HS00P010	ASV_572	3
HS00P011	ASV_572	116
HS00P012	ASV_572	52
HS00P014	ASV_572	6
HS00P019	ASV_572	162
HS00P025	ASV_572	0
HS00P029	ASV_572	65
HS00P031	ASV_572	0
HS00P034	ASV_572	0
HS00P036	ASV_572	9
HS00P040	ASV_572	28
HS00P041	ASV_572	26
HS00P042	ASV_572	11
HS00P044	ASV_572	22
HS00P045	ASV_572	29
HS00P046	ASV_572	0
HS00P047	ASV_572	0
HS00P048	ASV_572	4
HS00P050	ASV_572	0
HS00P051	ASV_572	0
HS00P055	ASV_572	0
HS00P056	ASV_572	0
HS00P057	ASV_572	0
HS00P058	ASV_572	0
HS00P059	ASV_572	3
HS00P061	ASV_572	0
HS00P063	ASV_572	0
HS00P064	ASV_572	0
HS00P068	ASV_572	4
HS00P071	ASV_572	0
HS00P072	ASV_572	0
HS00P073	ASV_572	27
HS00P074	ASV_572	0
HS00P075	ASV_572	0
HS00P077	ASV_572	0
HS00P082	ASV_572	0
HS00P109	ASV_572	0
HS00P110	ASV_572	0
HS00P118	ASV_572	0
HS00P137	ASV_572	0
HS00P142	ASV_572	1
HS00P167	ASV_572	0
HS00P176	ASV_572	8
HS00P179	ASV_572	0
HS00P192	ASV_572	0
HS00P198	ASV_572	0
HS00P201	ASV_572	0
HS00P93	ASV_572	0
HS00P96	ASV_572	0
HS03P003	ASV_572	4
HS03P004	ASV_572	1
HS03P005	ASV_572	1
HS03P010	ASV_572	0
HS03P011	ASV_572	8
HS03P012	ASV_572	1
HS03P014	ASV_572	2
HS03P019	ASV_572	5
HS03P024	ASV_572	0
HS03P025	ASV_572	1
HS03P026	ASV_572	10
HS03P029	ASV_572	67
HS03P031	ASV_572	2
HS03P034	ASV_572	1
HS03P035	ASV_572	16
HS03P040	ASV_572	11
HS03P041	ASV_572	10
HS03P042	ASV_572	12
HS03P044	ASV_572	6
HS03P045	ASV_572	6
HS03P046	ASV_572	0
HS03P047	ASV_572	0
HS03P048	ASV_572	11
HS03P050	ASV_572	0
HS03P051	ASV_572	1
HS03P055	ASV_572	0
HS03P056	ASV_572	0
HS03P057	ASV_572	0
HS03P058	ASV_572	0
HS03P059	ASV_572	0
HS03P061	ASV_572	0
HS03P063	ASV_572	0
HS03P064	ASV_572	0
HS03P066	ASV_572	0
HS03P067	ASV_572	0
HS03P068	ASV_572	4
HS03P071	ASV_572	2
HS03P072	ASV_572	0
HS03P073	ASV_572	0
HS03P074	ASV_572	0
HS03P075	ASV_572	0
HS03P077	ASV_572	0
HS07P004	ASV_572	2
HS07P010	ASV_572	6
