post	pre	MeanDecreaseAccuracy	MeanDecreaseGini
Bacteria|Proteobacteria|Gammaproteobacteria|Cardiobacteriales|Cardiobacteriaceae|Cardiobacterium	-0.00013911081861717	0.000822356476766761	0.000140334819819775	1.29297545987656
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Phocaeicola	0.000335900046868028	-0.000309790837902945	0.000127636490603247	0.555450556290136
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Stomatobaculum	0.000337076786417173	-0.000387291332122294	0.00011522345768558	1.11123845299181
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Unassigned	0.000155783772871068	1.08682340677171e-05	0.000102422573252522	0.566589575884951
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus	2.90074168360056e-05	0.000196491176986401	9.17536791055588e-05	1.20808324896057
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella	-5.05932392449107e-05	0.000394491657212036	9.11003603471268e-05	1.10424422989504
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylophilus	5.58632155532401e-05	0.000151582558022186	8.33200406838616e-05	0.0921412180036609
Bacteria|Tenericutes|Mollicutes|Mycoplasmoidales|Metamycoplasmataceae|Metamycoplasma	0.000327377347156372	-0.000643443350821483	4.36852710640183e-05	0.74570439307788
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Pseudescherichia	-0.00012830612063181	0.000422434049937613	3.05803477452817e-05	0.695288442594448
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Corynebacteriaceae|Corynebacterium	0.000329435461197439	-0.000754002648304451	1.32504285917863e-05	0.940252708106925
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia	8.00844938359359e-05	-6.66649909614756e-05	1.16264665412232e-05	1.04599298231854
Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Fretibacterium	0.000211725169001995	-0.000420865193301371	9.68048266628717e-06	0.780534106727954
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Dysgonomonadaceae|Dysgonomonas	0.00011226719262925	-0.000263307750942173	-1.81717789956944e-06	0.532879721551754
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII|Aminipila	-0.000482867359633349	0.0011613962306358	-1.93236830133796e-06	1.16202762020576
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Schaalia	0.000568822332812618	-0.00124575349318878	-3.20255917540982e-06	0.780928914879232
Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax	-4.04349654378981e-06	-6.29222534673709e-06	-3.88358389694203e-06	0.0537303907679981
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	3.73626702613491e-06	-5.53029063238564e-05	-7.77127065322016e-06	0.237513737676576
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerostipes	0.000203128234187298	-0.000503658880428269	-8.3938900660363e-06	0.441795313215851
Bacteria|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae|Phaeodactylibacter	-3.36641398025197e-05	4.36624526841918e-05	-1.24888160130916e-05	0.0361839095641002
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus	0.000239424901260689	-0.000739539747361945	-4.6227371230323e-05	0.868467750269317
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga	-1.55817612363025e-05	-8.33034885566223e-05	-4.93664430303298e-05	1.2036919956827
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Cutibacterium	-0.000118255010193156	0.000182996327375251	-4.96693615636968e-05	0.629125925173691
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptostreptococcaceae_incertae_sedis	8.21080601593631e-05	-0.000463333836109675	-7.23993613498536e-05	0.992474796766317
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Shuttleworthia	0.000181610067534531	-0.000685575718252415	-7.42362537336056e-05	0.565732911094307
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Elizabethkingia	0.00011100713650426	-0.000555272622290916	-7.59455616261221e-05	0.944584864911606
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned|Unassigned	-6.82498380947327e-05	-0.000121600746876599	-8.20118757240855e-05	0.944328530441252
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Unassigned	0.000196164134426424	-0.000634264224704678	-8.5660008161344e-05	0.497880682881616
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Caviibacter	4.64997687356025e-05	-0.000366358068823295	-8.6693470162926e-05	0.229500460232039
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Raoultella	-8.862173056119e-05	-0.000126251423324956	-9.31425557752737e-05	0.214452693344267
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister	-0.000652186380834206	0.00118947712323137	-0.000104279226847964	0.959334879052187
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella	-4.85771855184421e-05	-0.000334462809339416	-0.000130362596918062	0.459523863400017
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces	0.000143560780397502	-0.000762121213249906	-0.000136004884759364	0.875733292991946
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Weeksellaceae|Chryseobacterium	-0.000575692914401474	0.000799467616798276	-0.000163924496118221	0.966625740491325
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus	3.36520079627055e-05	-0.000646450547217046	-0.000183906621436194	0.653852587671402
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella	6.71773045548961e-05	-0.000664985557166202	-0.000193208960122284	0.760114894918443
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Solobacterium	0.000153680937509569	-0.00100288699467613	-0.000194980323636424	0.894284516745597
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Abiotrophia	0.000287488415705323	-0.00129493185940122	-0.000199842704301458	0.630172411117277
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Lampropedia	0.000265640601101885	-0.00122347637876018	-0.000202060813760979	0.655058226474962
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Johnsonella	2.93631324805467e-05	-0.000846377368511877	-0.000213072030308694	0.693836930327608
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Comamonas	-0.000307477004209221	-6.63433071382359e-05	-0.000225122559414206	0.164437036128835
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora	9.06008526940601e-05	-0.000948614976425169	-0.000237439170491141	0.503583150606977
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Kingella	-0.000150943269323324	-0.000367689555166115	-0.000239103588508991	1.10696413081546
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Unassigned	-0.00132388892679964	0.00212071904706342	-0.000245102884664823	1.23610241348717
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria	0.0002351304698232	-0.00129120127847766	-0.000248868637174854	0.925642592290155
Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella	8.65030332564087e-05	-0.000955445217467297	-0.000250861877030763	0.763476761242253
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Agathobacter	-0.000354811081409708	-8.59653225055143e-05	-0.000263923433017912	0.519872797778211
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera	-0.000385118608127009	4.93049347358233e-05	-0.000269405075391522	1.08849639815689
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter	-0.000315514415946148	-0.000322776370065052	-0.000313478513883945	0.433005395998016
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Alloprevotella	-0.000261167888819828	-0.000546873893557885	-0.000357481509896336	1.01174726347869
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Unassigned	-0.000517819753209786	-8.78720203562235e-05	-0.000370740806983378	0.654946911408981
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium	0.000163612464990967	-0.00168871002218646	-0.000385763685042397	1.01823692620101
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Eikenella	-9.40728964118772e-05	-0.00105411649568408	-0.000407488459285189	0.960671728907484
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium	-1.90949656606683e-05	-0.00132171861629049	-0.000410482915030876	0.995150405364378
Bacteria|SR1|Unassigned|Unassigned|Unassigned|SR1_genera_incertae_sedis	-0.000407749796380873	-0.000577325847108308	-0.000456091438805622	0.862711078178314
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	-0.000384523007152491	-0.00059170809621741	-0.000468006293509161	0.859649863175255
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas	-0.000504194322617683	-0.000483996559014971	-0.000522936862063484	1.12892971880505
Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonella	-0.000544613991878634	-0.00107635954599204	-0.000701254072009839	0.720828239750259
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Unassigned	-0.000456699563762365	-0.00131313103072167	-0.000731558304218684	0.82105825322365
