X1	X2	elements	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean
ASV_1043	2.8710306915945	-23.4248546785084	ASV_1043	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	4.83333333333333
ASV_1046	-13.3293597077394	-1.51525579331728	ASV_1046	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	4.61111111111111
ASV_1047	23.3857609457973	-5.34737530020425	ASV_1047	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_kokeshiiformis	4.55555555555556
ASV_1048	19.38233512754	-7.97561409339863	ASV_1048	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	Agromyces_indicus	4.72222222222222
ASV_105	-11.2924327299463	1.60889686454866	ASV_105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	54.1111111111111
ASV_1054	0.837408722535255	-25.8209095656808	ASV_1054	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	4.94444444444444
ASV_1055	-14.1650430670852	-20.4447554658307	ASV_1055	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6.66666666666667
ASV_106	22.0919341636397	-0.886176160341794	ASV_106	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	56.7777777777778
ASV_1069	5.47718218667062	2.2627814428781	ASV_1069	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	4.38888888888889
ASV_107	-3.45872184796376	-11.1690609084897	ASV_107	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	52.3888888888889
ASV_1078	-1.99975336108001	8.12951954504507	ASV_1078	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis	4.66666666666667
ASV_1081	7.2267421084868	-18.1146363869056	ASV_1081	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	5.77777777777778
ASV_1084	15.809983194586	-20.6342421407631	ASV_1084	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	8.27777777777778
ASV_109	8.853026606205	2.80238042757444	ASV_109	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	56.3333333333333
ASV_1093	1.44692591864448	2.89346677732711	ASV_1093	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	4.44444444444444
ASV_11	-20.9695282386971	-0.412891477560878	ASV_11	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	380.611111111111
ASV_110	-15.0891526615291	-6.13785135358509	ASV_110	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	59.3333333333333
ASV_1101	18.3959509886851	-8.11106910214658	ASV_1101	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	5
ASV_1102	5.91608741269146	-24.8622817009468	ASV_1102	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	6.27777777777778
ASV_111	-4.3723749813817	-17.5659984556655	ASV_111	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	51.8333333333333
ASV_1111	-13.9674544099604	7.29993059728021	ASV_1111	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_daqingense	4.94444444444444
ASV_1113	0.532157669107727	13.2386117933356	ASV_1113	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	5
ASV_1116	9.77488272156762	-7.73438282639902	ASV_1116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	6
ASV_1118	3.24429707966736	-1.29330006337704	ASV_1118	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	8.38888888888889
ASV_112	-9.56157579411184	-12.2974593664403	ASV_112	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	Unassigned	50.7222222222222
ASV_1120	6.10989833004079	-2.37671720113817	ASV_1120	Bacteria	Verrucomicrobia	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4.44444444444444
ASV_1127	21.027369262007	-1.92993081544479	ASV_1127	Bacteria	Chloroflexi	Chloroflexia	Unassigned	Unassigned	Unassigned	Unassigned	4.44444444444444
ASV_113	12.9727208791473	8.98220368370393	ASV_113	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	Unassigned	54.6666666666667
ASV_114	-5.55166751624641	-0.53735968717451	ASV_114	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus	62.2222222222222
ASV_1145	-1.04145186689207	10.3167361418057	ASV_1145	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_panacisoli	4.55555555555556
ASV_115	7.18823344901556	1.50524832280732	ASV_115	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	50.2777777777778
ASV_1154	11.2517704197889	11.6378195849219	ASV_1154	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	5
ASV_1155	11.6129265334814	-7.53615646292576	ASV_1155	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	4.61111111111111
ASV_1156	9.25575145377277	-2.72182819492619	ASV_1156	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium	Unassigned	26.7777777777778
ASV_116	-12.2592722633261	-0.365360370548552	ASV_116	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium_phytohabitans	50.4444444444444
ASV_117	21.8950939165392	0.351227497716878	ASV_117	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Unassigned	50.1666666666667
ASV_119	-9.41812057067483	-18.9019172552183	ASV_119	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans	49.7222222222222
ASV_1193	-4.43358616154524	20.2359918617865	ASV_1193	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	5.05555555555556
ASV_120	-9.82589746193789	-1.85100682275769	ASV_120	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Aeromicrobium_ginsengisoli	46.8888888888889
ASV_1202	-5.33673038574788	17.7693891803096	ASV_1202	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned	4.61111111111111
ASV_1208	14.3351337064646	12.1903761362992	ASV_1208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	4.44444444444444
ASV_121	4.37104267508105	-7.04608013205371	ASV_121	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	43.2222222222222
ASV_1218	4.14025671179546	-8.22385351276031	ASV_1218	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Unassigned	Unassigned	4.83333333333333
ASV_122	-2.96680710113168	1.54085009171835	ASV_122	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	51
ASV_123	-7.15764333197708	-8.1901603926264	ASV_123	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium	Unassigned	44.2222222222222
ASV_1235	-10.3325840282687	-0.76331876716388	ASV_1235	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_tepidum	4.77777777777778
ASV_124	-12.6254397725958	8.51159687522962	ASV_124	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	43.7222222222222
ASV_1246	1.15442135536462	-2.62214965858528	ASV_1246	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned	8.33333333333333
ASV_1247	23.2043597025433	-7.56471735600877	ASV_1247	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	4.72222222222222
ASV_1263	5.14571352310565	-1.26669446714149	ASV_1263	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus_terrae	4.88888888888889
ASV_1269	8.06803909875385	-8.49589271302507	ASV_1269	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis	7
ASV_128	-3.53045765403126	-13.2576183128519	ASV_128	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	41.3888888888889
ASV_129	-7.93916499080607	5.48917324303966	ASV_129	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_alvei	45.7222222222222
ASV_1293	-3.28137357096393	-16.1257977762242	ASV_1293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	6.33333333333333
ASV_1318	7.47441548878031	11.1296186790872	ASV_1318	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	4.94444444444444
ASV_132	-13.2660831902165	5.89102267853803	ASV_132	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	40.8888888888889
ASV_133	4.0581420225833	-16.3926422896701	ASV_133	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	43
ASV_1339	22.0008019998228	-11.21395612817	ASV_1339	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	6.11111111111111
ASV_134	-3.65040372366088	-5.80012410490785	ASV_134	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unassigned	47.9444444444444
ASV_1347	7.66034292740722	-5.22360466554173	ASV_1347	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned	4.72222222222222
ASV_136	6.56183406042358	-23.3627921024001	ASV_136	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Unassigned	Unassigned	41.5
ASV_1362	5.52052894488765	5.31374695185069	ASV_1362	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	5.61111111111111
ASV_137	-9.50570548334777	1.18203091835385	ASV_137	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	44.2777777777778
ASV_138	17.3488505989657	-18.4467247316028	ASV_138	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	40.3888888888889
ASV_14	-12.2015191638364	-7.97126598770543	ASV_14	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	344.388888888889
ASV_140	-4.99876614356592	-2.19439373338232	ASV_140	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	38.2222222222222
ASV_141	-5.00685147563959	-4.88678348764921	ASV_141	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	40.1666666666667
ASV_142	0.30241051937277	-11.2897265338754	ASV_142	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	40.8888888888889
ASV_143	11.606649876381	-2.33984475259041	ASV_143	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unassigned	Unassigned	36.7222222222222
ASV_1439	3.38733887910348	-3.11660480970427	ASV_1439	Bacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4.5
ASV_145	-15.7337386118387	-2.17777757030409	ASV_145	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles	Unassigned	37.2222222222222
ASV_146	-4.94043229676792	-20.0975339688587	ASV_146	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	36.2222222222222
ASV_1461	-16.2492099424598	-5.59735760334303	ASV_1461	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	Peredibacter_starrii	4.5
ASV_148	8.05950137929075	16.957586550319	ASV_148	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	36.3888888888889
ASV_1480	-1.11376253922482	4.59331867020325	ASV_1480	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces_seranimatus	4.88888888888889
ASV_149	13.9669271824553	5.63851696470284	ASV_149	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	Unassigned	35.4444444444444
ASV_150	-10.2815853243985	18.2486020662509	ASV_150	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	37.6666666666667
ASV_1508	8.53264772959982	19.4583120266919	ASV_1508	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	4.27777777777778
ASV_151	7.64091518490281	19.008405555997	ASV_151	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	36.4444444444444
ASV_1512	3.63845719886821	-25.352768427297	ASV_1512	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	4.77777777777778
ASV_152	-11.088714078803	17.7851523624337	ASV_152	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Unassigned	Unassigned	34.3333333333333
ASV_153	-13.9304518968206	9.05873425519727	ASV_153	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Unassigned	Unassigned	38.4444444444444
ASV_1564	3.50168350820338	16.6137912577507	ASV_1564	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Unassigned	5.33333333333333
ASV_157	-6.69869181852661	7.2104782254669	ASV_157	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea_eneae	36.7777777777778
ASV_1574	5.0992480338715	-2.06355135099996	ASV_1574	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces_chrysomallus_subsp._chrysomallus	5.5
ASV_1578	0.714737467462869	11.188650131132	ASV_1578	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	6.55555555555556
ASV_158	11.7904697092168	-15.2868275737996	ASV_158	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	35.3333333333333
ASV_1586	9.24895927453207	16.8551436073456	ASV_1586	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unassigned	6.94444444444444
ASV_1591	-21.0027426660763	-10.7219148143501	ASV_1591	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Unassigned	Unassigned	21.5555555555556
ASV_16	17.3918325672919	-17.5384314670654	ASV_16	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces_ederensis	319.666666666667
ASV_160	-6.92029983809539	-24.6579321197905	ASV_160	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter_henricii	31.0555555555556
ASV_161	4.20614726832056	12.3698316578659	ASV_161	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_koreensis	31.6111111111111
ASV_162	10.800310467689	-20.6181489551331	ASV_162	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Reyranella	Reyranella_soli	37.3333333333333
ASV_163	-0.394266929702559	-1.0262548869362	ASV_163	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	37.6666666666667
ASV_164	1.71607959575497	-2.74869245339685	ASV_164	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Unassigned	Unassigned	34.7222222222222
ASV_166	-9.22648335514162	-3.45753082580297	ASV_166	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	142.666666666667
ASV_167	-8.2532958172617	-5.1316659581406	ASV_167	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	34.7777777777778
ASV_168	-5.35669029536665	-7.69254310637215	ASV_168	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	33.1666666666667
ASV_1686	-21.5127621074531	-7.53343505260112	ASV_1686	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	4.61111111111111
ASV_169	16.3041347213021	-15.2199704998982	ASV_169	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	32.4444444444444
ASV_17	-4.3032025889403	-5.63113634916664	ASV_17	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	298.222222222222
ASV_170	6.08640768756528	18.3621398728478	ASV_170	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Unassigned	32
ASV_172	2.51821994894696	1.16317991253349	ASV_172	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	35.2222222222222
ASV_173	6.2994155595424	-16.018067502995	ASV_173	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_panacisoli	35.4444444444444
ASV_174	3.13595548791021	-22.8390506540972	ASV_174	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	33.1666666666667
ASV_1746	1.75190469163766	-4.44780144018236	ASV_1746	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned	4.38888888888889
ASV_175	-6.97848852792069	-4.02375685588169	ASV_175	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	30.9444444444444
ASV_1751	-21.1094342796111	1.19944411857757	ASV_1751	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassigned	Unassigned	7.38888888888889
ASV_1758	-14.8473819784311	1.52535756504199	ASV_1758	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	5.33333333333333
ASV_176	-10.5925343164167	-2.4359952713544	ASV_176	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Unassigned	31.5
ASV_1763	-15.3683539795169	8.60052964535292	ASV_1763	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	4.83333333333333
ASV_178	11.2980678548933	8.35566101647841	ASV_178	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	Unassigned	31.2222222222222
ASV_179	-6.17574751533022	10.43917903766	ASV_179	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Unassigned	32
ASV_18	17.7048939758655	13.2283722064376	ASV_18	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea	Lentzea_flaviverrucosa	283.5
ASV_180	-1.27296595359542	5.39636373866115	ASV_180	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	36
ASV_181	-8.62825792498999	-13.3809029720713	ASV_181	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans	33.5555555555556
ASV_182	-6.44313930330697	-10.9140559294284	ASV_182	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	33.1666666666667
ASV_184	-6.12031622103614	-1.21043341960551	ASV_184	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	29.3888888888889
ASV_1842	-5.75355484918467	-16.3644448945969	ASV_1842	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4.5
ASV_1843	-10.9071855045946	2.73316214281396	ASV_1843	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	8.05555555555556
ASV_185	-0.887956160650567	-10.0545446898826	ASV_185	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	30.3333333333333
ASV_1850	3.11617225272246	-3.30016137837763	ASV_1850	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus_terrae	5.5
ASV_187	-4.46505662318058	-7.50145235966877	ASV_187	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	29.6666666666667
ASV_188	22.8963403051655	5.11319638442631	ASV_188	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_neotropicale	28.1666666666667
ASV_189	-6.53536864709969	-3.17487328563505	ASV_189	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unassigned	30.2777777777778
ASV_19	16.20596592058	4.95961136907772	ASV_19	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Lentzea	Lentzea_flaviverrucosa	244.722222222222
ASV_190	-18.6585423901378	-1.70814433530098	ASV_190	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea_eneae	33.0555555555556
ASV_1908	-12.7645323314377	-16.0801842571845	ASV_1908	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4.88888888888889
ASV_191	-8.65139349875514	-14.1027190324959	ASV_191	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	24.9444444444444
ASV_1912	22.8250797614989	-9.4133525170757	ASV_1912	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	6.38888888888889
ASV_192	-3.19984310415177	-3.62396295934859	ASV_192	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium	Unassigned	29.5
ASV_194	21.8447475807448	7.34756199301846	ASV_194	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Unassigned	Unassigned	25.3333333333333
ASV_195	-12.9395311868112	-7.48575965786317	ASV_195	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	33.1666666666667
ASV_197	-1.41729140475527	-18.0525100741057	ASV_197	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	30.3888888888889
ASV_1982	20.5631370007563	9.76310116384287	ASV_1982	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	7.33333333333333
ASV_1990	-15.5409464616275	1.16413376149739	ASV_1990	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	4.38888888888889
ASV_2	-5.00019791611903	-2.4809210349657	ASV_2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas_puraquae	1389.22222222222
ASV_20	-21.1998735352037	-9.8377293153692	ASV_20	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	Unassigned	244.222222222222
ASV_200	18.4532870077544	-13.7491477950823	ASV_200	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	28.8333333333333
ASV_201	-8.01105553562641	-2.48891958588884	ASV_201	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	25.3333333333333
