orig_model	model	color	OTU	X1	X2
51	106	mini_model	#C1C1C1	ASV_226	-7.71367773766763	3.86561225935711
52	2	model_2	#BA2148	ASV_172	-0.506348517387047	2.37702797963323
53	27	mini_model	#C1C1C1	ASV_215	-1.50231101696763	6.85362773007749
54	47	mini_model	#C1C1C1	ASV_228	14.5082260925464	7.71776019564931
55	52	mini_model	#C1C1C1	ASV_338	10.8520881404506	-13.0317918640724
56	112	mini_model	#C1C1C1	ASV_248	2.9905084993677	-13.8535122187087
57	26	mini_model	#C1C1C1	ASV_224	-9.97704503732132	4.71789980636948
58	61	mini_model	#C1C1C1	ASV_234	-11.1761394316278	1.43760591693363
59	3	model_3	#E65948	ASV_334	-15.9180623735347	1.45367675147086
60	3	model_3	#E65948	ASV_204	-14.595761965223	3.00200533129407
61	77	mini_model	#C1C1C1	ASV_273	11.5572406899546	2.89888354556749
62	9	mini_model	#C1C1C1	ASV_218	0.819080374167675	-3.119134963974
63	53	mini_model	#C1C1C1	ASV_219	9.76131661286315	5.66319098537874
64	85	mini_model	#C1C1C1	ASV_1119	13.1621787122552	-2.09986536880885
65	9	mini_model	#C1C1C1	ASV_256	1.74961927016275	-2.96857512079216
66	70	mini_model	#C1C1C1	ASV_227	6.43047381039901	4.13109655540388
67	25	mini_model	#C1C1C1	ASV_242	4.68091821183413	-7.64428477346327
68	120	mini_model	#C1C1C1	ASV_341	-8.34158675396352	-14.3259154715972
69	1	model_1	#9E0142	ASV_303	-0.879891228742535	-12.6126393878009
70	48	model_48	#FEF6B1	ASV_232	12.7150405672312	-5.49793632793788
71	11	mini_model	#C1C1C1	ASV_324	8.53148342432187	12.2439680380074
72	31	mini_model	#C1C1C1	ASV_355	-5.59702420285508	-1.2944762740612
73	40	mini_model	#C1C1C1	ASV_314	-13.7318119061368	-10.6957669474309
74	106	mini_model	#C1C1C1	ASV_264	-6.85507180001519	3.82951515258082
75	86	mini_model	#C1C1C1	ASV_253	-4.29559642256327	3.48853045259694
76	79	mini_model	#C1C1C1	ASV_293	-15.0286713736046	7.63297327002504
77	74	mini_model	#C1C1C1	ASV_456	9.09835694295982	-14.6582375234836
78	8	model_8	#FDD07D	ASV_891	-16.6027518143791	-5.12964679492008
79	7	model_7	#91D3A4	ASV_423	-5.91239974968164	14.6328662454877
80	1	model_1	#9E0142	ASV_528	-1.00134418708076	-7.08991560091235
81	27	mini_model	#C1C1C1	ASV_390	0.375975474037132	7.19943417146272
82	90	mini_model	#C1C1C1	ASV_236	0.511688631698576	-15.2452745799717
83	80	model_80	#F8FCB4	ASV_474	-8.99712190029835	-12.6194297254601
84	106	mini_model	#C1C1C1	ASV_320	-7.21924979804378	4.77764071666183
85	16	mini_model	#C1C1C1	ASV_449	-8.23679627912711	-4.83561333813702
86	14	mini_model	#C1C1C1	ASV_402	16.0950643178488	3.36925975908217
87	1	model_1	#9E0142	ASV_630	-0.454978626476159	-7.90466497384274
88	58	model_58	#50A9AF	ASV_254	-5.40612464627105	-7.15696987665674
89	115	model_115	#5E4FA2	ASV_372	-1.87787424660045	-16.5701360836116
90	119	mini_model	#C1C1C1	ASV_290	-12.3783931724085	11.1870254198318
91	41	model_41	#6DC4A4	ASV_307	8.59540597351464	2.38486320319166
92	31	mini_model	#C1C1C1	ASV_268	-4.66821327013254	-0.929561621254535
93	19	mini_model	#C1C1C1	ASV_348	4.10427773431153	-1.27228994270818
94	110	model_110	#D3ED9B	ASV_263	12.226116794815	8.26605407904863
95	63	mini_model	#C1C1C1	ASV_337	-3.41585687813242	6.66124746923642
96	20	mini_model	#C1C1C1	ASV_339	1.27546165060343	10.2657108713668
97	84	mini_model	#C1C1C1	ASV_414	5.38089915668735	-14.4495846862296
98	1	model_1	#9E0142	ASV_460	-1.87730838750724	-13.2054011190245
99	120	mini_model	#C1C1C1	ASV_405	-9.19094988753077	-14.7025580763022
100	85	mini_model	#C1C1C1	ASV_373	13.0720935060123	-1.24100511309472
101	84	mini_model	#C1C1C1	ASV_400	5.33721588104552	-13.6213578026931
102	1	model_1	#9E0142	ASV_644	1.31869957574523	-8.14644550215986
103	8	model_8	#FDD07D	ASV_1072	-16.9405786675648	-4.173573212205
104	50	mini_model	#C1C1C1	ASV_300	-3.58206266741536	-14.4164657067151
105	54	mini_model	#C1C1C1	ASV_389	-12.0679782803666	7.2052661235703
106	16	mini_model	#C1C1C1	ASV_1133	-9.05731465951215	-5.23885330378029
107	6	model_6	#FDB567	ASV_533	16.2559204837629	-3.75016486659975
108	24	mini_model	#C1C1C1	ASV_321	7.46370824339658	-15.2156088381895
109	18	mini_model	#C1C1C1	ASV_296	-0.383674772166157	14.428962853557
110	82	mini_model	#C1C1C1	ASV_412	5.82821891867231	-4.24654363520607
111	62	mini_model	#C1C1C1	ASV_769	-6.23957839016274	-12.6993877825656
112	57	mini_model	#C1C1C1	ASV_239	6.73604581426304	-10.9559612282298
113	13	mini_model	#C1C1C1	ASV_801	8.38609727812869	-8.81983140872114
114	29	model_29	#FEE695	ASV_475	6.08388652814342	2.13750566132804
115	32	mini_model	#C1C1C1	ASV_376	-3.09601809183938	-5.95005441050961
116	2	model_2	#BA2148	ASV_394	0.582520294350036	3.1626061892312
117	6	model_6	#FDB567	ASV_886	13.6152020796075	-3.77767169324787
118	64	mini_model	#C1C1C1	ASV_463	-10.4672371989201	-1.21605604125137
119	3	model_3	#E65948	ASV_322	-15.2411309886518	2.13314308483274
120	1	model_1	#9E0142	ASV_1126	-1.08674901844616	-10.3155918711935
121	1	model_1	#9E0142	ASV_761	0.4093500096296	-8.776170656819
122	2	model_2	#BA2148	ASV_266	0.929036306760317	2.42119091016624
123	22	mini_model	#C1C1C1	ASV_685	4.45829364186067	14.7745762080864
124	88	mini_model	#C1C1C1	ASV_511	-3.52099269580069	15.4395620728051
125	18	mini_model	#C1C1C1	ASV_353	-0.81608887158214	15.3264612219689
126	67	mini_model	#C1C1C1	ASV_378	5.58784592588477	-9.41692847855576
127	55	mini_model	#C1C1C1	ASV_406	8.21521504004128	-5.80103955961333
128	73	model_73	#D6404E	ASV_395	5.61086221125096	11.029141243455
129	4	model_4	#F47346	ASV_397	-3.12580569253767	11.7861805905741
130	97	mini_model	#C1C1C1	ASV_485	16.1699339024182	-1.36346769205387
131	50	mini_model	#C1C1C1	ASV_594	-3.24278520703192	-15.2868247579929
132	99	mini_model	#C1C1C1	ASV_330	13.9453406572101	0.73983951032531
133	61	mini_model	#C1C1C1	ASV_420	-11.1902434180434	0.556010104203266
134	51	mini_model	#C1C1C1	ASV_518	-2.195619513943	-2.34384783912929
135	82	mini_model	#C1C1C1	ASV_567	6.42217042726796	-3.49711258554801
136	90	mini_model	#C1C1C1	ASV_411	0.879824863569791	-14.3663468004702
137	77	mini_model	#C1C1C1	ASV_707	11.1086796307346	3.69399456586921
138	81	mini_model	#C1C1C1	ASV_417	3.16471622421124	-9.02815594588753
139	72	mini_model	#C1C1C1	ASV_584	-9.09761206771547	7.33472923945903
140	1	model_1	#9E0142	ASV_604	0.506580477011756	-10.1310082125453
141	58	model_58	#50A9AF	ASV_550	-6.52294160152058	-7.30183081430231
142	69	mini_model	#C1C1C1	ASV_744	4.20314239680182	-11.5665984266124
143	2	model_2	#BA2148	ASV_351	1.38619093902734	1.81332007875688
144	113	model_113	#466DB0	ASV_440	11.3128723256818	10.8226774049311
145	21	mini_model	#C1C1C1	ASV_592	-0.0125909269449197	-5.18133582600302
146	63	mini_model	#C1C1C1	ASV_415	-3.35461004937636	5.72781176992542
147	95	mini_model	#C1C1C1	ASV_639	-11.1226517390542	-3.08036389711812
148	104	model_104	#348BBB	ASV_465	4.18510220732001	5.03546989373945
149	79	mini_model	#C1C1C1	ASV_430	-15.2484355329985	6.6665589827992
150	109	mini_model	#C1C1C1	ASV_459	-14.8493807914516	-1.069855505742
151	95	mini_model	#C1C1C1	ASV_651	-10.9851320677716	-3.89311910527554
152	48	model_48	#FEF6B1	ASV_312	11.9084815574292	-7.08538000706322
153	116	mini_model	#C1C1C1	ASV_366	14.2602819992256	3.62881789224617
154	19	mini_model	#C1C1C1	ASV_419	3.78458706498849	-2.19676374931169
155	53	mini_model	#C1C1C1	ASV_477	10.5933900270393	5.51368029672096
156	38	mini_model	#C1C1C1	ASV_416	-14.9806336667815	-7.02789733829595
157	97	mini_model	#C1C1C1	ASV_653	15.5009493829216	-0.945860352871417
158	86	mini_model	#C1C1C1	ASV_453	-4.70617338683418	4.30067738303996
159	82	mini_model	#C1C1C1	ASV_729	6.70805380306618	-4.38573725480878
160	103	mini_model	#C1C1C1	ASV_455	1.25506379997378	15.2324483554024
161	38	mini_model	#C1C1C1	ASV_531	-12.9237638234841	-6.82737137068991
162	107	mini_model	#C1C1C1	ASV_370	4.88394590548545	-16.6449825568145
163	80	model_80	#F8FCB4	ASV_525	-9.76981271699078	-11.6126414120735
164	2	model_2	#BA2148	ASV_349	1.08267727995645	2.94953392129169
165	45	mini_model	#C1C1C1	ASV_934	-3.07234365463416	8.75378347703348
166	76	mini_model	#C1C1C1	ASV_1147	-12.5867489832609	5.60193644180734
167	73	model_73	#D6404E	ASV_684	5.11973587936942	11.910964424102
168	52	mini_model	#C1C1C1	ASV_989	11.5628180891441	-11.4833101567058
169	60	mini_model	#C1C1C1	ASV_833	-5.41999350747772	9.19783607752998
170	13	mini_model	#C1C1C1	ASV_657	9.15759589378627	-8.23014544355009
171	96	model_96	#EBF7A0	ASV_559	-6.47442362236593	-15.4120861888447
172	111	mini_model	#C1C1C1	ASV_336	7.0843113112373	-13.3042302000327
173	48	model_48	#FEF6B1	ASV_295	11.2762743935337	-7.26575403445038
174	72	mini_model	#C1C1C1	ASV_362	-9.2893451199909	6.43267874161998
175	74	mini_model	#C1C1C1	ASV_904	9.68179457144618	-13.9823216439626
176	6	model_6	#FDB567	ASV_688	15.4549556038709	-4.44941696541676
177	98	mini_model	#C1C1C1	ASV_767	14.5973248152463	-8.39368016210538
178	4	model_4	#F47346	ASV_950	-2.99364070146584	12.9351056120687
179	49	mini_model	#C1C1C1	ASV_637	15.6595857311579	0.919261184470745
180	4	model_4	#F47346	ASV_751	-2.09149257152318	12.3311715075713
181	46	mini_model	#C1C1C1	ASV_587	-7.75369086839942	-2.89779633229568
182	4	model_4	#F47346	ASV_756	-3.29577188256945	12.4243589395962
183	28	mini_model	#C1C1C1	ASV_557	-11.3260710077474	9.65398717336409
184	81	mini_model	#C1C1C1	ASV_568	3.61963285924036	-9.81115994137381
185	117	mini_model	#C1C1C1	ASV_937	-13.9227006702506	9.2808729073677
186	117	mini_model	#C1C1C1	ASV_580	-13.0951457734806	9.63315908143425
187	99	mini_model	#C1C1C1	ASV_467	13.2599518661885	1.29205494273825
188	32	mini_model	#C1C1C1	ASV_490	-3.19768382089177	-6.89320118859783
189	56	mini_model	#C1C1C1	ASV_508	2.95714286741787	15.1282886914265
190	13	mini_model	#C1C1C1	ASV_979	8.29906548371313	-7.86974775524963
191	115	model_115	#5E4FA2	ASV_609	-1.29220074044367	-17.0432736918203
192	100	mini_model	#C1C1C1	ASV_501	2.26252440591034	-16.4878086668758
193	97	mini_model	#C1C1C1	ASV_894	15.7415802689386	-2.00870946904089
194	96	model_96	#EBF7A0	ASV_1224	-5.94681504801969	-15.9020648053493
195	39	mini_model	#C1C1C1	ASV_369	-8.80876303283418	14.0777715070346
196	104	model_104	#348BBB	ASV_561	5.24106686566861	6.63649348016762
197	58	model_58	#50A9AF	ASV_448	-7.29450626494231	-6.87239465430425
198	8	model_8	#FDD07D	ASV_1209	-15.595103122449	-5.30470718864847
199	1	model_1	#9E0142	ASV_842	0.178581854345556	-11.6351798447959
200	2	model_2	#BA2148	ASV_379	0.800868574735496	1.78333245699382
201	3	model_3	#E65948	ASV_442	-16.4021066408895	1.70835125360779
202	111	mini_model	#C1C1C1	ASV_450	7.98728473658768	-13.3397778618966
203	114	mini_model	#C1C1C1	ASV_791	3.20023520837821	-5.22530244061605
204	75	mini_model	#C1C1C1	ASV_563	-10.163636603363	2.92818300511267
205	7	model_7	#91D3A4	ASV_596	-5.00549786743917	14.0676152677744
206	87	mini_model	#C1C1C1	ASV_629	2.04180842561792	7.46800276500282
207	37	mini_model	#C1C1C1	ASV_500	12.3939243916316	4.80354670466918
208	98	mini_model	#C1C1C1	ASV_1085	14.9796873307031	-7.54529091968442
209	112	mini_model	#C1C1C1	ASV_620	3.53690666439595	-14.5218481473628
210	1	model_1	#9E0142	ASV_595	-2.08718082379712	-12.3307614035656
211	28	mini_model	#C1C1C1	ASV_663	-11.1226936885094	8.74747005272033
212	102	mini_model	#C1C1C1	ASV_696	14.7363178170244	5.33802552989363
213	48	model_48	#FEF6B1	ASV_478	10.8300459195213	-6.75902253565583
214	103	mini_model	#C1C1C1	ASV_588	1.2620799541909	16.0934646754589
215	73	model_73	#D6404E	ASV_608	5.51612502576605	11.6035985260481
216	71	mini_model	#C1C1C1	ASV_670	7.29877359951048	13.6969518117109
217	54	mini_model	#C1C1C1	ASV_479	-11.1880252888663	6.9050337919847
218	73	model_73	#D6404E	ASV_523	4.69326155452657	10.8820295251088
219	34	mini_model	#C1C1C1	ASV_497	12.9914198355861	-10.9278515971242
220	60	mini_model	#C1C1C1	ASV_1079	-7.40537063322247	8.97169595464941
221	27	mini_model	#C1C1C1	ASV_1019	-0.574553758814863	7.1218461315276
222	100	mini_model	#C1C1C1	ASV_499	2.58345146251092	-17.2211108396412
223	40	mini_model	#C1C1C1	ASV_572	-12.4029395688415	-11.8949004060336
224	78	mini_model	#C1C1C1	ASV_962	7.17078205873446	8.20577786107944
225	71	mini_model	#C1C1C1	ASV_581	6.76122869279225	14.4530571753194
226	114	mini_model	#C1C1C1	ASV_682	3.44603069716973	-6.03133792516903
227	89	mini_model	#C1C1C1	ASV_737	-17.081013767804	-2.10569429700172
228	116	mini_model	#C1C1C1	ASV_623	14.3072620125238	2.72972566366679
229	1	model_1	#9E0142	ASV_753	1.20914866815946	-11.5551605338171
230	73	model_73	#D6404E	ASV_516	4.78002330134164	11.6893963467125
231	117	mini_model	#C1C1C1	ASV_713	-13.1666633525448	8.72828099150381
232	113	model_113	#466DB0	ASV_699	11.2115263622127	11.4914459047801
233	29	model_29	#FEE695	ASV_650	6.61046740826749	0.0410672656628845
234	110	model_110	#D3ED9B	ASV_429	12.4835169087287	7.76181512443108
235	109	mini_model	#C1C1C1	ASV_910	-14.0025346567889	-1.41760942759179
236	83	mini_model	#C1C1C1	ASV_1073	-14.6995366147887	-9.32717078321504
237	39	mini_model	#C1C1C1	ASV_509	-8.60692723677689	13.2381838815483
238	91	mini_model	#C1C1C1	ASV_676	-7.5674443508124	-0.389387322666764
239	3	model_3	#E65948	ASV_830	-15.5357756693723	3.42532449936748
240	91	mini_model	#C1C1C1	ASV_540	-7.67383858559079	0.423110618703935
241	83	mini_model	#C1C1C1	ASV_1174	-14.1486926209626	-8.69741921925585
242	89	mini_model	#C1C1C1	ASV_510	-16.9970564971078	-1.26128410247626
243	2	model_2	#BA2148	ASV_354	0.363092031048172	1.71080342082254
244	41	model_41	#6DC4A4	ASV_1114	9.82119135686295	0.700160225899338
245	93	mini_model	#C1C1C1	ASV_493	-11.5838173060536	-13.2992625476952
246	88	mini_model	#C1C1C1	ASV_863	-3.02581983842267	16.1514973260323
247	1	model_1	#9E0142	ASV_694	-2.93225497891903	-12.8133751951182
248	101	mini_model	#C1C1C1	ASV_711	-5.42923629935627	-3.74381173019759
249	113	model_113	#466DB0	ASV_638	10.2046658651884	11.0559587017058
250	41	model_41	#6DC4A4	ASV_461	9.35638371756155	2.76213913869143
251	114	mini_model	#C1C1C1	ASV_846	2.43357200779979	-5.43557522396448
252	107	mini_model	#C1C1C1	ASV_602	5.32709268541163	-15.9364151148077
253	105	model_105	#F99655	ASV_789	9.97360921413855	-2.34681551699297
254	37	mini_model	#C1C1C1	ASV_593	12.955663741059	5.47176288924535
255	110	model_110	#D3ED9B	ASV_600	11.751752852584	8.53766935249803
256	7	model_7	#91D3A4	ASV_1138	-5.23592213739799	15.4780410537617
257	70	mini_model	#C1C1C1	ASV_598	7.18845079556895	4.63267979769674
258	2	model_2	#BA2148	ASV_468	1.05421827779363	1.17497329470598
259	66	mini_model	#C1C1C1	ASV_617	-14.4985329811895	-2.88152437137983
260	42	mini_model	#C1C1C1	ASV_552	-11.7800789082686	-9.88586502816407
261	18	mini_model	#C1C1C1	ASV_677	-0.566842705454478	16.2780164444843
262	73	model_73	#D6404E	ASV_610	5.28530495354665	10.6502668140904
263	104	model_104	#348BBB	ASV_733	4.09932511422334	6.98195704171324
264	65	mini_model	#C1C1C1	ASV_969	-8.55459691709829	11.5446341382652
265	43	mini_model	#C1C1C1	ASV_487	-10.6249578470732	-8.64760717288599
266	115	model_115	#5E4FA2	ASV_855	-1.84418682492047	-17.5839187247671
267	14	mini_model	#C1C1C1	ASV_781	16.1568136956619	2.45228346074076
268	46	mini_model	#C1C1C1	ASV_903	-8.68793014017413	-2.91610146734076
269	3	model_3	#E65948	ASV_708	-16.6871814816662	0.959702531615695
270	1	model_1	#9E0142	ASV_968	2.26880791558781	-11.8489489776416
271	106	mini_model	#C1C1C1	ASV_613	-7.28077022309458	2.97872516500267
272	48	model_48	#FEF6B1	ASV_444	11.2349529372659	-6.25172569340833
273	38	mini_model	#C1C1C1	ASV_703	-12.3948510120997	-6.01752968270544
274	71	mini_model	#C1C1C1	ASV_880	7.68175779826676	14.4410202026792
275	113	model_113	#466DB0	ASV_712	10.6781442193018	10.5748270616064
276	10	mini_model	#C1C1C1	ASV_1091	-12.28844556669	2.94744094067045
277	34	mini_model	#C1C1C1	ASV_551	13.5382969268004	-10.2162128995972
278	5	model_5	#B4E0A2	ASV_674	-3.93140803710218	-9.67334408287432
279	2	model_2	#BA2148	ASV_534	0.102472483021608	2.59416023442205
280	114	mini_model	#C1C1C1	ASV_700	2.62931153610556	-6.24052933891963
281	68	mini_model	#C1C1C1	ASV_1045	-6.20403491649281	11.2334448651238
282	3	model_3	#E65948	ASV_1013	-15.3202739023834	4.57803593302877
283	96	model_96	#EBF7A0	ASV_925	-5.11444062594568	-16.6719366761969
284	44	mini_model	#C1C1C1	ASV_915	-5.35984105853596	1.45967114169371
285	30	mini_model	#C1C1C1	ASV_722	7.49970132161385	6.34927692188025
286	51	mini_model	#C1C1C1	ASV_1107	-1.32014528308476	-2.72139513927447
287	105	model_105	#F99655	ASV_1117	9.27871579905902	-2.15589983016532
288	69	mini_model	#C1C1C1	ASV_1187	4.09839959832091	-12.4368199292219
289	104	model_104	#348BBB	ASV_565	4.72856314945691	5.940270715924
290	108	mini_model	#C1C1C1	ASV_661	11.5304035012084	0.63792654244812
291	73	model_73	#D6404E	ASV_720	4.80283775723355	10.5049338189412
292	91	mini_model	#C1C1C1	ASV_1159	-8.50835475485901	0.276454188392979
293	98	mini_model	#C1C1C1	ASV_1161	14.1210111314187	-7.7005600760759
294	2	model_2	#BA2148	ASV_943	-1.2765088598634	3.99454104992152
295	92	mini_model	#C1C1C1	ASV_816	-5.11686905101735	7.11128753769934
296	3	model_3	#E65948	ASV_1100	-16.4424014730909	2.43226602891471
297	29	model_29	#FEE695	ASV_982	5.89423552378273	1.03533235098818
298	43	mini_model	#C1C1C1	ASV_633	-9.81592188510572	-8.19029695356488
299	10	mini_model	#C1C1C1	ASV_852	-12.5629046819889	3.79679879032467
300	105	model_105	#F99655	ASV_946	10.4324371862647	-2.49721823329011
301	68	mini_model	#C1C1C1	ASV_854	-6.74974117743799	12.0545864338905
302	62	mini_model	#C1C1C1	ASV_1230	-5.31871467098206	-12.6017258085623
303	66	mini_model	#C1C1C1	ASV_658	-15.4099535597404	-2.58697667240557
304	78	mini_model	#C1C1C1	ASV_784	8.06627641849892	8.0262002502668
305	7	model_7	#91D3A4	ASV_726	-6.88902993786993	14.8693943548989
306	105	model_105	#F99655	ASV_768	9.67597810650506	-2.9397080763119
307	5	model_5	#B4E0A2	ASV_672	-3.04580083360876	-8.89991641432274
308	41	model_41	#6DC4A4	ASV_1198	8.6304676257435	3.36728593156645
309	110	model_110	#D3ED9B	ASV_573	11.2599292498221	7.87513962060819
310	110	model_110	#D3ED9B	ASV_666	12.8753980881368	8.88467711957062
311	5	model_5	#B4E0A2	ASV_809	-4.92192327146989	-10.3904778141791
312	4	model_4	#F47346	ASV_649	-3.88869763706364	10.6943078696084
313	110	model_110	#D3ED9B	ASV_810	11.7869516100507	7.36799264553795
314	4	model_4	#F47346	ASV_845	-2.41543572754181	12.8337965436707
315	87	mini_model	#C1C1C1	ASV_1021	2.20933588193677	8.37471603537876
316	76	mini_model	#C1C1C1	ASV_775	-13.4499365112142	5.53981478466748
317	73	model_73	#D6404E	ASV_794	4.31898140749768	11.7476662317055
318	31	mini_model	#C1C1C1	ASV_871	-3.69667073476523	-0.637145737644054
319	104	model_104	#348BBB	ASV_689	4.03904992566045	6.11906765044667
320	56	mini_model	#C1C1C1	ASV_678	3.12913462497437	16.0106622541168
321	49	mini_model	#C1C1C1	ASV_675	16.5244437555783	0.670953883991723
322	8	model_8	#FDD07D	ASV_760	-13.7661677253894	-4.56406219409392
323	35	mini_model	#C1C1C1	ASV_914	-10.9981289246194	-6.95401387354111
324	6	model_6	#FDB567	ASV_905	14.5228906852216	-4.42717766764762
325	2	model_2	#BA2148	ASV_701	1.11272975944196	2.14178631938345
326	80	model_80	#F8FCB4	ASV_826	-10.3581441291488	-12.1355593696384
327	52	mini_model	#C1C1C1	ASV_970	11.5135831164139	-12.3761176220872
328	45	mini_model	#C1C1C1	ASV_806	-1.23823876925705	9.40329819273945
329	29	model_29	#FEE695	ASV_965	6.87244246536557	-0.949629118253657
330	5	model_5	#B4E0A2	ASV_750	-4.76619742859679	-9.62341401700782
331	11	mini_model	#C1C1C1	ASV_829	9.08865112144532	13.0287645089398
332	105	model_105	#F99655	ASV_987	10.9950341037716	-2.89284107918496
333	96	model_96	#EBF7A0	ASV_1116	-6.16499252694657	-14.7859254675671
334	2	model_2	#BA2148	ASV_434	0.484114544585501	2.22425301437038
335	75	mini_model	#C1C1C1	ASV_774	-9.45146740758351	2.33706775022859
336	91	mini_model	#C1C1C1	ASV_586	-8.35695507613132	-0.519575045743505
337	115	model_115	#5E4FA2	ASV_1074	-0.931731526813909	-16.1398089645098
338	58	model_58	#50A9AF	ASV_642	-7.0996977332647	-7.93565159902677
339	97	mini_model	#C1C1C1	ASV_988	15.0685778672298	-1.58561664585887
340	4	model_4	#F47346	ASV_1169	-2.45016765443769	11.8363521304809
341	119	mini_model	#C1C1C1	ASV_654	-11.6591926046189	11.6250089983195
342	3	model_3	#E65948	ASV_1112	-15.4734921559396	1.09870830014763
343	44	mini_model	#C1C1C1	ASV_1004	-4.4063664051185	1.44333070307163
344	55	mini_model	#C1C1C1	ASV_800	7.3592905482138	-6.19562621015433
345	18	mini_model	#C1C1C1	ASV_1008	-1.78760286354014	15.2286377484121
346	6	model_6	#FDB567	ASV_1228	14.6848632717837	-5.26654224738162
347	15	mini_model	#C1C1C1	ASV_1121	2.12389979752571	13.5262404730812
348	116	mini_model	#C1C1C1	ASV_741	13.5222537054158	3.15938122347276
349	1	model_1	#9E0142	ASV_951	-0.991394414654474	-13.7092516913503
350	105	model_105	#F99655	ASV_862	9.65094064427787	-3.68782987249491
351	57	mini_model	#C1C1C1	ASV_1134	5.90929619411055	-11.3564745968425
352	2	model_2	#BA2148	ASV_435	0.0557249023091721	2.02745407227354
353	102	mini_model	#C1C1C1	ASV_901	15.5447760446074	5.1328022160485
354	108	mini_model	#C1C1C1	ASV_1009	12.1529975927443	0.0399194504867689
355	45	mini_model	#C1C1C1	ASV_778	-2.11000484790326	8.97980681625188
356	38	mini_model	#C1C1C1	ASV_913	-13.9405613488793	-7.00979043319878
