ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE10P016	DE08P017	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076
ASV_22	-3.137	17.059	0.370382558617853	1	NotSig	0.23	2.026	0.049	0.025	0.622	0.261	0.05	0.127	0.205	0.523	0.212	0.354	13.655	0.024	1.134	0.621	0.086	0.051	0.285
ASV_25	0.044	14.407	0.672974084738791	1	NotSig	0.745	0.723	1.036	0.056	0.494	0.962	0.501	2.173	0.624	0.744	0.113	0.16	1.308	0.175	0.092	1.055	0.958	0.927	1.107
ASV_23	1.259	14.48	0.541423282599753	1	NotSig	0.845	0.353	2.005	2.284	0.062	0.046	0.554	0.33	0.091	1.631	0.6	0.924	0.296	0.522	0.138	0.123	0.391	0.256	0.174
ASV_17	0.038	14.247	1	1	NotSig	0.481	0.468	0.266	0.019	0.259	0.528	1.944	0.859	0.422	0.013	0.015	0.062	0	0.053	0.671	0.188	1.711	0.756	0.306
ASV_20	0.124	13.658	0.962566844919786	1	NotSig	0.332	0.305	0.054	0.012	0.101	0.577	0.492	0.829	0.897	0.012	0.018	0.012	0.032	0.02	0.092	0.464	0.194	0.335	1.292
ASV_38	-0.721	12.775	0.541423282599753	1	NotSig	0.138	0.228	0.278	0.263	0.014	0.07	0.065	0.08	0.013	0.339	0.124	0.449	0.701	0.273	0.015	0.065	0.105	0.174	0.044
ASV_16	0.58	14.878	0.541423282599753	1	NotSig	0.496	0.332	0.251	0.235	0.492	0.196	0.186	3.011	0.078	0.003	0.011	0.282	0.055	0.204	0.001	0.243	0.583	0.889	0.397
ASV_26	0.862	14.655	0.814808720691074	1	NotSig	0.46	0.253	0.241	0.191	0.157	0.267	0.267	0.18	0.124	0.131	2.579	0.315	0.267	0.558	0.074	0.019	0.14	0.397	0.254
ASV_10	-9.054	12.685	0.174609049284253	1	NotSig	0	0.087	0	0	0	0	0	0	0	0.001	0	0	0.659	0.029	0	0	0	0.007	0
ASV_27	0.937	15.294	0.742986425339367	1	NotSig	0.686	0.358	0.287	0.78	0.007	0.045	0.149	0.12	0.012	0.759	4.017	0.408	0.228	1.149	0.011	0.211	0.097	0.38	0.384
ASV_21	1.365	15.847	0.888358700123406	1	NotSig	0.908	0.353	0.166	0.354	0.68	0.129	0.452	5.893	0.048	0.355	0.094	0.175	0.285	0.24	1.026	0.153	0.311	0.588	0.043
ASV_65	-0.487	15.094	1	1	NotSig	0.518	0.727	2.201	0.604	0.012	0.099	0.338	0.053	0.007	0.809	0.543	3.498	1.508	0.544	0.015	0.069	0.07	0.103	0.008
ASV_40	-0.126	14.431	0.4234471410942	1	NotSig	0.489	0.533	0.939	0.387	0.616	0.323	0.853	0.49	0.665	0.025	0.102	0.364	0.016	0.074	0.458	0.218	2.209	0.581	0.346
ASV_54	-1.181	14.612	0.19958864664747	1	NotSig	0.313	0.71	0.067	0.084	0.004	0.086	0.123	0.092	0.026	0.176	2.161	0.075	1.152	0.917	0.011	0.153	0.772	2.503	0.1
ASV_35	-0.699	13.802	0.962566844919786	1	NotSig	0.253	0.411	0.36	0.505	0.011	0.023	0.096	0.091	0.03	0.341	0.824	0.297	0.296	1.428	0.009	0.023	0.805	0.082	0.347
ASV_31	0.829	14.645	1	1	NotSig	0.614	0.346	0.207	1.543	0.016	0.313	0.037	0.074	0.016	2.562	0.758	0.866	0.353	0.982	0.013	0.326	0.033	0.113	0.079
ASV_33	-1.728	16.373	0.605841217605923	1	NotSig	0.444	1.471	0.103	0.047	1.421	1.866	0.218	0.216	0.091	0.026	0.007	0.054	0.006	0.033	8.486	2.287	0.257	0.109	0.53
ASV_37	-1.433	16.452	0.480707527766351	1	NotSig	0.57	1.54	0.43	0.082	0.32	1.071	0.487	2.078	0.612	0.004	0.044	0.706	0.026	0.137	0.833	0.169	0.7	8.963	0.782
ASV_51	-0.3	12.702	0.742986425339367	1	NotSig	0.14	0.172	0.115	0.081	0.018	0.057	0.408	0.058	0.02	0.251	0.252	0.102	0.057	0.666	0.02	0.114	0.06	0.294	0.065
ASV_87	0.092	12.607	0.672974084738791	1	NotSig	0.134	0.125	0.266	0.624	0.016	0.007	0.182	0.012	0.003	0.065	0.028	0.33	0.068	0.321	0.004	0.221	0.027	0.017	0.016
ASV_39	-0.569	11.913	0.276593994241053	1	NotSig	0.116	0.172	0.297	0.247	0.013	0.112	0.105	0.108	0.008	0.112	0.044	0.178	0.212	0.22	0.015	0.386	0.044	0.202	0.123
ASV_67	1.305	12.648	0.84729721328897	1	NotSig	0.088	0.036	0.002	0.007	0	0.028	0.642	0.033	0.01	0.059	0.015	0.003	0.005	0.009	0	0.1	0.065	0.044	0.06
ASV_55	1.363	15.411	0.962566844919786	1	NotSig	0.908	0.353	0.199	0.025	4.357	0.218	1.892	0.229	0.084	0.088	1.079	0.176	0.129	0.024	1.105	0.349	0.381	0.256	0.402
ASV_52	-0.274	13.948	0.962566844919786	1	NotSig	0.266	0.322	1.58	0.096	0.067	0.019	0.158	0.06	0.025	0.195	0.194	0.199	1.222	0.104	0.009	0.026	0.905	0.048	0.06
ASV_36	-0.098	14.78	0.672974084738791	1	NotSig	0.821	0.879	0.174	0.168	0.18	2.814	2.445	1.366	0.125	0.103	0.016	0.178	0.071	0.074	2.655	2.761	0.44	0.53	0.323
ASV_29	0.561	13.382	0.962566844919786	1	NotSig	0.327	0.221	0.923	1.063	0.012	0.059	0.603	0.151	0.036	0.035	0.057	0.107	0.084	1.068	0.027	0.038	0.132	0.26	0.056
ASV_57	1.743	14.705	0.541423282599753	1	NotSig	0.369	0.11	0.099	0.044	0.018	0.003	0.14	0.228	0.02	0.103	2.671	0.45	0.006	0.047	0	0.023	0.084	0.263	0.009
ASV_43	-0.248	13.731	0.605841217605923	1	NotSig	0.431	0.512	0.189	0.179	0.175	1.163	0.623	0.591	0.704	0.044	0.21	0.28	0.201	0.101	0.623	0.651	1.36	0.527	0.351
ASV_46	1.914	15.967	0.480707527766351	1	NotSig	1.64	0.435	0.489	0.965	0.419	5.205	0.372	6.406	0.285	0.371	0.247	0.616	0.006	0.757	0.384	0.782	0.145	0.674	0.118
ASV_59	-0.717	13.095	0.480707527766351	1	NotSig	0.166	0.274	0.084	0.123	0.022	0.3	0.047	0.043	0	0.361	0.519	0.143	0.547	0.333	0.004	0.875	0.11	0.174	0.003
ASV_30	0.054	12.927	1	1	NotSig	0.257	0.247	0.09	0.322	0.155	0.351	0.355	0.779	0.102	0.142	0.012	0.137	0.045	0.092	0.127	0.211	0.348	0.51	0.508
ASV_138	-1.313	13.4	0.888358700123406	1	NotSig	0.083	0.205	0.008	0.098	0.013	0.033	0.005	0.325	0.076	0.172	0.012	0.006	0	0.131	0.051	0.082	0.01	1.081	0.281
ASV_42	-0.641	13.129	0.923294970114867	1	NotSig	0.135	0.21	0.015	0.149	0.094	0.142	0.084	0.565	0.111	0	0.054	0.003	0	0.006	0.108	0.381	0.038	0.25	0.896
ASV_72	-0.297	10.916	0.923294970114867	1	NotSig	0.052	0.064	0.021	0.005	0.193	0.08	0	0.115	0.015	0.012	0.026	0.002	0.024	0	0.103	0.152	0.003	0.085	0.14
ASV_60	0.949	15.352	0.962566844919786	1	NotSig	0.52	0.269	0.066	0.138	0.01	0.033	0.096	0.086	0	4.183	0.066	0.304	0.636	1.042	0.019	0.004	0.037	0.031	0.082
ASV_41	-0.434	13.325	0.742986425339367	1	NotSig	0.154	0.208	0.135	0.002	0.047	0.219	0.264	0.255	0.412	0.029	0.022	0.012	0	0.011	0.08	0.072	1.026	0.168	0.294
ASV_48	1.51	16.727	0.370382558617853	1	NotSig	1.764	0.619	0.447	10.844	2.133	0.596	1.181	0.089	0.508	0.057	0.022	0.361	0.002	0.581	3.027	0.423	0.276	0.041	0.244
ASV_24	-0.682	14.546	0.222785386050512	1	NotSig	0.212	0.341	0	0	0.001	1.893	0	0.009	0	0.007	0	0	0	0	0.011	2.392	0.292	0.021	0.009
ASV_32	0.421	14.985	0.480707527766351	1	NotSig	0.561	0.419	3.242	0.272	0.199	0.251	0.142	0.618	0.307	0.006	0.011	0.827	0.011	0.611	0.529	0.167	0.3	0.725	0.181
ASV_113	2.622	17.353	0.814808720691074	1	NotSig	2.222	0.361	0.961	0.282	0.017	0.036	0.704	0.017	0.005	16.739	1.242	1.792	0.654	0.21	0.019	0.086	0.043	0.075	0.01
ASV_34	-0.963	14.786	0.888358700123406	1	NotSig	0.226	0.441	0.338	0.741	0.022	0.073	0.022	0.104	0.01	0.536	0.191	0.303	0.139	2.826	0.017	0.088	0.025	0.116	0.014
ASV_69	-1.818	14.534	0.814808720691074	1	NotSig	0.14	0.492	0.47	0.513	0.005	0.022	0.052	0.012	0	0.065	0.119	0.962	2.373	0.523	0.011	0.015	0.006	0.003	0.044
ASV_62	0.613	12.77	0.962566844919786	1	NotSig	0.191	0.125	0.319	0.506	0.002	0.015	0.028	0.01	0.01	0.128	0.698	0.428	0.018	0.388	0.001	0.026	0.04	0.068	0.03
ASV_49	-0.118	13.371	0.888358700123406	1	NotSig	0.202	0.219	0.079	0.128	0.132	0.045	0.993	0.296	0.096	0.004	0.043	0.158	0.013	0.122	0.087	0.027	1.059	0.205	0.08
ASV_28	-4.53	16.417	0.772320634564078	1	NotSig	0.047	1.094	0	0	0.001	0.425	0	0	0	0	0	0	0	0	0	8.751	0	0	0
ASV_50	2.41	14.511	0.814808720691074	1	NotSig	0.315	0.059	0.008	0.049	0.02	0.268	0.035	0.103	2.334	0.018	0.001	0.06	0.008	0.021	0.035	0.098	0.071	0.103	0.078
ASV_58	0.578	14.753	0.672974084738791	1	NotSig	0.686	0.459	0.061	0.144	0.204	2.761	2.709	0.13	0.02	0.109	0.034	0.059	0.005	0.041	0.846	2.015	0.551	0.089	0.067
ASV_81	-1.018	14.691	0.814808720691074	1	NotSig	0.325	0.658	1.536	0.31	0.01	0.009	0.185	0.048	0	0.53	0.297	2.645	2.156	0.348	0.009	0.015	0.029	0.048	0.013
ASV_56	0.57	13.158	0.888358700123406	1	NotSig	0.2	0.135	0.056	0.147	0.006	0.077	0.032	0.096	0.079	0.396	0.914	0.096	0.015	0.232	0.008	0.064	0.038	0.335	0.292
ASV_47	0.245	13.694	0.888358700123406	1	NotSig	0.359	0.303	0.085	0.002	0.736	0.506	1.325	0.431	0.145	0.004	0	0.057	0.293	0.045	0.494	0.815	0.265	0.404	0.054
ASV_44	0.566	13.721	0.962566844919786	1	NotSig	0.402	0.271	1.35	0.126	0.119	0.03	0.239	0.883	0.843	0.012	0.015	0.544	0	0.195	0.147	0.038	0.26	0.728	0.259
ASV_71	-0.453	10.891	0.370382558617853	1	NotSig	0.045	0.062	0.026	0.065	0.017	0.025	0.19	0.045	0.023	0.009	0.007	0.179	0.029	0.018	0.011	0.026	0.133	0.065	0.032
ASV_73	-0.03	15.882	0.962566844919786	1	NotSig	0.892	0.911	0.35	0.056	1.27	0.025	0.36	5.592	0.236	0.123	0.016	0.077	0.104	0.057	0.394	0.028	0.073	6.039	0.516
ASV_94	0.799	13.743	0.814808720691074	1	NotSig	0.265	0.152	0.131	0.14	0.023	0.042	0.036	0.031	0.007	0.606	1.371	0.163	0.07	0.719	0.011	0.029	0.024	0.192	0.013
ASV_53	-3.322	14.05	0.138790621143562	1	NotSig	0.027	0.27	0.02	0.049	0.008	0.015	0.053	0.027	0	0.029	0.042	0.035	0.223	1.696	0.028	0.093	0.038	0.024	0.025
ASV_66	0.214	11.508	0.262541797782718	1	NotSig	0.047	0.04	0	0.075	0.005	0.118	0.009	0.026	0	0.134	0.053	0.002	0	0.002	0	0.291	0.01	0.017	0
ASV_74	-1.26	15.996	0.962566844919786	1	NotSig	0.406	0.971	0.279	0.096	0.49	0.267	0.2	1.974	0.289	0.023	0.031	0.14	0.126	0.119	0.205	0.126	0.189	6.535	0.331
ASV_63	-0.083	13.943	0.742986425339367	1	NotSig	0.424	0.449	0.077	0.184	0.156	1.339	1.173	0.676	0.033	0.166	0.012	0.149	0.102	0.08	1.575	1.105	0.222	0.256	0.104
ASV_90	-0.137	11.923	0.962566844919786	1	NotSig	0.094	0.103	0.141	0.025	0.05	0.02	0.068	0.074	0.013	0.066	0.388	0.125	0.369	0.044	0.015	0.026	0.024	0.068	0.157
ASV_119	1.59	12.696	0.672974084738791	1	NotSig	0.101	0.034	0.664	0.033	0.006	0.001	0.083	0.026	0.016	0.05	0.034	0.063	0	0.086	0.031	0.003	0.01	0.068	0.009
ASV_881	0.238	14.467	0.742986425339367	1	NotSig	0.381	0.323	0.089	0.004	0.064	0.445	0.059	2.265	0.472	0.021	0.011	0.038	0.044	0.038	0.05	0.398	0.237	0.91	0.871
ASV_86	-0.591	12.696	0.661082711506575	1	NotSig	0.075	0.113	0	0	0.026	0.118	0.121	0.104	0.002	0.289	0.015	0	0	0	0.114	0.109	0.016	0.663	0.003
ASV_88	1.472	12.992	0.605841217605923	1	NotSig	0.125	0.045	0.815	0.06	0.001	0.006	0.028	0.015	0.005	0.115	0.084	0.056	0.04	0.226	0	0.008	0.014	0.007	0.01
ASV_79	0.782	13.811	0.742986425339367	1	NotSig	0.33	0.192	0.094	0.163	0.148	0.528	0.39	0.197	1.437	0.007	0.008	0.047	0.092	0.065	0.395	0.155	0.337	0.113	0.333
ASV_77	0.029	14.233	0.88516401530551	1	NotSig	0.417	0.409	0.087	0.061	1.926	0.454	0.624	0.265	0.338	0	0	0.096	0.011	0.051	1.283	1.013	0.319	0.164	0.334
ASV_124	-1.503	12.989	0.742986425339367	1	NotSig	0.062	0.175	0.159	0.144	0.019	0.052	0.052	0.009	0.002	0.116	0.004	0.158	0.015	0.813	0.019	0.02	0.032	0.345	0
ASV_99	-1.17	12.594	0.595737800469115	1	NotSig	0.047	0.106	0.136	0.144	0.005	0.016	0.027	0.021	0	0.072	0.005	0.148	0	0.618	0.004	0.015	0.064	0	0.003
ASV_85	0.13	12.108	0.814808720691074	1	NotSig	0.167	0.153	0.238	0.441	0.109	0.241	0.384	0.038	0.008	0.023	0.023	0.245	0.115	0.406	0.055	0.034	0.268	0.089	0.01
ASV_75	-1.81	13.979	0.138790621143562	1	NotSig	0.135	0.475	0.307	0.077	0.042	0.049	0.102	0.57	0.021	0.043	0.007	0.139	0.037	0.084	0.055	0.118	1.452	0.298	1.615
ASV_84	0.09	12.683	0.814808720691074	1	NotSig	0.134	0.126	0.13	0.011	0.59	0.042	0.063	0.122	0.246	0.001	0.003	0.014	0	0.051	0.657	0.01	0.068	0.092	0.115
ASV_106	4.788	12.45	0.051860503700657	1	NotSig	0.079	0.003	0	0.018	0.008	0.009	0.098	0.003	0	0.559	0.015	0	0	0	0.005	0.006	0.011	0	0
ASV_76	-0.19	12.796	0.605841217605923	1	NotSig	0.217	0.248	0.202	0.084	0.656	0.094	0.226	0.159	0.437	0.04	0.054	0.142	0.324	0.125	0.711	0.151	0.157	0.215	0.156
ASV_78	-2.968	14.823	0.480707527766351	1	NotSig	0.056	0.435	0.054	0.138	0.056	0.091	0.089	0.043	0.026	0	0.001	0.291	0.002	0.075	0.063	0.089	2.899	0.041	0.019
ASV_83	0.173	12.844	0.962566844919786	1	NotSig	0.259	0.229	0.154	0.364	0.44	0.074	0.059	0.519	0.711	0.004	0	0.176	0.06	0.259	0.017	0.066	0.129	0.735	0.391
ASV_64	-1.414	11.042	0.611466506527141	1	NotSig	0.013	0.035	0.041	0.028	0.001	0	0	0.048	0	0	0	0.211	0.029	0.018	0	0	0.002	0.021	0
ASV_97	0.811	12.375	0.605841217605923	1	NotSig	0.167	0.095	0.153	0.321	0.013	0.032	0.28	0.055	0.015	0.101	0.531	0.208	0.05	0.231	0.032	0.133	0.065	0.027	0.014
ASV_89	-0.013	12.297	0.742986425339367	1	NotSig	0.11	0.112	0.079	0.042	0.029	0.073	0.084	0.171	0.503	0.004	0.009	0.045	0	0.042	0.118	0.01	0.086	0.181	0.41
ASV_70	-0.822	12.447	0.541423282599753	1	NotSig	0.114	0.201	0.376	0.016	0.108	0.093	0.209	0.202	0.013	0	0.007	0.077	0.006	0.065	0.558	0.08	0.318	0.455	0.049
ASV_100	3.049	16.779	0.962566844919786	1	NotSig	1.41	0.17	0.131	0.713	0.007	0.149	0.173	0.036	0	0.238	11.242	0.248	0.045	0.547	0.005	0.215	0.013	0.274	0.016
ASV_93	0.441	13.565	0.480707527766351	1	NotSig	0.398	0.293	0.169	0.165	0.823	0.403	1.212	0.322	0.482	0.006	0.003	0.108	0	0.029	0.261	1.132	0.276	0.222	0.319
ASV_118	0.575	12.23	0.41634995698359	1	NotSig	0.094	0.063	0	0	0.008	0.366	0.071	0	0.005	0.396	0.004	0	0.006	0	0	0.48	0.021	0	0
ASV_98	-2.023	13.789	0.805764393055741	1	NotSig	0.054	0.221	0.1	0.091	0	0	0.001	0.092	0.002	0.009	0.194	0.107	0	0.244	0	0	0.002	1.416	0
ASV_61	0.077	13.379	0.961389436286523	1	NotSig	0.262	0.248	0.002	0.692	0.007	0.07	0.462	0.161	0.96	0	0	0.003	0	0	0.004	0.299	0.489	0.123	1.066
ASV_117	-0.788	11.246	1	1	NotSig	0.031	0.054	0.038	0.03	0.006	0.042	0	0.029	0.005	0.043	0.088	0.021	0.045	0.02	0.007	0.087	0.005	0.243	0.003
ASV_104	0.512	12.114	0.888358700123406	1	NotSig	0.118	0.083	0.113	0.245	0.013	0.016	0.006	0.217	0	0.443	0.011	0.041	0.008	0.339	0.004	0.051	0.008	0.185	0.029
ASV_105	2.637	8.124	0.0855879599730881	1	NotSig	0.007	0.001	0	0	0.002	0.007	0.005	0.003	0	0.028	0.016	0	0	0	0	0.003	0.006	0	0
ASV_136	-1.822	12.852	0.370382558617853	1	NotSig	0.03	0.106	0.034	0.019	0.023	0.077	0.009	0.027	0.048	0.012	0.022	0.739	0.019	0.023	0	0.011	0.005	0.021	0.034
ASV_174	0.47	13.47	0.923294970114867	1	NotSig	0.173	0.125	0.053	0.31	0	0.006	0.006	0.031	0.002	1.135	0.016	0.039	0.002	0.285	0.001	0.02	0	0.619	0.034
ASV_112	-2.18	16.161	0.4234471410942	1	NotSig	0.218	0.988	1.624	0.138	0.004	0.022	0.006	0.045	0.01	0.104	0.009	7.328	0.261	0.164	0.015	0.018	0.065	0.051	0.001
ASV_111	-0.85	14.168	0.742986425339367	1	NotSig	0.185	0.334	0.128	0.063	0.708	0.358	0.377	0.002	0.012	0.009	0.008	0.027	0.05	0.002	0.43	1.84	0.311	0	0.008
ASV_126	-0.577	12.031	0.80943544919808	1	NotSig	0.055	0.082	0.279	0.016	0	0.012	0.018	0.019	0.008	0.115	0.031	0.419	0	0.078	0	0.003	0.124	0.031	0.005
ASV_96	1.945	11.722	0.170203779529749	1	NotSig	0.038	0.01	0	0.002	0	0	0	0	0	0.338	0.001	0.005	0.002	0.012	0.058	0	0.002	0	0.001
ASV_130	-2.123	14.668	0.16717400246812	1	NotSig	0.12	0.525	0.062	0.019	0.115	0.191	0.129	0.233	0.158	0.16	0.015	0.197	2.602	0.11	0.185	0.068	0.424	0.503	0.108
ASV_137	-0.39	9.896	0.193657589519031	1	NotSig	0.024	0.031	0.095	0.016	0.007	0.067	0.021	0.003	0	0.003	0	0.059	0.036	0.035	0.027	0.024	0.056	0.003	0.008
ASV_107	-1.273	10.382	0.22876326221317	1	NotSig	0.022	0.053	0.015	0	0.113	0.026	0.013	0.014	0.015	0.001	0	0.014	0.058	0.005	0.116	0.072	0.133	0.01	0.014
ASV_109	0.604	8.335	0.742986425339367	1	NotSig	0.014	0.009	0.021	0.019	0	0.006	0.032	0.002	0.002	0.031	0.009	0.017	0.003	0.011	0.003	0.014	0.016	0.003	0.005
ASV_189	-0.331	12.573	0.541423282599753	1	NotSig	0.205	0.258	0.163	0.24	0.09	0.609	0.151	0.236	0.112	0.21	0.035	0.142	0.218	0.407	0.09	0.406	0.138	0.448	0.215
ASV_92	0.081	10.785	0.771464039485912	1	NotSig	0.04	0.038	0	0	0.014	0.096	0.061	0.014	0.177	0.001	0	0.005	0.006	0.002	0.099	0.019	0.17	0	0.004
ASV_82	0.706	14.18	0.700136477806681	1	NotSig	0.353	0.216	0.062	0.063	0.019	0.026	1.856	0.26	0.874	0.016	0	0.089	0	0.033	0.039	0.252	1.058	0.103	0.158
ASV_95	-0.508	12.046	0.22876326221317	1	NotSig	0.093	0.132	0.003	0.016	0.128	0.113	0.133	0.423	0.021	0	0	0.024	0.01	0.026	0.32	0.199	0.184	0.277	0.019
ASV_110	2.104	13.801	1	1	NotSig	0.215	0.05	1.427	0.07	0.001	0.001	0	0.003	0	0.398	0.038	0.208	0.039	0.128	0	0.013	0.003	0.01	0
ASV_80	0.425	6.444	0.332209574619006	1	NotSig	0.001	0.001	0	0	0	0.009	0	0	0	0	0	0	0.002	0	0	0.003	0.002	0	0
ASV_114	-0.609	10.696	0.80943544919808	1	NotSig	0.027	0.042	0.12	0.077	0	0.019	0.008	0.005	0	0.013	0.005	0.087	0.003	0.166	0.005	0.008	0.056	0	0.01
ASV_199	2.189	11.492	0.84405049913306	1	NotSig	0.037	0.008	0.002	0	0.001	0	0.288	0.005	0.035	0	0.001	0.006	0	0.008	0.004	0	0.024	0	0.023
ASV_159	0.121	12.471	1	1	NotSig	0.14	0.129	0.35	0.137	0.018	0.045	0.026	0.067	0.025	0.029	0.568	0.254	0.5	0.062	0.062	0.059	0.016	0.068	0.012
ASV_116	1.252	12.654	0.814808720691074	1	NotSig	0.192	0.081	0.085	0.217	0.644	0.013	0.155	0.556	0.049	0.007	0	0.069	0.026	0.086	0.017	0.066	0.043	0.28	0.057
ASV_122	-2.778	14.324	0.541423282599753	1	NotSig	0.042	0.287	0.276	0.007	0.03	0.003	0.035	0.005	0.002	0.003	0.016	0.139	2.051	0.015	0.007	0.008	0.006	0	0.071
ASV_120	0.183	10.719	0.664231854820639	1	NotSig	0.047	0.042	0	0.002	0.004	0.075	0.041	0.14	0.002	0.069	0.093	0.002	0	0.006	0	0.169	0.021	0.089	0.048
ASV_91	-3.043	13.85	0.962566844919786	1	NotSig	0.041	0.338	0.007	0.082	0.068	0.023	0.027	0.007	0.008	0.006	0.14	0.023	0.002	0.942	0.208	1.476	0.003	0	0.049
ASV_152	-0.702	12.648	0.541423282599753	1	NotSig	0.125	0.204	0.039	0.028	0.068	0.189	0.283	0.065	0.307	0.01	0.138	0.137	0.045	0.014	0.438	0.143	0.642	0.075	0.136
ASV_129	1.543	14.598	0.888358700123406	1	NotSig	0.352	0.121	2.48	0.377	0.008	0.023	0.041	0.017	0.003	0.197	0.022	0.402	0.102	0.315	0.003	0.02	0.011	0.103	0.01
ASV_176	0.189	14.195	0.888358700123406	1	NotSig	0.248	0.218	0.031	0.005	0.01	0.012	0.006	0.039	0	1.875	0.256	0.05	1.52	0.008	0.004	0.004	0.016	0.106	0.036
ASV_200	0.317	12.716	0.888358700123406	1	NotSig	0.15	0.12	0.08	0.138	0.065	0.075	0.673	0.122	0.049	0.104	0.042	0.119	0.018	0.044	0.146	0.318	0.154	0.031	0.134
ASV_103	-1.163	11.649	0.370382558617853	1	NotSig	0.044	0.099	0.03	0.212	0.01	0.045	0.005	0.01	0.008	0.047	0.031	0.068	0.236	0.321	0.003	0.037	0.038	0.089	0
ASV_154	1.583	13.111	0.370382558617853	1	NotSig	0.232	0.077	0.056	0.102	0.079	0.635	0.174	0.13	0.008	0.019	0.884	0.045	0.024	0.062	0.048	0.093	0.095	0.226	0.026
ASV_148	-0.076	13.861	0.36052444853083	1	NotSig	0.177	0.187	0	0.002	0.013	0	0	0.685	0.002	0.719	0.175	0.003	0	0.005	0	0	0	1.488	0
ASV_209	-0.664	11.52	0.814808720691074	1	NotSig	0.05	0.08	0.01	0.009	0.017	0.171	0.048	0.005	0.084	0.031	0.078	0.006	0.061	0.053	0.016	0.294	0.006	0.038	0.163
ASV_115	-2.689	15.007	0.138790621143562	1	NotSig	0.086	0.556	0.013	0.011	0.037	0.155	0.177	0.348	0.015	0.016	0.004	0.071	0.011	0.017	3.294	0.42	0.125	0.352	0.154
ASV_188	0.078	10.225	0.742986425339367	1	NotSig	0.037	0.035	0.056	0	0.03	0.016	0.025	0.062	0.102	0.032	0.007	0.005	0.003	0.017	0.025	0.003	0.03	0.12	0.075
