ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_176	0.13	12.942	0.927889779283225	1	NotSig	0.063	0.057	0	0.064	0.003	0.004	0.005	0.006	0.038	0.271	0.007	0.176	0.181	0.104	0.105	0.017	0.003	0	0.005	0.018	0.03	0.004	0.053	0.017	0	0.066	0.008	0.007	0.031	0	0	0.011	0.029	0.02	0.787	0	0	0.002	0.046	0.002	0.027	0	0.008	0.018	0.296	0.044	0.002	0.105	0.134	0.101	0.025	0.001	0.006	0	0.035	0.012	0.001	0.021	0.014	0.522	0.008	0.1	0.235	0.004	0.107	0.016	0.047	0.023	0.003	0.002	0.006	0.006	0.125	0.133
ASV_200	0.572	14.114	0.813546150854694	1	NotSig	0.207	0.139	0.095	0.045	0.072	0.081	0.011	0.234	0.043	0.013	0.08	0.037	0.053	0.036	0.051	0.446	0.136	0.037	0.208	0.03	0.133	1.774	0.888	0.472	0.275	0.03	0.006	0.083	0.027	0.019	0.169	0.088	0.061	0.996	0.099	0.073	0.144	0.082	0.075	0.165	0.414	0.01	0.073	0.087	0.134	0.157	0.24	0.161	0.046	0.073	0.312	0.146	0.168	0.046	0.041	0.061	0.168	0.032	1.036	0.04	0.217	0.045	0.021	0.061	0.005	0.02	0.099	0.048	0.093	0.383	0.072	0.023	0.343	0.011
ASV_103	-1.274	13.72	0.621047326387882	1	NotSig	0.07	0.17	0.05	0.138	0.24	0.009	0.148	0.062	0.154	0.034	0.071	0.043	0.067	0.192	0.08	0.012	0.014	0.029	0.046	0.003	0.015	0.031	0.032	0.194	0.019	0.052	0.045	0.199	0.014	0.012	0.101	0.085	0.004	0.038	0.094	0.026	0.169	0.091	1.349	1.099	0.038	0.117	0.02	0.047	0.082	0.076	0.695	0.803	0.169	0.121	0.45	0.024	0.006	0.015	0.022	0.004	0.013	0.008	0.052	0.007	0.15	0.032	0.162	0.046	0.179	0.076	0.191	0.022	0.009	0.027	0.032	0.011	0.196	0.014
ASV_154	-1.282	14.842	0.111398528786534	1	NotSig	0.094	0.228	0.12	0.079	0.12	0.007	0.047	0.01	0.009	0.021	0.075	0.049	0.058	0.027	0.1	0.489	0.034	0.151	0.213	0.152	0.087	0.092	0.102	0.043	0.052	0.125	0.185	0.062	0.02	0.163	0.273	0.021	0.004	0.041	0.061	0.299	2.937	0.281	0.385	0.475	0.002	0.116	0.068	0.024	0.02	0.038	0.066	0.141	0.286	0.555	0.089	0.071	0.053	0.252	0.122	0.042	0.041	0.029	0.072	0.336	0.074	0.376	0.131	0.509	0.237	0.036	0.049	0.124	0.047	0.237	0.013	0.017	0.232	0.012
ASV_148	-1.064	14.407	0.536224059571992	1	NotSig	0.065	0.136	0	0.002	0.003	0	0.001	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0.576	0.311	0.668	0	0	0.003	0.235	0.013	0	0.331	0	0	0	0.01	0.003	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.003	0	0	0	1.444	0.442	0.263	0.005	0.007	0.661	0.003	0.004	0.001	0	0.004	2.173	0.262
ASV_209	0.729	14.58	0.923469449428858	1	NotSig	0.168	0.101	0.209	0.074	0.135	0	0.038	0.021	0.343	0.534	0.033	0.178	0.162	2.449	0.053	0.016	0.058	0.014	0.078	0.044	0.09	0.014	0.013	0.005	0.038	0.007	0.004	0.715	0.033	0.008	0.072	0.056	0.046	0.01	0.003	0.035	0.07	0.123	0.364	0.083	0	0.031	0.014	0.049	0.143	0.157	0.121	0.085	0.171	0.057	0.074	0.012	0.047	0.015	0.088	0.01	0.091	0.21	0.001	0.011	0.021	0.015	0.015	0.007	0.62	0.043	1.016	0.014	0.009	0.009	0.091	0.017	0.017	0.002
ASV_115	-0.808	16.191	0.492903186285111	1	NotSig	0.171	0.299	0.012	0.003	0.046	0.053	0.004	0.049	0.026	0.019	0.007	0.002	0.003	0.063	0.027	0.605	0.079	0.068	0.485	0.07	0.276	0.116	0.079	0.112	0.034	0.502	0.447	0.215	0.01	0.001	0.406	0.757	0.257	0.778	0.015	0.023	0.014	0.02	0.009	0.008	0.089	0.105	0.023	0.012	0.02	0.093	0.023	0.011	0	0.002	0.056	0.432	0.148	0.077	0.152	0.061	0.147	1.094	0.018	0.065	0.074	0.249	0.305	7.483	0.042	0.022	0.035	0.005	0.01	0.075	0.11	0.525	0.008	0.002
ASV_188	1.568	13.779	0.244321913902088	1	NotSig	0.162	0.055	0.003	1.264	0.317	0.018	0.053	0	0.303	0.053	1.405	0.061	0.075	0.002	0.093	0.006	0.007	0.589	0.076	0.021	0.098	0.029	0.004	0.017	0.018	0.343	0.142	0	0.002	0.01	0.006	0.006	0.209	0.04	0.068	0.028	0	0.005	0.023	0.032	0	0.003	0.008	0.063	0.061	0.393	0.093	0.004	0.009	0.059	0.129	0.016	0.009	0.101	0.058	0.025	0	0.003	0.301	0.008	0.008	0.017	0.067	0.066	0.044	0.027	0.004	0.014	0.006	0.011	0.013	0.069	0.003	0.347
ASV_203	0.797	12.715	0.97295219688997	1	NotSig	0.083	0.047	0.5	0.079	0.151	0	0.106	0.672	0.076	0.004	0.004	0.016	0.034	0.153	0.005	0.014	0.018	0.016	0.039	0.011	0.018	0.004	0.035	0.014	0.514	0.022	0.01	0.033	0.049	0.017	0.061	0.003	0.015	0.009	0.023	0.042	0.105	0.062	0.081	0.074	0.002	0.078	0.06	0.01	0.002	0	0.04	0.036	0.016	0.064	0.009	0.044	0.001	0.027	0.064	0.01	0.037	0.013	0.018	0.012	0.014	0.025	0.043	0.012	0.074	0.549	0.016	0.075	0.014	0.041	0.012	0.007	0	0.063
ASV_146	-0.776	15.406	0.362184000255187	1	NotSig	0.203	0.348	0.011	0.035	0.05	0.022	0.013	0.01	0.028	0.019	0.018	0.004	0.002	0.033	0.274	1.096	0.245	0.758	0.68	0.696	0.131	0.203	0.233	0.195	0.063	0.162	1.123	0.052	0.117	0.134	0.083	0.026	0.1	0.078	0.008	0.037	0.06	0.019	0.132	0.043	0.022	0.079	0.048	0.012	0.025	0.157	0.023	0.011	0.062	0.009	0.407	0.455	3.193	0.866	0.485	0.089	0.218	0.125	0.211	4.342	0.303	0.12	0.156	0.176	0.065	0.141	0.398	0.121	0.268	0.032	0.299	0.34	0.016	0.003
ASV_142	2.398	17.66	0.981824676504942	1	NotSig	0.717	0.136	1.715	0	0.002	0	0.001	0.008	0.603	20.704	0.22	0.031	0.008	0.033	0.016	0.012	0.007	0	0.034	0.012	0.029	0	0.004	0.002	0.091	0.074	0	0	0.02	0.008	0.014	0	0	0.005	0.025	0.047	0.096	0.044	0	0	0	0	0.008	0.524	0.391	1.961	0.392	0.004	0.005	0	0.052	0.529	0.028	0	0	0.022	0.146	0.883	0.004	0.001	0.004	0	0.058	0.004	0.007	0.016	0.002	0.007	0.007	0	0.009	0.05	0	0.008
ASV_143	0.174	14.431	0.905538587314227	1	NotSig	0.17	0.151	0.142	0.02	0.098	0.002	0.053	0.099	0.005	0.004	0.002	0.027	0.002	0	0.034	0.053	0.119	0.019	0.087	0.21	0.282	0.008	0.007	0.015	0.001	0.033	0.014	0.89	0.053	0.479	0.09	1.95	0.466	0.321	0.036	0.143	0.081	0.012	0.048	0.44	0.01	0.24	0.094	0.01	0.009	0.003	0.006	0.054	0.014	0	0.153	0.03	0.508	0.027	0.02	0.102	0.097	0.024	0.012	0.009	0.024	0.665	0.314	0.019	0.072	0.011	0.189	0.022	2.209	0.031	0.028	0.117	0.034	0.006
ASV_108	1.632	14.119	0.396022340848143	1	NotSig	0.178	0.057	0	0.112	0.03	0.026	0.004	0.025	0.002	0.004	0.002	0	0	0.01	0.093	0.04	0.129	1.59	0.318	0.266	0.114	0.085	0.029	0.186	0.164	1.779	0.593	0.026	0.062	0.022	0.023	0.04	0.01	0.089	0	0.016	0.031	0.008	0.004	0.01	0.003	0.271	0.012	0	0.002	0.006	0.002	0	0	0	0.039	0.047	0.122	0.098	0.087	0.06	0.084	0.011	0.136	0.052	0.098	0.042	0.207	0.218	0.044	0.065	0.049	0.054	0.014	0.086	0.019	0.241	0	0
ASV_123	0.629	13.086	0.910014991584976	1	NotSig	0.089	0.057	0.095	0.012	0.011	0.239	0.001	0.002	0.024	0.006	0.018	0.008	0.037	0	0.014	0.01	0.037	0.009	0.041	0.004	0.015	0.053	0.046	0.071	0.87	0.015	0.063	0.128	0.027	0.035	0.061	0.055	0.812	0.101	0.002	0.035	0.031	0.077	0.004	0	0.483	0.093	0.07	0.006	0.136	0.003	0.038	0.004	0.018	0.018	0.024	0.39	0.042	0.014	0.003	0.123	0.022	0.013	0.068	0.03	0.055	0.012	0.018	0.016	0	0.002	0.113	0.027	0.023	0.028	0.106	0.077	0.002	0.006
ASV_125	3.55	17.146	0.637515532876503	1	NotSig	0.483	0.041	0.078	0.065	0.005	0	0.053	0.008	0.641	14.504	0.442	0.039	0.006	0	0	0	0	0.02	0.032	0.008	0	0.001	0.008	0	0	0.011	0	0	0	0	0	0	0	0	0.005	0.007	0.002	0	0.007	0	0	0	0.009	0.209	0.264	0.649	0.276	0.013	0.014	0.013	0.016	0.003	0.007	0.083	0.022	0	0.006	0	0.001	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_407	0.238	12.571	0.689591004388933	1	NotSig	0.027	0.023	0.002	0	0.008	0	0	0.016	0.002	0	0	0	0.005	0.002	0.001	0.051	0.007	0	0	0.005	0	0	0.003	0.008	0.006	0.004	0.018	0.014	0.01	0.008	0.609	0	0.002	0.069	0.028	0	0	0	0.003	0.005	0	0	0	0	0	0	0	0	0	0.002	0.001	0.071	0.003	0	0.001	0.006	0.003	0.018	0.001	0.009	0.052	0	0.009	0.063	0.002	0	0.027	0.008	0.007	0.36	0.004	0.206	0.016	0.002
ASV_141	-0.127	14.482	0.816782950047192	1	NotSig	0.115	0.125	0.039	0.008	0.037	0.07	0.018	0.027	0	0.002	0.009	0.025	0.01	0.006	0.019	0.047	0.22	0.052	0.286	0.015	0.033	0.211	1.039	0.274	0.078	0.103	0.049	0.218	0.037	0.233	0.106	0.025	0.069	0.382	0.033	0.037	0.037	0.039	0.035	0.034	0.14	0.021	0.011	0.04	0.039	0.009	0.036	0.02	0.021	0.011	0.079	0.041	2.288	0.05	0.033	0.022	0.041	0.006	0.255	0.016	0.238	0.012	0.058	0.04	0.046	0.069	0.076	0.046	0.409	0.231	0.072	0.201	0.017	0
ASV_127	-0.78	15.795	0.829218744044025	1	NotSig	0.157	0.269	0.184	0.032	0.048	1.302	0.462	0.086	0.194	0.801	0.402	1.382	0	0.13	0.002	0.003	0.045	0.001	0	0.001	0.005	0.004	0	0	0.001	0	0	0.009	0.002	0.028	0.006	0.01	0.013	0.003	0.021	0.089	0.107	0.052	0.094	0.029	2.033	0.112	0.142	5.684	0.468	1.007	0.492	0.052	0	0.004	0.003	0	0.032	0	0.001	0	0.006	0.006	0	0	0.008	0.007	0	0.001	0.002	0	0.008	0.004	0.027	0.004	0.001	0	0.012	0.012
ASV_140	-0.146	12.718	0.469294010135857	1	NotSig	0.057	0.063	0.086	0	0.021	0	0.005	0.01	0.045	0.009	0.009	0.006	0.008	0.161	0.199	0.014	0.062	0.065	0.288	0.03	0.19	0.027	0.025	0.058	0.001	0.155	0.073	0.159	0.008	0.007	0.008	0.007	0.088	0.06	0	0.037	0.051	0.071	0.004	0	0.003	0.003	0.044	0.008	0	0.009	0.011	0.02	0.009	0.002	0.674	0.016	0.025	0.102	0.104	0.048	0.024	0.015	0.009	0.011	0.008	0.052	0.555	0.037	0.123	0.043	0.285	0	0.014	0.017	0.004	0.016	0.006	0
ASV_135	-0.609	14.583	0.950402912967489	1	NotSig	0.111	0.17	0.005	0.185	0.285	0	0.161	0.086	0.017	0	0.002	0.002	0.003	0.008	0	0.004	0.084	0.049	0.398	0.008	0.009	0.003	0.001	0.017	0.002	0.321	0.071	0.44	0.025	0.094	1.283	0.065	0.01	0.028	0.008	0.005	0.011	0.012	2.454	0.616	0.007	0.2	0.038	0	0.009	0.003	0.002	0	0.035	0	0.007	0.279	0	0.072	0.093	0.168	0.012	0.001	0.003	0.001	0.041	0.035	0.134	0.594	1.289	0.128	0.137	0.024	0.006	0.086	0.081	0.041	0.002	0
ASV_147	-0.072	14.475	0.896590604082562	1	NotSig	0.129	0.136	0.008	0.02	0.058	0.024	0.011	0.086	0.002	0.011	0.007	0.002	0.011	0	0.012	0.439	0.033	0.003	0.165	0.019	0.039	0.028	1.209	0.138	0.02	0.539	0.053	0.298	0.14	0.066	0.481	0.099	0.033	0.209	0.002	0.007	0.054	0.025	0.208	0.08	0.026	0.086	0.021	0.006	0.075	0.012	0.051	0.011	0.072	0.004	0.013	0.077	0.013	0.023	0.017	0.007	0.009	0.008	0.014	0.044	0.137	0.042	0.436	0.093	0.137	0.179	0.099	0.046	0.058	2.277	0.737	0.089	0.005	0
ASV_158	-1.454	16.672	0.681081867376014	1	NotSig	0.127	0.349	0	0.086	1.013	0	0.055	0.008	0.721	0.192	0.133	0	0.896	0	0	0.003	0	0	0	0.007	0.02	0.007	0	0.003	0	0.085	0.024	0.002	0.02	0	0.02	0.001	0	0	0.903	0	0	0	0.094	1.257	0	0.04	0	0.375	10.441	0.215	0.348	0.004	0	0	0	0.003	0	0	0	0.007	0.021	0.422	0.003	0	0.029	0.002	0.104	0.091	0.012	0.004	0.016	0.033	0.006	0.012	0.003	0	0.031	0.018
ASV_220	-0.499	12.715	0.0817616404483973	1	NotSig	0.118	0.167	0.014	0.076	0.08	0.05	0.036	0.07	0.045	0.041	0.049	0.033	0.04	0.042	0.303	0.465	0.183	0.15	0.384	0.373	0.185	0.238	0.109	0.106	0.072	0.055	0.095	0.052	0.144	0.046	0.026	0.055	0.165	0.095	0.028	0.065	0.053	0.025	0.051	0.053	0.104	0.672	0.218	0.162	0.077	0.579	0.081	0.056	0.129	0.011	0.338	0.35	0.253	0.266	0.266	0.265	0.391	0.234	0.321	0.263	0.118	0.097	0.052	0.046	0.084	0.125	0.09	0.204	0.058	0.012	0.115	0.153	0.062	0.015
ASV_134	0.733	14.121	0.803636797891752	1	NotSig	0.133	0.08	0.042	0.034	0.034	0.006	0.03	0.039	0.005	0	0.002	0.012	0.043	0.015	0.13	1.782	0.101	0.05	0.268	0.088	0.045	0.043	0.671	0.06	0.014	0.037	0.045	0.047	0.01	0.197	0.106	0.028	0.144	0.242	0.036	0.035	0.056	0.029	0.059	0.413	0.007	0.003	0.021	0	0.009	0.02	0.006	0.043	0.065	0.044	0.131	0.256	0.28	0.037	0.11	0.048	0.078	0.264	0.052	0.131	0.098	0.122	0.11	0.033	0.039	0.013	0.033	0.022	0.13	0.106	0.08	0.143	0.008	0
ASV_207	0.356	14.763	0.936658974480763	1	NotSig	0.132	0.103	0	0.005	0	0.002	0.001	0	0.158	0.062	0.062	2.781	0.755	0.107	0.048	0.004	0.006	0.001	0.009	0.001	0.056	0.003	0.003	0.006	0	0.007	0	0.005	0.01	0.036	0.081	0.001	0.004	0.004	0.126	0.009	0.005	0	0.001	0	0.007	0.005	0.005	0.292	2.292	0.044	0.045	0.117	0.506	0.169	0	0.004	0	0	0.019	0.026	0.001	0.01	0	0.015	0.004	0	0	0.003	0.114	0.103	0.01	0.018	0.004	0.08	0	0	0.012	0.092
ASV_101	-0.083	12.345	0.730605317906403	1	NotSig	0.036	0.038	0	0.002	0	0	0	0.52	0.031	0	0.002	0.008	0.003	0.006	0	0	0	0.001	0.011	0.003	0.005	0	0	0.002	0	0	0.189	0	0	0	0.052	0.001	0	0.34	0	0	0	0	0.004	0	0	0	0.002	0	0	0	0	0.175	0.009	0.009	0.001	0.004	0.003	0.003	0	0.001	0.001	0.01	0	0	0.011	0	0.006	0.025	0.423	0.426	0	0	0	0.158	0.007	0.194	0	0
ASV_167	-0.85	13.78	0.821006703700003	1	NotSig	0.067	0.12	0.148	0.008	0.056	0.002	0.029	0.035	0.012	0.011	0.007	0.031	0	0	0.027	0.075	0.118	0.012	0.249	0.008	0.102	0.022	0.602	0.066	0	0.026	0.022	0.083	0.018	0.014	0.031	0.259	0.073	0.055	0.007	0.128	0.152	0.071	0.006	0.005	0	0.107	0.006	0.083	0.002	0.009	0	0.013	0	0	0.89	0.031	1.054	0.075	0.029	0.038	0.034	0.001	0.013	0.147	0.027	0.045	1.407	0.016	0.039	0.02	0.037	0.018	0.047	0.009	0.035	0.106	0	0
ASV_149	-0.568	12.823	0.451270144794776	1	NotSig	0.1	0.149	0.019	0.06	0.022	0.315	0.032	0.029	0.005	0.013	0.002	0.002	0.005	0.023	0.011	0.295	0.033	0.073	0.275	0.077	0.441	0.143	0.1	0.315	0.134	0.059	0.128	0.078	0.1	0.076	0.25	0.015	0.046	0.126	0.008	0.058	0.04	0.076	0.048	0.601	0.365	0.095	0.124	0.008	0.018	0.047	0.006	0.009	0.236	0.024	0.025	0.328	0.025	0.061	0.137	0.494	0.096	0.07	0.034	0.056	0.471	0.027	0.055	0.314	0.725	0.114	0.074	0.062	0.02	0.055	0.313	0.483	0.002	0.003
ASV_870	0.338	12.528	0.629010712150633	1	NotSig	0.076	0.06	0.012	0.003	0.019	0.024	0.007	0.062	0.017	0.004	0.002	0.104	0.112	0.01	0.591	0.07	0.061	0.143	0.291	0.121	0.131	0.029	0.085	0.086	0.007	0.066	0.002	0.014	0	0.019	0.025	0.039	0.027	0.07	0.241	0.033	0.025	0.024	0.031	0.026	0.06	0.021	0.017	0.016	0.034	0.012	0.002	0.027	0.055	0.004	0.255	0.022	0.092	0.106	0.084	0.029	0.138	0.544	0.051	0.217	0.073	0.012	0.095	0.006	0.009	0.018	0.002	0.007	0.098	0.01	0.033	0.023	0.017	0.003
ASV_210	-1.138	14.975	0.768877146721307	1	NotSig	0.058	0.128	0.005	0.015	0.018	0.002	0.013	0.041	0.168	0.314	0.022	0.022	0.211	0.059	0.068	0.008	0.01	0.174	0.142	0.01	0.009	0.024	0.01	0.005	0.223	0.107	0.022	0.054	0.002	0.001	0.044	0.006	0.006	0.003	0.102	0.016	0.008	0.005	0.026	0.006	0.009	0.016	0.03	0.022	0.057	0.087	0.025	0.018	0.069	0.004	0.269	0.055	0.01	0.11	0.052	0.001	0.029	0.141	0.03	0.001	0.007	0.005	0.095	0.006	0.383	0.078	0.006	0.003	0	0.021	0	0.021	0.048	3.222
ASV_157	4.436	16.255	0.842649645756634	1	NotSig	0.459	0.021	2.969	0.003	0.003	0.061	0.012	7.818	0.088	3.638	0.233	0.121	0.006	0.004	0.002	0.004	0.018	0.042	0.002	0.004	0	0	0.006	0.002	0.082	0	0.014	0.005	0	0	0.002	0.006	0	0.004	0	0.03	0.025	0.02	0.001	0	0.014	0.005	0.038	0.053	0.095	0.166	0.074	0.011	0.002	0.018	0.018	0.001	0.013	0.005	0.091	0	0.006	0.001	0.001	0.001	0.003	0	0.027	0	0.012	0.004	0	0.011	0.001	0.001	0.025	0	0	0.051
ASV_144	0.861	14.385	0.556363871489467	1	NotSig	0.145	0.08	0.033	0.003	0.005	0.039	0	0.109	0.009	0.03	0.049	0.002	0	0.008	0.019	0.083	0.041	0.328	0.419	0.203	0.102	0.056	2.14	0.152	0.106	0.004	0.002	0.009	0.01	0.104	0.006	0.01	0.661	0.02	0.008	0.026	0.019	0.114	0	0.029	0.012	0.012	0.018	0.014	0.007	0.003	0.006	0	0	0	0.061	0.163	0.316	0.139	0.34	0.117	0.19	0.055	0.067	0.817	0.167	0.002	0.006	0	0.042	0.031	0.006	0.012	0.1	0	0.184	0.027	0	0.003
ASV_121	0.054	13.58	0.424643999663351	1	NotSig	0.125	0.12	0.062	0.002	0.16	0.006	0.003	0.025	0.021	0.006	0.02	0.012	0.014	0.002	0.084	0.041	0.099	0.18	0.069	0.11	0.059	0.052	0.04	0.603	0.093	0.602	0.376	0.116	0.045	0.423	0.097	0.235	0.138	0.184	0.139	0.009	0.005	0.15	0.009	0.002	0.002	0.003	0.008	0.004	0	0.006	0.013	0.121	0.005	0.004	0.539	0.038	0.24	0.102	0.11	0.026	0.062	0.078	0.158	1.224	0.125	0.129	0.223	0.261	0.063	0.114	0.109	0.052	0.365	0.032	0.109	0.173	0.012	0.003
ASV_311	-0.6	13.603	0.581899084314513	1	NotSig	0.125	0.189	0.023	0.018	0.018	0.018	0.008	0.08	0.005	0.006	0.002	0.012	0.026	0.006	0.241	0.025	0.306	0.575	0.247	0.062	0.122	0.439	0.099	0.274	0.111	0.129	0.353	0.223	0.254	0.03	0.112	0.05	0.056	0.169	0.012	0.073	0.02	0.076	0.009	0.014	0.021	0.012	0.048	0.006	0.111	0.015	0.072	0.078	0.369	0.037	0.2	0.26	0.448	0.966	0.043	0.074	0.668	0.109	1.244	0.079	0.052	0.08	0.082	0.654	0.016	0.036	0.64	0.202	0.037	0.237	0.022	0.079	0.167	0.002
ASV_166	0.36	11.789	0.351379285939483	1	NotSig	0.038	0.029	0	0.042	0.027	0	0	0.016	0.002	0	0.007	0	0	0	0.004	0.006	0.024	0	0.002	0.004	0.012	0.006	0	0	0	0.299	0.201	0.057	0.006	0.213	0.014	0.116	0.157	0.028	0	0	0	0	0.001	0.002	0	0.003	0	0.004	0	0.003	0	0	0	0.002	0.003	0.01	0.343	0.003	0	0.039	0.01	0.011	0	0	0	0.112	0.354	0.105	0	0	0.018	0.012	0.057	0.009	0.017	0.023	0	0.003
ASV_177	0.326	13.607	0.428566682851961	1	NotSig	0.095	0.076	0.025	0.062	0.016	0.004	0.013	0	0.033	0.009	0.033	0.09	0.013	0.019	0.012	0.006	0.004	0.019	0.053	0.004	0.008	0	0.006	0.002	0	0.026	0.073	1.248	0.012	0.025	0.094	0.03	0.981	0.218	0	0.007	0.043	0.209	0.048	0.046	0.005	0.229	0.003	0.462	0.055	0.015	0.03	0.096	0.032	0.128	0.009	0.004	0	0.024	0	0.003	0.003	0	0	0.003	0.001	0.259	0.021	0.058	0.137	0.117	0.593	0.008	0.034	0.111	0.019	0.056	0.083	0.003
ASV_235	-0.622	12.376	0.386453828324507	1	NotSig	0.1	0.155	0.005	0.045	0.2	0.026	0.013	0.041	0.078	0.021	0.073	0.053	0.178	0.031	0.283	0.362	0.179	0.161	0.153	0.108	0.205	0.324	0.134	0.051	0.15	0.048	0.024	0.043	0.023	0.024	0.018	0.076	0.157	0.02	0.008	0.059	0.015	0.013	0.01	0.046	0.231	0.016	0.045	0.322	0.073	0.451	0.042	0.056	0.217	0.02	0.344	0.466	0.532	0.133	0.198	0.398	0.464	0.186	0.503	0.068	0.067	0.286	0.031	0.012	0.019	0.123	0.041	0.245	0.046	0.016	0.054	0.107	0.061	0.015
ASV_151	-0.124	13.093	0.217981219079968	1	NotSig	0.103	0.112	0.025	0.101	0.053	0	0.018	0.111	0.005	0	0.002	0.022	0.008	0.015	0.013	0.874	0.05	0.004	0.199	0.016	0.018	0.017	0.523	0.341	0.005	0.177	0.032	0.201	0.029	0.012	0.365	0.008	0.021	0.123	0.002	0.224	0.175	0.013	0.129	0.469	0.021	0.166	0.08	0.008	0.014	0.003	0.045	0.022	0.185	0.007	0.74	0.099	0.104	0.047	0.033	0.007	0.019	0.013	0.013	0.068	0.143	0.062	0.027	0.033	0.074	0.047	0.066	0.004	0.038	0.794	0.303	0.04	0.031	0
ASV_169	0.829	14.417	1	1	NotSig	0.123	0.069	0.025	2.188	0.146	0.002	0.071	0.006	0.014	0.015	0.02	0	0.002	0.006	0.022	0.073	0.026	0.007	0.137	0.011	0.009	0.11	0.039	0.158	0.23	0.037	0.01	0.026	0.02	0.054	0.026	0.383	0.119	0.055	0	0.03	0.012	0.03	0.095	0.069	0	0.05	0.041	0.01	0.023	0.268	0.023	0.009	0	0	0.022	0.731	0.056	0.004	0.014	0.066	0.141	0.042	0.08	0.005	0.071	0.027	0.061	0.01	0.019	0.013	0.055	0.071	0.338	0.143	0.036	0.024	0.002	0
ASV_128	-0.154	15.815	0.388094780531834	1	NotSig	0.186	0.207	0	0	0	0	0	0.01	0	0.023	0	0.004	0.011	0.004	0.001	0	0.003	0	0	0	0	0.006	0.006	0.281	0	0.192	0.585	0.324	0.183	0.132	3.946	0	0.002	0.415	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0.002	0.009	0	0	0	0	0	0	0	0.003	0.009	0.007	0.14	0.077	0.168	1.148	0	0.002	0.298	0.136	0.118	5.763	0.003	0.164	0	0
ASV_131	0.315	11.314	0.762625024272123	1	NotSig	0.022	0.018	0	0.003	0	0	0	0.008	0	0	0	0	0	0	0.001	0	0.074	0	0.007	0.001	0.255	0.041	0.053	0.061	0	0	0	0.005	0	0.101	0.064	0	0.067	0.001	0	0.002	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.016	0.001	0.001	0.001	0.071	0.012	0.006	0.058	0.021	0.042	0	0.003	0.007	0.223	0.173	0.002	0.001	0.05	0.006	0.003	0	0	0
ASV_156	0.638	9.433	0.941061421368695	1	NotSig	0.005	0.003	0	0	0	0.002	0	0.008	0	0	0	0	0.002	0	0.002	0.003	0	0.069	0.007	0.007	0	0.001	0.052	0.003	0	0	0	0.005	0	0.006	0	0	0.002	0.001	0	0.002	0	0	0.001	0	0	0.003	0	0	0.002	0	0	0	0.018	0	0.001	0	0.019	0.008	0.007	0.001	0.006	0	0.004	0.025	0.001	0	0	0	0	0.002	0.008	0	0.016	0	0.001	0	0	0
ASV_183	0.692	12.492	0.270737775100554	1	NotSig	0.037	0.023	0	0.003	0.019	0	0	0.191	0	0	0.036	0.008	0.003	0.002	0.045	0.021	0	0.069	0.069	0.576	0.102	0.057	0.024	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0.002	0	0	0.004	0.005	0.154	0.004	0	0	0.001	0.03	0.06	0.087	0.053	0.456	0.032	0.008	0	0	0	0	0.002	0	0	0	0	0	0	0	0
