OTUID	All	med	post	pre
ASV_1101	0.008019	0.006670654	0.007426015	0.010004465
ASV_774	0.009415	0.015618523	0.004945803	0.006868211
ASV_1121	0.008886	0.018817437	0.004235929	0.002515262
ASV_1214	0.007074	0.006981203	0.006108570	0.008056480
ASV_888	0.00792	0.004112347	0.018034010	0.002740963
ASV_732	0.008527	0.016962274	0.004468925	0.003214500
ASV_1135	0.008258	0.005382956	0.007888270	0.011672619
ASV_718	0.00768	0.005560625	0.003981606	0.013330382
ASV_1123	0.007784	0.004689349	0.008791591	0.010172711
ASV_1218	0.008724	0.007038769	0.010292233	0.009091484
ASV_758	0.008695	0.005855589	0.008003860	0.012363881
ASV_822	0.00779	0.006227492	0.006836711	0.010332638
ASV_735	0.007941	0.011492887	0.009472952	0.002740395
ASV_1232	0.007714	0.004761254	0.010559234	0.008271405
ASV_773	0.006749	0.008643566	0.001621219	0.009413432
ASV_770	0.00737	0.001180895	0.019934911	0.002496258
ASV_1043	0.007143	0.009614088	0.002876059	0.008401651
ASV_946	0.010824	0.003768309	0.004165031	0.024463715
ASV_837	0.009018	0.007056039	0.004422250	0.015320453
ASV_820	0.009737	0.013957686	0.010537686	0.004489361
ASV_884	0.007667	0.002471861	0.004765301	0.015878289
ASV_900	0.008348	0.008577279	0.007476584	0.008898721
ASV_1007	0.007626	0.009689005	0.005913042	0.006985222
ASV_1111	0.006856	0.002884442	0.003606811	0.014078018
ASV_680	0.00587	0.0145518496	0.0014901260	0.0005886766
ASV_803	0.007206	0.01091206	0.00630014	0.00406992
ASV_987	0.00958	0.004946106	0.003731923	0.019885474
ASV_862	0.008562	0.009654507	0.003090640	0.012399526
ASV_768	0.010647	0.003704964	0.003010651	0.025059420
ASV_955	0.007611	0.006472698	0.005668699	0.010604761
ASV_992	0.007216	0.002042815	0.002901369	0.016695741
ASV_747	0.008326	0.014744977	0.005965982	0.003616742
ASV_961	0.006858	0.003234639	0.006752229	0.010829725
ASV_859	0.00625	0.0005268371	0.0193852021	0.0003569037
ASV_1139	0.008272	0.003962275	0.020310006	0.001869586
ASV_1014	0.007775	0.014788349	0.002121578	0.005442642
ASV_714	0.009368	0.013152746	0.005988893	0.008409881
ASV_1048	0.00648	0.001566771	0.009728866	0.008762942
ASV_839	0.008155	0.004058361	0.017168711	0.004293094
ASV_1016	0.007063	0.005260861	0.002007494	0.013615543
ASV_856	0.008008	0.002652141	0.017571506	0.004990094
ASV_850	0.007554	0.002425033	0.002292781	0.017853588
ASV_917	0.006795	0.007891887	0.004226340	0.007969804
ASV_936	0.005611	0.011001305	0.003407218	0.001859117
ASV_889	0.006636	0.0007814168	0.0206001673	0.0001253073
ASV_1041	0.007438	0.006221344	0.005430040	0.010576803
ASV_942	0.006681	0.008953778	0.002165572	0.008378727
ASV_861	0.006717	0.013404302	0.001181717	0.004626333
ASV_909	0.007105	0.006352126	0.007619196	0.007440242
ASV_1146	0.007676	0.007387236	0.008229695	0.007478588
ASV_928	0.007141	0.005993811	0.009993144	0.005757981
ASV_853	0.006406	0.009777133	0.005847661	0.003310371
ASV_901	0.008439	0.002703137	0.005951763	0.016851464
ASV_947	0.008044	0.004652409	0.017543493	0.002981911
ASV_1217	0.006826	0.005098403	0.007635927	0.007933652
ASV_836	0.007281	0.009622560	0.005730923	0.006195399
ASV_907	0.005779	0.010412766	0.003700417	0.002723329
ASV_1212	0.006972	0.002899227	0.003326885	0.014663017
ASV_902	0.006701	0.002446564	0.008012080	0.010052143
ASV_838	0.006269	0.0001008918	0.0201450662	0.0001740874
ASV_814	0.006969	0.006445080	0.003917494	0.010319883
ASV_1179	0.006254	0.003823420	0.006145313	0.008955050
ASV_775	0.010138	0.009057324	0.013276995	0.008423214
ASV_748	0.010518	0.0004323510	0.0334837167	0.0003000596
ASV_1078	0.005887	0.010684990	0.002528974	0.003824931
ASV_1154	0.006988	0.005863719	0.001812358	0.012924933
ASV_866	0.007102	0.005889695	0.008280045	0.007321712
ASV_949	0.00667	0.005300680	0.012212676	0.003066178
ASV_896	0.006883	0.005721278	0.008410456	0.006728417
ASV_1046	0.006322	0.005971162	0.009054497	0.004198349
ASV_1102	0.005996	0.002789953	0.007599684	0.007958326
ASV_828	0.00504	0.002144009	0.009474385	0.004080297
ASV_919	0.005538	0.009816527	0.005041064	0.001416390
ASV_1094	0.006246	0.001722289	0.003358487	0.013727783
ASV_815	0.00684	0.004237071	0.012016396	0.004888315
ASV_1022	0.006691	0.007742824	0.005513509	0.006642675
ASV_994	0.006809	0.001864231	0.015597503	0.004059151
ASV_1083	0.006559	0.007085294	0.001298128	0.010809072
ASV_864	0.005686	0.005038031	0.004182778	0.007754275
ASV_1170	0.006305	0.004998304	0.003915747	0.009888376
ASV_1178	0.006888	0.005902862	0.008462431	0.006502823
ASV_890	0.007193	0.006132853	0.009187033	0.006501645
ASV_1064	0.006026	0.005251189	0.007786334	0.005244078
ASV_1129	0.006385	0.003708768	0.002356444	0.012933327
ASV_819	0.005995	0.006371745	0.002428805	0.008855058
ASV_1093	0.00628	0.010206755	0.004915505	0.003326593
ASV_875	0.005721	0.003202715	0.003228318	0.010696358
ASV_1062	0.006884	0.003520012	0.008773002	0.008754553
ASV_941	0.005269	0.0121388145	0.0006326399	0.0021595442
ASV_1060	0.005747	0.001775749	0.015329337	0.001229475
ASV_1105	0.006705	0.006771219	0.008603689	0.004896594
ASV_1177	0.007337	0.004936337	0.007438049	0.009811303
ASV_997	0.006489	0.010357470	0.004622552	0.004057899
ASV_834	0.006215	0.008731888	0.001649015	0.007699302
ASV_975	0.005534	0.003972625	0.005277883	0.007438526
ASV_940	0.006137	0.009076226	0.002528728	0.006291813
ASV_867	0.00501	0.006494097	0.003282603	0.005002865
ASV_966	0.00566	0.002929664	0.006415298	0.007888665
ASV_990	0.005048	0.001673898	0.010658508	0.003524575
ASV_869	0.006474	0.005977142	0.010293975	0.003511096
ASV_1065	0.005916	0.006209243	0.004988885	0.006450515
ASV_1223	0.005396	0.007434440	0.002919615	0.005481328
ASV_878	0.00605	0.007673014	0.007376777	0.003100182
ASV_882	0.005926	0.0037688313	0.0009793597	0.0127580364
ASV_932	0.005434	0.0135065139	0.0001291539	0.0016516458
ASV_892	0.005385	0.006586079	0.004600509	0.004817792
ASV_1039	0.005566	0.004591233	0.006594146	0.005669704
ASV_1067	0.005823	0.004133399	0.005468528	0.007954422
ASV_877	0.005371	0.001871801	0.010395032	0.004517858
ASV_1054	0.005316	0.006838471	0.007014036	0.002132655
ASV_1069	0.006444	0.005515773	0.008246888	0.005787089
ASV_1055	0.005441	0.003152092	0.006649801	0.006782738
ASV_1001	0.006109	0.005147124	0.007372170	0.005982127
ASV_1142	0.004668	0.004884835	0.001399287	0.007425397
ASV_1176	0.004853	0.0007143102	0.0134514578	0.0014153979
ASV_983	0.00576	0.0008332095	0.0080448432	0.0089407153
ASV_908	0.004962	0.001920085	0.002387741	0.010570629
ASV_843	0.005788	0.0102308059	0.0008826791	0.0055224305
ASV_967	0.005087	0.007871578	0.003976391	0.003123915
ASV_1032	0.005086	0.002167704	0.008392613	0.005183597
ASV_986	0.005682	0.004188258	0.009081126	0.004171002
ASV_1002	0.005189	0.004702324	0.003163534	0.007562710
ASV_924	0.00564	0.009371264	0.002522940	0.004499638
ASV_995	0.005625	0.008193819	0.004941596	0.003500883
ASV_1185	0.00564	0.002022898	0.002639097	0.012254344
ASV_792	0.005894	9.228855e-04	3.381084e-05	1.657256e-02
ASV_1235	0.006076	0.004420666	0.006682497	0.007291303
ASV_1080	0.005627	0.013171342	0.001403921	0.001419875
ASV_1155	0.006488	0.005900797	0.005325676	0.008179038
ASV_895	0.00459	0.005026599	0.002765050	0.005791206
ASV_960	0.005495	0.0112945817	0.0008813784	0.0035104846
ASV_1052	0.005155	0.004007176	0.003528963	0.007869773
ASV_912	0.005579	0.005206026	0.004278826	0.007167618
ASV_993	0.005363	0.008411745	0.002867470	0.004385139
ASV_1157	0.004939	0.008087434	0.001260398	0.004934693
ASV_858	0.00383	0.0088795329	0.0004344706	0.0015337608
ASV_977	0.005378	0.005006816	0.007461313	0.003867959
ASV_1026	0.004955	0.004425487	0.004602793	0.005844548
ASV_1122	0.005272	0.010215306	0.003894739	0.001244077
ASV_952	0.005272	0.005393276	0.004845946	0.005532918
ASV_1027	0.00489	0.003427844	0.008450889	0.003198146
ASV_1240	0.004489	0.0069331961	0.0009110998	0.0051477776
ASV_1234	0.005488	0.004067235	0.009615465	0.003232439
ASV_1035	0.004368	0.002488176	0.002200412	0.008362737
ASV_1226	0.004927	0.007393743	0.003909586	0.003217812
ASV_1108	0.005749	0.0004515811	0.0168334969	0.0012780184
ASV_953	0.007076	0.002582169	0.001913909	0.016605628
ASV_1038	0.005368	0.002969233	0.011126366	0.002667491
ASV_1010	0.004548	0.006512541	0.002826698	0.004019702
ASV_1171	0.004726	0.002727874	0.003759995	0.007745779
ASV_1194	0.004832	0.003532070	0.001616094	0.009165355
ASV_1163	0.005433	5.453975e-04	8.940967e-05	1.554893e-02
ASV_916	0.004229	0.00329942	0.00348000	0.00590801
ASV_1068	0.005349	0.005305385	0.004930672	0.005777157
ASV_1047	0.004502	0.001666996	0.005029346	0.007052187
ASV_931	0.005311	0.001777119	0.001821805	0.012284062
ASV_1071	0.004702	0.005299064	0.004698383	0.004066290
ASV_1081	0.004482	0.004345681	0.002887968	0.006087375
ASV_1233	0.00501	0.004458194	0.003640542	0.006851939
ASV_1030	0.004272	0.0110339143	0.0006154862	0.0003833136
ASV_1025	0.004624	0.001778193	0.006335028	0.006103228
ASV_1132	0.00462	0.001923393	0.007557269	0.004817712
ASV_957	0.004644	0.003388089	0.007126906	0.003717673
ASV_1097	0.006231	0.009056162	0.006080281	0.003346615
ASV_1070	0.004499	0.002596283	0.002608512	0.008262502
ASV_1120	0.004902	0.005605697	0.004427856	0.004583634
ASV_1099	0.004276	0.001654160	0.006176663	0.005341746
ASV_1192	0.005984	0.005984058	0.007467803	0.004626419
ASV_1151	0.004319	0.003789911	0.006244616	0.003123794
ASV_1089	0.003599	0.0002274103	0.0112536017	0.0002033942
ASV_1106	0.003788	0.003623700	0.001250988	0.006283069
ASV_1103	0.005746	0.004267840	0.007850010	0.005401404
ASV_972	0.006065	0.011341341	0.003304025	0.002946340
ASV_1076	0.00384	0.001129212	0.002903378	0.007597895
ASV_1087	0.003467	0.003665231	0.003036680	0.003647685
ASV_1005	0.004879	6.951603e-03	3.581541e-05	7.091130e-03
ASV_1183	0.004258	0.009452391	0.001461616	0.001258718
ASV_1152	0.004556	0.0001350564	0.0000000000	0.0134522065
ASV_1063	0.003901	0.002573222	0.004201929	0.005045500
ASV_1202	0.003836	0.004319363	0.003542551	0.003587960
ASV_1130	0.003992	0.001960857	0.002945894	0.007122685
ASV_1034	0.004788	0.006409584	0.000388544	0.007076878
ASV_1206	0.003083	0.0004746649	0.0089271971	0.0005288724
ASV_1057	0.003657	0.002912359	0.007183930	0.001228392
ASV_1207	0.003413	0.004073018	0.003532716	0.002597804
ASV_1164	0.003562	0.003014429	0.006370748	0.001578964
ASV_1125	0.003679	0.006840883	0.001613230	0.002186914
ASV_1040	0.003267	0.0042661231	0.0006460841	0.0045957968
ASV_1110	0.004365	0.005262964	0.003585190	0.004117181
ASV_1203	0.003643	0.005264030	0.001161634	0.004178357
ASV_1058	0.003379	0.0009049144	0.0010409376	0.0081629528
ASV_1215	0.003931	0.00000000	0.00000000	0.01173254
ASV_1143	0.002972	0.0010591651	0.0004230773	0.0073502921
ASV_1145	0.004425	0.004676911	0.004612730	0.003983327
ASV_1053	0.002449	0.0003543318	0.0001229562	0.0068186233
ASV_1193	0.003225	0.002567765	0.003688556	0.003502660
ASV_926	0.003634	0.00000000	0.00000000	0.01084497
ASV_1028	0.003225	0.0002328356	0.0072059678	0.0027847388
ASV_1205	0.002998	0.001688452	0.003741957	0.003719044
ASV_1166	0.003338	0.0082676819	0.0007951547	0.0003901715
ASV_1162	0.002871	7.786415e-03	2.125365e-04	4.312872e-05
ASV_1201	0.002842	0.001069094	0.004151389	0.003541427
ASV_1236	0.00362	0.0025283105	0.0078630115	0.0009080461
ASV_1188	0.002582	0.003174590	0.001645963	0.002804591
ASV_1190	0.003484	0.004744464	0.004473434	0.001230088
ASV_1220	0.002765	0.002415686	0.002846019	0.003065560
ASV_1149	0.002406	1.760591e-04	7.615896e-03	2.453121e-05
ASV_1086	0.00284	0.0035364291	0.0049585720	0.0001581427
ASV_1167	0.002704	0.0058384054	0.0005724132	0.0013015029
ASV_1168	0.002532	0.001726732	0.002456145	0.003462646
ASV_1173	0.002202	0.0024462441	0.0003319804	0.0036524382
ASV_1239	0.002416	0.0002968341	0.0001790259	0.0067301745
