OTUID	All	D	H	I
ASV_1074	0.009336	0.003475773	0.010905158	0.011100980
ASV_1101	0.008019	0.003617397	0.009294509	0.008980386
ASV_774	0.009415	0.011363555	0.001794837	0.035759031
ASV_1121	0.008886	0.001686495	0.003248167	0.039759104
ASV_1214	0.007074	0.014295358	0.005754598	0.002565708
ASV_888	0.00792	0.001269428	0.004403149	0.030022002
ASV_732	0.008527	0.019382718	0.006491613	0.001945022
ASV_1135	0.008258	0.0186771184	0.0066536900	0.0006190297
ASV_718	0.00768	0.001475692	0.009575470	0.008663416
ASV_1123	0.007784	0.018338524	0.005582351	0.002230767
ASV_1218	0.008724	0.012218396	0.007231887	0.009779161
ASV_758	0.008695	0.010094212	0.010090852	0.001554511
ASV_822	0.00779	0.006620302	0.009496958	0.002853624
ASV_735	0.007941	0.002412908	0.011246737	0.002684068
ASV_1232	0.007714	0.003113829	0.010398353	0.003593646
ASV_773	0.006749	0.0148905485	0.0056092227	0.0003480788
ASV_770	0.00737	0.0005761081	0.0115253663	0.0005542993
ASV_1043	0.007143	0.016004238	0.004885564	0.004030647
ASV_946	0.010824	8.627631e-05	1.739911e-02	2.812968e-05
ASV_837	0.009018	0.005029487	0.009833847	0.011177152
ASV_820	0.009737	0.005114440	0.011863906	0.007758142
ASV_884	0.007667	0.010351785	0.008097477	0.002495655
ASV_900	0.008348	0.005723545	0.011002713	0.001732283
ASV_1007	0.007626	0.019588644	0.005013703	0.001774333
ASV_1111	0.006856	0.007868818	0.007516635	0.003017992
ASV_680	0.00587	0.022641622	0.001165053	0.001622651
ASV_803	0.007206	0.009364201	0.005367618	0.011336693
ASV_987	0.00958	0.006988652	0.012702893	0.001144542
ASV_862	0.008562	0.014878673	0.008391540	0.000889656
ASV_768	0.010647	8.256908e-05	1.710715e-02	5.943629e-05
ASV_955	0.007611	0.013878679	0.006262135	0.004469403
ASV_992	0.007216	0.013814954	0.001687662	0.019492509
ASV_747	0.008326	0.003268515	0.010775431	0.005694249
ASV_961	0.006858	0.006184397	0.007722488	0.004463467
ASV_859	0.00625	0.0002747994	0.0098443109	0.0004857031
ASV_1139	0.008272	0.001826376	0.011997870	0.002626524
ASV_1014	0.007775	0.0071358295	0.0100080527	0.0001435021
ASV_714	0.009368	0.005901454	0.012558019	0.001832631
ASV_1048	0.00648	0.0126003059	0.0058052593	0.0009739321
ASV_839	0.008155	0.010317398	0.008002908	0.005884630
ASV_1016	0.007063	0.006286364	0.006579747	0.009920006
ASV_856	0.008008	0.001889274	0.011487133	0.002871758
ASV_850	0.007554	0.0013611481	0.0115328923	0.0006187151
ASV_917	0.006795	0.006225123	0.005105505	0.013952259
ASV_936	0.005611	0.005278155	0.006672001	0.002021631
ASV_889	0.006636	0.0012120431	0.0102296543	0.0001481421
ASV_1041	0.007438	0.012895716	0.006489679	0.003846350
ASV_942	0.006681	0.016444345	0.003143273	0.007236379
ASV_861	0.006717	0.0220482738	0.0029634064	0.0007582913
ASV_909	0.007105	0.005252200	0.007610334	0.007629321
ASV_1146	0.007676	0.010193651	0.007545004	0.004856371
ASV_928	0.007141	0.007262754	0.007855986	0.004265511
ASV_853	0.006406	0.0008673267	0.0090206205	0.0037839650
ASV_901	0.008439	0.003605285	0.011467004	0.003322654
ASV_947	0.008044	0.006708022	0.009759429	0.003294633
ASV_1217	0.006826	0.007198783	0.006771220	0.006543485
ASV_836	0.007281	0.004770410	0.009011735	0.004025713
ASV_907	0.005779	0.003365165	0.006711756	0.005420666
ASV_1212	0.006972	0.005293711	0.004976450	0.016753102
ASV_902	0.006701	0.008507280	0.006974658	0.003281433
ASV_838	0.006269	0.0002266192	0.0099339799	0.0003248820
ASV_814	0.006969	0.0056230574	0.0092292292	0.0001658844
ASV_1179	0.006254	0.011214557	0.005069451	0.004215449
ASV_775	0.010138	0.003515496	0.014781636	0.001247517
ASV_748	0.010518	0.0008040013	0.0166457505	0.0000695907
ASV_1078	0.005887	0.018548298	0.002744526	0.001125606
ASV_1154	0.006988	0.014773958	0.003810767	0.008783428
ASV_866	0.007102	0.008544705	0.007332503	0.004327706
ASV_949	0.00667	0.019525225	0.002982890	0.003724161
ASV_896	0.006883	0.007356834	0.006402213	0.008082379
ASV_1046	0.006322	0.010558489	0.005310914	0.004577380
ASV_1102	0.005996	0.003209772	0.006820774	0.006536893
ASV_828	0.00504	0.003098716	0.002487731	0.017276952
ASV_919	0.005538	0.015167218	0.001254370	0.009104241
ASV_1094	0.006246	0.0005187163	0.0095233272	0.0013608354
ASV_815	0.00684	0.003772162	0.002095608	0.028877831
ASV_1022	0.006691	0.008222567	0.006572554	0.005122147
ASV_994	0.006809	0.006664701	0.007856417	0.003024539
ASV_1083	0.006559	0.0046934134	0.0087688252	0.0006351984
ASV_864	0.005686	0.001828804	0.006111407	0.009153978
ASV_1170	0.006305	0.005797405	0.007066865	0.004083480
ASV_1178	0.006888	0.006561593	0.006402246	0.009163127
ASV_890	0.007193	0.004969139	0.008536465	0.005023209
ASV_1064	0.006026	0.006832350	0.005476966	0.007045360
ASV_1129	0.006385	0.001392241	0.008590324	0.004597239
ASV_819	0.005995	0.011117694	0.004298835	0.005682733
ASV_1093	0.00628	0.008537377	0.004968915	0.008278084
ASV_875	0.005721	0.003155543	0.002281560	0.022151484
ASV_1062	0.006884	0.005328834	0.007913890	0.005025401
ASV_941	0.005269	0.0005172048	0.0080835495	0.0008490920
ASV_1060	0.005747	2.489183e-03	8.372758e-03	7.660538e-05
ASV_1105	0.006705	0.001265544	0.009792556	0.002156555
ASV_1177	0.007337	0.016046013	0.005547299	0.002649821
ASV_997	0.006489	0.004158257	0.008300986	0.002685553
ASV_834	0.006215	0.008985664	0.006891148	0.000000000
ASV_975	0.005534	0.005885316	0.005439243	0.005430509
ASV_940	0.006137	0.0078051646	0.0071352939	0.0001490329
ASV_867	0.00501	0.001823462	0.006546821	0.003378800
ASV_966	0.00566	0.007353504	0.005786362	0.002946909
ASV_990	0.005048	0.0050639167	0.0062697489	0.0003904302
ASV_869	0.006474	0.0041807507	0.0087867953	0.0007209456
ASV_1065	0.005916	0.003605983	0.006704534	0.005968256
ASV_1223	0.005396	0.0160331435	0.0028896976	0.0008915873
ASV_878	0.00605	0.001983066	0.008218121	0.003183074
ASV_882	0.005926	0.001918186	0.005200913	0.013955908
ASV_932	0.005434	0.0002076055	0.0086498832	0.0001213977
ASV_892	0.005385	0.006909283	0.004859599	0.005370153
ASV_1039	0.005566	0.005429342	0.004190383	0.010967530
ASV_1067	0.005823	0.006353984	0.006329399	0.003201726
ASV_877	0.005371	0.0006518906	0.0080319696	0.0014917207
ASV_1054	0.005316	0.008495287	0.005199319	0.001567169
ASV_1069	0.006444	0.004644202	0.007837848	0.003525865
ASV_1055	0.005441	0.005469506	0.004672985	0.008314699
ASV_1001	0.006109	0.003659209	0.005844325	0.010339773
ASV_1142	0.004668	0.010090749	0.002067287	0.007388658
ASV_1176	0.004853	0.000573036	0.007121698	0.001885481
ASV_983	0.00576	0.005270387	0.002808680	0.017601748
ASV_908	0.004962	0.002809866	0.006331012	0.002603263
ASV_843	0.005788	0.0073084688	0.0066591081	0.0004804943
ASV_967	0.005087	0.005332658	0.004825550	0.005754920
ASV_1032	0.005086	0.009420306	0.004352611	0.002158666
ASV_986	0.005682	0.003639493	0.007040459	0.003220064
ASV_1002	0.005189	1.344754e-05	8.285093e-03	2.627581e-04
ASV_924	0.00564	0.005530723	0.007164622	0.000000000
ASV_995	0.005625	0.003156146	0.005875248	0.007925794
ASV_1185	0.00564	0.002943427	0.007786103	0.001050805
ASV_792	0.005894	0.000000e+00	1.669322e-05	3.595586e-02
ASV_1235	0.006076	0.002117153	0.006926447	0.008063812
ASV_1080	0.005627	0.0008033713	0.0082301275	0.0021077989
ASV_1155	0.006488	0.006610400	0.007184260	0.003684672
ASV_895	0.00459	0.0150922037	0.0009693387	0.0044871002
ASV_960	0.005495	4.790094e-03	7.181960e-03	2.287771e-05
ASV_1052	0.005155	0.009191277	0.003857856	0.004757222
ASV_912	0.005579	0.010611682	0.003792215	0.005727727
ASV_993	0.005363	0.0006508536	0.0077233937	0.0026183071
ASV_1157	0.004939	0.0174955532	0.0017009882	0.0006777956
ASV_858	0.00383	0.0168277728	0.0002820381	0.0001648566
ASV_977	0.005378	0.003719891	0.006028090	0.005093300
ASV_1026	0.004955	0.005152443	0.005354182	0.003182400
ASV_1122	0.005272	0.004619241	0.006542001	0.001314955
ASV_952	0.005272	0.001612757	0.007351131	0.002207317
ASV_1027	0.00489	0.0011257397	0.0074191490	0.0002570671
ASV_1240	0.004489	0.003124102	0.003302822	0.010788560
ASV_1234	0.005488	0.001677366	0.007211017	0.003971958
ASV_1035	0.004368	0.011777447	0.001310754	0.006206535
ASV_1226	0.004927	0.005871325	0.004438074	0.005535647
ASV_1108	0.005749	2.427159e-02	8.280766e-04	1.718454e-05
ASV_953	0.007076	0.000000e+00	1.138848e-02	3.902833e-05
ASV_1038	0.005368	0.003827166	0.006252082	0.004045545
ASV_1010	0.004548	0.003103756	0.005209251	0.003939678
ASV_1171	0.004726	0.001065883	0.006148940	0.004147089
ASV_1194	0.004832	0.0028503468	0.0065616268	0.0008833016
ASV_1163	0.005433	2.194425e-04	5.811896e-06	3.288927e-02
ASV_916	0.004229	0.0128959461	0.0007299013	0.0060838611
ASV_1068	0.005349	0.005083393	0.005887490	0.003653716
ASV_1047	0.004502	0.008632778	0.002279953	0.007489065
ASV_931	0.005311	7.692318e-05	8.266683e-03	9.958353e-04
ASV_1071	0.004702	0.0039282623	0.0059825271	0.0008628836
ASV_1081	0.004482	2.888978e-05	7.155950e-03	2.077074e-04
ASV_1233	0.00501	0.007495821	0.004470736	0.003778664
ASV_1030	0.004272	0.0177098165	0.0005055061	0.0008575280
ASV_1025	0.004624	0.004889775	0.005088820	0.002510493
ASV_1132	0.00462	0.001245370	0.004918111	0.007934550
ASV_957	0.004644	0.003477099	0.004999429	0.004835687
ASV_1097	0.006231	0.001487096	0.006248100	0.012416063
ASV_1070	0.004499	0.002733563	0.005760486	0.002036705
ASV_1120	0.004902	0.002667849	0.003140148	0.014530714
ASV_1099	0.004276	0.003541825	0.005330288	0.001242780
ASV_1192	0.005984	5.247804e-05	8.907394e-03	2.707711e-03
ASV_1151	0.004319	0.005814874	0.004508250	0.001630724
ASV_1089	0.003599	0.0001729697	0.0056970648	0.0001522299
ASV_1106	0.003788	0.0008788041	0.0026953761	0.0117629769
ASV_1103	0.005746	0.001196138	0.008598420	0.000916548
ASV_972	0.006065	0.000000000	0.009222130	0.002078872
ASV_1076	0.00384	0.0045953960	0.0043620838	0.0008667046
ASV_1087	0.003467	0.003481350	0.002437204	0.007352979
ASV_1005	0.004879	0.000000e+00	7.851594e-03	2.812968e-05
ASV_1183	0.004258	0.015405636	0.001072121	0.001656672
ASV_1152	0.004556	0.00000000	0.00000000	0.02784083
ASV_1063	0.003901	0.002387254	0.003972705	0.005621955
ASV_1202	0.003836	0.004096556	0.003260086	0.005678814
ASV_1130	0.003992	0.003647532	0.002771111	0.009079355
ASV_1034	0.004788	0.0001057879	0.0075266973	0.0005655069
ASV_1206	0.003083	0.0121331018	0.0006976541	0.0002119168
ASV_1057	0.003657	0.002927911	0.004132222	0.002816733
ASV_1207	0.003413	0.001235316	0.004768578	0.001140196
ASV_1164	0.003562	0.002555732	0.004094631	0.002867987
ASV_1125	0.003679	0.0123020736	0.0015196503	0.0005118462
ASV_1040	0.003267	0.0061549014	0.0002190377	0.0110256171
ASV_1110	0.004365	0.003336556	0.003878099	0.007566001
ASV_1203	0.003643	0.005210438	0.004058789	0.000000000
ASV_1058	0.003379	0.0001864212	0.0052313430	0.0005550127
ASV_1215	0.003931	0.00000000	0.00000000	0.02402378
ASV_1143	0.002972	0.0032910719	0.0034863678	0.0006011858
ASV_1145	0.004425	0.004387295	0.003407485	0.008333819
ASV_1053	0.002449	6.771498e-04	3.694872e-03	5.922458e-05
ASV_1193	0.003225	0.005156404	0.002961533	0.001677086
ASV_926	0.003634	0.00000000	0.00000000	0.02220638
ASV_1028	0.003225	0.005121852	0.001925713	0.005655679
ASV_1205	0.002998	0.002201854	0.003026895	0.003938608
ASV_1166	0.003338	4.271576e-05	5.229907e-03	5.017013e-04
ASV_1162	0.002871	6.122788e-05	4.556860e-03	1.745504e-04
ASV_1201	0.002842	0.0016082289	0.0037896608	0.0008735091
ASV_1236	0.00362	0.0003548965	0.0010001250	0.0178633948
ASV_1188	0.002582	0.005233124	0.002045664	0.001124547
ASV_1190	0.003484	0.0061984856	0.0006365133	0.0107092324
ASV_1220	0.002765	0.003707248	0.002749465	0.001584581
ASV_1149	0.002406	0.0002168841	0.0037997281	0.0000000000
ASV_1086	0.00284	0.0125343061	0.0002225595	0.0000000000
ASV_1167	0.002704	1.095566e-03	3.970024e-03	2.175906e-05
ASV_1168	0.002532	0.002927523	0.001760361	0.004937855
ASV_1173	0.002202	0.0017469701	0.0002546064	0.0101915943
ASV_1239	0.002416	0.0001941907	0.0002698165	0.0134869316
