OTUID	All	D	H	I
ASV_44	0.344205	0.1551275	0.3572191	0.5439372
ASV_71	0.289448	0.6654483	0.1836156	0.1955734
ASV_73	0.33991	0.4445989	0.2943609	0.3747846
ASV_94	0.291902	0.3249105	0.2661039	0.3462851
ASV_53	0.300977	0.07317142	0.43191090	0.10438431
ASV_66	0.244318	0.2334938	0.1755305	0.5195349
ASV_74	0.296383	0.2412515	0.2928806	0.3823016
ASV_63	0.276204	0.2111487	0.2891385	0.3128435
ASV_90	0.283875	0.3805291	0.2872613	0.1436903
ASV_119	0.257567	0.2814465	0.2521936	0.2464911
ASV_881	0.320993	0.3118144	0.2797011	0.4897295
ASV_86	0.258125	0.2106628	0.2519009	0.3442663
ASV_88	0.262901	0.2889838	0.2843585	0.1471347
ASV_79	0.266268	0.2596153	0.2701601	0.2602650
ASV_77	0.258195	0.1947404	0.2821799	0.2508009
ASV_124	0.246183	0.1964637	0.2720590	0.2135194
ASV_99	0.229533	0.2741086	0.2028147	0.2721645
ASV_85	0.232237	0.3346550	0.2208028	0.1406798
ASV_75	0.253645	0.2143595	0.2428516	0.3463479
ASV_84	0.251186	0.1397347	0.2514521	0.3970064
ASV_106	0.213502	0.4336325	0.1563575	0.1402747
ASV_76	0.238757	0.2682513	0.2501925	0.1565176
ASV_78	0.229411	0.1868906	0.2303307	0.2819392
ASV_83	0.264354	0.1392887	0.2735562	0.3942129
ASV_64	0.222117	0.6862716	0.1112243	0.0312986
ASV_97	0.225916	0.2262775	0.2263415	0.2238287
ASV_89	0.209228	0.2190906	0.2179834	0.1630190
ASV_70	0.208977	0.1273289	0.2235190	0.2613800
ASV_100	0.205728	0.4206303	0.1432542	0.1596083
ASV_93	0.229114	0.1405518	0.2639270	0.2137214
ASV_118	0.198104	0.1183374	0.2440635	0.1288416
ASV_98	0.195323	0.25292834	0.07633488	0.57082694
ASV_61	0.231763	0.09075989	0.24273068	0.37592079
ASV_117	0.195658	0.3354442	0.1673088	0.1190442
ASV_104	0.198944	0.26383574	0.20346701	0.09629139
ASV_105	0.165754	0.36069574	0.09794247	0.16618194
ASV_136	0.184312	0.3156207	0.0877162	0.3777694
ASV_174	0.198357	0.3673557	0.1624738	0.1118388
ASV_112	0.182353	0.2277880	0.1417658	0.2764691
ASV_111	0.173126	0.1164135	0.1943454	0.1673439
ASV_126	0.182156	0.3328852	0.1463082	0.1195711
ASV_96	0.185351	0.02610589	0.24848375	0.15564643
ASV_130	0.188577	0.1332781	0.1886609	0.2611140
ASV_137	0.174972	0.08488534	0.23939118	0.04927362
ASV_107	0.165651	0.56676670	0.05245652	0.06661923
ASV_109	0.172357	0.13100984	0.20962294	0.08545846
ASV_189	0.172502	0.2322647	0.1583536	0.1474384
ASV_92	0.156156	0.01982804	0.18564391	0.22389389
ASV_82	0.186924	0.09597684	0.17476075	0.35288695
ASV_95	0.189154	0.07881015	0.23500068	0.16060213
ASV_110	0.162129	0.27970147	0.13892049	0.09527386
ASV_80	0.153403	0.66715114	0.01470652	0.00272323
ASV_114	0.145828	0.33630462	0.11245813	0.02147337
ASV_199	0.14469	0.2490436	0.1195741	0.1024896
ASV_159	0.164273	0.2048993	0.1664554	0.1024713
ASV_116	0.196707	0.09679567	0.20524373	0.29594809
ASV_122	0.175488	0.1922287	0.1891045	0.1017790
ASV_120	0.168831	0.16249415	0.19494606	0.07810603
ASV_91	0.152286	0.2287702	0.1266081	0.1489363
ASV_152	0.156332	0.1816239	0.1451037	0.1656086
ASV_129	0.153813	0.20517200	0.15861325	0.06793809
ASV_176	0.152127	0.3655714	0.0744455	0.1656193
ASV_200	0.163093	0.1200522	0.1766209	0.1684748
ASV_103	0.146077	0.1670814	0.1501561	0.1029280
ASV_154	0.147699	0.2273891	0.1180035	0.1553658
ASV_148	0.148851	0.06047123	0.19744820	0.08092548
ASV_209	0.14852	0.17599607	0.15745029	0.07844244
ASV_115	0.148009	0.1190999	0.1532242	0.1663134
ASV_188	0.134335	0.17852502	0.13196098	0.08512123
ASV_203	0.12611	0.28289929	0.08399802	0.07930659
ASV_146	0.134399	0.1064346	0.1476536	0.1209558
ASV_142	0.15605	0.06576621	0.20046312	0.10650561
ASV_143	0.142829	0.07876116	0.16087069	0.15879365
ASV_108	0.143999	0.06861717	0.11115099	0.36792594
ASV_123	0.131229	0.25909522	0.09542416	0.09860113
ASV_125	0.125103	0.19321159	0.12711763	0.02773091
ASV_407	0.118017	0.33973753	0.06628428	0.02216322
ASV_141	0.123465	0.09334149	0.12970637	0.13947534
ASV_127	0.131022	0.1045443	0.1435849	0.1182481
ASV_140	0.138066	0.1266262	0.1182055	0.2284838
ASV_135	0.123113	0.05659226	0.12214896	0.21440571
ASV_147	0.124525	0.08243588	0.12468700	0.17935829
ASV_158	0.127719	0.11531567	0.16237890	0.01257524
ASV_220	0.12035	0.1272409	0.1119630	0.1430872
ASV_197	0.097769	0.20326436	0.08178567	0.01941522
ASV_134	0.108555	0.14760923	0.10296648	0.07830625
ASV_207	0.111107	0.12801100	0.09366444	0.15500643
ASV_101	0.132348	0.003039069	0.151110755	0.231525176
ASV_145	0.099178	0.01116927	0.14813188	0.02941454
ASV_167	0.116366	0.02561095	0.14081457	0.14318469
ASV_149	0.108895	0.08047831	0.12392195	0.08932694
ASV_870	0.119842	0.1087085	0.1081904	0.1787124
ASV_210	0.103023	0.13451527	0.10695994	0.04659706
ASV_157	0.107593	0.11305527	0.11333878	0.07859834
ASV_319	0.095069	0.10572031	0.10993062	0.02465777
ASV_144	0.107168	0.0477249	0.1233603	0.1240536
ASV_121	0.105083	0.05766437	0.11906826	0.11450301
ASV_311	0.104048	0.06090402	0.10700573	0.14966564
ASV_166	0.14288	0.09678147	0.15942572	0.14084248
ASV_177	0.100507	0.0332053	0.1126653	0.1430523
ASV_208	0.09795	0.14045179	0.09338139	0.05928522
ASV_150	0.090722	0.16156699	0.06046553	0.11217119
ASV_133	0.09663	0.06580056	0.11288961	0.07556419
ASV_187	0.098756	0.14327000	0.09003296	0.07320009
ASV_212	0.090003	0.06479348	0.10149434	0.07962344
ASV_235	0.103527	0.0808366	0.1005818	0.1445967
ASV_165	0.085078	0.03313845	0.06562025	0.22732488
ASV_221	0.09331	0.10138281	0.07513731	0.15161516
ASV_151	0.10353	0.06512321	0.12478649	0.07349182
ASV_169	0.104648	0.04088967	0.07239762	0.31099378
ASV_139	0.085297	0.21265053	0.05245498	0.04210770
ASV_193	0.090353	0.2023126	0.0435128	0.1205461
ASV_202	0.089878	0.06463569	0.08293439	0.14947611
ASV_186	0.083743	0.10987560	0.07209749	0.09349569
ASV_163	0.089689	0.06168923	0.10946370	0.05156182
ASV_247	0.091009	0.09205031	0.10626386	0.03176580
ASV_294	0.089039	0.10450160	0.09817775	0.03400044
ASV_182	0.082228	0.09921339	0.05554846	0.16106192
ASV_128	0.101536	0.007005339	0.090349197	0.268516392
ASV_161	0.091529	0.02195494	0.08943935	0.19111760
ASV_278	0.079006	0.16912468	0.05348109	0.05710927
ASV_168	0.088173	0.08983176	0.09597153	0.05640047
ASV_245	0.090463	0.06552251	0.06752266	0.21035024
ASV_131	0.107279	0.06110883	0.08992124	0.23395448
ASV_206	0.089542	0.07441421	0.10467102	0.05207808
ASV_180	0.094482	0.05908740	0.10564333	0.09876781
ASV_156	0.12548	0.02907872	0.17493928	0.06485425
ASV_284	0.093183	0.06771929	0.09266491	0.12869312
ASV_217	0.0777	0.08699787	0.07947524	0.05871378
ASV_181	0.083021	0.11619120	0.05182519	0.15766473
ASV_185	0.07732	0.11524914	0.07827707	0.02371850
ASV_211	0.080893	0.10923196	0.07159655	0.07882656
ASV_225	0.080627	0.05751958	0.10395486	0.02257222
ASV_179	0.087124	0.14277157	0.06066959	0.11416834
ASV_281	0.088685	0.03008009	0.12954065	0.01090272
ASV_230	0.087152	0.04048473	0.10868890	0.06692995
ASV_192	0.085958	0.04254617	0.07136902	0.19849841
ASV_184	0.082443	0.07858770	0.08773524	0.06744584
ASV_132	0.099642	0.05420775	0.13124622	0.03960252
ASV_196	0.093879	0.03529790	0.12976879	0.03490315
ASV_160	0.082243	0.07994746	0.08298821	0.08243856
ASV_229	0.076139	0.19040145	0.04079873	0.05966972
ASV_195	0.083492	0.04102449	0.08591298	0.13025617
ASV_201	0.080281	0.04036383	0.10782222	0.02838566
ASV_153	0.077977	0.09582959	0.07791831	0.05468120
ASV_226	0.068524	0.21311442	0.02790419	0.03212779
ASV_162	0.06939	0.05489780	0.07986804	0.04873213
ASV_231	0.070724	0.11834151	0.05316218	0.07461052
ASV_171	0.08181	0.04232694	0.11393906	0.01194312
ASV_194	0.080429	0.17670691	0.05946550	0.03311617
ASV_183	0.101087	0.04754047	0.08932566	0.21625307
ASV_175	0.076144	0.04053255	0.09326888	0.05809775
ASV_172	0.064389	0.19864885	0.01917262	0.05903953
ASV_301	0.079267	0.01189404	0.08118323	0.16075625
ASV_433	0.066888	0.12395122	0.06002294	0.01775253
ASV_309	0.067858	0.08265894	0.06900456	0.04401064
ASV_173	0.074091	0.02135564	0.09922879	0.04820331
ASV_333	0.069852	0.06254770	0.08374578	0.02676690
ASV_577	0.074938	0.04066285	0.07628710	0.11497737
ASV_342	0.06695	0.18202067	0.03368093	0.04156205
ASV_214	0.070456	0.08277542	0.07254508	0.04630269
ASV_204	0.057946	0.195895507	0.007030744	0.069360383
ASV_223	0.071327	0.05176127	0.08496811	0.04535548
ASV_255	0.067762	0.05418072	0.08547768	0.01844797
ASV_164	0.075539	0.08442841	0.07448626	0.06781879
ASV_282	0.066411	0.10545206	0.05543495	0.05661257
ASV_286	0.063407	0.11398367	0.05302051	0.03617462
ASV_483	0.066155	0.06065035	0.07382510	0.04430876
ASV_190	0.060348	0.01039033	0.04827403	0.17197193
ASV_280	0.06698	0.06634994	0.07265999	0.04625964
ASV_786	0.073743	0.06317435	0.07210867	0.09386395
ASV_246	0.065407	0.05579284	0.07258586	0.05083978
ASV_358	0.06626	0.14924837	0.04112391	0.05228325
ASV_368	0.06342	0.10088553	0.05427797	0.04874043
ASV_178	0.077698	0.05417118	0.07872825	0.10478282
ASV_241	0.066328	0.06419597	0.06606792	0.07012542
ASV_222	0.061698	0.08069151	0.05309584	0.06930761
ASV_361	0.063349	0.05711141	0.06713148	0.05721441
ASV_507	0.067583	0.05818737	0.06481547	0.09045863
ASV_426	0.058505	0.15430718	0.03332397	0.02781802
ASV_251	0.060295	0.02755965	0.07024503	0.06567800
ASV_224	0.059594	0.01173378	0.08353271	0.03183533
ASV_363	0.056984	0.13741095	0.04098454	0.01172026
ASV_205	0.062982	0.02650016	0.06714330	0.09526124
ASV_234	0.059547	0.06062759	0.04558323	0.11109811
ASV_334	0.058058	0.17355939	0.02512295	0.03083566
ASV_262	0.061201	0.07365559	0.06157608	0.04336892
ASV_198	0.063464	0.08986372	0.05904586	0.04544383
ASV_219	0.056414	0.01540706	0.06054329	0.09477420
ASV_216	0.089204	0.003133293	0.122227828	0.077320878
ASV_228	0.062739	0.06098627	0.07049610	0.03562006
ASV_1119	0.054758	0.13867637	0.03440397	0.02141385
ASV_276	0.056235	0.09016395	0.04532189	0.05293449
ASV_269	0.061027	0.04744922	0.06010135	0.08242406
ASV_793	0.056483	0.08188640	0.05393772	0.03266802
ASV_472	0.050744	0.10288152	0.03986157	0.02333618
ASV_303	0.052873	0.13623420	0.03320117	0.01767531
ASV_273	0.057085	0.13764873	0.02826480	0.06027885
ASV_297	0.055698	0.08735421	0.03848608	0.07928541
ASV_488	0.060939	0.03627530	0.05576248	0.11307082
ASV_237	0.072997	0.01082684	0.10314659	0.04052927
ASV_218	0.057008	0.06281005	0.05794311	0.04581655
ASV_299	0.061861	0.03960881	0.06002258	0.09815023
ASV_341	0.053549	0.04964700	0.05929676	0.03688468
ASV_264	0.047837	0.160906332	0.018618607	0.009714521
ASV_350	0.052043	0.07469881	0.05255177	0.02026205
ASV_615	0.052483	0.084055529	0.053864393	0.005648682
ASV_244	0.057085	0.04788329	0.05886966	0.06243690
ASV_256	0.05447	0.06958788	0.05188389	0.04436441
ASV_355	0.050508	0.017938801	0.073798900	0.005060569
ASV_324	0.052193	0.03263212	0.05579842	0.06428313
ASV_265	0.069997	0.07069435	0.05902966	0.11068644
ASV_259	0.05203	0.05439776	0.05225693	0.04804990
ASV_232	0.052783	0.07390352	0.04841413	0.04153452
ASV_215	0.063031	0.05603456	0.07534977	0.02551809
ASV_260	0.054777	0.003486734	0.081073386	0.022587967
ASV_570	0.049164	0.08621993	0.04545372	0.01442047
ASV_456	0.047069	0.13013020	0.02486896	0.02185991
ASV_409	0.048651	0.09487345	0.03579067	0.03654474
ASV_242	0.053579	0.02239435	0.04867044	0.11328353
ASV_252	0.052614	0.01874535	0.05513826	0.08766148
ASV_388	0.047241	0.04606429	0.05019966	0.03756512
ASV_293	0.047679	0.007581864	0.052841824	0.080921063
ASV_238	0.05848	0.07779891	0.04271647	0.09282733
ASV_313	0.047296	0.05967299	0.05222984	0.01227532
ASV_250	0.048577	0.05321706	0.05087615	0.03373954
ASV_345	0.048947	0.03360863	0.04289093	0.09213134
ASV_249	0.05072	0.05172783	0.05125271	0.04737202
ASV_338	0.061034	0.03428180	0.07165364	0.05599260
ASV_292	0.047979	0.03274539	0.05912026	0.02578124
ASV_285	0.052063	0.06053677	0.04850249	0.05440572
ASV_233	0.045949	0.1207005	0.0276252	0.0169829
ASV_556	0.053427	0.03688149	0.06589947	0.02790712
ASV_257	0.048837	0.04110759	0.03974432	0.09351394
ASV_491	0.049494	0.06741218	0.04241846	0.05272774
ASV_270	0.045936	0.10745837	0.03055012	0.02325148
ASV_227	0.054331	0.02706074	0.06405743	0.05336270
ASV_754	0.044339	0.08235806	0.03836693	0.01690510
ASV_307	0.037832	0.135162789	0.009520932	0.017007016
ASV_314	0.04966	0.04242072	0.05176770	0.05120221
ASV_462	0.044699	0.06665377	0.04112712	0.02932796
ASV_320	0.041817	0.10100065	0.02618598	0.02314557
ASV_335	0.043069	0.05843364	0.04289304	0.02349374
ASV_392	0.044752	0.05301165	0.05098184	0.01023700
ASV_258	0.064443	0.03134343	0.08799007	0.01871839
ASV_310	0.044478	0.06983254	0.03437272	0.04941274
ASV_283	0.047676	0.06636176	0.03273598	0.07973718
ASV_1153	0.048275	0.03286274	0.04608934	0.07686960
ASV_528	0.043775	0.06632302	0.04223624	0.01990545
ASV_446	0.044055	0.01895910	0.05457299	0.03721917
ASV_327	0.041205	0.06576164	0.03901034	0.01717769
ASV_343	0.045449	0.03917705	0.05406450	0.02103029
ASV_346	0.051169	0.03165724	0.06428266	0.02712788
ASV_377	0.04679	0.07275697	0.04552407	0.01738465
ASV_521	0.03943	0.10525801	0.02243189	0.01719185
ASV_715	0.03938	0.138622888	0.012781015	0.009536753
ASV_275	0.046688	0.03517893	0.05176612	0.04258792
ASV_243	0.045212	0.03981100	0.05333540	0.02150939
ASV_481	0.039697	0.08985621	0.02446947	0.03138088
ASV_396	0.04409	0.05948530	0.04408147	0.02383964
ASV_248	0.059745	0.031200563	0.082969338	0.009243555
ASV_630	0.039419	0.070573270	0.036989098	0.007592206
ASV_236	0.042282	0.01742629	0.05251418	0.03621085
ASV_474	0.041866	0.05376784	0.03269611	0.06097362
ASV_520	0.041633	0.10322113	0.01588342	0.05817941
ASV_340	0.039858	0.04638459	0.03740995	0.04054910
ASV_305	0.047188	0.02499673	0.05643372	0.04134833
ASV_423	0.044681	0.01556837	0.06213328	0.01682650
ASV_298	0.038238	0.001838133	0.022031213	0.147678056
ASV_267	0.050881	0.05384150	0.04449504	0.07120568
ASV_347	0.039754	0.06211692	0.03731135	0.01955686
ASV_289	0.039987	0.05715896	0.03726159	0.02770361
ASV_308	0.05843	0.0003673206	0.0937817673	0.0008141979
ASV_326	0.041608	0.05041697	0.03751514	0.04553084
ASV_348	0.036525	0.04912033	0.02865768	0.04977553
ASV_662	0.0404	0.08383645	0.02834255	0.02891708
ASV_783	0.038197	0.02632080	0.04668959	0.02162386
ASV_449	0.04109	0.03217392	0.05012501	0.01855916
ASV_375	0.043807	0.03780731	0.04758087	0.03739269
ASV_402	0.040965	0.05411169	0.03658538	0.04025957
ASV_891	0.045569	0.04447434	0.04079562	0.06511983
ASV_352	0.035976	0.07508498	0.02865811	0.01221483
ASV_277	0.041535	0.02863276	0.04796480	0.03414368
ASV_300	0.033104	0.01724829	0.04125848	0.02306075
ASV_436	0.041673	0.02925078	0.04428481	0.04813185
ASV_302	0.040638	0.06079885	0.04159933	0.01043128
ASV_498	0.037213	0.07768525	0.02676961	0.02351159
ASV_460	0.034722	0.100228265	0.018975624	0.008157171
ASV_239	0.031181	0.125695181	0.004260510	0.008786766
ASV_316	0.041271	0.04827333	0.02636556	0.08859113
ASV_578	0.035519	0.06449298	0.02989336	0.01868924
ASV_339	0.03606	0.02870989	0.04434264	0.01432242
ASV_290	0.038147	0.12547567	0.01412783	0.01421587
ASV_466	0.037036	0.068071131	0.034384389	0.006206032
ASV_279	0.032473	0.011337188	0.045754033	0.009934223
ASV_373	0.034456	0.134388910	0.007546614	0.004881842
ASV_268	0.036695	0.01986893	0.04621643	0.02273894
ASV_272	0.03646	0.009668381	0.027834195	0.104478410
ASV_328	0.04248	0.001610974	0.061454777	0.024338309
ASV_496	0.034425	0.067462375	0.031096894	0.003527367
ASV_359	0.034007	0.04067653	0.03448804	0.02339423
ASV_254	0.038456	0.0381794052	0.0485846410	0.0003939619
ASV_389	0.033009	0.06351139	0.02427931	0.02594085
ASV_644	0.033794	0.077087675	0.025929112	0.006592078
ASV_323	0.042844	0.04103779	0.04032656	0.05477505
ASV_315	0.037502	0.11746894	0.01354386	0.02303456
ASV_253	0.047827	0.0009470072	0.0704711071	0.0236837072
ASV_287	0.026439	0.002757859	0.023727070	0.067925616
ASV_422	0.033089	0.07604069	0.02229182	0.01746282
ASV_410	0.037281	0.02297508	0.03156219	0.07782288
ASV_337	0.036083	0.01141132	0.04718918	0.02645520
ASV_1044	0.036227	0.03034288	0.03878329	0.03428378
ASV_329	0.036739	0.021070528	0.049709001	0.008175714
ASV_533	0.031905	0.075187571	0.022913007	0.008996861
ASV_390	0.04261	0.03117153	0.05321848	0.01743251
ASV_438	0.037305	0.04889714	0.03575096	0.02793021
ASV_1237	0.032154	0.097238877	0.016869974	0.004392094
ASV_400	0.034424	0.03517053	0.03959763	0.01381099
ASV_601	0.03347	0.07454148	0.02358670	0.01685264
ASV_428	0.034885	9.582129e-03	5.285058e-02	6.574175e-05
ASV_470	0.0345	0.04017093	0.03307685	0.03242774
ASV_266	0.028267	0.07896061	0.00418039	0.05285817
ASV_371	0.030437	0.076147025	0.020886516	0.006444594
ASV_506	0.032306	0.07219370	0.02368455	0.01246104
ASV_414	0.035023	0.01533248	0.04769381	0.01289837
ASV_365	0.032557	0.04949138	0.02958623	0.02151477
ASV_376	0.030233	0.009226876	0.042832229	0.010113031
ASV_524	0.041812	0.02597064	0.04297241	0.05828152
ASV_432	0.035732	0.05010356	0.03599327	0.01580703
ASV_288	0.039263	0.006082938	0.038812605	0.084686626
ASV_801	0.031175	0.046641287	0.031892919	0.008072313
ASV_291	0.034422	0.03967914	0.02428659	0.06594820
ASV_322	0.029107	1.346035e-01	8.831558e-05	2.036101e-04
ASV_296	0.031459	0.01765466	0.03056976	0.05302126
ASV_412	0.031317	0.03098742	0.03573457	0.01499529
ASV_385	0.033569	0.03382002	0.03392722	0.03188037
ASV_405	0.034528	0.01937317	0.04567599	0.01220264
ASV_387	0.03478	0.02280291	0.04043385	0.02911265
ASV_886	0.029768	0.03046255	0.03234860	0.01906407
ASV_1133	0.031951	0.062660008	0.028673981	0.003924207
ASV_317	0.029198	0.02083025	0.03447503	0.02020138
ASV_360	0.031953	0.04758005	0.03208240	0.01087305
ASV_325	0.032019	0.03661119	0.02738910	0.04353426
ASV_529	0.031542	0.04910857	0.02657835	0.02722922
ASV_372	0.038362	0.006939862	0.056711744	0.010148482
ASV_885	0.037958	0.02574458	0.03918970	0.04937692
ASV_306	0.030852	0.02766557	0.03247938	0.02887325
ASV_394	0.02982	0.04455278	0.02963608	0.01110864
ASV_1126	0.028915	0.075823933	0.017626362	0.009937952
ASV_331	0.031315	0.038973482	0.034284549	0.009961894
ASV_1219	0.029467	0.04147369	0.02947175	0.01363186
ASV_263	0.03652	0.000915466	0.000736086	0.219176929
ASV_399	0.032845	0.03315695	0.03752819	0.01467054
ASV_590	0.029553	0.035172831	0.032880796	0.009522682
ASV_304	0.033035	0.045583294	0.035024078	0.008954884
ASV_475	0.030254	0.044708363	0.031972403	0.004690906
ASV_945	0.030022	0.03539226	0.02782785	0.03127241
ASV_495	0.029256	0.05240798	0.02212855	0.02579428
ASV_594	0.026963	0.02582295	0.02457362	0.03752717
ASV_403	0.02861	0.04754862	0.02479036	0.01814952
ASV_567	0.025927	0.01535533	0.03284827	0.01359909
ASV_546	0.031355	0.02864550	0.03197478	0.03257643
ASV_439	0.030092	0.02602696	0.03307718	0.02411983
ASV_761	0.028353	0.056188274	0.023654218	0.009507004
ASV_452	0.032359	0.04787339	0.02885673	0.02520876
ASV_437	0.028492	0.05314913	0.02393694	0.01328650
ASV_398	0.029671	0.04048880	0.03051972	0.01219922
ASV_391	0.034713	0.004463672	0.053488523	0.003338295
ASV_1023	0.028107	0.05282013	0.02486167	0.00786235
ASV_418	0.030715	0.02372677	0.03583466	0.02050015
ASV_482	0.029287	0.03408098	0.02811433	0.02741953
ASV_1199	0.035034	0.02506133	0.03783723	0.03753895
ASV_321	0.031544	0.023940746	0.009213766	0.126274101
ASV_471	0.03114	0.06329730	0.02645730	0.00653553
ASV_685	0.028084	0.07300038	0.01694397	0.01117262
ASV_395	0.027311	0.07160310	0.01525931	0.01467537
ASV_381	0.032549	0.02143464	0.01992436	0.09508773
ASV_356	0.0304	0.03188789	0.03168155	0.02357503
ASV_1066	0.027339	0.047939626	0.025093786	0.008717442
ASV_1072	0.033422	0.03336674	0.02815038	0.05349303
ASV_312	0.023948	0.06383075	0.01303686	0.01279567
ASV_485	0.027214	0.015196661	0.037130657	0.005426808
ASV_353	0.027901	0.02279636	0.03216373	0.01845565
ASV_330	0.026949	0.009535608	0.039060407	0.003942924
ASV_419	0.02373	0.02839937	0.01950169	0.03361983
ASV_357	0.026761	0.04262905	0.02289078	0.02053806
ASV_351	0.024487	0.05792833	0.01587082	0.01311453
ASV_295	0.021329	0.084364096	0.002911553	0.008150593
ASV_589	0.025181	0.007731547	0.035482704	0.009090032
ASV_930	0.025189	0.04885164	0.01920884	0.01669947
ASV_378	0.027654	0.02620451	0.02918104	0.02377275
ASV_545	0.025092	0.01669253	0.03118118	0.01305625
ASV_440	0.024382	0.008592951	0.031750228	0.017233528
ASV_383	0.027034	0.003554502	0.015223214	0.102774372
ASV_427	0.028817	0.01933354	0.02921133	0.03981780
ASV_382	0.022908	0.03449565	0.01646849	0.03206975
ASV_374	0.029433	0.02055117	0.03057013	0.03682364
ASV_604	0.024689	0.05303215	0.01824352	0.01180270
ASV_366	0.023773	0.004850043	0.033985081	0.009959778
ASV_458	0.027165	0.02817924	0.02684054	0.02705968
ASV_397	0.027227	0.00823721	0.03684823	0.01574682
ASV_635	0.026062	0.05167659	0.01884432	0.01969892
ASV_494	0.023882	0.02951244	0.02403581	0.01588018
ASV_454	0.024354	0.03041379	0.01984705	0.03346803
ASV_349	0.022248	0.05879111	0.01117512	0.01611009
ASV_430	0.024245	0.005555745	0.022469741	0.055601892
ASV_522	0.025779	0.04329478	0.01925901	0.02743917
ASV_420	0.026387	0.03371786	0.02058535	0.03873632
ASV_1182	0.02385	0.03453363	0.02377711	0.01004997
ASV_336	0.02135	0.014733963	0.027166265	0.008002068
ASV_463	0.029145	0.02799436	0.03330881	0.01486641
ASV_415	0.024348	0.007930695	0.030676552	0.021966432
ASV_616	0.024859	0.04505880	0.01923931	0.01956441
ASV_1084	0.021904	0.01118064	0.02815822	0.01230708
ASV_384	0.032716	0.01047175	0.04515699	0.01482387
ASV_996	0.022996	0.053856826	0.016420564	0.007283958
