OTUID	D	H
ASV_167	0.07634483	0.14081457
ASV_149	0.08429655	0.12392195
ASV_870	0.1389156	0.1081904
ASV_210	0.09657796	0.10695994
ASV_157	0.09818687	0.11333878
ASV_319	0.07074127	0.10993062
ASV_144	0.08066124	0.12336030
ASV_121	0.08219063	0.11906826
ASV_311	0.09920527	0.10700573
ASV_166	0.1157941	0.1594257
ASV_177	0.08060503	0.11266532
ASV_208	0.10542786	0.09338139
ASV_150	0.14025236	0.06046553
ASV_133	0.07001363	0.11288961
ASV_187	0.11303436	0.09003296
ASV_212	0.07119271	0.10149434
ASV_235	0.1083495	0.1005818
ASV_165	0.11693123	0.06562025
ASV_221	0.12305841	0.07513731
ASV_151	0.06873433	0.12478649
ASV_169	0.15744144	0.07239762
ASV_139	0.13906013	0.05245498
ASV_193	0.1670298	0.0435128
ASV_202	0.10124491	0.08293439
ASV_186	0.10280756	0.07209749
ASV_163	0.05731918	0.10946370
ASV_247	0.06603713	0.10626386
ASV_294	0.07407987	0.09817775
ASV_182	0.12590145	0.05554846
ASV_128	0.1198491	0.0903492
ASV_161	0.09494978	0.08943935
ASV_278	0.12078926	0.05348109
ASV_168	0.07540593	0.09597153
ASV_245	0.12801667	0.06752266
ASV_131	0.13569291	0.08992124
ASV_206	0.06477601	0.10467102
ASV_180	0.07620977	0.10564333
ASV_156	0.04451611	0.17493928
ASV_284	0.09402992	0.09266491
ASV_217	0.07479309	0.07947524
ASV_181	0.13408731	0.05182519
ASV_185	0.07575304	0.07827707
ASV_211	0.09611182	0.07159655
ASV_225	0.04243956	0.10395486
ASV_179	0.13042908	0.06066959
ASV_281	0.02180493	0.12954065
ASV_230	0.05189602	0.10868890
ASV_192	0.10984063	0.07136902
ASV_184	0.07377991	0.08773524
ASV_132	0.04790549	0.13124622
ASV_196	0.03512756	0.12976879
ASV_160	0.08102238	0.08298821
ASV_229	0.13398981	0.04079873
ASV_195	0.07952857	0.08591298
ASV_201	0.03519516	0.10782222
ASV_153	0.07807378	0.07791831
ASV_226	0.13501745	0.02790419
ASV_162	0.05223727	0.07986804
ASV_231	0.09947129	0.05316218
ASV_171	0.02921611	0.11393906
ASV_194	0.1147465	0.0594655
ASV_183	0.12034111	0.08932566
ASV_175	0.04811206	0.09326888
ASV_172	0.13840647	0.01917262
ASV_301	0.07612910	0.08118323
ASV_433	0.07812576	0.06002294
ASV_309	0.06598194	0.06900456
ASV_173	0.03294060	0.09922879
ASV_333	0.04710804	0.08374578
ASV_577	0.07273008	0.07628710
ASV_342	0.12141182	0.03368093
ASV_214	0.06703718	0.07254508
ASV_204	0.141294734	0.007030744
ASV_223	0.04899712	0.08496811
ASV_255	0.03876179	0.08547768
ASV_164	0.07726124	0.07448626
ASV_282	0.08437748	0.05543495
ASV_286	0.08040853	0.05302051
ASV_483	0.05359884	0.07382510
ASV_190	0.08011390	0.04827403
ASV_280	0.05768084	0.07265999
ASV_786	0.07641713	0.07210867
ASV_246	0.05365556	0.07258586
ASV_358	0.10740725	0.04112391
ASV_368	0.07838456	0.05427797
ASV_178	0.07601045	0.07872825
ASV_241	0.06675457	0.06606792
ASV_222	0.07577928	0.05309584
ASV_361	0.05715585	0.06713148
ASV_507	0.07211264	0.06481547
ASV_426	0.09972624	0.03332397
ASV_251	0.04400798	0.07024503
ASV_224	0.02040774	0.08353271
ASV_363	0.08317455	0.04098454
ASV_205	0.05617104	0.06714330
ASV_234	0.08240596	0.04558323
ASV_334	0.11197312	0.02512295
ASV_262	0.06058668	0.06157608
ASV_198	0.07069623	0.05904586
ASV_219	0.04965453	0.06054329
ASV_216	0.03514574	0.12222783
ASV_228	0.05004058	0.07049610
ASV_1119	0.08807679	0.03440397
ASV_276	0.07409918	0.04532189
ASV_269	0.06254110	0.06010135
ASV_793	0.06064833	0.05393772
ASV_472	0.06855716	0.03986157
ASV_303	0.08507522	0.03320117
ASV_273	0.1042631	0.0282648
ASV_297	0.08387247	0.03848608
ASV_488	0.06941309	0.05576248
ASV_237	0.02364364	0.10314659
ASV_218	0.05547724	0.05794311
ASV_299	0.06486983	0.06002258
ASV_341	0.04413997	0.05929676
ASV_264	0.09566603	0.01861861
ASV_350	0.05120898	0.05255177
ASV_615	0.05022244	0.05386439
ASV_244	0.05416328	0.05886966
ASV_256	0.05870378	0.05188389
ASV_355	0.01238176	0.07379890
ASV_324	0.04628975	0.05579842
ASV_265	0.08795121	0.05902966
ASV_259	0.05165861	0.05225693
ASV_232	0.05993607	0.04841413
ASV_215	0.04286650	0.07534977
ASV_260	0.01172905	0.08107339
ASV_570	0.05523797	0.04545372
ASV_456	0.08341083	0.02486896
ASV_409	0.06970421	0.03579067
ASV_242	0.06161365	0.04867044
ASV_252	0.04848313	0.05513826
ASV_388	0.04239684	0.05019966
ASV_293	0.03922823	0.05284182
ASV_238	0.08428378	0.04271647
ASV_313	0.03922057	0.05222984
ASV_250	0.04481238	0.05087615
ASV_345	0.05886158	0.04289093
ASV_249	0.04984827	0.05125271
ASV_338	0.04365016	0.07165364
ASV_292	0.02974031	0.05912026
ASV_285	0.05789118	0.04850249
ASV_233	0.07594565	0.02762520
ASV_556	0.03300899	0.06589947
ASV_257	0.06372129	0.03974432
ASV_491	0.06107575	0.04241846
ASV_270	0.07112252	0.03055012
ASV_227	0.03841022	0.06405743
ASV_754	0.05411466	0.03836693
ASV_307	0.084177764	0.009520932
ASV_314	0.04620999	0.05176770
ASV_462	0.05054743	0.04112712
ASV_320	0.06740565	0.02618598
ASV_335	0.04335683	0.04289304
ASV_392	0.03455409	0.05098184
ASV_258	0.02589564	0.08799007
ASV_310	0.06102125	0.03437272
ASV_283	0.07213334	0.03273598
ASV_1153	0.05185200	0.04608934
ASV_528	0.04629352	0.04223624
ASV_446	0.02683844	0.05457299
ASV_327	0.04479733	0.03901034
ASV_343	0.0313466	0.0540645
ASV_346	0.02970279	0.06428266
ASV_377	0.04886343	0.04552407
ASV_521	0.06725686	0.02243189
ASV_715	0.08292134	0.01278101
ASV_275	0.03837596	0.05176612
ASV_243	0.03191373	0.05333540
ASV_481	0.06462370	0.02446947
ASV_396	0.04410395	0.04408147
ASV_248	0.02172596	0.08296934
ASV_630	0.04339651	0.03698910
ASV_236	0.02553196	0.05251418
ASV_474	0.05687718	0.03269611
ASV_520	0.08378532	0.01588342
ASV_340	0.04386654	0.03740995
ASV_305	0.03205255	0.05643372
ASV_423	0.01611126	0.06213328
ASV_298	0.06476906	0.02203121
ASV_267	0.06133426	0.04449504
ASV_347	0.04375197	0.03731135
ASV_289	0.04444877	0.03726159
ASV_308	0.0005601512	0.0937817673
ASV_326	0.04830857	0.03751514
ASV_348	0.04940305	0.02865768
ASV_662	0.06013836	0.02834255
ASV_783	0.02429404	0.04668959
ASV_449	0.02629906	0.05012501
ASV_375	0.03762840	0.04758087
ASV_402	0.04813441	0.03658538
ASV_891	0.05338301	0.04079562
ASV_352	0.04795608	0.02865811
ASV_277	0.03101076	0.04796480
ASV_300	0.01975641	0.04125848
ASV_436	0.03739809	0.04428481
ASV_302	0.03906490	0.04159933
ASV_498	0.05430894	0.02676961
ASV_460	0.06049896	0.01897562
ASV_239	0.07524840	0.00426051
ASV_316	0.06567074	0.02636556
ASV_578	0.04472835	0.02989336
ASV_339	0.02250160	0.04434264
ASV_290	0.07746630	0.01412783
ASV_466	0.04137592	0.03438439
ASV_279	0.01073180	0.04575403
ASV_373	0.078505723	0.007546614
ASV_268	0.02110736	0.04621643
ASV_272	0.05057956	0.02783420
ASV_328	0.01141797	0.06145478
ASV_496	0.03987398	0.03109689
ASV_359	0.03321910	0.03448804
ASV_254	0.02187473	0.04858464
ASV_389	0.04729944	0.02427931
ASV_644	0.04666834	0.02592911
ASV_323	0.04696551	0.04032656
ASV_315	0.07671986	0.01354386
ASV_253	0.01075805	0.07047111
ASV_287	0.03087819	0.02372707
ASV_422	0.05076394	0.02229182
ASV_410	0.04664228	0.03156219
ASV_337	0.01790286	0.04718918
ASV_1044	0.03204340	0.03878329
ASV_329	0.01550633	0.04970900
ASV_533	0.04662583	0.02291301
ASV_390	0.02524305	0.05321848
ASV_438	0.03984977	0.03575096
ASV_1237	0.05717485	0.01686997
ASV_400	0.02595374	0.03959763
ASV_601	0.04964835	0.02358670
ASV_428	0.005475743	0.052850579
ASV_470	0.03682969	0.03307685
ASV_266	0.06769723	0.00418039
ASV_371	0.04606995	0.02088652
ASV_506	0.04641865	0.02368455
ASV_414	0.01428215	0.04769381
ASV_365	0.03741928	0.02958623
ASV_376	0.009609258	0.042832229
ASV_524	0.03991300	0.04297241
ASV_432	0.03530437	0.03599327
ASV_288	0.04000097	0.03881260
ASV_801	0.02999851	0.03189292
ASV_291	0.05101442	0.02428659
ASV_322	7.660903e-02	8.831558e-05
ASV_296	0.03291559	0.03056976
ASV_412	0.02408671	0.03573457
ASV_385	0.03298305	0.03392722
ASV_405	0.01627904	0.04567599
ASV_387	0.02552560	0.04043385
ASV_886	0.02554403	0.03234860
ASV_1133	0.03731511	0.02867398
ASV_317	0.02055889	0.03447503
ASV_360	0.03174073	0.03208240
ASV_325	0.03959854	0.02738910
ASV_529	0.03966748	0.02657835
ASV_372	0.008324403	0.056711744
ASV_885	0.0359421	0.0391897
ASV_306	0.02818669	0.03247938
ASV_394	0.03012141	0.02963608
ASV_1126	0.04739368	0.01762636
ASV_331	0.02645478	0.03428455
ASV_1219	0.02945975	0.02947175
ASV_263	0.095096782	0.000736086
ASV_399	0.02517994	0.03752819
ASV_590	0.02410462	0.03288080
ASV_304	0.02977788	0.03502408
ASV_475	0.02744056	0.03197240
ASV_945	0.03361452	0.02782785
ASV_495	0.04092399	0.02212855
ASV_594	0.03087340	0.02457362
ASV_403	0.03486271	0.02479036
ASV_567	0.01459750	0.03284827
ASV_546	0.03034172	0.03197478
ASV_439	0.02520402	0.03307718
ASV_761	0.03604499	0.02365422
ASV_452	0.03809345	0.02885673
ASV_437	0.03594813	0.02393694
ASV_398	0.02828165	0.03051972
ASV_391	0.003978064	0.053488523
ASV_1023	0.03342054	0.02486167
ASV_418	0.02233446	0.03583466
ASV_482	0.03120652	0.02811433
ASV_1199	0.03044551	0.03783723
ASV_321	0.068098290	0.009213766
ASV_471	0.03880421	0.02645730
ASV_685	0.04632128	0.01694397
ASV_395	0.04703839	0.01525931
ASV_381	0.05321645	0.01992436
ASV_356	0.02830083	0.03168155
ASV_1066	0.03101498	0.02509379
ASV_1072	0.04205137	0.02815038
ASV_312	0.04180877	0.01303686
ASV_485	0.01098090	0.03713066
ASV_353	0.02092332	0.03216373
ASV_330	0.007122326	0.039060407
ASV_419	0.03065204	0.01950169
ASV_357	0.03309664	0.02289078
ASV_351	0.03859087	0.01587082
ASV_295	0.051477448	0.002911553
ASV_589	0.008317743	0.035482704
ASV_930	0.03497776	0.01920884
ASV_378	0.02515519	0.02918104
ASV_545	0.01512345	0.03118118
ASV_440	0.01232142	0.03175023
ASV_383	0.04636856	0.01522321
ASV_427	0.02817264	0.02921133
ASV_382	0.03344886	0.01646849
ASV_374	0.02757285	0.03057013
ASV_604	0.03524136	0.01824352
ASV_366	0.007054929	0.033985081
ASV_458	0.02769614	0.02684054
ASV_397	0.01147766	0.03684823
ASV_635	0.03787800	0.01884432
ASV_494	0.02363003	0.02403581
ASV_454	0.03173172	0.01984705
ASV_349	0.04037396	0.01117512
ASV_430	0.02715100	0.02246974
ASV_522	0.03645297	0.01925901
ASV_420	0.03588336	0.02058535
ASV_1182	0.02396876	0.02377711
ASV_336	0.01182910	0.02716626
ASV_463	0.02232956	0.03330881
ASV_415	0.01398721	0.03067655
ASV_616	0.03405780	0.01923931
ASV_1084	0.01166671	0.02815822
ASV_384	0.01234972	0.04515699
ASV_996	0.03376031	0.01642056
ASV_1208	0.03169449	0.01702799
ASV_408	0.02036929	0.02989759
ASV_457	0.02742075	0.02289954
ASV_519	0.02803140	0.02144766
ASV_584	0.02171724	0.02654510
ASV_769	0.04892619	0.02041582
ASV_404	0.01846519	0.02923772
ASV_421	0.03098069	0.02364049
ASV_559	0.01898276	0.02307471
ASV_344	0.004955857	0.032818184
ASV_411	0.01611932	0.03062038
ASV_707	0.03817881	0.01704485
ASV_637	0.02863745	0.01627185
ASV_477	0.02466525	0.02281588
ASV_406	0.04149998	0.01889250
ASV_729	0.02016346	0.02410362
ASV_583	0.01947401	0.02769881
ASV_465	0.02011001	0.02677605
ASV_734	0.03507673	0.01511174
ASV_369	0.00385186	0.02842174
ASV_684	0.03940829	0.01100910
ASV_550	0.01396356	0.03099765
ASV_651	0.01457599	0.03002579
ASV_531	0.01635406	0.02612270
ASV_401	0.003675327	0.040127782
ASV_1000	0.01580365	0.02890921
ASV_512	0.02554838	0.01833644
ASV_530	0.01352900	0.02587806
ASV_592	0.01383704	0.03077934
ASV_688	0.01653224	0.02401345
ASV_744	0.02489263	0.02427739
ASV_653	0.01195767	0.02920784
ASV_459	0.01375216	0.03053245
ASV_416	0.002993108	0.035341533
ASV_833	0.01349915	0.02668926
ASV_490	0.01379873	0.02365518
ASV_587	0.02780579	0.01594536
ASV_657	0.01331571	0.02654389
ASV_425	0.03177537	0.01406040
ASV_772	0.03506336	0.01086251
ASV_469	0.008422776	0.028505435
ASV_525	0.03850118	0.01251481
ASV_379	0.036728370	0.006577062
ASV_639	0.008085611	0.034277840
ASV_431	0.05202733	0.01402467
ASV_489	0.03396868	0.01508305
ASV_668	0.02228923	0.02075439
ASV_370	0.03286989	0.01598833
ASV_693	0.02095691	0.01955752
ASV_934	0.01972825	0.02342578
ASV_455	0.0236281	0.0219163
ASV_442	0.0467362406	0.0002650305
ASV_730	0.01744074	0.02460408
ASV_557	0.02710912	0.01601507
ASV_571	0.02112206	0.01800016
ASV_624	0.02143101	0.01975124
ASV_979	0.01979701	0.01931430
ASV_464	0.01384127	0.02369644
ASV_518	0.01196202	0.03461853
ASV_503	0.01407719	0.02578188
ASV_467	0.01001920	0.02601897
ASV_386	0.03017744	0.03256191
ASV_362	0.006811322	0.030166985
ASV_549	0.01051236	0.02898489
ASV_526	0.01115872	0.02465630
ASV_393	0.01862656	0.04121610
ASV_501	0.004412495	0.028237461
ASV_561	0.01120283	0.02283460
ASV_989	0.01320939	0.02687543
ASV_842	0.035707662	0.007584033
ASV_473	0.02549759	0.02013559
ASV_595	0.036546194	0.005396118
ASV_950	0.005335602	0.030626423
ASV_535	0.02959201	0.01336718
ASV_739	0.02231762	0.01627566
ASV_1224	0.01116514	0.02396181
ASV_354	0.0366739544	0.0009874353
ASV_751	0.01791894	0.02208198
ASV_453	0.01201885	0.02916899
ASV_504	0.02621311	0.01888121
ASV_486	0.02134495	0.01725374
ASV_894	0.01278632	0.02300247
ASV_976	0.02183483	0.01733289
ASV_937	0.01464902	0.02325877
ASV_443	0.01298657	0.02531250
ASV_502	0.01381060	0.02599285
ASV_508	0.01760398	0.02076480
ASV_499	0.007360991	0.021634508
ASV_536	0.007332226	0.026232461
ASV_580	0.01358190	0.02384826
ASV_591	0.02304100	0.02455217
ASV_756	0.02078880	0.02010759
ASV_479	0.02667934	0.01065761
ASV_702	0.02677518	0.01177374
ASV_1118	0.01389318	0.02433619
ASV_447	0.01337820	0.02016453
ASV_659	0.02328572	0.01367297
ASV_511	0.003194984	0.043196326
ASV_904	0.03791963	0.01096082
ASV_922	0.032623758	0.009779002
ASV_538	0.03202382	0.01304850
ASV_619	0.01415150	0.02533847
ASV_1140	0.02161582	0.01344250
ASV_500	0.004941368	0.024951064
ASV_1082	0.02185085	0.01574401
ASV_555	0.01926297	0.01752783
ASV_451	0.02539330	0.01707786
ASV_480	0.04192460	0.00928531
ASV_753	0.027878231	0.008157214
ASV_461	0.031376162	0.003645508
ASV_574	0.02034615	0.01933057
ASV_652	0.01708868	0.01909937
ASV_767	0.009762357	0.028092091
ASV_1165	0.02597746	0.01254159
ASV_636	0.02248435	0.01345057
ASV_948	0.01617822	0.01815485
ASV_821	0.02336459	0.01151020
ASV_1090	0.01762553	0.01517296
ASV_527	0.01164377	0.02096199
ASV_655	0.01562114	0.01840898
ASV_663	0.02141776	0.01449056
ASV_1216	0.02336214	0.01168036
ASV_627	0.02077743	0.01417500
ASV_664	0.01661982	0.02301082
ASV_721	0.01191547	0.02077387
ASV_450	0.01746645	0.01805356
ASV_831	0.027600788	0.008080512
ASV_608	0.02753439	0.01024559
ASV_683	0.02199697	0.01440409
ASV_581	0.003414449	0.023809147
ASV_532	0.01880030	0.01554517
ASV_478	0.01814993	0.01626616
ASV_558	0.02279456	0.01408602
ASV_497	0.01477091	0.01746121
ASV_763	0.02321039	0.01690437
ASV_448	0.008649303	0.024230276
ASV_670	0.005808913	0.023434900
ASV_596	0.01182896	0.02102886
ASV_1209	0.02364844	0.01501858
ASV_542	0.02408122	0.01260958
ASV_698	0.02093391	0.01863687
ASV_417	0.003411083	0.037978912
ASV_724	0.02078539	0.01250362
ASV_516	0.03248075	0.00500229
ASV_847	0.01697174	0.01729288
ASV_1079	0.01597570	0.01657219
ASV_830	0.029371548	0.005934884
ASV_623	0.005920199	0.021594641
ASV_749	0.01181398	0.01919123
ASV_717	0.02013159	0.01512041
ASV_588	0.01856870	0.01595154
ASV_723	0.02045148	0.01359770
ASV_537	0.01329517	0.01989034
ASV_777	0.01846245	0.01441887
ASV_609	0.007752723	0.026434564
ASV_743	0.01043508	0.02073230
ASV_629	0.01025977	0.02175289
ASV_676	0.005388098	0.020721458
ASV_699	0.008419703	0.019407676
ASV_523	0.02184972	0.01322084
ASV_505	0.006922026	0.024276845
ASV_597	0.01005249	0.02351926
ASV_694	0.028797262	0.005420091
ASV_746	0.01347071	0.01806542
ASV_962	0.01267130	0.01824756
ASV_468	0.025996489	0.006114101
ASV_647	0.02057051	0.01289631
ASV_918	0.02175388	0.01335654
ASV_650	0.0009178695	0.0239753480
ASV_492	0.01821195	0.01408468
ASV_835	0.02549233	0.01018419
ASV_544	0.02079440	0.01608436
ASV_656	0.005497394	0.023500843
ASV_1085	0.01086568	0.02126618
ASV_552	0.00621089	0.01815707
ASV_540	0.009357518	0.018148101
ASV_441	0.03427062	0.01011219
ASV_709	0.02096233	0.01415630
ASV_771	0.01514261	0.01626359
ASV_582	0.006999607	0.024099676
ASV_823	0.01619544	0.01540134
ASV_638	0.008439361	0.017740231
ASV_840	0.02060830	0.01139815
ASV_807	0.01907443	0.01112111
ASV_710	0.01628923	0.01455643
ASV_1147	0.008837274	0.029693059
ASV_737	0.02917208	0.00746366
ASV_509	0.002473797	0.022654272
ASV_832	0.02055899	0.01184765
ASV_534	0.023258593	0.005165571
ASV_713	0.01063879	0.01816687
ASV_1189	0.005534867	0.020219439
ASV_444	0.021953577	0.006600756
ASV_893	0.01595790	0.01204373
ASV_621	0.01290671	0.01965336
ASV_944	0.021329728	0.008963958
ASV_579	0.02034244	0.01565110
ASV_484	0.009429775	0.019383377
ASV_984	0.007913928	0.017441193
ASV_543	0.01124164	0.01933231
ASV_593	0.01140158	0.01565222
ASV_614	0.008553646	0.017880619
ASV_759	0.01183347	0.01579729
ASV_860	0.01521736	0.01308371
ASV_1160	0.007589437	0.016744046
ASV_628	0.01523308	0.01714018
ASV_563	0.036032685	0.006500927
ASV_785	0.01318754	0.01227915
ASV_641	0.006925127	0.018186232
ASV_682	0.02514214	0.01025008
ASV_1024	0.01916765	0.01235020
ASV_935	0.028902554	0.005199526
ASV_711	0.025404372	0.007420903
ASV_791	0.02237245	0.01500975
ASV_1012	0.01407076	0.01371041
ASV_625	0.020955873	0.008798431
ASV_1181	0.01254985	0.01467085
ASV_677	0.01290325	0.01369144
ASV_493	0.004131875	0.020787243
ASV_897	0.01918400	0.00975917
ASV_1098	0.01765507	0.01137164
ASV_899	0.007281549	0.024664376
ASV_708	0.025173123	0.004761606
ASV_602	0.023338701	0.008545055
ASV_572	0.01728756	0.01553871
ASV_1045	0.019251469	0.007361055
ASV_610	0.022022605	0.007933339
ASV_568	0.004478367	0.029490044
ASV_725	0.01039657	0.01615466
ASV_779	0.01356337	0.01262209
ASV_1114	0.01087869	0.01668216
ASV_686	0.005046987	0.020086292
ASV_1138	0.01207758	0.01503856
ASV_513	0.028177418	0.003153426
ASV_575	0.01493543	0.01403629
ASV_696	0.009323862	0.021827216
ASV_514	0.009679116	0.015918765
ASV_910	0.003648911	0.022054088
ASV_703	0.01159982	0.01276818
ASV_565	0.0007556222	0.0180825653
ASV_1238	0.01486184	0.01195097
ASV_510	0.031299448	0.004338103
ASV_645	0.007423875	0.025199599
ASV_564	0.01052972	0.01656202
ASV_943	0.020905263	0.005385838
ASV_968	0.025959928	0.004229293
ASV_1017	0.009372027	0.019563144
ASV_1159	0.009946495	0.012390787
ASV_1019	0.006668657	0.022206337
ASV_969	0.009867049	0.015196518
ASV_429	4.001999e-02	7.476979e-05
ASV_548	0.005288155	0.018125785
ASV_566	0.02018915	0.01194109
ASV_1091	0.019760562	0.007465754
ASV_674	0.002807074	0.017680664
ASV_607	0.01474131	0.01518322
ASV_712	0.006969533	0.015392111
ASV_487	0.022421443	0.007445612
ASV_695	0.03104711	0.01063183
ASV_613	0.01686603	0.00976300
ASV_874	0.006906942	0.016336521
ASV_673	0.030735538	0.007038439
ASV_1013	0.015727831	0.009427726
ASV_1150	0.01179330	0.01397822
ASV_585	0.01511903	0.01272910
ASV_620	0.01006053	0.02172008
ASV_903	0.016784817	0.009913425
ASV_974	0.009528972	0.014134998
ASV_844	0.01336535	0.01280095
ASV_1184	0.009533265	0.013770169
ASV_576	0.009510633	0.017692553
ASV_925	0.006776429	0.014773011
ASV_1011	0.01423057	0.01397173
ASV_434	0.021935689	0.001791315
ASV_736	0.008261603	0.014811573
ASV_706	0.009765799	0.014965304
ASV_755	0.01392604	0.01205312
ASV_954	0.01433479	0.01257769
ASV_980	0.01052780	0.01902804
ASV_551	0.009461339	0.013683055
ASV_915	0.022141426	0.005285246
ASV_880	0.002529619	0.018105621
ASV_515	0.02427401	0.00000000
ASV_612	0.003628647	0.013975829
ASV_632	0.01133214	0.01625032
ASV_716	0.01106988	0.01323616
ASV_824	0.01073703	0.01622223
ASV_626	0.015441902	0.009949428
ASV_675	0.018064440	0.005047833
ASV_598	0.008150464	0.017384272
ASV_802	0.017244710	0.008051008
ASV_671	0.01208164	0.01123538
ASV_691	0.016545136	0.008859239
