OTUID	All	DEmed	DEpost	DGpre	DSmed	DSpost	DSpre	HEmed	HEpost	HGpre	HSmed	HSpost	HSpre	IEmed	IEpost	IGpre	ISmed	ISpost	ISpre
ASV_1218	0.008724	0.001287848	0.047427222	0.001036628	0.002791808	0.030452547	0.005026482	0.011204117	0.003869267	0.020391141	0.003201110	0.003283832	0.004346572	0.035106898	0.007088679	0.021950279	0.002493583	0.004565872	0.002512140
ASV_758	0.008695	0.0001824814	0.0568394382	0.0000000000	0.0012218408	0.0017859690	0.0189943744	0.0044144842	0.0029733114	0.0167718399	0.0132601482	0.0085846465	0.0136340014	0.0009867376	0.0010496082	0.0010194906	0.0026911489	0.0005918209	0.0021235056
ASV_822	0.00779	0.0005048463	0.0032041133	0.0037984638	0.0110307232	0.0104214087	0.0026941684	0.0050140807	0.0051849929	0.0063931060	0.0059895288	0.0102574552	0.0203983614	0.0004938317	0.0011018924	0.0024029119	0.0083565367	0.0020158185	0.0006436299
ASV_735	0.007941	0.0076642196	0.0005654318	0.0097764176	0.0008289613	0.0014565291	0.0003033913	0.0049365121	0.0027158577	0.0023872019	0.0299810784	0.0231541321	0.0027248575	0.0022580567	0.0000000000	0.0014721091	0.0018352665	0.0058513878	0.0032011902
ASV_1232	0.007714	0.0015167838	0.0004914341	0.0023109333	0.0054202081	0.0021966878	0.0028530657	0.0013945711	0.0008510300	0.0006713107	0.0079383893	0.0279763705	0.0185282325	0.0003771934	0.0001712962	0.0003890392	0.0079755978	0.0049080507	0.0034809678
ASV_773	0.006749	0.0006796593	0.0000000000	0.0017200395	0.0435173099	0.0031705298	0.0021782514	0.0007925221	0.0019094854	0.0100820113	0.0003422395	0.0017786677	0.0164927345	0.0000000000	0.0005669432	0.0002038981	0.0007116243	0.0001026336	0.0003408421
ASV_770	0.00737	0.0001824814	0.0009413192	0.0007440612	0.0008298149	0.0002570907	0.0004270617	0.0010094203	0.0422715443	0.0009541235	0.0020459353	0.0213820332	0.0052598882	0.0002441597	0.0000000000	0.0000000000	0.0008925775	0.0005122642	0.0010231659
ASV_1043	0.007143	0.001958025	0.003044772	0.003813140	0.042538698	0.003261394	0.005937597	0.001378968	0.001977544	0.004498825	0.001888665	0.003543275	0.013502794	0.004809451	0.003327687	0.016246979	0.002252607	0.002377448	0.001074209
ASV_946	0.010824	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004773956	0.0000000000	0.0130906462	0.0137868740	0.0923523315	0.0002259869	0.0000000000	0.0021638453	0.0000000000	0.0002215212	0.0000000000	0.0000000000	0.0000000000	0.0000000000
ASV_837	0.009018	0.0042201145	0.0030069826	0.0386129964	0.0004472179	0.0012882470	0.0009150120	0.0110715053	0.0043250576	0.0180315069	0.0086413108	0.0034110445	0.0134541420	0.0105439846	0.0124005694	0.0074660071	0.0032177927	0.0076185511	0.0237050255
ASV_820	0.009737	0.0129349373	0.0052900071	0.0087103386	0.0004045640	0.0120406811	0.0002913210	0.0026852898	0.0049063656	0.0065126659	0.0338552692	0.0175114696	0.0044345280	0.0020039758	0.0019164342	0.0009516258	0.0183248647	0.0110836303	0.0043704719
ASV_884	0.007667	0.0011002665	0.0013605464	0.0018615483	0.0023733111	0.0191132086	0.0279479298	0.0017886610	0.0032536839	0.0299745888	0.0037164979	0.0033139505	0.0094769607	0.0019410975	0.0014388274	0.0121019842	0.0020092044	0.0005646193	0.0007549070
ASV_900	0.008348	0.0066980541	0.0084681120	0.0069750013	0.0026912842	0.0083064577	0.0056856835	0.0200180353	0.0160986926	0.0218254181	0.0054748482	0.0020737745	0.0050471473	0.0045272525	0.0012404940	0.0024065430	0.0004673989	0.0027971696	0.0004311721
ASV_1007	0.007626	0.0002996201	0.0000000000	0.0049550521	0.0440118845	0.0064155409	0.0201751980	0.0018908347	0.0081960086	0.0044445229	0.0014519158	0.0068785515	0.0070976058	0.0017130309	0.0010681839	0.0010382420	0.0029749903	0.0025798324	0.0006898346
ASV_1111	0.006856	0.0019221768	0.0042256376	0.0127916844	0.0067825269	0.0170081453	0.0040121096	0.0019057916	0.0012971618	0.0112543672	0.0011934145	0.0008545171	0.0244210180	0.0056432012	0.0015959051	0.0049161709	0.0024866340	0.0036939846	0.0013333377
ASV_680	0.00587	0.000000e+00	3.199845e-03	0.000000e+00	7.106280e-02	0.000000e+00	3.543024e-04	8.078963e-05	0.000000e+00	9.439902e-05	2.936369e-03	2.438263e-03	1.026475e-03	0.000000e+00	0.000000e+00	2.112271e-04	2.431729e-03	4.392131e-03	9.999031e-04
ASV_803	0.007206	0.0000000000	0.0274744619	0.0000000000	0.0175774969	0.0040945722	0.0022940874	0.0129193933	0.0002102899	0.0105952115	0.0019928424	0.0065787427	0.0015030618	0.0571545562	0.0000000000	0.0006140527	0.0002898358	0.0159743641	0.0040661983
ASV_987	0.00958	0.0194525634	0.0050854180	0.0302237908	0.0014007722	0.0009858376	0.0041943376	0.0098066963	0.0092030186	0.0632787097	0.0014688811	0.0013585559	0.0025438390	0.0012499438	0.0005140578	0.0035723444	0.0012082686	0.0003613065	0.0008383045
ASV_862	0.008562	0.0007652614	0.0000000000	0.0008196275	0.0394888495	0.0080768512	0.0043307417	0.0062410533	0.0052020305	0.0425296864	0.0008953267	0.0008307760	0.0021158305	0.0001856445	0.0002215212	0.0000000000	0.0011596113	0.0022057038	0.0007205714
ASV_768	0.010647	0.000000e+00	0.000000e+00	0.000000e+00	2.635859e-04	0.000000e+00	0.000000e+00	1.289832e-02	1.008737e-02	9.766586e-02	0.000000e+00	5.496922e-05	1.468953e-04	0.000000e+00	0.000000e+00	0.000000e+00	9.980239e-05	0.000000e+00	1.676609e-04
ASV_955	0.007611	0.0027395295	0.0219486504	0.0043543506	0.0231205521	0.0069280779	0.0124585329	0.0019930199	0.0038271806	0.0028652414	0.0033707182	0.0054291206	0.0166336656	0.0054128302	0.0018665616	0.0234025567	0.0003458319	0.0019456262	0.0022378699
ASV_992	0.007216	0.0035888503	0.0092452082	0.0078263829	0.0038984865	0.0109585177	0.0418841413	0.0014732468	0.0014567864	0.0062357209	0.0002986338	0.0006314358	0.0010265668	0.0083440605	0.0030843466	0.1602860009	0.0008211725	0.0002585342	0.0000000000
ASV_747	0.008326	0.0005504859	0.0014873472	0.0009564866	0.0061235810	0.0013807864	0.0039327519	0.0281948255	0.0053373465	0.0030013747	0.0164881200	0.0075131275	0.0039370229	0.0009282224	0.0000000000	0.0025367047	0.0050795944	0.0153369200	0.0055998313
ASV_961	0.006858	0.0017223636	0.0122510215	0.0010120940	0.0008948638	0.0238634593	0.0006164927	0.0038770153	0.0053721276	0.0349139678	0.0016630134	0.0028303687	0.0034244845	0.0001885967	0.0007166978	0.0016235755	0.0132181122	0.0028191849	0.0031219457
ASV_859	0.00625	0.0000000000	0.0000000000	0.0000000000	0.0001381190	0.0006642091	0.0005443599	0.0000000000	0.0000000000	0.0000000000	0.0009169794	0.0569372677	0.0007357291	0.0000000000	0.0000000000	0.0000000000	0.0021856638	0.0000000000	0.0000000000
ASV_1139	0.008272	0.0003444676	0.0003193011	0.0022222195	0.0044692076	0.0001510751	0.0005700775	0.0080483169	0.0046807931	0.0026317598	0.0006973295	0.0550823768	0.0014069583	0.0011189020	0.0007049999	0.0005730793	0.0053836350	0.0015831117	0.0037500000
ASV_1014	0.007775	0.0001824814	0.0290739446	0.0000000000	0.0137707677	0.0000000000	0.0000000000	0.0263572354	0.0002570548	0.0032730089	0.0154853132	0.0001697826	0.0117962348	0.0000000000	0.0000000000	0.0000000000	0.0001996048	0.0001638678	0.0003056964
ASV_714	0.009368	0.0000000000	0.0000000000	0.0000000000	0.0023732053	0.0000000000	0.0251833711	0.0317129040	0.0011188418	0.0017116710	0.0109306211	0.0164916062	0.0110033679	0.0064975569	0.0000000000	0.0000000000	0.0003932714	0.0006554712	0.0035788450
ASV_1048	0.00648	0.0013353187	0.0007740446	0.0003888509	0.0032293536	0.0615227992	0.0010411283	0.0003169511	0.0009747724	0.0023212268	0.0013569415	0.0045412433	0.0205147416	0.0000000000	0.0000000000	0.0000000000	0.0036343332	0.0002670897	0.0005194271
ASV_839	0.008155	0.0024331101	0.0185445985	0.0022981958	0.0114010993	0.0193039702	0.0048067959	0.0012532677	0.0006603205	0.0005963475	0.0035922189	0.0367058043	0.0040384324	0.0031507313	0.0048846749	0.0010463815	0.0011979110	0.0047975630	0.0160558777
ASV_1016	0.007063	0.0001824814	0.0001882105	0.0003366369	0.0022515324	0.0015612198	0.0255275836	0.0088280850	0.0026213005	0.0235003140	0.0009964531	0.0007613758	0.0057740452	0.0332315252	0.0095403873	0.0336416284	0.0009870044	0.0011197233	0.0014313539
ASV_856	0.008008	0.0054259083	0.0015075513	0.0034997409	0.0011151159	0.0024081534	0.0001648778	0.0035794102	0.0018700653	0.0139603701	0.0023015189	0.0470125637	0.0020503390	0.0039941542	0.0033846555	0.0055346567	0.0014253706	0.0043519098	0.0007835413
ASV_850	0.007554	0.0057281369	0.0045710627	0.0004479430	0.0007519538	0.0000000000	0.0001011304	0.0057325971	0.0041609618	0.0686125274	0.0008085183	0.0014203930	0.0006433883	0.0007526856	0.0025451784	0.0002038981	0.0000000000	0.0009307376	0.0000000000
ASV_917	0.006795	0.001657067	0.006518973	0.005982735	0.001178239	0.006907756	0.015735728	0.003705980	0.002640538	0.003014679	0.002936519	0.004915259	0.011276703	0.000937079	0.004155448	0.002388579	0.054869214	0.001722268	0.002335418
ASV_936	0.005611	0.0238798069	0.0070502641	0.0133277345	0.0022466478	0.0001154501	0.0000000000	0.0030111612	0.0045716255	0.0011332985	0.0261740321	0.0029642597	0.0012377504	0.0010850685	0.0040443804	0.0011081965	0.0013874148	0.0027487971	0.0018686016
ASV_889	0.006636	1.058392e-02	0.000000e+00	2.125308e-04	0.000000e+00	1.247552e-04	1.042767e-04	7.754616e-05	4.233952e-02	9.439902e-05	1.568000e-04	2.367663e-02	6.427768e-05	3.712890e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.544742e-04
ASV_1041	0.007438	0.0013303774	0.0017965499	0.0010230109	0.0206422968	0.0151700186	0.0159743867	0.0047167905	0.0060133102	0.0194231582	0.0008707554	0.0023141443	0.0077302178	0.0048917051	0.0012531999	0.0016931551	0.0035865843	0.0071470665	0.0032379835
ASV_942	0.006681	0.0007831674	0.0003766877	0.0001591911	0.0383149453	0.0038533169	0.0176209840	0.0022165182	0.0020867811	0.0012700404	0.0025110222	0.0019436090	0.0073328423	0.0002441597	0.0015204764	0.0019432509	0.0027517084	0.0026482311	0.0255620957
ASV_861	0.006717	0.0000000000	0.0001884773	0.0006144720	0.0630996928	0.0027909667	0.0083015657	0.0018323500	0.0008604465	0.0004894992	0.0026408242	0.0014415720	0.0084389175	0.0006679187	0.0001713526	0.0009967006	0.0015344330	0.0005767436	0.0004055922
ASV_909	0.007105	0.010640960	0.008173250	0.014075497	0.004035478	0.002235238	0.001395469	0.008194549	0.013142225	0.008380294	0.005920175	0.005078837	0.006219082	0.004191435	0.010456974	0.002664523	0.005295436	0.004446948	0.015522056
ASV_1146	0.007676	0.0001333499	0.0021756885	0.0094765287	0.0047903888	0.0039619287	0.0333927120	0.0024332740	0.0119430163	0.0033727029	0.0141662719	0.0108584351	0.0029946555	0.0166509655	0.0015508267	0.0040985881	0.0050428179	0.0024599973	0.0022519628
ASV_928	0.007141	0.0131924285	0.0138556601	0.0128339777	0.0061272684	0.0060030577	0.0012473401	0.0065992838	0.0150898921	0.0057144229	0.0048566546	0.0097418239	0.0061966795	0.0097748329	0.0049670137	0.0066956030	0.0006824865	0.0017287175	0.0052588404
ASV_853	0.006406	2.183609e-03	1.268864e-03	2.479618e-03	9.222506e-05	1.121727e-03	1.837663e-04	4.683996e-03	1.296489e-02	7.269435e-03	2.634455e-02	3.960391e-03	2.940657e-04	1.477519e-03	9.755753e-04	1.179341e-02	1.873360e-03	3.587975e-03	4.780600e-03
ASV_901	0.008439	0.0017522899	0.0018932398	0.0008521632	0.0008588905	0.0069302661	0.0079540977	0.0020570472	0.0108364842	0.0558103703	0.0032933572	0.0035049143	0.0032170471	0.0028518961	0.0011786215	0.0041724646	0.0066835829	0.0045254719	0.0000000000
ASV_947	0.008044	0.0018248142	0.0083505817	0.0008513466	0.0028567333	0.0235877554	0.0022726877	0.0046834908	0.0354620131	0.0034541060	0.0069973387	0.0090452270	0.0027798815	0.0023016170	0.0007486336	0.0021296215	0.0040269124	0.0033785437	0.0050952284
ASV_1217	0.006826	0.0017734850	0.0009127593	0.0122353511	0.0066018746	0.0010561876	0.0169918361	0.0104225996	0.0081378945	0.0122436954	0.0015053161	0.0068047633	0.0037511616	0.0014311379	0.0016639469	0.0013823358	0.0024868390	0.0256305068	0.0025300484
ASV_836	0.007281	0.0017486506	0.0029355270	0.0008513466	0.0090515740	0.0034176664	0.0037238385	0.0128039519	0.0081403710	0.0076480372	0.0106083648	0.0074050143	0.0075080069	0.0027718206	0.0005583999	0.0080147846	0.0078396014	0.0013265760	0.0032286670
ASV_907	0.005779	0.0000000000	0.0001884773	0.0003410036	0.0010562760	0.0130488099	0.0030516186	0.0004243144	0.0006094137	0.0018567789	0.0304310362	0.0033508923	0.0018563825	0.0102352856	0.0038635001	0.0169315514	0.0023546029	0.0044280063	0.0017207332
ASV_1212	0.006972	0.002757136	0.008852562	0.006222212	0.003127582	0.005485154	0.007668892	0.002784634	0.002538807	0.006705918	0.002695368	0.002822258	0.010890433	0.004505462	0.002631204	0.130588419	0.002579442	0.001389703	0.002246037
ASV_902	0.006701	0.0000000000	0.0697728270	0.0000000000	0.0029528577	0.0028933309	0.0016321955	0.0025714601	0.0029128708	0.0165768485	0.0026001442	0.0046919579	0.0124157098	0.0027745684	0.0001353283	0.0004057467	0.0020830032	0.0044276200	0.0070226706
ASV_838	0.006269	1.824814e-04	1.506751e-03	4.250616e-04	6.586782e-05	0.000000e+00	0.000000e+00	1.948169e-04	4.376615e-02	0.000000e+00	0.000000e+00	2.083122e-02	3.119054e-05	3.712890e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.249804e-03
ASV_814	0.006969	0.0001946517	0.0561936034	0.0000000000	0.0005928104	0.0000000000	0.0000000000	0.0126844668	0.0000000000	0.0196349967	0.0088965564	0.0001542839	0.0136661993	0.0004883194	0.0001713526	0.0000000000	0.0000000000	0.0004311117	0.0000000000
ASV_1179	0.006254	0.003746070	0.006116417	0.002349373	0.005608929	0.024165631	0.018885336	0.003865726	0.001913860	0.008579571	0.002952210	0.002092311	0.010060787	0.005749528	0.003142925	0.001033037	0.001952349	0.011492515	0.001568524
ASV_775	0.010138	0.0000000000	0.0000000000	0.0000000000	0.0003167433	0.0009804587	0.0158143501	0.0146888453	0.0044049096	0.0062560201	0.0152981366	0.0339072422	0.0120102808	0.0009822390	0.0042089034	0.0000000000	0.0013164818	0.0006538161	0.0007705639
ASV_748	0.010518	0.000000e+00	0.000000e+00	0.000000e+00	1.589537e-03	1.881512e-04	1.328346e-03	3.602543e-04	1.122061e-01	1.966734e-04	2.799309e-05	5.260380e-04	1.672444e-04	2.396610e-04	0.000000e+00	0.000000e+00	8.525425e-05	0.000000e+00	9.095473e-05
ASV_1078	0.005887	0.1389373304	0.0098778109	0.0195016485	0.0004866241	0.0027589900	0.0000000000	0.0033053291	0.0024054945	0.0059625156	0.0014134877	0.0015907448	0.0024616454	0.0025973753	0.0035732539	0.0012134210	0.0001705085	0.0001336220	0.0006474032
ASV_1154	0.006988	0.0071854076	0.0059761771	0.0225774226	0.0218587351	0.0009199844	0.0206478932	0.0020908311	0.0021692166	0.0115370573	0.0008589405	0.0012748451	0.0057103227	0.0011662039	0.0008632299	0.0003984310	0.0035178516	0.0015355683	0.0333324800
ASV_866	0.007102	0.0224251390	0.0168307252	0.0120142671	0.0028508687	0.0124732680	0.0009060402	0.0072216227	0.0089909775	0.0099805631	0.0045268112	0.0051582841	0.0086064931	0.0048944734	0.0044959888	0.0028128156	0.0018502815	0.0081930880	0.0038293634
ASV_949	0.00667	0.0400134524	0.0168163225	0.0024599641	0.0017714313	0.0574224311	0.0116981570	0.0020259728	0.0042071317	0.0025235655	0.0048969157	0.0035102894	0.0011457701	0.0036045263	0.0154331254	0.0027322519	0.0008425698	0.0028418820	0.0012354740
ASV_896	0.006883	0.0114578922	0.0093503786	0.0338185031	0.0038347483	0.0009888121	0.0028005589	0.0055578516	0.0140510271	0.0056724679	0.0047711745	0.0069686752	0.0031051802	0.0160299659	0.0125452365	0.0165378049	0.0029519010	0.0026586507	0.0065423694
ASV_1046	0.006322	0.016498320	0.045086139	0.004832927	0.005054051	0.006229898	0.006097845	0.004694176	0.001907021	0.002514477	0.006560131	0.011189791	0.004267900	0.008142291	0.003791250	0.003121016	0.001456675	0.005802135	0.005788601
ASV_1102	0.005996	0.0001902262	0.0254606700	0.0002657652	0.0007776847	0.0013160586	0.0011133452	0.0007151681	0.0066695957	0.0145039134	0.0063714794	0.0031938317	0.0098970604	0.0022277338	0.0000000000	0.0007872672	0.0035547257	0.0260122787	0.0018984316
ASV_828	0.00504	0.0007166846	0.0031508467	0.0078970591	0.0018761357	0.0006691757	0.0060907564	0.0007618838	0.0011676299	0.0008875099	0.0032141880	0.0018519908	0.0057124746	0.0076166346	0.0485645543	0.0048094388	0.0010715084	0.0482724943	0.0007900955
ASV_919	0.005538	0.0002666997	0.0012772045	0.0018788641	0.0466502658	0.0000000000	0.0010778417	0.0002457174	0.0008952456	0.0007470044	0.0015816552	0.0011926744	0.0024018035	0.0056600013	0.0030243238	0.0000000000	0.0012915045	0.0401160641	0.0003299124
ASV_1094	0.006246	2.009424e-03	5.956352e-04	2.188140e-03	0.000000e+00	8.302614e-05	8.547323e-05	1.362684e-03	1.552700e-03	1.308474e-02	3.605096e-03	7.269647e-03	2.589179e-02	1.247195e-03	5.645067e-03	3.421294e-03	3.610584e-04	0.000000e+00	1.136185e-04
ASV_815	0.00684	0.009087781	0.008097586	0.008172361	0.001650475	0.003351006	0.000468380	0.002406574	0.003049861	0.001706362	0.001929861	0.001506022	0.002052877	0.009839158	0.066142099	0.016611048	0.014742114	0.050563847	0.020144299
ASV_1022	0.006691	0.001901866	0.004884036	0.002190220	0.018416157	0.007479270	0.001044297	0.001823858	0.002404952	0.007426392	0.008820900	0.007556231	0.009954774	0.001607918	0.007601455	0.007167526	0.008435796	0.004341547	0.002046278
ASV_994	0.006809	0.0000000000	0.0001596506	0.0001493143	0.0004217310	0.0124798224	0.0207374172	0.0027349594	0.0012828319	0.0021378763	0.0024172977	0.0367274116	0.0016989637	0.0005598857	0.0001820989	0.0002129622	0.0024021331	0.0113815405	0.0009222125
ASV_1083	0.006559	0.0006270776	0.0009408718	0.0001493143	0.0062975639	0.0018956081	0.0107657260	0.0011821830	0.0010431661	0.0055042819	0.0179277671	0.0016920474	0.0202168770	0.0000000000	0.0003533952	0.0001945196	0.0006656352	0.0008498471	0.0011651175
ASV_864	0.005686	0.0017230183	0.0013410741	0.0050601019	0.0014079528	0.0030660749	0.0001456605	0.0016976385	0.0109749393	0.0270509091	0.0012658796	0.0005901319	0.0008168658	0.0000000000	0.0008389639	0.0005835588	0.0374113971	0.0018673476	0.0014097327
ASV_1170	0.006305	0.0111956107	0.0007637101	0.0031078682	0.0100445612	0.0021729299	0.0032764100	0.0015657163	0.0005288911	0.0077320783	0.0057364589	0.0077113153	0.0160972820	0.0014253984	0.0008890020	0.0182514927	0.0010321012	0.0074398903	0.0005182506
ASV_1178	0.006888	0.001034083	0.042288693	0.002657652	0.003025232	0.001561726	0.004332517	0.010300779	0.004297246	0.009400153	0.004535203	0.002356913	0.007660853	0.002387002	0.024251699	0.000577194	0.008237662	0.016511475	0.003333004
ASV_890	0.007193	0.0027065357	0.0015104931	0.0012139688	0.0099160711	0.0050919571	0.0018874576	0.0030709742	0.0047644885	0.0019464788	0.0095667962	0.0192355190	0.0103646027	0.0039772038	0.0011577553	0.0005707763	0.0007689963	0.0041805626	0.0150324533
ASV_1064	0.006026	0.0000000000	0.0289253312	0.0002657652	0.0091410246	0.0039108552	0.0021898107	0.0056011660	0.0000534435	0.0146691517	0.0009173478	0.0126785029	0.0011785619	0.0284036060	0.0000000000	0.0000000000	0.0001996048	0.0099759376	0.0067230782
ASV_1129	0.006385	0.0000000000	0.0000000000	0.0000000000	0.0006532038	0.0000000000	0.0057983954	0.0092648809	0.0037337438	0.0461012890	0.0003664490	0.0002974393	0.0002489037	0.0004610221	0.0002158075	0.0040779625	0.0081726657	0.0111462785	0.0005352144
ASV_819	0.005995	0.0011026333	0.0011292630	0.0012913906	0.0268555696	0.0072578760	0.0050803963	0.0012030163	0.0033857225	0.0015792125	0.0008495489	0.0009031714	0.0147616342	0.0106626400	0.0001713526	0.0220823264	0.0002308929	0.0010582340	0.0072023335
ASV_1093	0.00628	0.0001902262	0.0091707656	0.0007549681	0.0167503400	0.0077825492	0.0044257252	0.0111249334	0.0019882631	0.0037182798	0.0018963394	0.0074491958	0.0036758364	0.0477005334	0.0011268200	0.0007913820	0.0054420306	0.0011128042	0.0025584788
ASV_875	0.005721	0.0015572140	0.0001884773	0.0032881037	0.0073281830	0.0009755381	0.0008774518	0.0030622542	0.0017337075	0.0044733685	0.0005009978	0.0029745282	0.0015508208	0.0095961567	0.0025723474	0.1469179213	0.0014419951	0.0137134185	0.0060729340
ASV_1062	0.006884	0.0005706785	0.0217630274	0.0018067153	0.0008329140	0.0010748971	0.0124011757	0.0026139353	0.0020264735	0.0098945354	0.0073768708	0.0146210428	0.0099471948	0.0012995114	0.0003425925	0.0014220761	0.0026286908	0.0155397964	0.0050164069
ASV_941	0.005269	0.0008349559	0.0003193011	0.0001705018	0.0008461593	0.0002460413	0.0003414241	0.0008078790	0.0010199017	0.0004538184	0.0383465033	0.0006551580	0.0042605801	0.0001536740	0.0002158075	0.0044739509	0.0001679882	0.0003980950	0.0008635936
ASV_1060	0.005747	0.0052280201	0.0075428054	0.0030961702	0.0006370991	0.0031801516	0.0005983126	0.0030893828	0.0482382746	0.0020327695	0.0014512071	0.0003119372	0.0010350822	0.0000000000	0.0000000000	0.0002129622	0.0000000000	0.0000000000	0.0002382431
ASV_1105	0.006705	0.0004000496	0.0012889135	0.0014931435	0.0002634713	0.0025164584	0.0020344781	0.0046928317	0.0202844164	0.0024471436	0.0162520079	0.0057258476	0.0091014401	0.0007827435	0.0000000000	0.0035541560	0.0037221964	0.0023490566	0.0017444656
ASV_1177	0.007337	0.0118992442	0.0065205224	0.0011782290	0.0130706919	0.0131761020	0.0368033168	0.0031332976	0.0131328613	0.0103484667	0.0015099342	0.0032259190	0.0042000467	0.0003042112	0.0004316149	0.0000000000	0.0033024113	0.0029786867	0.0056481521
ASV_997	0.006489	0.0014871042	0.0025262438	0.0000000000	0.0087696898	0.0004414804	0.0045239589	0.0071821290	0.0075455566	0.0019984805	0.0205228143	0.0046749466	0.0064966452	0.0009907870	0.0035662781	0.0004057600	0.0027105281	0.0032505295	0.0037813772
ASV_834	0.006215	0.000000e+00	2.412509e-02	1.705018e-04	2.120944e-02	0.000000e+00	0.000000e+00	1.612005e-02	0.000000e+00	6.183136e-03	5.922245e-04	3.957763e-05	1.575605e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
ASV_975	0.005534	0.0001902262	0.0391884389	0.0004862976	0.0013824242	0.0084355884	0.0004055569	0.0022585683	0.0007563617	0.0081298814	0.0059691024	0.0030055599	0.0109242277	0.0009766388	0.0007166978	0.0003920265	0.0117119764	0.0025266874	0.0093959500
ASV_940	0.006137	3.804524e-04	3.559579e-02	0.000000e+00	1.383224e-02	0.000000e+00	0.000000e+00	1.717603e-02	4.491092e-05	5.647083e-03	5.169825e-03	2.612070e-04	1.239927e-02	3.073481e-04	0.000000e+00	2.129622e-04	0.000000e+00	1.336220e-04	2.740063e-04
ASV_867	0.00501	0.0020698842	0.0001985451	0.0010630608	0.0025164193	0.0002488480	0.0031450554	0.0063140172	0.0080687633	0.0019374392	0.0117615366	0.0018232878	0.0081037076	0.0011260247	0.0007126092	0.0028879246	0.0044921467	0.0017489182	0.0067187693
ASV_966	0.00566	0.0005402775	0.0586179922	0.0003410036	0.0042837781	0.0011673907	0.0002892496	0.0019070044	0.0010429742	0.0128919294	0.0025278339	0.0054968759	0.0104117126	0.0066832014	0.0001353283	0.0000000000	0.0038603674	0.0010907210	0.0045695176
ASV_990	0.005048	0.0013800334	0.0015391314	0.0005600746	0.0002762380	0.0005536416	0.0220943721	0.0041645409	0.0022767064	0.0013388445	0.0006825940	0.0288600500	0.0005823069	0.0001885967	0.0000000000	0.0001840136	0.0013429040	0.0002499650	0.0000000000
ASV_869	0.006474	0.0016053715	0.0077166944	0.0080763730	0.0015174151	0.0098444836	0.0011229044	0.0163014672	0.0260602664	0.0080556978	0.0027033820	0.0019915441	0.0018627139	0.0005607248	0.0010647254	0.0012160805	0.0012256690	0.0004166083	0.0001246246
ASV_1065	0.005916	0.0041521983	0.0000000000	0.0138784067	0.0040560958	0.0005398859	0.0021966328	0.0008019563	0.0031359532	0.0020646686	0.0127909536	0.0064923436	0.0119260236	0.0033224114	0.0054737445	0.0020966305	0.0084979752	0.0139456697	0.0003310540
ASV_1223	0.005396	0.0029197027	0.0043941554	0.0008945381	0.0301792409	0.0092568934	0.0199206100	0.0025104703	0.0015710943	0.0018481307	0.0020254200	0.0027110231	0.0056648842	0.0035573015	0.0005140578	0.0015966847	0.0002557628	0.0002471895	0.0004196702
ASV_878	0.00605	0.0051461921	0.0034102225	0.0016374367	0.0023580150	0.0001154501	0.0008739629	0.0151195752	0.0174657052	0.0074437411	0.0076890196	0.0034975353	0.0010936817	0.0032401041	0.0083559319	0.0083232002	0.0009091934	0.0019497986	0.0009554785
ASV_882	0.005926	0.0000000000	0.0000000000	0.0000000000	0.0054073059	0.0007377028	0.0004443496	0.0007448047	0.0004095124	0.0257771306	0.0063954026	0.0001103252	0.0015194528	0.0092204423	0.0105389580	0.1001139791	0.0005779240	0.0001201080	0.0007726389
ASV_932	0.005434	0.000000e+00	0.000000e+00	0.000000e+00	9.207934e-05	9.836904e-05	7.859800e-04	1.228580e-04	1.599153e-04	9.716403e-05	4.411445e-02	1.106523e-04	3.929885e-03	4.883194e-04	3.427052e-04	0.000000e+00	0.000000e+00	8.332167e-05	0.000000e+00
ASV_892	0.005385	0.0003804524	0.0122237141	0.0004862976	0.0123043840	0.0086504001	0.0010997845	0.0021571862	0.0018337511	0.0032690636	0.0052260883	0.0056186365	0.0092202448	0.0077650979	0.0001471038	0.0001945196	0.0156995790	0.0021009007	0.0020468199
ASV_1039	0.005566	0.005496248	0.003175063	0.016083973	0.001848440	0.003906930	0.008260792	0.007420603	0.003930985	0.003959437	0.002698642	0.002815896	0.004357466	0.014257871	0.051670775	0.007619627	0.001375362	0.002543191	0.004315319
ASV_1067	0.005823	0.0015381116	0.0009688561	0.0027150036	0.0020370283	0.0029248493	0.0227783135	0.0064019778	0.0068134870	0.0055493955	0.0051091039	0.0063775166	0.0074352832	0.0019501892	0.0083513816	0.0009305874	0.0016958745	0.0027732506	0.0039829150
ASV_877	0.005371	0.0010797712	0.0011683793	0.0000000000	0.0004050474	0.0016340475	0.0000000000	0.0024337036	0.0230945162	0.0076882661	0.0020779434	0.0088478821	0.0064303307	0.0000000000	0.0010574998	0.0005835588	0.0039908100	0.0018393888	0.0002492491
ASV_1054	0.005316	0.0003066747	0.0003481278	0.0031219687	0.0219523090	0.0039224997	0.0026464968	0.0080221467	0.0064539411	0.0038058510	0.0005417265	0.0121811906	0.0013658476	0.0030423936	0.0010287616	0.0006116944	0.0007309644	0.0037223409	0.0004984983
