OTUID	All	D	H	I
ASV_1068	0.005066	0.005460000	0.004237387	0.006817452
ASV_692	0.005511	0.005899496	0.004851413	0.006765535
ASV_1178	0.004689	0.003025232	0.004535203	0.008237662
ASV_1159	0.004631	0.001426572	0.001512237	0.019939530
ASV_788	0.00788	0.007873688	0.005248109	0.015785148
ASV_562	0.006253	0.004016563	0.007574288	0.006442039
ASV_878	0.004841	0.0023580150	0.0076890196	0.0009091934
ASV_796	0.005482	0.005845250	0.005866825	0.003651578
ASV_1169	0.00502	0.003332072	0.005259867	0.007436330
ASV_640	0.005447	0.0032788111	0.0006620479	0.0238255790
ASV_573	0.004527	0.0121996166	0.0011904804	0.0002903042
ASV_614	0.005676	0.003127892	0.007914020	0.003691328
ASV_821	0.004241	1.301722e-02	1.928591e-04	8.525425e-05
ASV_622	0.00477	0.0009620485	0.0062096122	0.0075257460
ASV_740	0.005818	0.006102874	0.006163449	0.004251193
ASV_825	0.004784	0.001964635	0.007703689	0.001260751
ASV_1074	0.005425	0.002173642	0.005174961	0.012211731
ASV_995	0.005746	0.002109625	0.009128194	0.002350809
ASV_1035	0.004187	0.01320647	0.00000000	0.00000000
ASV_1194	0.004963	0.005459556	0.005806474	0.001507555
ASV_833	0.004464	0.004652344	0.005498420	0.001008354
ASV_598	0.006305	0.002169104	0.007335630	0.010894569
ASV_988	0.004292	0.009506532	0.001959264	0.001605046
ASV_909	0.005216	0.004035478	0.005920175	0.005295436
ASV_1061	0.004067	0.0005872094	0.0069859599	0.0017730800
ASV_1102	0.004117	0.0007776847	0.0063714794	0.0035547257
ASV_510	0.005075	0.010162138	0.002774379	0.002529883
ASV_839	0.005659	0.011401099	0.003592219	0.001197911
ASV_722	0.005698	0.000736814	0.006613655	0.012165934
ASV_928	0.004547	0.0061272684	0.0048566546	0.0006824865
ASV_765	0.006096	0.004600051	0.006846782	0.006620621
ASV_872	0.004202	0.007933208	0.002562812	0.002191532
ASV_910	0.004002	0.004223021	0.005198751	0.000000000
ASV_1062	0.004491	0.000832914	0.007376871	0.002628691
ASV_1101	0.005605	0.002220868	0.008179701	0.004164106
ASV_1123	0.005645	0.001487052	0.008732143	0.004102991
ASV_899	0.005509	0.001894400	0.006461323	0.009366628
ASV_1052	0.004576	0.004404374	0.003168516	0.009114991
ASV_944	0.003994	0.009570999	0.001437237	0.001309644
ASV_678	0.004538	0.001002217	0.006754875	0.004452684
ASV_760	0.004331	0.002898712	0.003916073	0.008237290
ASV_947	0.005177	0.002856733	0.006997339	0.004026912
ASV_1179	0.003624	0.005608929	0.002952210	0.001952349
ASV_428	0.005661	0.0135158185	0.0025865017	0.0002958379
ASV_1177	0.005482	0.013070692	0.001509934	0.003302411
ASV_814	0.004745	0.0005928104	0.0088965564	0.0000000000
ASV_1110	0.006214	0.002312425	0.008732702	0.005904465
ASV_637	0.004518	0.004586737	0.005546544	0.001306894
ASV_741	0.004285	0.0002626924	0.0060911003	0.0063347447
ASV_548	0.004251	0.0009411603	0.0072474710	0.0014080831
ASV_961	0.003392	0.0008948638	0.0016630134	0.0132181122
ASV_443	0.005622	0.002241925	0.008960047	0.001883165
ASV_609	0.003987	0.002466991	0.003699866	0.007671232
ASV_248	0.004561	0.003556374	0.005871293	0.002496690
ASV_500	0.00496	0.002256489	0.005705114	0.007742794
ASV_1226	0.003961	0.0119583512	0.0002161146	0.0003445227
ASV_1203	0.004236	0.011461001	0.001174812	0.000000000
ASV_1107	0.004918	0.003530010	0.006958781	0.001373457
ASV_728	0.004399	0.003366375	0.006355566	0.000446703
ASV_633	0.004201	0.004185787	0.005609905	0.000000000
ASV_837	0.005117	0.0004472179	0.0086413108	0.0032177927
ASV_762	0.003986	0.0003122639	0.0075387952	0.0001479189
ASV_1234	0.00341	0.0001632106	0.0019992130	0.0136712213
ASV_1235	0.004483	0.001448571	0.006031576	0.005473454
ASV_949	0.003214	0.0017714313	0.0048969157	0.0008425698
ASV_362	0.003975	0.003020434	0.004248503	0.004926936
ASV_952	0.004194	0.0006695204	0.0069894572	0.0023506134
ASV_649	0.003466	0.0049190133	0.0035040539	0.0006548984
ASV_966	0.003312	0.004283778	0.002527834	0.003860367
ASV_1202	0.003224	0.005313913	0.002172916	0.002497994
ASV_667	0.003058	0.003711073	0.002862164	0.002434773
ASV_513	0.003953	0.004046252	0.002042562	0.009508247
ASV_1111	0.003186	0.006782527	0.001193415	0.002486634
ASV_1217	0.003289	0.006601875	0.001505316	0.002486839
ASV_829	0.004366	0.001963512	0.004664347	0.007933031
ASV_900	0.003737	0.0026912842	0.0054748482	0.0004673989
ASV_1167	0.003985	0.001119753	0.007087984	0.000000000
ASV_815	0.004029	0.001650475	0.001929861	0.014742114
ASV_1001	0.004502	0.001852360	0.006117682	0.004576313
ASV_915	0.003023	0.006846531	0.001238082	0.001278814
ASV_1064	0.003402	0.0091410246	0.0009173478	0.0001996048
ASV_806	0.002982	0.006227861	0.001312538	0.001963526
ASV_1069	0.0029	0.004111754	0.001878207	0.003712402
ASV_884	0.002999	0.002373311	0.003716498	0.002009204
ASV_925	0.003206	0.001359686	0.004852080	0.001694584
ASV_653	0.003229	0.0006632651	0.0030863268	0.0084241274
ASV_641	0.003812	0.003399099	0.004471879	0.002600282
ASV_804	0.00477	0.001409684	0.006831543	0.004825768
ASV_1038	0.003947	0.001567630	0.006361492	0.001122519
ASV_1218	0.002951	0.002791808	0.003201110	0.002493583
ASV_866	0.003538	0.002850869	0.004526811	0.001850281
ASV_675	0.002523	0.0009949406	0.0039950343	0.0009469258
ASV_875	0.002826	0.0073281830	0.0005009978	0.0014419951
ASV_373	0.002943	0.0002101154	0.0052085714	0.0012201405
ASV_808	0.003283	0.001422658	0.004960810	0.001704579
ASV_321	0.003574	0.001167269	0.003234905	0.009059170
ASV_1048	0.002339	0.003229354	0.001356942	0.003634333
ASV_902	0.002624	0.002952858	0.002600144	0.002083003
ASV_1067	0.003552	0.002037028	0.005109104	0.001695874
ASV_1047	0.002612	8.120263e-03	7.333228e-05	0.000000e+00
ASV_1070	0.002774	0.001654291	0.004049301	0.001027502
ASV_896	0.004164	0.003834748	0.004771175	0.002951901
ASV_1104	0.003037	0.0008439505	0.0035080393	0.0056955124
ASV_828	0.002424	0.001876136	0.003214188	0.001071508
ASV_998	0.002516	0.0064910779	0.0002652827	0.0018858228
ASV_1171	0.002884	0.0008790972	0.0043737105	0.0021356549
ASV_1055	0.003124	0.003179650	0.003795697	0.001002979
ASV_1025	0.002358	0.001378200	0.003110117	0.001919010
ASV_1135	0.002725	0.004887271	0.002202017	0.000277542
ASV_1139	0.002693	0.0044692076	0.0006973295	0.0053836350
ASV_1212	0.002813	0.003127582	0.002695368	0.002579442
ASV_1106	0.002675	0.000709135	0.002430693	0.007060194
ASV_912	0.002437	0.003249547	0.002306288	0.001322456
ASV_778	0.002581	6.586782e-05	3.067579e-03	5.793418e-03
ASV_1151	0.002537	0.0001844501	0.0042151667	0.0018706201
ASV_1220	0.002305	0.0050781987	0.0012433356	0.0003385878
ASV_977	0.003019	0.002463018	0.002783147	0.004756910
ASV_1027	0.003252	0.0016064422	0.0052396736	0.0003469006
ASV_1145	0.003748	0.0004077895	0.0060621764	0.0030089947
ASV_370	0.002235	0.001080085	0.003528100	0.000499012
ASV_901	0.0031	0.0008588905	0.0032933572	0.0066835829
ASV_792	0.001553	0.000000000	0.000000000	0.009097014
ASV_1026	0.00218	0.0040915243	0.0016273239	0.0002877284
ASV_1185	0.002015	0.0013198837	0.0028546786	0.0007846462
ASV_970	0.002522	0.001824250	0.003451262	0.001030813
ASV_1063	0.002279	0.000918592	0.003296101	0.001756805
ASV_986	0.00239	0.001174458	0.003169862	0.002305480
ASV_774	0.001992	0.0051292373	0.0006278048	0.0002604124
ASV_1080	0.002365	0.001356493	0.002899954	0.002632712
ASV_1233	0.003036	0.001670576	0.002621688	0.006812184
ASV_620	0.002308	0.001857975	0.002915745	0.001321438
ASV_1094	0.001908	0.0000000000	0.0036050957	0.0003610584
ASV_957	0.002549	0.002438410	0.002699386	0.002303323
ASV_369	0.002603	0.002625253	0.002796121	0.001979973
ASV_877	0.001874	0.0004050474	0.0020779434	0.0039908100
ASV_1132	0.00197	0.0011307335	0.0029476962	0.0005968683
ASV_1039	0.002203	0.001848440	0.002698642	0.001375362
ASV_1032	0.001778	8.864594e-05	2.518063e-03	2.692837e-03
ASV_869	0.002075	0.001517415	0.002703382	0.001225669
ASV_1205	0.001613	0.0034798053	0.0003981695	0.0017915486
ASV_994	0.001782	0.000421731	0.002417298	0.002402133
ASV_846	0.001573	0.0008327843	0.0020128801	0.0016265142
ASV_856	0.001776	0.001115116	0.002301519	0.001425371
ASV_1164	0.001886	0.0006091482	0.0022986724	0.0030200174
ASV_565	0.001439	0.001320763	0.000955376	0.003107655
ASV_876	0.00231	0.0008991115	0.0030221668	0.0027940688
ASV_1173	0.001624	4.882900e-03	3.608105e-05	3.359763e-04
ASV_1130	0.001428	0.0042023543	0.0001861758	0.0000000000
ASV_784	0.001606	0.0010496454	0.0022528374	0.0006986167
ASV_718	0.001993	0.0027537993	0.0019008852	0.0008563273
ASV_992	0.001529	0.0038984865	0.0002986338	0.0008211725
ASV_1193	0.001965	0.0008079468	0.0031856202	0.0004506033
ASV_1168	0.001708	0.0024579220	0.0016901587	0.0003697973
ASV_733	0.001584	0.0007365955	0.0019756426	0.0019825838
ASV_1143	0.001446	0.0032359811	0.0007318327	0.0002621809
ASV_1016	0.001393	0.0022515324	0.0009964531	0.0009870044
ASV_1099	0.001554	0.0007632416	0.0017908701	0.0023128519
ASV_654	0.001587	0.0040373675	0.0004681122	0.0003932714
ASV_1097	0.001424	0.0006807556	0.0021429049	0.0006485777
ASV_770	0.001463	0.0008298149	0.0020459353	0.0008925775
ASV_1163	0.000918	0.0002663964	0.0000000000	0.0048813246
ASV_987	0.001403	0.001400772	0.001468881	0.001208269
ASV_1057	0.001328	0.0011448286	0.0017095468	0.0005243619
ASV_1236	0.001819	0.0004878348	0.0006200395	0.0078905181
ASV_742	0.001332	0.0001459438	0.0015308852	0.0029352753
ASV_1129	0.00179	0.0006532038	0.0003664490	0.0081726657
ASV_1207	0.001231	0.0003917919	0.0020734422	0.0002621809
ASV_673	0.001087	0.0014440646	0.0010124844	0.0006478391
ASV_665	0.001266	0.0010890175	0.0016149485	0.0005495138
ASV_612	0.000931	0.0016347511	0.0006166269	0.0005681324
ASV_859	0.000887	0.0001381190	0.0009169794	0.0021856638
ASV_908	0.001152	0.0010787723	0.0014121897	0.0005069012
ASV_308	0.001403	5.095998e-05	2.517720e-03	5.726599e-04
ASV_1108	0.00076	2.265145e-03	8.153388e-05	0.000000e+00
ASV_1201	0.001152	0.0014165672	0.0012411267	0.0003929856
ASV_600	0.001115	0.0008760149	0.0013829751	0.0007535241
ASV_1078	0.000907	0.0004866241	0.0014134877	0.0001705085
ASV_1060	0.000945	0.0006370991	0.0014512071	0.0000000000
ASV_921	0.001291	0.0004952395	0.0007160384	0.0044910994
ASV_1076	0.001008	0.0012894804	0.0011049517	0.0001918189
ASV_810	0.000938	0.0011653310	0.0008688328	0.0007246485
ASV_1166	0.000998	0.0000000000	0.0016429015	0.0009176332
ASV_1206	0.000678	0.0001381190	0.0009207764	0.0009536255
ASV_602	0.000826	0.0003617186	0.0012531404	0.0004068946
ASV_1176	0.000758	0.0003672905	0.0006370850	0.0018459856
ASV_990	0.000666	0.000276238	0.000682594	0.001342904
ASV_983	0.000683	0.0003983731	0.0008257116	0.0007822256
ASV_888	0.000822	0.0008167711	0.0010025945	0.0002908747
ASV_1053	0.000553	1.661645e-03	5.160949e-05	0.000000e+00
ASV_850	0.000653	0.0007519538	0.0008085183	0.0000000000
ASV_263	0.000678	0.0005671097	0.0008395801	0.0004005777
ASV_748	0.000533	1.589537e-03	2.799309e-05	8.525425e-05
ASV_1239	0.000463	5.381426e-04	5.393734e-04	9.527493e-05
ASV_511	0.000428	0.0004790062	0.0001171521	0.0012653863
ASV_597	0.000494	0.0007068059	0.0003959024	0.0003946821
ASV_1089	0.000383	0.0001381190	0.0004333581	0.0006850344
ASV_1125	0.000403	0.0008562817	0.0002568319	0.0000000000
ASV_617	0.000528	1.610914e-04	6.482839e-05	2.601755e-03
ASV_605	0.000353	0.0002330311	0.0004881118	0.0001705085
ASV_1157	0.00034	8.220561e-05	5.159584e-04	2.921510e-04
ASV_1152	0.000227	0.00000000	0.00000000	0.00133127
ASV_611	0.000163	4.266865e-04	5.419384e-05	0.000000e+00
ASV_768	0.000101	2.635859e-04	0.000000e+00	9.980239e-05
ASV_429	8.6e-05	1.412308e-04	8.047722e-05	0.000000e+00
ASV_946	0.000116	0.0000000000	0.0002259869	0.0000000000
ASV_889	8e-05	0.0000000	0.0001568	0.0000000
ASV_1028	5.6e-05	0.0001779042	0.0000000000	0.0000000000
ASV_1149	7.4e-05	6.586782e-05	1.040943e-04	0.000000e+00
ASV_1192	4e-05	5.654196e-05	4.289927e-05	0.000000e+00
ASV_838	2.1e-05	6.586782e-05	0.000000e+00	0.000000e+00
ASV_931	3.1e-05	0.000000e+00	5.966402e-05	0.000000e+00
ASV_1034	1.5e-05	0.000000e+00	2.970213e-05	0.000000e+00
ASV_1058	1.9e-05	0.00000e+00	3.72606e-05	0.00000e+00
ASV_1190	1.5e-05	4.775221e-05	0.000000e+00	0.000000e+00
